cell_bler_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_BLER_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,34.07,index,valid,synthetic_ran_kpi,273,272,4.01,99.9
RAN_KPI-CELL_BLER_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,47.74,index,valid,synthetic_ran_kpi,188,181,2.34,99.9
RAN_KPI-CELL_BLER_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,30.88,index,valid,synthetic_ran_kpi,83,75,1.03,99.9
RAN_KPI-CELL_BLER_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,26.92,index,valid,synthetic_ran_kpi,130,126,1.35,99.9
RAN_KPI-CELL_BLER_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,54.13,index,valid,synthetic_ran_kpi,129,125,6.41,99.9
RAN_KPI-CELL_BLER_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,70.77,index,valid,synthetic_ran_kpi,156,152,2.83,99.9
RAN_KPI-CELL_BLER_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,64.95,index,valid,synthetic_ran_kpi,294,290,6.21,99.9
RAN_KPI-CELL_BLER_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,29.51,index,valid,synthetic_ran_kpi,123,115,5.44,99.9
RAN_KPI-CELL_BLER_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,15.49,index,valid,synthetic_ran_kpi,123,120,2.03,99.9
RAN_KPI-CELL_BLER_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,52.83,index,valid,synthetic_ran_kpi,237,236,3.28,99.9
RAN_KPI-CELL_BLER_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,15.15,index,valid,synthetic_ran_kpi,290,285,6.41,99.9
RAN_KPI-CELL_BLER_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,62.92,index,valid,synthetic_ran_kpi,131,128,2.44,99.9
RAN_KPI-CELL_BLER_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,27.18,index,valid,synthetic_ran_kpi,281,277,4.54,99.9
RAN_KPI-CELL_BLER_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,17.07,index,valid,synthetic_ran_kpi,286,284,1.37,99.9
RAN_KPI-CELL_BLER_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,48.17,index,valid,synthetic_ran_kpi,295,292,7.68,99.9
RAN_KPI-CELL_BLER_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,58.3,index,valid,synthetic_ran_kpi,84,79,5.03,99.9
RAN_KPI-CELL_BLER_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,79.59,index,valid,synthetic_ran_kpi,151,144,7.77,99.9
RAN_KPI-CELL_BLER_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,73.03,index,valid,synthetic_ran_kpi,239,234,4.14,99.9
RAN_KPI-CELL_BLER_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,79.35,index,valid,synthetic_ran_kpi,131,129,5.56,99.9
RAN_KPI-CELL_BLER_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,32.49,index,valid,synthetic_ran_kpi,160,158,7.5,99.9
RAN_KPI-CELL_BLER_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,26.24,index,valid,synthetic_ran_kpi,269,262,6.95,99.9
RAN_KPI-CELL_BLER_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,50.43,index,valid,synthetic_ran_kpi,203,196,1.39,99.9
RAN_KPI-CELL_BLER_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,74.48,index,valid,synthetic_ran_kpi,119,117,4.41,99.9
RAN_KPI-CELL_BLER_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,80.99,index,valid,synthetic_ran_kpi,85,81,3.32,99.9
RAN_KPI-CELL_BLER_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,52.28,index,valid,synthetic_ran_kpi,268,260,6.38,99.9
RAN_KPI-CELL_BLER_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,70.54,index,valid,synthetic_ran_kpi,107,104,6.73,99.9
RAN_KPI-CELL_BLER_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,81.81,index,valid,synthetic_ran_kpi,156,150,6.92,99.9
RAN_KPI-CELL_BLER_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,47.86,index,valid,synthetic_ran_kpi,122,119,7.93,99.9
RAN_KPI-CELL_BLER_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,68.57,index,valid,synthetic_ran_kpi,168,160,3.92,99.9
RAN_KPI-CELL_BLER_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,16.89,index,valid,synthetic_ran_kpi,85,78,3.98,99.9
RAN_KPI-CELL_BLER_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,22.25,index,valid,synthetic_ran_kpi,84,83,7.06,99.9
RAN_KPI-CELL_BLER_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,61.92,index,valid,synthetic_ran_kpi,174,172,6.85,99.9
RAN_KPI-CELL_BLER_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,72.64,index,valid,synthetic_ran_kpi,182,181,3.23,99.9
RAN_KPI-CELL_BLER_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,38.44,index,valid,synthetic_ran_kpi,294,288,5.51,99.9
RAN_KPI-CELL_BLER_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,72.53,index,valid,synthetic_ran_kpi,229,222,4.55,99.9
RAN_KPI-CELL_BLER_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,71.3,index,valid,synthetic_ran_kpi,189,184,1.63,99.9
RAN_KPI-CELL_BLER_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,33.47,index,valid,synthetic_ran_kpi,292,290,6.26,99.9
RAN_KPI-CELL_BLER_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,49.47,index,valid,synthetic_ran_kpi,112,107,2.32,99.9
RAN_KPI-CELL_BLER_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,45.36,index,valid,synthetic_ran_kpi,225,219,4.55,99.9
RAN_KPI-CELL_BLER_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,78.41,index,valid,synthetic_ran_kpi,171,169,0.57,99.9
RAN_KPI-CELL_BLER_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,43.82,index,valid,synthetic_ran_kpi,254,252,5.45,99.9
RAN_KPI-CELL_BLER_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,34.45,index,valid,synthetic_ran_kpi,188,187,6.7,99.9
RAN_KPI-CELL_BLER_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,34.91,index,valid,synthetic_ran_kpi,231,226,2.72,99.9
RAN_KPI-CELL_BLER_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,46.37,index,valid,synthetic_ran_kpi,258,252,7.44,99.9
RAN_KPI-CELL_BLER_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.88,index,valid,synthetic_ran_kpi,100,93,4.54,99.9
RAN_KPI-CELL_BLER_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,28.55,index,valid,synthetic_ran_kpi,149,146,1.14,99.9
RAN_KPI-CELL_BLER_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,51.42,index,valid,synthetic_ran_kpi,162,156,2.72,99.9
RAN_KPI-CELL_BLER_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.16,index,valid,synthetic_ran_kpi,274,272,7.42,99.9
RAN_KPI-CELL_BLER_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,73.69,index,valid,synthetic_ran_kpi,153,148,7.38,99.9
RAN_KPI-CELL_BLER_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,32.17,index,valid,synthetic_ran_kpi,223,219,3.82,99.9
RAN_KPI-CELL_BLER_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,17.06,index,valid,synthetic_ran_kpi,83,82,5.5,99.9
RAN_KPI-CELL_BLER_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,34.8,index,valid,synthetic_ran_kpi,298,296,3.82,99.9
RAN_KPI-CELL_BLER_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,68.22,index,valid,synthetic_ran_kpi,117,114,1.92,99.9
RAN_KPI-CELL_BLER_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,29.55,index,valid,synthetic_ran_kpi,173,165,0.7,99.9
RAN_KPI-CELL_BLER_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,43.23,index,valid,synthetic_ran_kpi,264,263,5.4,99.9
RAN_KPI-CELL_BLER_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,17.09,index,valid,synthetic_ran_kpi,200,193,3.76,99.9
RAN_KPI-CELL_BLER_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,55.02,index,valid,synthetic_ran_kpi,105,103,2.23,99.9
RAN_KPI-CELL_BLER_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,26.28,index,valid,synthetic_ran_kpi,229,223,0.64,99.9
RAN_KPI-CELL_BLER_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,36.45,index,valid,synthetic_ran_kpi,184,178,3.66,99.9
RAN_KPI-CELL_BLER_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,72.33,index,valid,synthetic_ran_kpi,224,217,7.36,99.9
RAN_KPI-CELL_BLER_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,16.24,index,valid,synthetic_ran_kpi,198,193,4.5,99.9
RAN_KPI-CELL_BLER_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,40.15,index,valid,synthetic_ran_kpi,229,226,6.77,99.9
RAN_KPI-CELL_BLER_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,41.06,index,valid,synthetic_ran_kpi,179,172,4.17,99.9
RAN_KPI-CELL_BLER_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,69.32,index,valid,synthetic_ran_kpi,241,236,3.69,99.9
RAN_KPI-CELL_BLER_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,42.85,index,valid,synthetic_ran_kpi,248,245,3.1,99.9
RAN_KPI-CELL_BLER_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,29.13,index,valid,synthetic_ran_kpi,123,122,6.9,99.9
RAN_KPI-CELL_BLER_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,44.21,index,valid,synthetic_ran_kpi,256,248,1.24,99.9
RAN_KPI-CELL_BLER_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,29.91,index,valid,synthetic_ran_kpi,104,98,1.56,99.9
RAN_KPI-CELL_BLER_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,69.85,index,valid,synthetic_ran_kpi,208,204,6.03,99.9
RAN_KPI-CELL_BLER_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,30.71,index,valid,synthetic_ran_kpi,103,96,1.58,99.9
RAN_KPI-CELL_BLER_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,71.7,index,valid,synthetic_ran_kpi,203,201,1.98,99.9
RAN_KPI-CELL_BLER_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,45.16,index,valid,synthetic_ran_kpi,109,103,5.27,99.9
RAN_KPI-CELL_BLER_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,28.07,index,valid,synthetic_ran_kpi,263,256,2.22,99.9
RAN_KPI-CELL_BLER_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,33.19,index,valid,synthetic_ran_kpi,169,168,3.61,99.9
RAN_KPI-CELL_BLER_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,46.31,index,valid,synthetic_ran_kpi,145,140,2.02,99.9
RAN_KPI-CELL_BLER_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,40.16,index,valid,synthetic_ran_kpi,107,106,7.97,99.9
RAN_KPI-CELL_BLER_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,19.75,index,valid,synthetic_ran_kpi,246,239,5.53,99.9
RAN_KPI-CELL_BLER_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,42.32,index,valid,synthetic_ran_kpi,83,82,7.43,99.9
RAN_KPI-CELL_BLER_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,71.88,index,valid,synthetic_ran_kpi,117,113,2.25,99.9
RAN_KPI-CELL_BLER_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,56.47,index,valid,synthetic_ran_kpi,247,244,0.91,99.9
RAN_KPI-CELL_BLER_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,52.9,index,valid,synthetic_ran_kpi,256,248,2.85,99.9
RAN_KPI-CELL_BLER_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,22.7,index,valid,synthetic_ran_kpi,144,137,2.9,99.9
RAN_KPI-CELL_BLER_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,34.13,index,valid,synthetic_ran_kpi,237,235,6.16,99.9
RAN_KPI-CELL_BLER_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,24.66,index,valid,synthetic_ran_kpi,236,234,7.5,99.9
RAN_KPI-CELL_BLER_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,76.38,index,valid,synthetic_ran_kpi,267,261,5.08,99.9
RAN_KPI-CELL_BLER_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,61.82,index,valid,synthetic_ran_kpi,156,155,7.77,99.9
RAN_KPI-CELL_BLER_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,42.67,index,valid,synthetic_ran_kpi,256,248,6.66,99.9
RAN_KPI-CELL_BLER_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,17.89,index,valid,synthetic_ran_kpi,117,111,2.01,99.9
RAN_KPI-CELL_BLER_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,38.24,index,valid,synthetic_ran_kpi,244,240,6.83,99.9
RAN_KPI-CELL_BLER_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,70.19,index,valid,synthetic_ran_kpi,264,257,0.54,99.9
RAN_KPI-CELL_BLER_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,22.18,index,valid,synthetic_ran_kpi,152,145,1.08,99.9
RAN_KPI-CELL_BLER_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,25.85,index,valid,synthetic_ran_kpi,127,122,3.61,99.9
RAN_KPI-CELL_BLER_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,66.16,index,valid,synthetic_ran_kpi,88,86,3.02,99.9
RAN_KPI-CELL_BLER_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,61.8,index,valid,synthetic_ran_kpi,216,213,1.16,99.9
RAN_KPI-CELL_BLER_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,22.91,index,valid,synthetic_ran_kpi,255,254,2.37,99.9
RAN_KPI-CELL_BLER_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,19.01,index,valid,synthetic_ran_kpi,296,292,6.87,99.9
RAN_KPI-CELL_BLER_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,20.01,index,valid,synthetic_ran_kpi,292,291,6.86,99.9
RAN_KPI-CELL_BLER_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,45.66,index,valid,synthetic_ran_kpi,257,254,7.57,99.9
RAN_KPI-CELL_BLER_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,43.65,index,valid,synthetic_ran_kpi,162,157,7.78,99.9
RAN_KPI-CELL_BLER_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,40.5,index,valid,synthetic_ran_kpi,213,210,6.73,99.9
RAN_KPI-CELL_BLER_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,20.63,index,valid,synthetic_ran_kpi,277,272,6.52,99.9
RAN_KPI-CELL_BLER_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,79.71,index,valid,synthetic_ran_kpi,211,208,3.68,99.9
RAN_KPI-CELL_BLER_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,59.56,index,valid,synthetic_ran_kpi,298,296,5.6,99.9
RAN_KPI-CELL_BLER_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,79.79,index,valid,synthetic_ran_kpi,93,91,5.29,99.9
RAN_KPI-CELL_BLER_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,58.49,index,valid,synthetic_ran_kpi,226,224,6.26,99.9
RAN_KPI-CELL_BLER_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,78.67,index,valid,synthetic_ran_kpi,232,228,1.83,99.9
RAN_KPI-CELL_BLER_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,48.35,index,valid,synthetic_ran_kpi,156,153,1.97,99.9
RAN_KPI-CELL_BLER_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,17.61,index,valid,synthetic_ran_kpi,177,175,7.47,99.9
RAN_KPI-CELL_BLER_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,78.76,index,valid,synthetic_ran_kpi,115,112,0.99,99.9
RAN_KPI-CELL_BLER_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,46.65,index,valid,synthetic_ran_kpi,187,185,6.97,99.9
RAN_KPI-CELL_BLER_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,64.76,index,valid,synthetic_ran_kpi,288,280,7.48,99.9
RAN_KPI-CELL_BLER_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,83.43,index,valid,synthetic_ran_kpi,114,109,5.0,99.9
RAN_KPI-CELL_BLER_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,58.55,index,valid,synthetic_ran_kpi,173,168,4.43,99.9
RAN_KPI-CELL_BLER_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,83.02,index,valid,synthetic_ran_kpi,141,135,6.2,99.9
RAN_KPI-CELL_BLER_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,68.86,index,valid,synthetic_ran_kpi,249,241,3.75,99.9
RAN_KPI-CELL_BLER_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,42.45,index,valid,synthetic_ran_kpi,242,239,3.05,99.9
RAN_KPI-CELL_BLER_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,50.49,index,valid,synthetic_ran_kpi,187,181,4.95,99.9
RAN_KPI-CELL_BLER_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,73.66,index,valid,synthetic_ran_kpi,143,136,0.59,99.9
RAN_KPI-CELL_BLER_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,23.75,index,valid,synthetic_ran_kpi,198,196,5.85,99.9
RAN_KPI-CELL_BLER_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,38.06,index,valid,synthetic_ran_kpi,263,256,1.12,99.9
RAN_KPI-CELL_BLER_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,83.84,index,valid,synthetic_ran_kpi,208,205,3.48,99.9
RAN_KPI-CELL_BLER_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,56.77,index,valid,synthetic_ran_kpi,288,284,5.98,99.9
RAN_KPI-CELL_BLER_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,59.4,index,valid,synthetic_ran_kpi,123,119,3.26,99.9
RAN_KPI-CELL_BLER_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,31.12,index,valid,synthetic_ran_kpi,142,135,2.28,99.9
RAN_KPI-CELL_BLER_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,26.08,index,valid,synthetic_ran_kpi,151,144,7.16,99.9
RAN_KPI-CELL_BLER_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,38.81,index,valid,synthetic_ran_kpi,205,200,7.96,99.9
RAN_KPI-CELL_BLER_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,36.36,index,valid,synthetic_ran_kpi,108,100,4.9,99.9
RAN_KPI-CELL_BLER_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,65.84,index,valid,synthetic_ran_kpi,299,294,2.98,99.9
RAN_KPI-CELL_BLER_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,45.39,index,valid,synthetic_ran_kpi,144,139,6.79,99.9
RAN_KPI-CELL_BLER_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,20.23,index,valid,synthetic_ran_kpi,154,147,5.23,99.9
RAN_KPI-CELL_BLER_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,15.2,index,valid,synthetic_ran_kpi,113,112,6.96,99.9
RAN_KPI-CELL_BLER_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,36.34,index,valid,synthetic_ran_kpi,164,161,1.92,99.9
RAN_KPI-CELL_BLER_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,15.81,index,valid,synthetic_ran_kpi,151,149,2.93,99.9
RAN_KPI-CELL_BLER_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,40.05,index,valid,synthetic_ran_kpi,258,256,6.76,99.9
RAN_KPI-CELL_BLER_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,17.66,index,valid,synthetic_ran_kpi,113,107,4.48,99.9
RAN_KPI-CELL_BLER_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,37.46,index,valid,synthetic_ran_kpi,171,164,3.12,99.9
RAN_KPI-CELL_BLER_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,16.52,index,valid,synthetic_ran_kpi,174,166,6.6,99.9
RAN_KPI-CELL_BLER_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,75.83,index,valid,synthetic_ran_kpi,262,256,1.62,99.9
RAN_KPI-CELL_BLER_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,30.58,index,valid,synthetic_ran_kpi,269,264,4.08,99.9
RAN_KPI-CELL_BLER_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,60.25,index,valid,synthetic_ran_kpi,144,138,0.89,99.9
RAN_KPI-CELL_BLER_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,73.29,index,valid,synthetic_ran_kpi,119,116,2.83,99.9
RAN_KPI-CELL_BLER_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,17.13,index,valid,synthetic_ran_kpi,187,183,6.7,99.9
RAN_KPI-CELL_BLER_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,76.32,index,valid,synthetic_ran_kpi,215,209,0.99,99.9
