cell_rach_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RACH_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,19.59,index,valid,synthetic_ran_kpi,270,264,1.15,99.9
RAN_KPI-CELL_RACH_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,33.13,index,valid,synthetic_ran_kpi,189,181,6.92,99.9
RAN_KPI-CELL_RACH_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,49.5,index,valid,synthetic_ran_kpi,138,132,7.58,99.9
RAN_KPI-CELL_RACH_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,18.09,index,valid,synthetic_ran_kpi,290,283,4.16,99.9
RAN_KPI-CELL_RACH_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,62.65,index,valid,synthetic_ran_kpi,246,238,4.84,99.9
RAN_KPI-CELL_RACH_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,53.38,index,valid,synthetic_ran_kpi,143,140,4.07,99.9
RAN_KPI-CELL_RACH_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,38.59,index,valid,synthetic_ran_kpi,162,154,6.16,99.9
RAN_KPI-CELL_RACH_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,61.25,index,valid,synthetic_ran_kpi,146,143,5.85,99.9
RAN_KPI-CELL_RACH_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,72.87,index,valid,synthetic_ran_kpi,150,149,3.55,99.9
RAN_KPI-CELL_RACH_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,73.74,index,valid,synthetic_ran_kpi,97,91,6.89,99.9
RAN_KPI-CELL_RACH_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,19.52,index,valid,synthetic_ran_kpi,197,190,1.9,99.9
RAN_KPI-CELL_RACH_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,70.53,index,valid,synthetic_ran_kpi,233,229,6.63,99.9
RAN_KPI-CELL_RACH_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,45.11,index,valid,synthetic_ran_kpi,82,75,2.15,99.9
RAN_KPI-CELL_RACH_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,31.17,index,valid,synthetic_ran_kpi,210,207,4.87,99.9
RAN_KPI-CELL_RACH_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,34.98,index,valid,synthetic_ran_kpi,162,156,7.17,99.9
RAN_KPI-CELL_RACH_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,37.06,index,valid,synthetic_ran_kpi,186,184,1.7,99.9
RAN_KPI-CELL_RACH_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,58.71,index,valid,synthetic_ran_kpi,117,112,7.33,99.9
RAN_KPI-CELL_RACH_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,27.31,index,valid,synthetic_ran_kpi,142,137,6.71,99.9
RAN_KPI-CELL_RACH_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,49.12,index,valid,synthetic_ran_kpi,153,147,0.84,99.9
RAN_KPI-CELL_RACH_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,25.58,index,valid,synthetic_ran_kpi,200,195,0.76,99.9
RAN_KPI-CELL_RACH_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,55.89,index,valid,synthetic_ran_kpi,259,257,0.56,99.9
RAN_KPI-CELL_RACH_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,30.79,index,valid,synthetic_ran_kpi,254,251,1.06,99.9
RAN_KPI-CELL_RACH_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,57.75,index,valid,synthetic_ran_kpi,194,192,1.39,99.9
RAN_KPI-CELL_RACH_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,57.4,index,valid,synthetic_ran_kpi,94,88,7.11,99.9
RAN_KPI-CELL_RACH_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,64.6,index,valid,synthetic_ran_kpi,160,159,5.94,99.9
RAN_KPI-CELL_RACH_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,71.53,index,valid,synthetic_ran_kpi,156,149,2.72,99.9
RAN_KPI-CELL_RACH_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,36.7,index,valid,synthetic_ran_kpi,146,140,4.56,99.9
RAN_KPI-CELL_RACH_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,70.91,index,valid,synthetic_ran_kpi,156,150,7.04,99.9
RAN_KPI-CELL_RACH_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,16.97,index,valid,synthetic_ran_kpi,276,268,4.51,99.9
RAN_KPI-CELL_RACH_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,25.85,index,valid,synthetic_ran_kpi,300,298,7.82,99.9
RAN_KPI-CELL_RACH_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,16.81,index,valid,synthetic_ran_kpi,193,185,1.59,99.9
RAN_KPI-CELL_RACH_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,65.16,index,valid,synthetic_ran_kpi,156,154,4.11,99.9
RAN_KPI-CELL_RACH_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,26.54,index,valid,synthetic_ran_kpi,141,136,7.14,99.9
RAN_KPI-CELL_RACH_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,40.32,index,valid,synthetic_ran_kpi,96,93,3.7,99.9
RAN_KPI-CELL_RACH_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,50.78,index,valid,synthetic_ran_kpi,86,85,1.13,99.9
RAN_KPI-CELL_RACH_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,53.95,index,valid,synthetic_ran_kpi,144,141,2.85,99.9
RAN_KPI-CELL_RACH_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,22.81,index,valid,synthetic_ran_kpi,182,180,3.57,99.9
RAN_KPI-CELL_RACH_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,68.77,index,valid,synthetic_ran_kpi,238,233,6.68,99.9
RAN_KPI-CELL_RACH_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,25.92,index,valid,synthetic_ran_kpi,221,219,7.32,99.9
RAN_KPI-CELL_RACH_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,52.12,index,valid,synthetic_ran_kpi,218,214,5.79,99.9
RAN_KPI-CELL_RACH_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,82.72,index,valid,synthetic_ran_kpi,241,240,5.6,99.9
RAN_KPI-CELL_RACH_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,76.68,index,valid,synthetic_ran_kpi,274,269,5.31,99.9
RAN_KPI-CELL_RACH_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,31.53,index,valid,synthetic_ran_kpi,126,124,4.96,99.9
RAN_KPI-CELL_RACH_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,26.05,index,valid,synthetic_ran_kpi,235,230,7.13,99.9
RAN_KPI-CELL_RACH_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.75,index,valid,synthetic_ran_kpi,181,177,3.0,99.9
RAN_KPI-CELL_RACH_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,49.61,index,valid,synthetic_ran_kpi,142,136,0.65,99.9
RAN_KPI-CELL_RACH_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,60.63,index,valid,synthetic_ran_kpi,206,205,3.38,99.9
RAN_KPI-CELL_RACH_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,69.03,index,valid,synthetic_ran_kpi,215,209,5.02,99.9
RAN_KPI-CELL_RACH_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,66.81,index,valid,synthetic_ran_kpi,261,253,4.08,99.9
RAN_KPI-CELL_RACH_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,80.66,index,valid,synthetic_ran_kpi,81,74,2.54,99.9
RAN_KPI-CELL_RACH_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,49.24,index,valid,synthetic_ran_kpi,118,111,5.41,99.9
RAN_KPI-CELL_RACH_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,28.15,index,valid,synthetic_ran_kpi,237,236,0.56,99.9
RAN_KPI-CELL_RACH_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,23.52,index,valid,synthetic_ran_kpi,180,173,4.5,99.9
RAN_KPI-CELL_RACH_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,16.5,index,valid,synthetic_ran_kpi,226,220,1.2,99.9
RAN_KPI-CELL_RACH_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,53.35,index,valid,synthetic_ran_kpi,219,215,3.8,99.9
RAN_KPI-CELL_RACH_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,32.67,index,valid,synthetic_ran_kpi,171,168,4.06,99.9
RAN_KPI-CELL_RACH_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,41.61,index,valid,synthetic_ran_kpi,288,285,3.78,99.9
RAN_KPI-CELL_RACH_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,19.87,index,valid,synthetic_ran_kpi,146,145,4.25,99.9
RAN_KPI-CELL_RACH_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,69.63,index,valid,synthetic_ran_kpi,246,244,5.32,99.9
RAN_KPI-CELL_RACH_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,60.5,index,valid,synthetic_ran_kpi,115,112,2.04,99.9
RAN_KPI-CELL_RACH_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,35.05,index,valid,synthetic_ran_kpi,148,147,4.2,99.9
RAN_KPI-CELL_RACH_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,59.59,index,valid,synthetic_ran_kpi,158,151,1.73,99.9
RAN_KPI-CELL_RACH_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,46.8,index,valid,synthetic_ran_kpi,214,208,1.53,99.9
RAN_KPI-CELL_RACH_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,75.53,index,valid,synthetic_ran_kpi,171,168,5.35,99.9
RAN_KPI-CELL_RACH_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,65.6,index,valid,synthetic_ran_kpi,226,219,0.83,99.9
RAN_KPI-CELL_RACH_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,42.81,index,valid,synthetic_ran_kpi,204,200,5.86,99.9
RAN_KPI-CELL_RACH_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,36.6,index,valid,synthetic_ran_kpi,90,83,5.58,99.9
RAN_KPI-CELL_RACH_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,58.89,index,valid,synthetic_ran_kpi,139,132,1.56,99.9
RAN_KPI-CELL_RACH_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,18.37,index,valid,synthetic_ran_kpi,102,100,6.18,99.9
RAN_KPI-CELL_RACH_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,67.79,index,valid,synthetic_ran_kpi,84,77,7.54,99.9
RAN_KPI-CELL_RACH_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,19.42,index,valid,synthetic_ran_kpi,222,218,1.36,99.9
RAN_KPI-CELL_RACH_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,34.12,index,valid,synthetic_ran_kpi,99,97,0.67,99.9
RAN_KPI-CELL_RACH_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,53.7,index,valid,synthetic_ran_kpi,174,169,2.41,99.9
RAN_KPI-CELL_RACH_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,34.5,index,valid,synthetic_ran_kpi,126,119,1.19,99.9
RAN_KPI-CELL_RACH_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,51.79,index,valid,synthetic_ran_kpi,293,289,1.75,99.9
RAN_KPI-CELL_RACH_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,48.98,index,valid,synthetic_ran_kpi,224,217,6.24,99.9
RAN_KPI-CELL_RACH_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,68.21,index,valid,synthetic_ran_kpi,127,124,7.33,99.9
RAN_KPI-CELL_RACH_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,56.19,index,valid,synthetic_ran_kpi,120,112,1.45,99.9
RAN_KPI-CELL_RACH_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,23.71,index,valid,synthetic_ran_kpi,228,222,2.99,99.9
RAN_KPI-CELL_RACH_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,68.33,index,valid,synthetic_ran_kpi,158,150,1.74,99.9
RAN_KPI-CELL_RACH_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,41.12,index,valid,synthetic_ran_kpi,164,158,4.98,99.9
RAN_KPI-CELL_RACH_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,74.59,index,valid,synthetic_ran_kpi,175,174,7.8,99.9
RAN_KPI-CELL_RACH_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,53.84,index,valid,synthetic_ran_kpi,100,98,5.38,99.9
RAN_KPI-CELL_RACH_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,60.13,index,valid,synthetic_ran_kpi,157,154,1.51,99.9
RAN_KPI-CELL_RACH_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,58.46,index,valid,synthetic_ran_kpi,245,242,3.38,99.9
RAN_KPI-CELL_RACH_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,68.33,index,valid,synthetic_ran_kpi,203,195,6.6,99.9
RAN_KPI-CELL_RACH_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,41.9,index,valid,synthetic_ran_kpi,173,168,2.88,99.9
RAN_KPI-CELL_RACH_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,74.34,index,valid,synthetic_ran_kpi,126,119,3.82,99.9
RAN_KPI-CELL_RACH_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,57.02,index,valid,synthetic_ran_kpi,200,199,2.55,99.9
RAN_KPI-CELL_RACH_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,17.02,index,valid,synthetic_ran_kpi,209,203,3.59,99.9
RAN_KPI-CELL_RACH_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,19.08,index,valid,synthetic_ran_kpi,156,150,0.51,99.9
RAN_KPI-CELL_RACH_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,54.27,index,valid,synthetic_ran_kpi,263,257,0.74,99.9
RAN_KPI-CELL_RACH_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,36.04,index,valid,synthetic_ran_kpi,214,208,4.99,99.9
RAN_KPI-CELL_RACH_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,57.88,index,valid,synthetic_ran_kpi,126,121,1.63,99.9
RAN_KPI-CELL_RACH_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,37.28,index,valid,synthetic_ran_kpi,107,99,2.94,99.9
RAN_KPI-CELL_RACH_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,21.32,index,valid,synthetic_ran_kpi,90,82,3.45,99.9
RAN_KPI-CELL_RACH_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,70.49,index,valid,synthetic_ran_kpi,139,135,7.33,99.9
RAN_KPI-CELL_RACH_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,64.87,index,valid,synthetic_ran_kpi,191,186,6.0,99.9
RAN_KPI-CELL_RACH_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,66.47,index,valid,synthetic_ran_kpi,259,255,7.06,99.9
RAN_KPI-CELL_RACH_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,35.74,index,valid,synthetic_ran_kpi,159,157,2.45,99.9
RAN_KPI-CELL_RACH_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,66.05,index,valid,synthetic_ran_kpi,96,94,3.44,99.9
RAN_KPI-CELL_RACH_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,21.17,index,valid,synthetic_ran_kpi,184,177,6.76,99.9
RAN_KPI-CELL_RACH_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,59.85,index,valid,synthetic_ran_kpi,285,280,0.66,99.9
RAN_KPI-CELL_RACH_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,37.57,index,valid,synthetic_ran_kpi,278,273,5.43,99.9
RAN_KPI-CELL_RACH_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,77.52,index,valid,synthetic_ran_kpi,142,134,4.05,99.9
RAN_KPI-CELL_RACH_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,44.99,index,valid,synthetic_ran_kpi,106,105,2.64,99.9
RAN_KPI-CELL_RACH_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,37.79,index,valid,synthetic_ran_kpi,179,178,4.61,99.9
RAN_KPI-CELL_RACH_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,76.74,index,valid,synthetic_ran_kpi,286,282,3.18,99.9
RAN_KPI-CELL_RACH_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,60.69,index,valid,synthetic_ran_kpi,146,142,7.4,99.9
RAN_KPI-CELL_RACH_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,69.94,index,valid,synthetic_ran_kpi,153,152,4.7,99.9
RAN_KPI-CELL_RACH_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,73.09,index,valid,synthetic_ran_kpi,84,81,3.17,99.9
RAN_KPI-CELL_RACH_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,43.03,index,valid,synthetic_ran_kpi,106,99,1.07,99.9
RAN_KPI-CELL_RACH_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,72.59,index,valid,synthetic_ran_kpi,97,93,6.38,99.9
RAN_KPI-CELL_RACH_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,74.91,index,valid,synthetic_ran_kpi,84,76,4.94,99.9
RAN_KPI-CELL_RACH_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,40.52,index,valid,synthetic_ran_kpi,250,246,7.38,99.9
RAN_KPI-CELL_RACH_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,35.22,index,valid,synthetic_ran_kpi,164,156,5.99,99.9
RAN_KPI-CELL_RACH_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,67.74,index,valid,synthetic_ran_kpi,215,212,5.22,99.9
RAN_KPI-CELL_RACH_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,60.03,index,valid,synthetic_ran_kpi,260,253,6.87,99.9
RAN_KPI-CELL_RACH_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,50.27,index,valid,synthetic_ran_kpi,194,187,7.29,99.9
RAN_KPI-CELL_RACH_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,69.18,index,valid,synthetic_ran_kpi,83,80,5.69,99.9
RAN_KPI-CELL_RACH_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,49.76,index,valid,synthetic_ran_kpi,282,278,3.14,99.9
RAN_KPI-CELL_RACH_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,47.92,index,valid,synthetic_ran_kpi,256,250,3.24,99.9
RAN_KPI-CELL_RACH_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,49.84,index,valid,synthetic_ran_kpi,275,268,5.86,99.9
RAN_KPI-CELL_RACH_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,40.23,index,valid,synthetic_ran_kpi,106,99,1.51,99.9
RAN_KPI-CELL_RACH_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,84.15,index,valid,synthetic_ran_kpi,88,86,3.85,99.9
RAN_KPI-CELL_RACH_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,48.84,index,valid,synthetic_ran_kpi,103,99,2.72,99.9
RAN_KPI-CELL_RACH_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,50.75,index,valid,synthetic_ran_kpi,224,216,2.48,99.9
RAN_KPI-CELL_RACH_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,17.28,index,valid,synthetic_ran_kpi,169,163,7.94,99.9
RAN_KPI-CELL_RACH_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,70.49,index,valid,synthetic_ran_kpi,212,205,1.19,99.9
RAN_KPI-CELL_RACH_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,57.48,index,valid,synthetic_ran_kpi,83,79,5.58,99.9
RAN_KPI-CELL_RACH_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,16.88,index,valid,synthetic_ran_kpi,111,108,7.13,99.9
RAN_KPI-CELL_RACH_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,78.26,index,valid,synthetic_ran_kpi,197,193,0.76,99.9
RAN_KPI-CELL_RACH_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,70.49,index,valid,synthetic_ran_kpi,255,250,5.37,99.9
RAN_KPI-CELL_RACH_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,43.0,index,valid,synthetic_ran_kpi,239,238,2.63,99.9
RAN_KPI-CELL_RACH_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,48.6,index,valid,synthetic_ran_kpi,221,219,6.32,99.9
RAN_KPI-CELL_RACH_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,77.75,index,valid,synthetic_ran_kpi,276,270,2.19,99.9
RAN_KPI-CELL_RACH_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,62.59,index,valid,synthetic_ran_kpi,91,86,4.65,99.9
RAN_KPI-CELL_RACH_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,21.01,index,valid,synthetic_ran_kpi,243,235,4.59,99.9
RAN_KPI-CELL_RACH_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,84.82,index,valid,synthetic_ran_kpi,114,111,3.52,99.9
RAN_KPI-CELL_RACH_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,66.09,index,valid,synthetic_ran_kpi,224,219,7.31,99.9
RAN_KPI-CELL_RACH_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,26.49,index,valid,synthetic_ran_kpi,123,117,1.99,99.9
RAN_KPI-CELL_RACH_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,42.6,index,valid,synthetic_ran_kpi,102,101,2.67,99.9
RAN_KPI-CELL_RACH_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,79.76,index,valid,synthetic_ran_kpi,284,282,1.4,99.9
