cell_mcs_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MCS_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,47.13,index,valid,synthetic_ran_kpi,266,265,1.87,99.9
RAN_KPI-CELL_MCS_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,65.48,index,valid,synthetic_ran_kpi,239,232,7.36,99.9
RAN_KPI-CELL_MCS_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,55.04,index,valid,synthetic_ran_kpi,137,130,4.84,99.9
RAN_KPI-CELL_MCS_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,62.85,index,valid,synthetic_ran_kpi,181,176,6.51,99.9
RAN_KPI-CELL_MCS_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,81.7,index,valid,synthetic_ran_kpi,280,273,7.8,99.9
RAN_KPI-CELL_MCS_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,82.54,index,valid,synthetic_ran_kpi,196,192,2.29,99.9
RAN_KPI-CELL_MCS_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,52.02,index,valid,synthetic_ran_kpi,212,211,0.8,99.9
RAN_KPI-CELL_MCS_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,59.31,index,valid,synthetic_ran_kpi,298,290,6.62,99.9
RAN_KPI-CELL_MCS_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,42.97,index,valid,synthetic_ran_kpi,228,221,3.17,99.9
RAN_KPI-CELL_MCS_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,48.97,index,valid,synthetic_ran_kpi,93,87,4.86,99.9
RAN_KPI-CELL_MCS_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,44.38,index,valid,synthetic_ran_kpi,166,163,4.68,99.9
RAN_KPI-CELL_MCS_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,83.24,index,valid,synthetic_ran_kpi,131,127,4.57,99.9
RAN_KPI-CELL_MCS_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,19.36,index,valid,synthetic_ran_kpi,190,184,3.96,99.9
RAN_KPI-CELL_MCS_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,58.39,index,valid,synthetic_ran_kpi,151,143,4.61,99.9
RAN_KPI-CELL_MCS_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,82.23,index,valid,synthetic_ran_kpi,121,118,7.15,99.9
RAN_KPI-CELL_MCS_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,27.07,index,valid,synthetic_ran_kpi,87,83,7.41,99.9
RAN_KPI-CELL_MCS_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,32.81,index,valid,synthetic_ran_kpi,83,79,4.82,99.9
RAN_KPI-CELL_MCS_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,84.05,index,valid,synthetic_ran_kpi,126,120,4.59,99.9
RAN_KPI-CELL_MCS_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,32.05,index,valid,synthetic_ran_kpi,252,244,2.42,99.9
RAN_KPI-CELL_MCS_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,33.83,index,valid,synthetic_ran_kpi,97,89,6.64,99.9
RAN_KPI-CELL_MCS_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.3,index,valid,synthetic_ran_kpi,290,285,1.95,99.9
RAN_KPI-CELL_MCS_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,81.92,index,valid,synthetic_ran_kpi,265,258,6.03,99.9
RAN_KPI-CELL_MCS_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,21.7,index,valid,synthetic_ran_kpi,185,179,7.64,99.9
RAN_KPI-CELL_MCS_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,55.98,index,valid,synthetic_ran_kpi,199,193,5.75,99.9
RAN_KPI-CELL_MCS_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,49.26,index,valid,synthetic_ran_kpi,260,254,6.45,99.9
RAN_KPI-CELL_MCS_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,83.67,index,valid,synthetic_ran_kpi,187,180,7.73,99.9
RAN_KPI-CELL_MCS_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,29.71,index,valid,synthetic_ran_kpi,180,173,0.61,99.9
RAN_KPI-CELL_MCS_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,36.81,index,valid,synthetic_ran_kpi,259,258,1.83,99.9
RAN_KPI-CELL_MCS_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,44.65,index,valid,synthetic_ran_kpi,150,145,6.52,99.9
RAN_KPI-CELL_MCS_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,65.1,index,valid,synthetic_ran_kpi,171,164,3.45,99.9
RAN_KPI-CELL_MCS_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,46.11,index,valid,synthetic_ran_kpi,285,280,4.29,99.9
RAN_KPI-CELL_MCS_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,82.24,index,valid,synthetic_ran_kpi,186,181,3.81,99.9
RAN_KPI-CELL_MCS_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,28.24,index,valid,synthetic_ran_kpi,104,101,7.97,99.9
RAN_KPI-CELL_MCS_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,68.77,index,valid,synthetic_ran_kpi,286,279,4.59,99.9
RAN_KPI-CELL_MCS_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,62.75,index,valid,synthetic_ran_kpi,217,216,3.56,99.9
RAN_KPI-CELL_MCS_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,54.89,index,valid,synthetic_ran_kpi,226,219,1.97,99.9
RAN_KPI-CELL_MCS_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,18.78,index,valid,synthetic_ran_kpi,95,87,1.94,99.9
RAN_KPI-CELL_MCS_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,81.74,index,valid,synthetic_ran_kpi,128,127,7.45,99.9
RAN_KPI-CELL_MCS_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,27.69,index,valid,synthetic_ran_kpi,189,185,2.72,99.9
RAN_KPI-CELL_MCS_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,26.68,index,valid,synthetic_ran_kpi,84,83,7.05,99.9
RAN_KPI-CELL_MCS_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,55.61,index,valid,synthetic_ran_kpi,228,223,2.89,99.9
RAN_KPI-CELL_MCS_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,32.08,index,valid,synthetic_ran_kpi,294,287,5.96,99.9
RAN_KPI-CELL_MCS_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,46.17,index,valid,synthetic_ran_kpi,273,268,1.56,99.9
RAN_KPI-CELL_MCS_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,32.12,index,valid,synthetic_ran_kpi,217,211,1.1,99.9
RAN_KPI-CELL_MCS_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,72.7,index,valid,synthetic_ran_kpi,213,206,7.84,99.9
RAN_KPI-CELL_MCS_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,48.49,index,valid,synthetic_ran_kpi,119,116,4.04,99.9
RAN_KPI-CELL_MCS_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,73.25,index,valid,synthetic_ran_kpi,206,204,0.84,99.9
RAN_KPI-CELL_MCS_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,61.82,index,valid,synthetic_ran_kpi,253,252,3.16,99.9
RAN_KPI-CELL_MCS_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,51.46,index,valid,synthetic_ran_kpi,95,88,5.2,99.9
RAN_KPI-CELL_MCS_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.08,index,valid,synthetic_ran_kpi,98,95,7.52,99.9
RAN_KPI-CELL_MCS_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,20.55,index,valid,synthetic_ran_kpi,170,163,5.82,99.9
RAN_KPI-CELL_MCS_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,35.45,index,valid,synthetic_ran_kpi,197,192,4.76,99.9
RAN_KPI-CELL_MCS_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,42.62,index,valid,synthetic_ran_kpi,226,223,7.61,99.9
RAN_KPI-CELL_MCS_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,27.38,index,valid,synthetic_ran_kpi,204,203,4.12,99.9
RAN_KPI-CELL_MCS_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,70.11,index,valid,synthetic_ran_kpi,272,266,5.76,99.9
RAN_KPI-CELL_MCS_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,56.52,index,valid,synthetic_ran_kpi,260,254,6.44,99.9
RAN_KPI-CELL_MCS_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,26.91,index,valid,synthetic_ran_kpi,256,253,1.93,99.9
RAN_KPI-CELL_MCS_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,40.73,index,valid,synthetic_ran_kpi,241,239,6.61,99.9
RAN_KPI-CELL_MCS_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,33.06,index,valid,synthetic_ran_kpi,217,212,3.35,99.9
RAN_KPI-CELL_MCS_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,31.31,index,valid,synthetic_ran_kpi,158,152,7.97,99.9
RAN_KPI-CELL_MCS_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,57.43,index,valid,synthetic_ran_kpi,247,241,6.49,99.9
RAN_KPI-CELL_MCS_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,46.92,index,valid,synthetic_ran_kpi,297,294,5.64,99.9
RAN_KPI-CELL_MCS_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,60.09,index,valid,synthetic_ran_kpi,223,221,2.33,99.9
RAN_KPI-CELL_MCS_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,79.33,index,valid,synthetic_ran_kpi,229,224,0.86,99.9
RAN_KPI-CELL_MCS_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,32.6,index,valid,synthetic_ran_kpi,82,80,4.43,99.9
RAN_KPI-CELL_MCS_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,71.84,index,valid,synthetic_ran_kpi,260,258,4.97,99.9
RAN_KPI-CELL_MCS_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,40.37,index,valid,synthetic_ran_kpi,202,200,5.75,99.9
RAN_KPI-CELL_MCS_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,77.79,index,valid,synthetic_ran_kpi,93,91,2.28,99.9
RAN_KPI-CELL_MCS_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,80.05,index,valid,synthetic_ran_kpi,87,79,3.29,99.9
RAN_KPI-CELL_MCS_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,17.88,index,valid,synthetic_ran_kpi,92,85,7.14,99.9
RAN_KPI-CELL_MCS_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,78.77,index,valid,synthetic_ran_kpi,264,261,0.83,99.9
RAN_KPI-CELL_MCS_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,44.15,index,valid,synthetic_ran_kpi,290,285,5.42,99.9
RAN_KPI-CELL_MCS_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,62.31,index,valid,synthetic_ran_kpi,135,134,4.15,99.9
RAN_KPI-CELL_MCS_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,31.21,index,valid,synthetic_ran_kpi,252,249,0.64,99.9
RAN_KPI-CELL_MCS_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,39.52,index,valid,synthetic_ran_kpi,203,199,2.11,99.9
RAN_KPI-CELL_MCS_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,18.09,index,valid,synthetic_ran_kpi,112,106,1.33,99.9
RAN_KPI-CELL_MCS_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,17.18,index,valid,synthetic_ran_kpi,100,98,5.54,99.9
RAN_KPI-CELL_MCS_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,51.0,index,valid,synthetic_ran_kpi,237,230,2.37,99.9
RAN_KPI-CELL_MCS_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,28.08,index,valid,synthetic_ran_kpi,135,134,6.21,99.9
RAN_KPI-CELL_MCS_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,28.69,index,valid,synthetic_ran_kpi,260,258,4.53,99.9
RAN_KPI-CELL_MCS_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,75.89,index,valid,synthetic_ran_kpi,222,214,4.71,99.9
RAN_KPI-CELL_MCS_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,63.44,index,valid,synthetic_ran_kpi,238,231,6.36,99.9
RAN_KPI-CELL_MCS_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,78.97,index,valid,synthetic_ran_kpi,230,228,7.89,99.9
RAN_KPI-CELL_MCS_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,75.62,index,valid,synthetic_ran_kpi,231,226,5.77,99.9
RAN_KPI-CELL_MCS_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,76.62,index,valid,synthetic_ran_kpi,256,251,1.82,99.9
RAN_KPI-CELL_MCS_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,33.06,index,valid,synthetic_ran_kpi,196,194,3.91,99.9
RAN_KPI-CELL_MCS_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,15.01,index,valid,synthetic_ran_kpi,139,131,5.42,99.9
RAN_KPI-CELL_MCS_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,36.11,index,valid,synthetic_ran_kpi,93,87,1.42,99.9
RAN_KPI-CELL_MCS_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,61.64,index,valid,synthetic_ran_kpi,232,226,7.33,99.9
RAN_KPI-CELL_MCS_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,51.36,index,valid,synthetic_ran_kpi,137,135,5.11,99.9
RAN_KPI-CELL_MCS_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,56.87,index,valid,synthetic_ran_kpi,273,268,7.17,99.9
RAN_KPI-CELL_MCS_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,45.9,index,valid,synthetic_ran_kpi,172,170,5.09,99.9
RAN_KPI-CELL_MCS_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,64.66,index,valid,synthetic_ran_kpi,190,182,0.65,99.9
RAN_KPI-CELL_MCS_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,81.53,index,valid,synthetic_ran_kpi,272,266,4.27,99.9
RAN_KPI-CELL_MCS_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,65.52,index,valid,synthetic_ran_kpi,122,120,3.51,99.9
RAN_KPI-CELL_MCS_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,43.96,index,valid,synthetic_ran_kpi,284,282,4.84,99.9
RAN_KPI-CELL_MCS_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,24.45,index,valid,synthetic_ran_kpi,184,180,2.79,99.9
RAN_KPI-CELL_MCS_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,44.31,index,valid,synthetic_ran_kpi,286,279,5.62,99.9
RAN_KPI-CELL_MCS_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,25.59,index,valid,synthetic_ran_kpi,174,166,3.38,99.9
RAN_KPI-CELL_MCS_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,77.42,index,valid,synthetic_ran_kpi,294,287,7.29,99.9
RAN_KPI-CELL_MCS_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,17.66,index,valid,synthetic_ran_kpi,207,201,0.71,99.9
RAN_KPI-CELL_MCS_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,61.39,index,valid,synthetic_ran_kpi,96,90,3.63,99.9
RAN_KPI-CELL_MCS_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,38.13,index,valid,synthetic_ran_kpi,154,152,6.61,99.9
RAN_KPI-CELL_MCS_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,39.25,index,valid,synthetic_ran_kpi,134,128,3.78,99.9
RAN_KPI-CELL_MCS_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,74.4,index,valid,synthetic_ran_kpi,127,122,0.94,99.9
RAN_KPI-CELL_MCS_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,80.71,index,valid,synthetic_ran_kpi,116,112,0.74,99.9
RAN_KPI-CELL_MCS_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,43.21,index,valid,synthetic_ran_kpi,100,97,5.25,99.9
RAN_KPI-CELL_MCS_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,61.33,index,valid,synthetic_ran_kpi,175,170,2.4,99.9
RAN_KPI-CELL_MCS_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,27.7,index,valid,synthetic_ran_kpi,131,130,6.37,99.9
RAN_KPI-CELL_MCS_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,50.68,index,valid,synthetic_ran_kpi,280,275,7.7,99.9
RAN_KPI-CELL_MCS_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,28.09,index,valid,synthetic_ran_kpi,90,85,2.67,99.9
RAN_KPI-CELL_MCS_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,46.3,index,valid,synthetic_ran_kpi,128,125,4.87,99.9
RAN_KPI-CELL_MCS_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,68.51,index,valid,synthetic_ran_kpi,128,123,4.93,99.9
RAN_KPI-CELL_MCS_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,68.68,index,valid,synthetic_ran_kpi,132,128,4.6,99.9
RAN_KPI-CELL_MCS_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,81.02,index,valid,synthetic_ran_kpi,159,152,0.81,99.9
RAN_KPI-CELL_MCS_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,34.14,index,valid,synthetic_ran_kpi,226,222,3.08,99.9
RAN_KPI-CELL_MCS_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,76.86,index,valid,synthetic_ran_kpi,227,225,1.86,99.9
RAN_KPI-CELL_MCS_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,33.42,index,valid,synthetic_ran_kpi,102,99,7.57,99.9
RAN_KPI-CELL_MCS_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,49.01,index,valid,synthetic_ran_kpi,153,151,7.24,99.9
RAN_KPI-CELL_MCS_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,80.83,index,valid,synthetic_ran_kpi,240,235,7.9,99.9
RAN_KPI-CELL_MCS_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,64.37,index,valid,synthetic_ran_kpi,257,249,0.88,99.9
RAN_KPI-CELL_MCS_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,33.54,index,valid,synthetic_ran_kpi,202,197,7.6,99.9
RAN_KPI-CELL_MCS_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,60.44,index,valid,synthetic_ran_kpi,246,238,6.36,99.9
RAN_KPI-CELL_MCS_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,83.55,index,valid,synthetic_ran_kpi,149,141,5.67,99.9
RAN_KPI-CELL_MCS_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,51.57,index,valid,synthetic_ran_kpi,244,242,2.22,99.9
RAN_KPI-CELL_MCS_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,53.23,index,valid,synthetic_ran_kpi,178,177,4.99,99.9
RAN_KPI-CELL_MCS_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,38.51,index,valid,synthetic_ran_kpi,260,253,5.29,99.9
RAN_KPI-CELL_MCS_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,43.26,index,valid,synthetic_ran_kpi,252,244,4.23,99.9
RAN_KPI-CELL_MCS_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,80.56,index,valid,synthetic_ran_kpi,273,268,0.89,99.9
RAN_KPI-CELL_MCS_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,17.64,index,valid,synthetic_ran_kpi,87,82,4.36,99.9
RAN_KPI-CELL_MCS_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,54.15,index,valid,synthetic_ran_kpi,210,207,1.05,99.9
RAN_KPI-CELL_MCS_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,24.02,index,valid,synthetic_ran_kpi,136,130,6.22,99.9
RAN_KPI-CELL_MCS_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,52.63,index,valid,synthetic_ran_kpi,157,152,2.52,99.9
RAN_KPI-CELL_MCS_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,28.35,index,valid,synthetic_ran_kpi,160,159,3.8,99.9
RAN_KPI-CELL_MCS_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,16.21,index,valid,synthetic_ran_kpi,252,251,7.8,99.9
RAN_KPI-CELL_MCS_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,16.17,index,valid,synthetic_ran_kpi,284,280,6.47,99.9
RAN_KPI-CELL_MCS_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,46.51,index,valid,synthetic_ran_kpi,135,127,1.31,99.9
RAN_KPI-CELL_MCS_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,26.54,index,valid,synthetic_ran_kpi,88,80,3.66,99.9
RAN_KPI-CELL_MCS_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,81.8,index,valid,synthetic_ran_kpi,291,288,3.44,99.9
RAN_KPI-CELL_MCS_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,62.26,index,valid,synthetic_ran_kpi,157,151,2.21,99.9
RAN_KPI-CELL_MCS_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,31.55,index,valid,synthetic_ran_kpi,233,232,1.63,99.9
RAN_KPI-CELL_MCS_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,16.16,index,valid,synthetic_ran_kpi,239,238,5.17,99.9
RAN_KPI-CELL_MCS_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,22.0,index,valid,synthetic_ran_kpi,159,153,2.7,99.9
