tcp_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-TCP_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,35.31,index,valid,synthetic_qos,332,329,21.77,0
QOS-TCP_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,45.76,index,valid,synthetic_qos,382,379,34.07,0
QOS-TCP_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,68.07,index,valid,synthetic_qos,178,175,15.24,0
QOS-TCP_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,57.43,index,valid,synthetic_qos,337,329,37.88,0
QOS-TCP_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,79.1,index,valid,synthetic_qos,217,213,27.94,0
QOS-TCP_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,73.86,index,valid,synthetic_qos,318,311,41.65,0
QOS-TCP_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,78.89,index,valid,synthetic_qos,225,220,31.17,0
QOS-TCP_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,79.65,index,valid,synthetic_qos,371,366,27.47,0
QOS-TCP_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,44.41,index,valid,synthetic_qos,178,169,28.38,0
QOS-TCP_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,25.1,index,valid,synthetic_qos,340,331,17.94,0
QOS-TCP_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,55.72,index,valid,synthetic_qos,235,229,19.89,0
QOS-TCP_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,64.7,index,valid,synthetic_qos,210,208,24.07,0
QOS-TCP_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,77.27,index,valid,synthetic_qos,202,199,31.44,0
QOS-TCP_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,62.16,index,valid,synthetic_qos,106,103,36.93,0
QOS-TCP_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,59.52,index,valid,synthetic_qos,267,263,41.31,0
QOS-TCP_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,19.6,index,valid,synthetic_qos,142,136,22.35,0
QOS-TCP_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,49.21,index,valid,synthetic_qos,166,162,31.93,0
QOS-TCP_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,82.95,index,valid,synthetic_qos,303,298,44.61,0
QOS-TCP_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,27.94,index,valid,synthetic_qos,355,348,35.34,0
QOS-TCP_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,21.53,index,valid,synthetic_qos,105,96,42.68,0
QOS-TCP_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,78.63,index,valid,synthetic_qos,382,375,34.73,0
QOS-TCP_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,56.28,index,valid,synthetic_qos,371,363,25.92,0
QOS-TCP_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,72.9,index,valid,synthetic_qos,165,162,35.32,0
QOS-TCP_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,78.11,index,valid,synthetic_qos,147,142,31.09,0
QOS-TCP_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,84.69,index,valid,synthetic_qos,153,143,17.14,0
QOS-TCP_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,82.84,index,valid,synthetic_qos,306,300,35.21,0
QOS-TCP_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,74.54,index,valid,synthetic_qos,261,254,30.65,0
QOS-TCP_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,62.14,index,valid,synthetic_qos,319,314,44.21,0
QOS-TCP_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,84.2,index,valid,synthetic_qos,382,375,35.89,0
QOS-TCP_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,32.04,index,valid,synthetic_qos,400,397,33.23,0
QOS-TCP_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,42.66,index,valid,synthetic_qos,217,208,27.01,0
QOS-TCP_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,74.47,index,valid,synthetic_qos,342,337,19.37,0
QOS-TCP_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.46,index,valid,synthetic_qos,339,330,19.01,0
QOS-TCP_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,16.54,index,valid,synthetic_qos,108,105,28.05,0
QOS-TCP_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,19.28,index,valid,synthetic_qos,144,135,44.35,0
QOS-TCP_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,54.7,index,valid,synthetic_qos,127,122,35.65,0
QOS-TCP_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,55.5,index,valid,synthetic_qos,132,129,29.93,0
QOS-TCP_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,37.41,index,valid,synthetic_qos,191,189,35.0,0
QOS-TCP_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,16.49,index,valid,synthetic_qos,207,198,39.58,0
QOS-TCP_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,66.06,index,valid,synthetic_qos,206,203,41.58,0
QOS-TCP_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,73.45,index,valid,synthetic_qos,240,234,21.4,0
QOS-TCP_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,83.91,index,valid,synthetic_qos,320,316,43.14,0
QOS-TCP_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,15.81,index,valid,synthetic_qos,177,171,29.77,0
QOS-TCP_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,73.43,index,valid,synthetic_qos,277,273,44.4,0
QOS-TCP_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,20.49,index,valid,synthetic_qos,356,350,41.06,0
QOS-TCP_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,67.07,index,valid,synthetic_qos,230,223,21.49,0
QOS-TCP_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,59.3,index,valid,synthetic_qos,303,297,19.18,0
QOS-TCP_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,53.97,index,valid,synthetic_qos,276,274,37.1,0
QOS-TCP_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,75.47,index,valid,synthetic_qos,146,145,32.16,0
QOS-TCP_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,45.86,index,valid,synthetic_qos,211,205,43.42,0
QOS-TCP_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,33.36,index,valid,synthetic_qos,257,256,18.74,0
QOS-TCP_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,24.91,index,valid,synthetic_qos,103,97,22.09,0
QOS-TCP_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,17.17,index,valid,synthetic_qos,195,193,27.24,0
QOS-TCP_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,21.14,index,valid,synthetic_qos,320,319,34.12,0
QOS-TCP_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,16.81,index,valid,synthetic_qos,264,256,25.2,0
QOS-TCP_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,26.93,index,valid,synthetic_qos,381,378,19.09,0
QOS-TCP_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,72.64,index,valid,synthetic_qos,327,321,44.3,0
QOS-TCP_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,71.85,index,valid,synthetic_qos,165,159,41.16,0
QOS-TCP_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,39.21,index,valid,synthetic_qos,195,194,23.2,0
QOS-TCP_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,75.74,index,valid,synthetic_qos,374,364,15.71,0
QOS-TCP_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,43.25,index,valid,synthetic_qos,336,327,27.44,0
QOS-TCP_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,34.57,index,valid,synthetic_qos,314,313,29.51,0
QOS-TCP_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,49.79,index,valid,synthetic_qos,118,116,39.19,0
QOS-TCP_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,78.11,index,valid,synthetic_qos,238,230,22.98,0
QOS-TCP_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,57.85,index,valid,synthetic_qos,388,381,26.44,0
QOS-TCP_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,40.27,index,valid,synthetic_qos,315,311,27.0,0
QOS-TCP_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,69.51,index,valid,synthetic_qos,167,165,25.97,0
QOS-TCP_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,28.91,index,valid,synthetic_qos,183,174,38.85,0
QOS-TCP_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,63.56,index,valid,synthetic_qos,304,296,36.04,0
QOS-TCP_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,71.48,index,valid,synthetic_qos,271,268,27.84,0
QOS-TCP_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,36.98,index,valid,synthetic_qos,268,265,33.42,0
QOS-TCP_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,75.16,index,valid,synthetic_qos,316,311,24.81,0
QOS-TCP_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,21.26,index,valid,synthetic_qos,320,316,34.89,0
QOS-TCP_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,25.88,index,valid,synthetic_qos,355,354,36.69,0
QOS-TCP_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,51.26,index,valid,synthetic_qos,221,219,33.87,0
QOS-TCP_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,27.6,index,valid,synthetic_qos,127,117,44.48,0
QOS-TCP_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,27.49,index,valid,synthetic_qos,158,152,28.95,0
QOS-TCP_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,36.2,index,valid,synthetic_qos,305,302,16.92,0
QOS-TCP_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,26.9,index,valid,synthetic_qos,202,201,34.59,0
QOS-TCP_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,75.7,index,valid,synthetic_qos,335,327,27.63,0
QOS-TCP_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,31.25,index,valid,synthetic_qos,102,94,18.13,0
QOS-TCP_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,40.85,index,valid,synthetic_qos,136,130,19.83,0
QOS-TCP_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,30.22,index,valid,synthetic_qos,334,328,37.41,0
QOS-TCP_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,81.61,index,valid,synthetic_qos,247,242,42.04,0
QOS-TCP_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,46.11,index,valid,synthetic_qos,297,289,29.4,0
QOS-TCP_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,58.51,index,valid,synthetic_qos,397,389,41.69,0
QOS-TCP_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,15.37,index,valid,synthetic_qos,217,209,25.94,0
QOS-TCP_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,17.59,index,valid,synthetic_qos,345,340,44.54,0
QOS-TCP_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,18.67,index,valid,synthetic_qos,134,125,21.57,0
QOS-TCP_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,64.68,index,valid,synthetic_qos,126,123,15.18,0
QOS-TCP_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,79.55,index,valid,synthetic_qos,109,104,40.09,0
QOS-TCP_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,57.07,index,valid,synthetic_qos,146,136,37.38,0
QOS-TCP_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,60.04,index,valid,synthetic_qos,200,190,19.44,0
QOS-TCP_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,46.0,index,valid,synthetic_qos,210,206,23.03,0
QOS-TCP_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,56.41,index,valid,synthetic_qos,378,368,21.0,0
QOS-TCP_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,52.5,index,valid,synthetic_qos,301,295,22.61,0
QOS-TCP_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,40.77,index,valid,synthetic_qos,206,198,35.1,0
QOS-TCP_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,82.6,index,valid,synthetic_qos,103,93,35.7,0
QOS-TCP_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,37.44,index,valid,synthetic_qos,280,279,39.3,0
QOS-TCP_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,75.54,index,valid,synthetic_qos,291,285,15.47,0
QOS-TCP_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,69.75,index,valid,synthetic_qos,295,285,34.78,0
QOS-TCP_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,66.45,index,valid,synthetic_qos,216,213,18.44,0
QOS-TCP_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,27.19,index,valid,synthetic_qos,123,114,33.94,0
QOS-TCP_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,58.63,index,valid,synthetic_qos,149,146,39.91,0
QOS-TCP_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,53.8,index,valid,synthetic_qos,175,172,29.17,0
QOS-TCP_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,47.47,index,valid,synthetic_qos,162,158,43.21,0
QOS-TCP_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,53.95,index,valid,synthetic_qos,212,208,29.01,0
QOS-TCP_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,81.22,index,valid,synthetic_qos,340,332,20.73,0
QOS-TCP_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,34.83,index,valid,synthetic_qos,323,313,23.24,0
QOS-TCP_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,75.17,index,valid,synthetic_qos,227,217,22.59,0
QOS-TCP_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,63.78,index,valid,synthetic_qos,323,321,27.1,0
QOS-TCP_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,73.21,index,valid,synthetic_qos,172,164,18.07,0
QOS-TCP_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,24.94,index,valid,synthetic_qos,134,124,41.6,0
QOS-TCP_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,24.37,index,valid,synthetic_qos,184,183,17.12,0
QOS-TCP_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,62.51,index,valid,synthetic_qos,130,122,30.73,0
QOS-TCP_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,58.81,index,valid,synthetic_qos,234,232,35.87,0
QOS-TCP_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,78.95,index,valid,synthetic_qos,260,253,39.68,0
QOS-TCP_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,80.98,index,valid,synthetic_qos,363,353,28.45,0
QOS-TCP_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,83.43,index,valid,synthetic_qos,143,134,22.27,0
QOS-TCP_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,49.71,index,valid,synthetic_qos,285,277,42.06,0
QOS-TCP_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,39.11,index,valid,synthetic_qos,203,201,15.21,0
QOS-TCP_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,15.85,index,valid,synthetic_qos,100,91,38.11,0
QOS-TCP_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,63.0,index,valid,synthetic_qos,264,258,43.24,0
QOS-TCP_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,46.03,index,valid,synthetic_qos,231,229,22.57,0
QOS-TCP_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,22.48,index,valid,synthetic_qos,220,212,36.84,0
QOS-TCP_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,39.92,index,valid,synthetic_qos,341,340,15.21,0
QOS-TCP_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,38.7,index,valid,synthetic_qos,164,163,34.08,0
QOS-TCP_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,39.54,index,valid,synthetic_qos,120,112,31.95,0
QOS-TCP_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,24.92,index,valid,synthetic_qos,393,383,28.06,0
QOS-TCP_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,24.45,index,valid,synthetic_qos,187,183,44.66,0
QOS-TCP_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,36.24,index,valid,synthetic_qos,336,330,35.3,0
QOS-TCP_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,39.48,index,valid,synthetic_qos,194,186,18.87,0
QOS-TCP_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,31.18,index,valid,synthetic_qos,340,339,37.91,0
QOS-TCP_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,26.22,index,valid,synthetic_qos,160,158,28.74,0
QOS-TCP_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,49.11,index,valid,synthetic_qos,147,144,29.03,0
QOS-TCP_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,47.91,index,valid,synthetic_qos,400,396,39.56,0
QOS-TCP_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,36.99,index,valid,synthetic_qos,385,380,23.09,0
QOS-TCP_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,60.24,index,valid,synthetic_qos,309,307,27.17,0
QOS-TCP_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,43.31,index,valid,synthetic_qos,377,372,36.08,0
QOS-TCP_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,16.24,index,valid,synthetic_qos,203,196,43.28,0
QOS-TCP_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,32.69,index,valid,synthetic_qos,197,194,43.36,0
QOS-TCP_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,66.58,index,valid,synthetic_qos,306,301,43.73,0
QOS-TCP_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,40.19,index,valid,synthetic_qos,398,397,39.15,0
QOS-TCP_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,39.92,index,valid,synthetic_qos,400,396,19.94,0
QOS-TCP_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,73.5,index,valid,synthetic_qos,137,127,22.42,0
QOS-TCP_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,73.07,index,valid,synthetic_qos,103,99,35.62,0
QOS-TCP_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,24.57,index,valid,synthetic_qos,278,269,29.93,0
QOS-TCP_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,63.34,index,valid,synthetic_qos,307,298,19.69,0
QOS-TCP_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,44.72,index,valid,synthetic_qos,290,286,41.44,0
QOS-TCP_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,41.2,index,valid,synthetic_qos,232,227,32.99,0
QOS-TCP_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,23.69,index,valid,synthetic_qos,136,135,36.5,0
QOS-TCP_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,52.06,index,valid,synthetic_qos,176,167,30.45,0
QOS-TCP_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,19.45,index,valid,synthetic_qos,144,139,34.65,0
QOS-TCP_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,28.87,index,valid,synthetic_qos,167,165,15.22,0
QOS-TCP_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,42.49,index,valid,synthetic_qos,394,391,40.71,0
QOS-TCP_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,67.41,index,valid,synthetic_qos,397,392,22.7,0
QOS-TCP_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,83.8,index,valid,synthetic_qos,231,229,35.48,0
QOS-TCP_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,65.77,index,valid,synthetic_qos,243,240,33.18,0
QOS-TCP_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,33.68,index,valid,synthetic_qos,179,170,19.57,0
QOS-TCP_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,57.17,index,valid,synthetic_qos,375,367,18.73,0
QOS-TCP_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,25.36,index,valid,synthetic_qos,333,331,24.51,0
QOS-TCP_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,33.09,index,valid,synthetic_qos,282,275,23.28,0
QOS-TCP_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,66.64,index,valid,synthetic_qos,368,358,31.09,0
QOS-TCP_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,80.3,index,valid,synthetic_qos,387,384,34.48,0
QOS-TCP_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.04,index,valid,synthetic_qos,144,143,38.09,0
QOS-TCP_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,33.9,index,valid,synthetic_qos,397,390,18.81,0
QOS-TCP_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,21.23,index,valid,synthetic_qos,235,234,41.48,0
