jitter_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-JITTER_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,69.73,index,valid,synthetic_qos,150,145,25.96,0
QOS-JITTER_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,34.86,index,valid,synthetic_qos,154,144,22.27,0
QOS-JITTER_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,40.28,index,valid,synthetic_qos,225,222,26.86,0
QOS-JITTER_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,68.51,index,valid,synthetic_qos,325,317,22.55,0
QOS-JITTER_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,51.08,index,valid,synthetic_qos,345,339,34.47,0
QOS-JITTER_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,21.04,index,valid,synthetic_qos,181,174,41.43,0
QOS-JITTER_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,73.75,index,valid,synthetic_qos,201,195,22.78,0
QOS-JITTER_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,22.7,index,valid,synthetic_qos,216,215,38.73,0
QOS-JITTER_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,21.03,index,valid,synthetic_qos,226,221,17.53,0
QOS-JITTER_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,27.86,index,valid,synthetic_qos,161,152,25.93,0
QOS-JITTER_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,59.84,index,valid,synthetic_qos,224,221,23.02,0
QOS-JITTER_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,28.67,index,valid,synthetic_qos,139,132,32.31,0
QOS-JITTER_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,75.54,index,valid,synthetic_qos,306,302,23.09,0
QOS-JITTER_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,84.1,index,valid,synthetic_qos,143,139,26.65,0
QOS-JITTER_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,44.78,index,valid,synthetic_qos,216,215,36.29,0
QOS-JITTER_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,72.42,index,valid,synthetic_qos,292,285,15.67,0
QOS-JITTER_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,41.76,index,valid,synthetic_qos,157,149,18.15,0
QOS-JITTER_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,34.49,index,valid,synthetic_qos,210,209,28.42,0
QOS-JITTER_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,60.31,index,valid,synthetic_qos,123,120,44.96,0
QOS-JITTER_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,54.46,index,valid,synthetic_qos,255,250,22.22,0
QOS-JITTER_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,77.73,index,valid,synthetic_qos,293,283,23.08,0
QOS-JITTER_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,24.38,index,valid,synthetic_qos,266,258,44.54,0
QOS-JITTER_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,54.94,index,valid,synthetic_qos,253,245,18.12,0
QOS-JITTER_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,74.69,index,valid,synthetic_qos,277,274,33.08,0
QOS-JITTER_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,17.19,index,valid,synthetic_qos,226,217,19.6,0
QOS-JITTER_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,72.53,index,valid,synthetic_qos,217,210,16.03,0
QOS-JITTER_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,47.36,index,valid,synthetic_qos,333,330,34.22,0
QOS-JITTER_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,66.05,index,valid,synthetic_qos,158,153,19.17,0
QOS-JITTER_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,67.31,index,valid,synthetic_qos,242,234,22.09,0
QOS-JITTER_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,84.13,index,valid,synthetic_qos,328,321,37.33,0
QOS-JITTER_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,45.58,index,valid,synthetic_qos,376,369,32.2,0
QOS-JITTER_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,18.58,index,valid,synthetic_qos,147,141,22.7,0
QOS-JITTER_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,50.12,index,valid,synthetic_qos,357,356,36.38,0
QOS-JITTER_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,77.65,index,valid,synthetic_qos,261,260,30.64,0
QOS-JITTER_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,41.62,index,valid,synthetic_qos,182,178,24.33,0
QOS-JITTER_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,43.89,index,valid,synthetic_qos,274,267,33.77,0
QOS-JITTER_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,30.52,index,valid,synthetic_qos,117,116,41.28,0
QOS-JITTER_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,32.05,index,valid,synthetic_qos,369,368,17.37,0
QOS-JITTER_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,61.03,index,valid,synthetic_qos,243,235,35.37,0
QOS-JITTER_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,59.3,index,valid,synthetic_qos,256,252,16.51,0
QOS-JITTER_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,26.55,index,valid,synthetic_qos,175,169,19.52,0
QOS-JITTER_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,55.86,index,valid,synthetic_qos,376,374,28.04,0
QOS-JITTER_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,29.49,index,valid,synthetic_qos,295,292,35.25,0
QOS-JITTER_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,32.22,index,valid,synthetic_qos,217,215,20.67,0
QOS-JITTER_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,50.14,index,valid,synthetic_qos,284,279,44.11,0
QOS-JITTER_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,70.93,index,valid,synthetic_qos,311,301,15.97,0
QOS-JITTER_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,25.82,index,valid,synthetic_qos,331,324,23.38,0
QOS-JITTER_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,76.57,index,valid,synthetic_qos,264,261,40.67,0
QOS-JITTER_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,81.84,index,valid,synthetic_qos,326,324,17.12,0
QOS-JITTER_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,61.65,index,valid,synthetic_qos,377,376,17.35,0
QOS-JITTER_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,76.88,index,valid,synthetic_qos,234,228,42.65,0
QOS-JITTER_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,67.89,index,valid,synthetic_qos,184,176,33.01,0
QOS-JITTER_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,73.09,index,valid,synthetic_qos,274,273,32.15,0
QOS-JITTER_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,21.58,index,valid,synthetic_qos,320,318,34.41,0
QOS-JITTER_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,15.97,index,valid,synthetic_qos,376,375,37.54,0
QOS-JITTER_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,59.34,index,valid,synthetic_qos,303,302,37.17,0
QOS-JITTER_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,26.22,index,valid,synthetic_qos,390,386,33.74,0
QOS-JITTER_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,46.16,index,valid,synthetic_qos,360,359,35.59,0
QOS-JITTER_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,35.6,index,valid,synthetic_qos,285,283,40.4,0
QOS-JITTER_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,23.46,index,valid,synthetic_qos,283,279,44.42,0
QOS-JITTER_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,52.19,index,valid,synthetic_qos,227,221,24.94,0
QOS-JITTER_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,80.98,index,valid,synthetic_qos,120,110,20.07,0
QOS-JITTER_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,68.33,index,valid,synthetic_qos,374,372,36.9,0
QOS-JITTER_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,30.88,index,valid,synthetic_qos,184,179,19.6,0
QOS-JITTER_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,72.77,index,valid,synthetic_qos,361,355,41.41,0
QOS-JITTER_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,52.32,index,valid,synthetic_qos,305,297,38.25,0
QOS-JITTER_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,25.3,index,valid,synthetic_qos,162,154,15.91,0
QOS-JITTER_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,20.92,index,valid,synthetic_qos,215,213,43.51,0
QOS-JITTER_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,74.31,index,valid,synthetic_qos,336,331,34.01,0
QOS-JITTER_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,55.41,index,valid,synthetic_qos,346,340,37.02,0
QOS-JITTER_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,43.51,index,valid,synthetic_qos,389,388,42.98,0
QOS-JITTER_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,18.11,index,valid,synthetic_qos,246,245,15.44,0
QOS-JITTER_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,21.81,index,valid,synthetic_qos,120,114,17.27,0
QOS-JITTER_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,43.63,index,valid,synthetic_qos,250,242,16.65,0
QOS-JITTER_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,45.44,index,valid,synthetic_qos,222,221,30.47,0
QOS-JITTER_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,19.49,index,valid,synthetic_qos,394,384,21.08,0
QOS-JITTER_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,48.69,index,valid,synthetic_qos,134,133,28.21,0
QOS-JITTER_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,70.78,index,valid,synthetic_qos,298,296,18.88,0
QOS-JITTER_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,62.32,index,valid,synthetic_qos,362,352,37.96,0
QOS-JITTER_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,50.13,index,valid,synthetic_qos,184,174,40.56,0
QOS-JITTER_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,28.39,index,valid,synthetic_qos,386,383,26.92,0
QOS-JITTER_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,60.24,index,valid,synthetic_qos,167,157,36.81,0
QOS-JITTER_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,66.76,index,valid,synthetic_qos,136,129,32.4,0
QOS-JITTER_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,31.07,index,valid,synthetic_qos,139,136,44.87,0
QOS-JITTER_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,76.03,index,valid,synthetic_qos,177,168,28.03,0
QOS-JITTER_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,41.95,index,valid,synthetic_qos,241,238,40.22,0
QOS-JITTER_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,46.79,index,valid,synthetic_qos,179,173,30.75,0
QOS-JITTER_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,82.32,index,valid,synthetic_qos,187,183,40.47,0
QOS-JITTER_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,44.56,index,valid,synthetic_qos,382,372,29.03,0
QOS-JITTER_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,69.76,index,valid,synthetic_qos,115,107,38.27,0
QOS-JITTER_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,42.84,index,valid,synthetic_qos,289,281,42.43,0
QOS-JITTER_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,22.75,index,valid,synthetic_qos,126,124,15.59,0
QOS-JITTER_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,59.89,index,valid,synthetic_qos,113,105,44.51,0
QOS-JITTER_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,58.73,index,valid,synthetic_qos,227,223,39.06,0
QOS-JITTER_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,79.82,index,valid,synthetic_qos,292,284,27.1,0
QOS-JITTER_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,26.4,index,valid,synthetic_qos,155,149,18.97,0
QOS-JITTER_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,61.56,index,valid,synthetic_qos,152,148,20.88,0
QOS-JITTER_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,35.11,index,valid,synthetic_qos,353,347,39.04,0
QOS-JITTER_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,75.11,index,valid,synthetic_qos,304,295,38.3,0
QOS-JITTER_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,81.43,index,valid,synthetic_qos,219,212,33.03,0
QOS-JITTER_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,16.08,index,valid,synthetic_qos,310,306,36.44,0
QOS-JITTER_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,41.27,index,valid,synthetic_qos,369,363,23.35,0
QOS-JITTER_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,84.21,index,valid,synthetic_qos,125,123,39.87,0
QOS-JITTER_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,64.59,index,valid,synthetic_qos,359,353,20.98,0
QOS-JITTER_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,24.37,index,valid,synthetic_qos,305,301,26.81,0
QOS-JITTER_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,73.28,index,valid,synthetic_qos,241,234,28.61,0
QOS-JITTER_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,36.34,index,valid,synthetic_qos,399,391,23.82,0
QOS-JITTER_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,44.69,index,valid,synthetic_qos,106,98,25.5,0
QOS-JITTER_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,38.91,index,valid,synthetic_qos,204,200,42.47,0
QOS-JITTER_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,69.97,index,valid,synthetic_qos,376,370,19.77,0
QOS-JITTER_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,50.68,index,valid,synthetic_qos,121,119,15.31,0
QOS-JITTER_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,29.28,index,valid,synthetic_qos,362,359,27.05,0
QOS-JITTER_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,15.35,index,valid,synthetic_qos,229,228,16.25,0
QOS-JITTER_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,77.17,index,valid,synthetic_qos,203,201,28.08,0
QOS-JITTER_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,43.8,index,valid,synthetic_qos,335,334,30.0,0
QOS-JITTER_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,77.68,index,valid,synthetic_qos,186,185,30.56,0
QOS-JITTER_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,40.66,index,valid,synthetic_qos,116,114,40.24,0
QOS-JITTER_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,63.66,index,valid,synthetic_qos,119,112,16.47,0
QOS-JITTER_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,51.79,index,valid,synthetic_qos,355,352,38.91,0
QOS-JITTER_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,27.01,index,valid,synthetic_qos,243,239,39.24,0
QOS-JITTER_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,76.39,index,valid,synthetic_qos,246,238,22.33,0
QOS-JITTER_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,83.69,index,valid,synthetic_qos,113,111,21.88,0
QOS-JITTER_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,32.21,index,valid,synthetic_qos,130,128,37.89,0
QOS-JITTER_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,19.15,index,valid,synthetic_qos,136,128,42.5,0
QOS-JITTER_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,26.31,index,valid,synthetic_qos,341,340,26.06,0
QOS-JITTER_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,38.41,index,valid,synthetic_qos,276,269,15.12,0
QOS-JITTER_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,59.55,index,valid,synthetic_qos,242,237,35.93,0
QOS-JITTER_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,79.23,index,valid,synthetic_qos,142,139,37.61,0
QOS-JITTER_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,77.95,index,valid,synthetic_qos,202,198,44.09,0
QOS-JITTER_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,59.92,index,valid,synthetic_qos,135,128,31.9,0
QOS-JITTER_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,57.51,index,valid,synthetic_qos,200,195,28.46,0
QOS-JITTER_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,19.98,index,valid,synthetic_qos,396,389,26.38,0
QOS-JITTER_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,30.72,index,valid,synthetic_qos,201,199,17.42,0
QOS-JITTER_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,76.7,index,valid,synthetic_qos,149,142,39.29,0
QOS-JITTER_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,36.11,index,valid,synthetic_qos,221,212,35.12,0
QOS-JITTER_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,32.84,index,valid,synthetic_qos,128,124,22.98,0
QOS-JITTER_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,63.83,index,valid,synthetic_qos,260,253,17.07,0
QOS-JITTER_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,74.14,index,valid,synthetic_qos,274,264,17.56,0
QOS-JITTER_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,82.03,index,valid,synthetic_qos,373,366,32.28,0
QOS-JITTER_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,15.32,index,valid,synthetic_qos,247,239,32.26,0
QOS-JITTER_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,25.02,index,valid,synthetic_qos,157,151,27.11,0
QOS-JITTER_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,84.36,index,valid,synthetic_qos,154,144,24.54,0
QOS-JITTER_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.14,index,valid,synthetic_qos,236,232,28.66,0
QOS-JITTER_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,69.55,index,valid,synthetic_qos,374,364,21.32,0
QOS-JITTER_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,60.19,index,valid,synthetic_qos,301,294,20.59,0
QOS-JITTER_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,38.43,index,valid,synthetic_qos,243,240,24.54,0
QOS-JITTER_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,67.97,index,valid,synthetic_qos,167,162,39.66,0
QOS-JITTER_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,39.57,index,valid,synthetic_qos,283,273,15.36,0
QOS-JITTER_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,72.92,index,valid,synthetic_qos,164,162,30.54,0
QOS-JITTER_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,49.78,index,valid,synthetic_qos,346,340,41.67,0
QOS-JITTER_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,24.86,index,valid,synthetic_qos,303,299,37.62,0
QOS-JITTER_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,37.4,index,valid,synthetic_qos,339,336,42.54,0
QOS-JITTER_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,20.72,index,valid,synthetic_qos,184,181,31.63,0
QOS-JITTER_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,37.0,index,valid,synthetic_qos,378,371,25.85,0
QOS-JITTER_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,43.04,index,valid,synthetic_qos,365,356,36.63,0
QOS-JITTER_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,46.22,index,valid,synthetic_qos,205,196,42.6,0
QOS-JITTER_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,45.64,index,valid,synthetic_qos,136,130,15.38,0
QOS-JITTER_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,15.15,index,valid,synthetic_qos,114,111,38.14,0
QOS-JITTER_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,21.05,index,valid,synthetic_qos,272,266,32.77,0
QOS-JITTER_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,22.5,index,valid,synthetic_qos,116,108,15.18,0
QOS-JITTER_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,52.71,index,valid,synthetic_qos,232,225,36.93,0
QOS-JITTER_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.13,index,valid,synthetic_qos,211,202,43.84,0
QOS-JITTER_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,41.29,index,valid,synthetic_qos,378,369,37.2,0
QOS-JITTER_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,47.03,index,valid,synthetic_qos,339,337,39.85,0
QOS-JITTER_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,36.28,index,valid,synthetic_qos,278,269,18.61,0
