application_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-APPLICATION_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,25.07,index,valid,synthetic_qos,174,171,30.9,0
QOS-APPLICATION_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,49.65,index,valid,synthetic_qos,230,221,19.11,0
QOS-APPLICATION_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.7,index,valid,synthetic_qos,199,192,20.4,0
QOS-APPLICATION_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,78.85,index,valid,synthetic_qos,364,361,28.09,0
QOS-APPLICATION_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,32.18,index,valid,synthetic_qos,292,283,23.43,0
QOS-APPLICATION_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,84.35,index,valid,synthetic_qos,391,384,19.62,0
QOS-APPLICATION_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,71.06,index,valid,synthetic_qos,204,203,22.17,0
QOS-APPLICATION_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,62.44,index,valid,synthetic_qos,220,219,35.48,0
QOS-APPLICATION_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,72.44,index,valid,synthetic_qos,330,325,25.35,0
QOS-APPLICATION_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,28.09,index,valid,synthetic_qos,228,226,36.28,0
QOS-APPLICATION_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,27.99,index,valid,synthetic_qos,259,253,43.39,0
QOS-APPLICATION_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,68.53,index,valid,synthetic_qos,360,358,20.03,0
QOS-APPLICATION_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,31.58,index,valid,synthetic_qos,395,389,21.48,0
QOS-APPLICATION_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,49.13,index,valid,synthetic_qos,115,106,36.69,0
QOS-APPLICATION_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,45.51,index,valid,synthetic_qos,264,260,25.72,0
QOS-APPLICATION_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,29.1,index,valid,synthetic_qos,197,188,28.35,0
QOS-APPLICATION_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,49.59,index,valid,synthetic_qos,261,251,34.92,0
QOS-APPLICATION_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.69,index,valid,synthetic_qos,105,101,19.52,0
QOS-APPLICATION_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,63.17,index,valid,synthetic_qos,259,252,36.4,0
QOS-APPLICATION_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,32.28,index,valid,synthetic_qos,338,335,37.77,0
QOS-APPLICATION_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,72.7,index,valid,synthetic_qos,119,114,32.91,0
QOS-APPLICATION_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,79.04,index,valid,synthetic_qos,386,385,19.87,0
QOS-APPLICATION_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,56.32,index,valid,synthetic_qos,394,387,38.79,0
QOS-APPLICATION_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,39.92,index,valid,synthetic_qos,154,150,29.0,0
QOS-APPLICATION_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,47.08,index,valid,synthetic_qos,134,130,40.26,0
QOS-APPLICATION_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,24.42,index,valid,synthetic_qos,284,274,41.23,0
QOS-APPLICATION_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,36.24,index,valid,synthetic_qos,379,372,37.92,0
QOS-APPLICATION_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,43.13,index,valid,synthetic_qos,316,314,36.15,0
QOS-APPLICATION_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,16.81,index,valid,synthetic_qos,316,307,16.84,0
QOS-APPLICATION_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,54.54,index,valid,synthetic_qos,218,213,24.15,0
QOS-APPLICATION_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,41.18,index,valid,synthetic_qos,281,279,22.62,0
QOS-APPLICATION_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,66.96,index,valid,synthetic_qos,263,260,40.86,0
QOS-APPLICATION_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,46.1,index,valid,synthetic_qos,198,196,24.91,0
QOS-APPLICATION_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,82.56,index,valid,synthetic_qos,399,395,28.59,0
QOS-APPLICATION_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,59.93,index,valid,synthetic_qos,125,118,39.17,0
QOS-APPLICATION_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,79.14,index,valid,synthetic_qos,202,193,15.91,0
QOS-APPLICATION_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,73.16,index,valid,synthetic_qos,282,278,40.92,0
QOS-APPLICATION_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,64.79,index,valid,synthetic_qos,370,360,43.22,0
QOS-APPLICATION_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,56.41,index,valid,synthetic_qos,304,294,23.47,0
QOS-APPLICATION_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,53.22,index,valid,synthetic_qos,117,116,18.76,0
QOS-APPLICATION_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,47.71,index,valid,synthetic_qos,200,192,21.49,0
QOS-APPLICATION_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,15.52,index,valid,synthetic_qos,312,302,34.77,0
QOS-APPLICATION_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,83.89,index,valid,synthetic_qos,356,347,30.42,0
QOS-APPLICATION_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,56.93,index,valid,synthetic_qos,287,284,19.61,0
QOS-APPLICATION_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,63.41,index,valid,synthetic_qos,340,334,33.27,0
QOS-APPLICATION_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,78.84,index,valid,synthetic_qos,252,244,36.36,0
QOS-APPLICATION_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,48.67,index,valid,synthetic_qos,115,109,17.84,0
QOS-APPLICATION_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,54.39,index,valid,synthetic_qos,383,381,19.85,0
QOS-APPLICATION_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,46.2,index,valid,synthetic_qos,336,335,27.3,0
QOS-APPLICATION_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,15.42,index,valid,synthetic_qos,385,381,24.67,0
QOS-APPLICATION_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,54.45,index,valid,synthetic_qos,348,343,25.02,0
QOS-APPLICATION_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,34.79,index,valid,synthetic_qos,126,116,33.86,0
QOS-APPLICATION_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,68.16,index,valid,synthetic_qos,387,383,37.92,0
QOS-APPLICATION_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,64.09,index,valid,synthetic_qos,140,133,41.01,0
QOS-APPLICATION_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,51.53,index,valid,synthetic_qos,111,110,32.91,0
QOS-APPLICATION_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,52.58,index,valid,synthetic_qos,188,185,36.93,0
QOS-APPLICATION_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,15.15,index,valid,synthetic_qos,389,387,18.75,0
QOS-APPLICATION_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,57.05,index,valid,synthetic_qos,206,200,20.74,0
QOS-APPLICATION_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,62.32,index,valid,synthetic_qos,151,147,28.53,0
QOS-APPLICATION_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,56.99,index,valid,synthetic_qos,131,121,26.68,0
QOS-APPLICATION_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,53.99,index,valid,synthetic_qos,239,230,18.44,0
QOS-APPLICATION_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,35.86,index,valid,synthetic_qos,122,112,34.99,0
QOS-APPLICATION_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,60.97,index,valid,synthetic_qos,168,159,23.24,0
QOS-APPLICATION_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,52.22,index,valid,synthetic_qos,381,377,27.14,0
QOS-APPLICATION_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,26.12,index,valid,synthetic_qos,283,278,24.93,0
QOS-APPLICATION_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,47.78,index,valid,synthetic_qos,243,242,30.37,0
QOS-APPLICATION_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,62.57,index,valid,synthetic_qos,375,366,37.95,0
QOS-APPLICATION_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,75.56,index,valid,synthetic_qos,108,105,42.54,0
QOS-APPLICATION_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,33.22,index,valid,synthetic_qos,189,179,25.07,0
QOS-APPLICATION_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,58.02,index,valid,synthetic_qos,210,200,24.41,0
QOS-APPLICATION_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,63.77,index,valid,synthetic_qos,101,97,17.64,0
QOS-APPLICATION_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,74.0,index,valid,synthetic_qos,346,338,28.55,0
QOS-APPLICATION_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,21.42,index,valid,synthetic_qos,124,116,27.71,0
QOS-APPLICATION_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,76.05,index,valid,synthetic_qos,352,345,28.89,0
QOS-APPLICATION_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,60.55,index,valid,synthetic_qos,383,376,41.49,0
QOS-APPLICATION_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,25.04,index,valid,synthetic_qos,244,237,23.51,0
QOS-APPLICATION_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,56.79,index,valid,synthetic_qos,288,280,40.85,0
QOS-APPLICATION_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,57.65,index,valid,synthetic_qos,102,94,19.66,0
QOS-APPLICATION_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,39.55,index,valid,synthetic_qos,123,113,25.31,0
QOS-APPLICATION_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,53.67,index,valid,synthetic_qos,298,288,16.06,0
QOS-APPLICATION_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,52.27,index,valid,synthetic_qos,249,243,20.32,0
QOS-APPLICATION_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,20.73,index,valid,synthetic_qos,135,134,33.43,0
QOS-APPLICATION_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,72.89,index,valid,synthetic_qos,374,366,17.62,0
QOS-APPLICATION_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,42.43,index,valid,synthetic_qos,221,213,43.24,0
QOS-APPLICATION_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,83.21,index,valid,synthetic_qos,323,319,40.66,0
QOS-APPLICATION_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,34.19,index,valid,synthetic_qos,239,231,25.18,0
QOS-APPLICATION_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,66.13,index,valid,synthetic_qos,387,385,23.84,0
QOS-APPLICATION_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,70.27,index,valid,synthetic_qos,299,289,44.15,0
QOS-APPLICATION_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,57.99,index,valid,synthetic_qos,221,215,41.67,0
QOS-APPLICATION_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,33.77,index,valid,synthetic_qos,371,364,22.49,0
QOS-APPLICATION_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,41.99,index,valid,synthetic_qos,174,170,42.87,0
QOS-APPLICATION_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,21.3,index,valid,synthetic_qos,294,287,27.75,0
QOS-APPLICATION_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,41.61,index,valid,synthetic_qos,371,362,25.49,0
QOS-APPLICATION_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,46.24,index,valid,synthetic_qos,116,109,27.09,0
QOS-APPLICATION_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,24.93,index,valid,synthetic_qos,109,104,26.45,0
QOS-APPLICATION_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,49.81,index,valid,synthetic_qos,142,136,24.9,0
QOS-APPLICATION_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,78.13,index,valid,synthetic_qos,226,223,40.31,0
QOS-APPLICATION_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,28.7,index,valid,synthetic_qos,142,138,19.23,0
QOS-APPLICATION_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,73.56,index,valid,synthetic_qos,340,338,37.17,0
QOS-APPLICATION_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,49.93,index,valid,synthetic_qos,112,110,27.98,0
QOS-APPLICATION_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,24.03,index,valid,synthetic_qos,130,121,19.17,0
QOS-APPLICATION_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,45.05,index,valid,synthetic_qos,235,231,39.75,0
QOS-APPLICATION_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,21.8,index,valid,synthetic_qos,111,107,36.6,0
QOS-APPLICATION_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,18.23,index,valid,synthetic_qos,380,374,22.25,0
QOS-APPLICATION_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,18.55,index,valid,synthetic_qos,277,269,40.94,0
QOS-APPLICATION_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,28.06,index,valid,synthetic_qos,257,249,37.61,0
QOS-APPLICATION_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,72.82,index,valid,synthetic_qos,399,398,30.31,0
QOS-APPLICATION_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,67.31,index,valid,synthetic_qos,179,174,19.06,0
QOS-APPLICATION_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,31.74,index,valid,synthetic_qos,383,374,25.28,0
QOS-APPLICATION_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,28.02,index,valid,synthetic_qos,397,391,25.0,0
QOS-APPLICATION_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,20.45,index,valid,synthetic_qos,348,343,28.08,0
QOS-APPLICATION_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,70.75,index,valid,synthetic_qos,366,363,22.43,0
QOS-APPLICATION_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,72.2,index,valid,synthetic_qos,222,221,38.65,0
QOS-APPLICATION_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,52.65,index,valid,synthetic_qos,161,155,39.62,0
QOS-APPLICATION_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,36.01,index,valid,synthetic_qos,386,381,15.35,0
QOS-APPLICATION_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,34.18,index,valid,synthetic_qos,122,121,31.04,0
QOS-APPLICATION_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,23.63,index,valid,synthetic_qos,124,121,26.69,0
QOS-APPLICATION_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,39.34,index,valid,synthetic_qos,386,380,29.83,0
QOS-APPLICATION_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,81.16,index,valid,synthetic_qos,388,378,31.77,0
QOS-APPLICATION_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,49.35,index,valid,synthetic_qos,117,108,24.52,0
QOS-APPLICATION_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,61.25,index,valid,synthetic_qos,128,122,35.98,0
QOS-APPLICATION_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,57.33,index,valid,synthetic_qos,318,314,44.43,0
QOS-APPLICATION_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,28.57,index,valid,synthetic_qos,322,315,34.89,0
QOS-APPLICATION_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,57.3,index,valid,synthetic_qos,379,378,18.54,0
QOS-APPLICATION_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,65.18,index,valid,synthetic_qos,167,162,27.9,0
QOS-APPLICATION_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,30.89,index,valid,synthetic_qos,391,387,44.27,0
QOS-APPLICATION_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,60.77,index,valid,synthetic_qos,336,333,24.78,0
QOS-APPLICATION_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,69.17,index,valid,synthetic_qos,312,302,31.69,0
QOS-APPLICATION_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,79.65,index,valid,synthetic_qos,169,159,26.65,0
QOS-APPLICATION_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,82.94,index,valid,synthetic_qos,152,142,21.25,0
QOS-APPLICATION_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,33.89,index,valid,synthetic_qos,105,100,31.92,0
QOS-APPLICATION_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,40.02,index,valid,synthetic_qos,371,361,33.78,0
QOS-APPLICATION_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,45.23,index,valid,synthetic_qos,154,145,17.19,0
QOS-APPLICATION_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,52.47,index,valid,synthetic_qos,248,238,27.51,0
QOS-APPLICATION_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,59.19,index,valid,synthetic_qos,154,146,21.7,0
QOS-APPLICATION_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,30.85,index,valid,synthetic_qos,236,233,38.96,0
QOS-APPLICATION_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,28.89,index,valid,synthetic_qos,101,93,31.22,0
QOS-APPLICATION_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,47.09,index,valid,synthetic_qos,271,266,40.85,0
QOS-APPLICATION_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,81.94,index,valid,synthetic_qos,383,378,24.87,0
QOS-APPLICATION_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,28.22,index,valid,synthetic_qos,292,285,19.41,0
QOS-APPLICATION_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,34.88,index,valid,synthetic_qos,121,113,21.05,0
QOS-APPLICATION_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,55.55,index,valid,synthetic_qos,379,373,25.52,0
QOS-APPLICATION_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,72.3,index,valid,synthetic_qos,193,188,40.4,0
QOS-APPLICATION_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,36.89,index,valid,synthetic_qos,328,318,41.26,0
QOS-APPLICATION_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,58.85,index,valid,synthetic_qos,241,235,26.56,0
QOS-APPLICATION_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,46.88,index,valid,synthetic_qos,203,200,21.59,0
QOS-APPLICATION_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,69.08,index,valid,synthetic_qos,128,127,26.12,0
QOS-APPLICATION_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,35.54,index,valid,synthetic_qos,127,124,15.61,0
QOS-APPLICATION_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,19.96,index,valid,synthetic_qos,355,346,21.1,0
QOS-APPLICATION_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,80.51,index,valid,synthetic_qos,311,309,43.84,0
QOS-APPLICATION_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,44.81,index,valid,synthetic_qos,315,313,25.4,0
QOS-APPLICATION_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,27.13,index,valid,synthetic_qos,320,315,20.65,0
QOS-APPLICATION_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,35.24,index,valid,synthetic_qos,162,156,44.48,0
QOS-APPLICATION_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,79.13,index,valid,synthetic_qos,382,378,38.79,0
QOS-APPLICATION_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,20.13,index,valid,synthetic_qos,243,240,15.21,0
QOS-APPLICATION_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,67.06,index,valid,synthetic_qos,245,243,30.29,0
QOS-APPLICATION_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,34.41,index,valid,synthetic_qos,102,92,39.59,0
QOS-APPLICATION_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,62.61,index,valid,synthetic_qos,161,159,30.05,0
QOS-APPLICATION_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,48.77,index,valid,synthetic_qos,102,96,23.51,0
QOS-APPLICATION_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,32.67,index,valid,synthetic_qos,372,367,29.6,0
QOS-APPLICATION_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,66.98,index,valid,synthetic_qos,335,331,32.14,0
