video_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-VIDEO_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.87,index,valid,synthetic_qos,352,346,21.22,0
QOS-VIDEO_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,70.81,index,valid,synthetic_qos,292,282,28.07,0
QOS-VIDEO_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,63.96,index,valid,synthetic_qos,359,350,30.94,0
QOS-VIDEO_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,30.39,index,valid,synthetic_qos,250,249,25.3,0
QOS-VIDEO_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,56.13,index,valid,synthetic_qos,145,135,28.45,0
QOS-VIDEO_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,47.93,index,valid,synthetic_qos,207,201,44.16,0
QOS-VIDEO_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,71.96,index,valid,synthetic_qos,304,295,32.78,0
QOS-VIDEO_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,52.71,index,valid,synthetic_qos,393,389,44.72,0
QOS-VIDEO_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,30.32,index,valid,synthetic_qos,316,309,20.3,0
QOS-VIDEO_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.38,index,valid,synthetic_qos,239,234,40.07,0
QOS-VIDEO_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,28.56,index,valid,synthetic_qos,100,90,25.11,0
QOS-VIDEO_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,73.99,index,valid,synthetic_qos,357,353,38.27,0
QOS-VIDEO_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,17.31,index,valid,synthetic_qos,319,318,35.17,0
QOS-VIDEO_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,70.21,index,valid,synthetic_qos,317,307,39.56,0
QOS-VIDEO_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,64.64,index,valid,synthetic_qos,293,285,33.06,0
QOS-VIDEO_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,33.03,index,valid,synthetic_qos,392,391,40.01,0
QOS-VIDEO_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,46.29,index,valid,synthetic_qos,374,366,25.79,0
QOS-VIDEO_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,49.28,index,valid,synthetic_qos,119,114,42.72,0
QOS-VIDEO_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,65.23,index,valid,synthetic_qos,383,373,40.39,0
QOS-VIDEO_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,17.2,index,valid,synthetic_qos,375,369,19.45,0
QOS-VIDEO_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,19.77,index,valid,synthetic_qos,109,103,39.47,0
QOS-VIDEO_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,24.19,index,valid,synthetic_qos,176,167,27.06,0
QOS-VIDEO_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,50.21,index,valid,synthetic_qos,329,320,30.62,0
QOS-VIDEO_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,23.49,index,valid,synthetic_qos,130,122,23.12,0
QOS-VIDEO_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,33.93,index,valid,synthetic_qos,342,340,27.84,0
QOS-VIDEO_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,23.7,index,valid,synthetic_qos,352,342,25.13,0
QOS-VIDEO_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,34.02,index,valid,synthetic_qos,172,171,21.2,0
QOS-VIDEO_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,37.64,index,valid,synthetic_qos,393,391,33.18,0
QOS-VIDEO_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,31.73,index,valid,synthetic_qos,369,365,39.29,0
QOS-VIDEO_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,22.2,index,valid,synthetic_qos,190,183,16.14,0
QOS-VIDEO_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,28.47,index,valid,synthetic_qos,284,282,23.6,0
QOS-VIDEO_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,83.48,index,valid,synthetic_qos,190,189,21.95,0
QOS-VIDEO_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,78.54,index,valid,synthetic_qos,353,344,20.72,0
QOS-VIDEO_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,74.81,index,valid,synthetic_qos,137,133,30.14,0
QOS-VIDEO_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,52.3,index,valid,synthetic_qos,135,125,21.43,0
QOS-VIDEO_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,81.67,index,valid,synthetic_qos,158,155,32.6,0
QOS-VIDEO_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,71.58,index,valid,synthetic_qos,124,117,42.8,0
QOS-VIDEO_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,80.33,index,valid,synthetic_qos,190,189,18.08,0
QOS-VIDEO_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,80.13,index,valid,synthetic_qos,396,393,20.55,0
QOS-VIDEO_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,40.62,index,valid,synthetic_qos,361,358,22.36,0
QOS-VIDEO_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,23.08,index,valid,synthetic_qos,230,227,44.45,0
QOS-VIDEO_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,36.59,index,valid,synthetic_qos,350,347,23.03,0
QOS-VIDEO_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,40.88,index,valid,synthetic_qos,386,377,28.24,0
QOS-VIDEO_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,37.01,index,valid,synthetic_qos,106,100,18.53,0
QOS-VIDEO_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,62.49,index,valid,synthetic_qos,219,209,39.93,0
QOS-VIDEO_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,52.57,index,valid,synthetic_qos,330,322,20.13,0
QOS-VIDEO_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,28.96,index,valid,synthetic_qos,390,386,26.62,0
QOS-VIDEO_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,31.02,index,valid,synthetic_qos,164,154,35.32,0
QOS-VIDEO_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,47.4,index,valid,synthetic_qos,278,269,42.8,0
QOS-VIDEO_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,77.81,index,valid,synthetic_qos,282,276,17.39,0
QOS-VIDEO_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,32.77,index,valid,synthetic_qos,246,239,32.06,0
QOS-VIDEO_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,61.2,index,valid,synthetic_qos,331,326,17.69,0
QOS-VIDEO_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,38.34,index,valid,synthetic_qos,373,364,42.3,0
QOS-VIDEO_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,79.83,index,valid,synthetic_qos,341,337,17.86,0
QOS-VIDEO_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,47.55,index,valid,synthetic_qos,248,246,41.04,0
QOS-VIDEO_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,66.89,index,valid,synthetic_qos,219,209,40.07,0
QOS-VIDEO_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,62.77,index,valid,synthetic_qos,392,391,36.45,0
QOS-VIDEO_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,59.07,index,valid,synthetic_qos,275,273,31.59,0
QOS-VIDEO_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,49.05,index,valid,synthetic_qos,126,120,33.57,0
QOS-VIDEO_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,60.4,index,valid,synthetic_qos,392,390,35.45,0
QOS-VIDEO_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,83.72,index,valid,synthetic_qos,224,220,40.36,0
QOS-VIDEO_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,68.66,index,valid,synthetic_qos,183,177,43.05,0
QOS-VIDEO_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,57.52,index,valid,synthetic_qos,276,272,17.55,0
QOS-VIDEO_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,23.73,index,valid,synthetic_qos,224,214,25.02,0
QOS-VIDEO_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,76.42,index,valid,synthetic_qos,127,121,35.65,0
QOS-VIDEO_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,54.57,index,valid,synthetic_qos,291,287,27.32,0
QOS-VIDEO_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,63.73,index,valid,synthetic_qos,238,236,33.22,0
QOS-VIDEO_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,26.95,index,valid,synthetic_qos,233,228,30.13,0
QOS-VIDEO_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,56.96,index,valid,synthetic_qos,253,248,44.6,0
QOS-VIDEO_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,58.06,index,valid,synthetic_qos,115,114,38.97,0
QOS-VIDEO_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,53.21,index,valid,synthetic_qos,216,207,16.8,0
QOS-VIDEO_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,46.06,index,valid,synthetic_qos,171,163,44.76,0
QOS-VIDEO_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,47.34,index,valid,synthetic_qos,220,219,22.86,0
QOS-VIDEO_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,61.69,index,valid,synthetic_qos,107,100,36.35,0
QOS-VIDEO_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,25.27,index,valid,synthetic_qos,381,377,32.43,0
QOS-VIDEO_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,78.03,index,valid,synthetic_qos,188,180,31.55,0
QOS-VIDEO_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,79.09,index,valid,synthetic_qos,242,233,25.86,0
QOS-VIDEO_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,38.74,index,valid,synthetic_qos,126,116,34.53,0
QOS-VIDEO_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,63.33,index,valid,synthetic_qos,215,207,31.27,0
QOS-VIDEO_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,69.58,index,valid,synthetic_qos,117,116,41.9,0
QOS-VIDEO_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,47.11,index,valid,synthetic_qos,152,145,36.38,0
QOS-VIDEO_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,39.51,index,valid,synthetic_qos,369,364,24.77,0
QOS-VIDEO_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,37.73,index,valid,synthetic_qos,150,140,20.2,0
QOS-VIDEO_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,16.35,index,valid,synthetic_qos,395,386,16.97,0
QOS-VIDEO_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,78.61,index,valid,synthetic_qos,172,165,16.82,0
QOS-VIDEO_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,47.07,index,valid,synthetic_qos,398,392,39.36,0
QOS-VIDEO_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,62.71,index,valid,synthetic_qos,154,144,42.51,0
QOS-VIDEO_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,77.8,index,valid,synthetic_qos,317,315,18.26,0
QOS-VIDEO_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,65.91,index,valid,synthetic_qos,307,306,22.82,0
QOS-VIDEO_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,56.03,index,valid,synthetic_qos,270,263,36.62,0
QOS-VIDEO_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,41.23,index,valid,synthetic_qos,227,218,18.86,0
QOS-VIDEO_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,26.73,index,valid,synthetic_qos,367,366,38.2,0
QOS-VIDEO_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,31.72,index,valid,synthetic_qos,388,385,19.88,0
QOS-VIDEO_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,20.22,index,valid,synthetic_qos,170,163,37.51,0
QOS-VIDEO_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,81.92,index,valid,synthetic_qos,199,197,35.48,0
QOS-VIDEO_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,60.52,index,valid,synthetic_qos,276,269,26.97,0
QOS-VIDEO_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,28.73,index,valid,synthetic_qos,218,208,39.11,0
QOS-VIDEO_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,26.43,index,valid,synthetic_qos,257,250,29.51,0
QOS-VIDEO_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,43.73,index,valid,synthetic_qos,261,252,25.06,0
QOS-VIDEO_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,66.35,index,valid,synthetic_qos,258,251,21.26,0
QOS-VIDEO_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,30.05,index,valid,synthetic_qos,395,386,21.39,0
QOS-VIDEO_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,45.82,index,valid,synthetic_qos,311,301,29.07,0
QOS-VIDEO_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,63.62,index,valid,synthetic_qos,222,219,32.14,0
QOS-VIDEO_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,23.14,index,valid,synthetic_qos,374,364,29.19,0
QOS-VIDEO_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,77.8,index,valid,synthetic_qos,167,162,24.09,0
QOS-VIDEO_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,33.27,index,valid,synthetic_qos,307,306,30.52,0
QOS-VIDEO_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,51.64,index,valid,synthetic_qos,274,272,44.0,0
QOS-VIDEO_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,71.68,index,valid,synthetic_qos,390,381,19.31,0
QOS-VIDEO_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,49.48,index,valid,synthetic_qos,328,327,17.29,0
QOS-VIDEO_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,73.91,index,valid,synthetic_qos,323,315,34.67,0
QOS-VIDEO_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,55.28,index,valid,synthetic_qos,277,275,37.43,0
QOS-VIDEO_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,41.92,index,valid,synthetic_qos,338,328,34.73,0
QOS-VIDEO_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,75.65,index,valid,synthetic_qos,268,260,31.43,0
QOS-VIDEO_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,49.6,index,valid,synthetic_qos,132,122,27.6,0
QOS-VIDEO_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,82.93,index,valid,synthetic_qos,186,181,39.93,0
QOS-VIDEO_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,65.47,index,valid,synthetic_qos,354,352,31.14,0
QOS-VIDEO_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,66.1,index,valid,synthetic_qos,109,105,20.27,0
QOS-VIDEO_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,37.17,index,valid,synthetic_qos,238,229,40.56,0
QOS-VIDEO_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,37.33,index,valid,synthetic_qos,387,379,25.5,0
QOS-VIDEO_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,61.61,index,valid,synthetic_qos,197,193,33.43,0
QOS-VIDEO_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,52.11,index,valid,synthetic_qos,265,257,18.82,0
QOS-VIDEO_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,21.89,index,valid,synthetic_qos,182,181,37.24,0
QOS-VIDEO_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,80.13,index,valid,synthetic_qos,277,271,25.29,0
QOS-VIDEO_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,69.58,index,valid,synthetic_qos,174,164,35.46,0
QOS-VIDEO_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,68.15,index,valid,synthetic_qos,202,193,23.93,0
QOS-VIDEO_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,38.82,index,valid,synthetic_qos,215,213,20.87,0
QOS-VIDEO_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,78.17,index,valid,synthetic_qos,101,92,43.73,0
QOS-VIDEO_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,27.78,index,valid,synthetic_qos,156,148,43.63,0
QOS-VIDEO_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,29.19,index,valid,synthetic_qos,148,145,28.23,0
QOS-VIDEO_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,27.04,index,valid,synthetic_qos,268,259,22.61,0
QOS-VIDEO_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,15.78,index,valid,synthetic_qos,245,239,41.06,0
QOS-VIDEO_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,15.5,index,valid,synthetic_qos,338,332,29.22,0
QOS-VIDEO_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,83.11,index,valid,synthetic_qos,202,198,24.43,0
QOS-VIDEO_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,22.36,index,valid,synthetic_qos,199,189,16.46,0
QOS-VIDEO_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,62.23,index,valid,synthetic_qos,194,189,40.01,0
QOS-VIDEO_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,38.66,index,valid,synthetic_qos,322,321,19.93,0
QOS-VIDEO_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,65.62,index,valid,synthetic_qos,215,205,28.5,0
QOS-VIDEO_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,43.47,index,valid,synthetic_qos,235,231,24.63,0
QOS-VIDEO_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,61.24,index,valid,synthetic_qos,105,102,25.96,0
QOS-VIDEO_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,61.56,index,valid,synthetic_qos,204,197,24.72,0
QOS-VIDEO_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,38.16,index,valid,synthetic_qos,396,394,38.15,0
QOS-VIDEO_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,67.49,index,valid,synthetic_qos,310,308,25.83,0
QOS-VIDEO_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,57.23,index,valid,synthetic_qos,327,323,42.13,0
QOS-VIDEO_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,62.84,index,valid,synthetic_qos,245,235,34.8,0
QOS-VIDEO_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,72.08,index,valid,synthetic_qos,390,388,37.21,0
QOS-VIDEO_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,26.61,index,valid,synthetic_qos,131,126,22.22,0
QOS-VIDEO_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,83.08,index,valid,synthetic_qos,202,199,27.52,0
QOS-VIDEO_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,27.11,index,valid,synthetic_qos,225,221,43.7,0
QOS-VIDEO_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,45.67,index,valid,synthetic_qos,382,378,24.79,0
QOS-VIDEO_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,45.69,index,valid,synthetic_qos,172,166,25.43,0
QOS-VIDEO_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,40.48,index,valid,synthetic_qos,277,273,32.78,0
QOS-VIDEO_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,78.98,index,valid,synthetic_qos,367,363,35.45,0
QOS-VIDEO_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,72.83,index,valid,synthetic_qos,155,146,28.65,0
QOS-VIDEO_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,32.51,index,valid,synthetic_qos,356,349,26.88,0
QOS-VIDEO_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,28.58,index,valid,synthetic_qos,331,327,27.49,0
QOS-VIDEO_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,35.77,index,valid,synthetic_qos,261,251,39.82,0
QOS-VIDEO_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,80.89,index,valid,synthetic_qos,352,348,35.57,0
QOS-VIDEO_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,76.93,index,valid,synthetic_qos,254,251,22.92,0
QOS-VIDEO_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,56.35,index,valid,synthetic_qos,242,236,15.36,0
QOS-VIDEO_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,27.7,index,valid,synthetic_qos,346,343,26.68,0
QOS-VIDEO_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.36,index,valid,synthetic_qos,309,300,44.08,0
QOS-VIDEO_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,56.69,index,valid,synthetic_qos,204,195,41.31,0
QOS-VIDEO_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,53.45,index,valid,synthetic_qos,383,374,32.59,0
