udp_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-UDP_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,74.31,index,valid,synthetic_qos,377,373,43.52,0
QOS-UDP_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,41.56,index,valid,synthetic_qos,169,159,28.27,0
QOS-UDP_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,77.28,index,valid,synthetic_qos,373,366,22.36,0
QOS-UDP_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,23.35,index,valid,synthetic_qos,169,164,31.95,0
QOS-UDP_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,58.73,index,valid,synthetic_qos,198,193,24.41,0
QOS-UDP_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,15.09,index,valid,synthetic_qos,103,97,39.4,0
QOS-UDP_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,65.55,index,valid,synthetic_qos,291,287,32.11,0
QOS-UDP_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,32.65,index,valid,synthetic_qos,108,107,24.71,0
QOS-UDP_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,25.36,index,valid,synthetic_qos,180,171,15.63,0
QOS-UDP_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,21.0,index,valid,synthetic_qos,227,217,44.51,0
QOS-UDP_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,76.4,index,valid,synthetic_qos,201,196,23.83,0
QOS-UDP_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,46.56,index,valid,synthetic_qos,163,158,24.69,0
QOS-UDP_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.06,index,valid,synthetic_qos,387,382,15.71,0
QOS-UDP_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,17.48,index,valid,synthetic_qos,372,367,35.6,0
QOS-UDP_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,19.44,index,valid,synthetic_qos,371,362,32.27,0
QOS-UDP_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,24.15,index,valid,synthetic_qos,285,278,43.87,0
QOS-UDP_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,15.92,index,valid,synthetic_qos,385,384,33.52,0
QOS-UDP_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,61.26,index,valid,synthetic_qos,210,202,35.22,0
QOS-UDP_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,54.06,index,valid,synthetic_qos,205,200,16.41,0
QOS-UDP_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,17.85,index,valid,synthetic_qos,182,180,20.9,0
QOS-UDP_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,38.46,index,valid,synthetic_qos,220,216,25.08,0
QOS-UDP_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,43.19,index,valid,synthetic_qos,177,167,28.95,0
QOS-UDP_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,21.97,index,valid,synthetic_qos,145,135,35.19,0
QOS-UDP_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.19,index,valid,synthetic_qos,379,371,28.97,0
QOS-UDP_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,26.95,index,valid,synthetic_qos,363,357,39.61,0
QOS-UDP_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,50.5,index,valid,synthetic_qos,119,112,37.18,0
QOS-UDP_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,28.45,index,valid,synthetic_qos,370,367,32.71,0
QOS-UDP_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,57.88,index,valid,synthetic_qos,366,360,24.54,0
QOS-UDP_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,57.17,index,valid,synthetic_qos,282,273,28.38,0
QOS-UDP_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,22.3,index,valid,synthetic_qos,205,198,18.66,0
QOS-UDP_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,51.93,index,valid,synthetic_qos,199,195,28.38,0
QOS-UDP_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,54.76,index,valid,synthetic_qos,219,213,16.2,0
QOS-UDP_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,47.13,index,valid,synthetic_qos,296,289,40.32,0
QOS-UDP_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,73.6,index,valid,synthetic_qos,355,347,25.68,0
QOS-UDP_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,70.62,index,valid,synthetic_qos,226,221,16.34,0
QOS-UDP_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,65.07,index,valid,synthetic_qos,212,206,18.56,0
QOS-UDP_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,76.26,index,valid,synthetic_qos,187,180,23.71,0
QOS-UDP_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,25.06,index,valid,synthetic_qos,232,227,18.6,0
QOS-UDP_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,71.07,index,valid,synthetic_qos,139,132,17.08,0
QOS-UDP_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,39.03,index,valid,synthetic_qos,336,331,16.48,0
QOS-UDP_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,33.13,index,valid,synthetic_qos,216,210,44.05,0
QOS-UDP_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,48.51,index,valid,synthetic_qos,195,188,29.45,0
QOS-UDP_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,49.86,index,valid,synthetic_qos,107,97,24.48,0
QOS-UDP_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,70.88,index,valid,synthetic_qos,234,233,36.66,0
QOS-UDP_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,57.7,index,valid,synthetic_qos,138,132,17.83,0
QOS-UDP_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,49.84,index,valid,synthetic_qos,126,122,23.3,0
QOS-UDP_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,82.01,index,valid,synthetic_qos,348,341,35.1,0
QOS-UDP_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,33.74,index,valid,synthetic_qos,118,111,19.71,0
QOS-UDP_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,75.84,index,valid,synthetic_qos,186,185,42.13,0
QOS-UDP_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,25.6,index,valid,synthetic_qos,350,349,21.92,0
QOS-UDP_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,41.46,index,valid,synthetic_qos,219,209,35.67,0
QOS-UDP_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,55.88,index,valid,synthetic_qos,336,335,33.33,0
QOS-UDP_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,19.82,index,valid,synthetic_qos,377,373,28.62,0
QOS-UDP_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,49.31,index,valid,synthetic_qos,174,173,40.42,0
QOS-UDP_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,32.51,index,valid,synthetic_qos,199,191,21.7,0
QOS-UDP_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,36.69,index,valid,synthetic_qos,359,351,42.68,0
QOS-UDP_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,27.88,index,valid,synthetic_qos,320,311,19.05,0
QOS-UDP_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,19.46,index,valid,synthetic_qos,230,225,19.78,0
QOS-UDP_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,37.13,index,valid,synthetic_qos,363,357,35.28,0
QOS-UDP_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,64.88,index,valid,synthetic_qos,395,392,34.4,0
QOS-UDP_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,22.49,index,valid,synthetic_qos,312,310,15.46,0
QOS-UDP_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,49.04,index,valid,synthetic_qos,332,325,15.42,0
QOS-UDP_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,62.31,index,valid,synthetic_qos,265,256,16.42,0
QOS-UDP_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,66.85,index,valid,synthetic_qos,212,209,33.6,0
QOS-UDP_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,22.98,index,valid,synthetic_qos,197,193,37.05,0
QOS-UDP_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,83.56,index,valid,synthetic_qos,266,259,20.34,0
QOS-UDP_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,67.81,index,valid,synthetic_qos,173,169,25.19,0
QOS-UDP_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,35.05,index,valid,synthetic_qos,118,108,35.74,0
QOS-UDP_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,46.19,index,valid,synthetic_qos,338,329,22.7,0
QOS-UDP_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,70.83,index,valid,synthetic_qos,323,318,23.7,0
QOS-UDP_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,28.46,index,valid,synthetic_qos,170,167,21.59,0
QOS-UDP_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,50.23,index,valid,synthetic_qos,227,218,29.89,0
QOS-UDP_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,60.72,index,valid,synthetic_qos,252,248,31.16,0
QOS-UDP_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,66.85,index,valid,synthetic_qos,347,342,37.8,0
QOS-UDP_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,77.71,index,valid,synthetic_qos,188,184,15.06,0
QOS-UDP_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,55.41,index,valid,synthetic_qos,353,351,28.37,0
QOS-UDP_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,56.14,index,valid,synthetic_qos,376,371,40.88,0
QOS-UDP_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,27.09,index,valid,synthetic_qos,130,121,30.78,0
QOS-UDP_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,61.12,index,valid,synthetic_qos,363,357,34.29,0
QOS-UDP_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,57.82,index,valid,synthetic_qos,175,167,42.47,0
QOS-UDP_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,22.97,index,valid,synthetic_qos,305,299,28.45,0
QOS-UDP_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,41.03,index,valid,synthetic_qos,223,216,31.88,0
QOS-UDP_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,71.99,index,valid,synthetic_qos,153,149,37.31,0
QOS-UDP_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,23.69,index,valid,synthetic_qos,106,101,15.8,0
QOS-UDP_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,78.56,index,valid,synthetic_qos,333,329,17.24,0
QOS-UDP_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,49.67,index,valid,synthetic_qos,250,240,17.04,0
QOS-UDP_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,53.2,index,valid,synthetic_qos,182,177,18.6,0
QOS-UDP_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,54.61,index,valid,synthetic_qos,127,119,41.45,0
QOS-UDP_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,16.8,index,valid,synthetic_qos,361,353,18.49,0
QOS-UDP_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,40.54,index,valid,synthetic_qos,184,174,31.2,0
QOS-UDP_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,64.44,index,valid,synthetic_qos,325,322,43.12,0
QOS-UDP_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,80.35,index,valid,synthetic_qos,161,151,18.24,0
QOS-UDP_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,16.96,index,valid,synthetic_qos,333,329,34.58,0
QOS-UDP_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,23.89,index,valid,synthetic_qos,147,143,18.2,0
QOS-UDP_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,16.38,index,valid,synthetic_qos,312,310,36.27,0
QOS-UDP_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,81.42,index,valid,synthetic_qos,271,270,16.1,0
QOS-UDP_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,84.98,index,valid,synthetic_qos,273,265,35.31,0
QOS-UDP_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,52.24,index,valid,synthetic_qos,191,182,20.07,0
QOS-UDP_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,16.59,index,valid,synthetic_qos,325,319,32.94,0
QOS-UDP_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,54.95,index,valid,synthetic_qos,342,334,44.54,0
QOS-UDP_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,33.46,index,valid,synthetic_qos,107,103,22.26,0
QOS-UDP_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,29.49,index,valid,synthetic_qos,365,359,42.52,0
QOS-UDP_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,50.61,index,valid,synthetic_qos,192,188,23.24,0
QOS-UDP_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,28.61,index,valid,synthetic_qos,265,257,41.76,0
QOS-UDP_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,58.36,index,valid,synthetic_qos,380,377,20.76,0
QOS-UDP_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,42.09,index,valid,synthetic_qos,269,265,16.18,0
QOS-UDP_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,59.25,index,valid,synthetic_qos,367,360,34.16,0
QOS-UDP_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,39.33,index,valid,synthetic_qos,302,294,29.0,0
QOS-UDP_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,70.23,index,valid,synthetic_qos,117,109,29.35,0
QOS-UDP_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,84.7,index,valid,synthetic_qos,252,243,22.66,0
QOS-UDP_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,73.76,index,valid,synthetic_qos,199,194,38.52,0
QOS-UDP_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,47.89,index,valid,synthetic_qos,161,160,29.88,0
QOS-UDP_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,59.07,index,valid,synthetic_qos,204,195,23.22,0
QOS-UDP_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,40.38,index,valid,synthetic_qos,178,174,15.12,0
QOS-UDP_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,68.57,index,valid,synthetic_qos,164,161,22.22,0
QOS-UDP_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,77.07,index,valid,synthetic_qos,211,208,21.86,0
QOS-UDP_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,58.41,index,valid,synthetic_qos,196,190,32.88,0
QOS-UDP_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,57.84,index,valid,synthetic_qos,342,334,23.68,0
QOS-UDP_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,36.8,index,valid,synthetic_qos,269,259,33.42,0
QOS-UDP_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,22.7,index,valid,synthetic_qos,219,215,41.82,0
QOS-UDP_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,27.14,index,valid,synthetic_qos,319,311,29.07,0
QOS-UDP_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,46.98,index,valid,synthetic_qos,127,119,41.41,0
QOS-UDP_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,40.81,index,valid,synthetic_qos,316,311,31.3,0
QOS-UDP_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,69.94,index,valid,synthetic_qos,224,218,30.47,0
QOS-UDP_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,74.93,index,valid,synthetic_qos,231,221,39.62,0
QOS-UDP_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,21.71,index,valid,synthetic_qos,145,141,26.03,0
QOS-UDP_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,50.49,index,valid,synthetic_qos,197,189,22.29,0
QOS-UDP_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,35.44,index,valid,synthetic_qos,287,286,31.79,0
QOS-UDP_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,43.01,index,valid,synthetic_qos,390,380,16.4,0
QOS-UDP_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,60.88,index,valid,synthetic_qos,167,165,39.71,0
QOS-UDP_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,26.09,index,valid,synthetic_qos,349,339,37.22,0
QOS-UDP_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,39.52,index,valid,synthetic_qos,109,99,28.03,0
QOS-UDP_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,70.9,index,valid,synthetic_qos,194,185,42.62,0
QOS-UDP_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,46.8,index,valid,synthetic_qos,134,130,42.41,0
QOS-UDP_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,59.92,index,valid,synthetic_qos,243,242,33.55,0
QOS-UDP_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,61.84,index,valid,synthetic_qos,222,221,30.66,0
QOS-UDP_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,79.01,index,valid,synthetic_qos,275,274,19.16,0
QOS-UDP_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,47.59,index,valid,synthetic_qos,213,208,37.94,0
QOS-UDP_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,52.34,index,valid,synthetic_qos,200,193,19.47,0
QOS-UDP_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,15.07,index,valid,synthetic_qos,276,272,41.32,0
QOS-UDP_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,32.11,index,valid,synthetic_qos,370,367,21.83,0
QOS-UDP_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,48.27,index,valid,synthetic_qos,249,247,39.2,0
QOS-UDP_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,48.95,index,valid,synthetic_qos,374,365,31.34,0
QOS-UDP_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,28.75,index,valid,synthetic_qos,247,242,25.45,0
QOS-UDP_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,78.55,index,valid,synthetic_qos,237,234,20.24,0
QOS-UDP_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,34.29,index,valid,synthetic_qos,109,106,18.55,0
QOS-UDP_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,39.63,index,valid,synthetic_qos,332,330,31.18,0
QOS-UDP_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,33.57,index,valid,synthetic_qos,198,195,15.21,0
QOS-UDP_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,22.97,index,valid,synthetic_qos,205,199,42.7,0
QOS-UDP_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,17.31,index,valid,synthetic_qos,298,296,34.59,0
QOS-UDP_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,64.85,index,valid,synthetic_qos,193,187,21.7,0
QOS-UDP_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,23.83,index,valid,synthetic_qos,286,281,31.16,0
QOS-UDP_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,75.24,index,valid,synthetic_qos,186,180,40.04,0
QOS-UDP_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,83.82,index,valid,synthetic_qos,272,262,37.08,0
QOS-UDP_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,17.36,index,valid,synthetic_qos,203,194,42.85,0
QOS-UDP_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,65.52,index,valid,synthetic_qos,176,167,41.26,0
QOS-UDP_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,53.16,index,valid,synthetic_qos,264,259,38.12,0
QOS-UDP_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,53.39,index,valid,synthetic_qos,268,263,17.16,0
QOS-UDP_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,74.99,index,valid,synthetic_qos,226,218,25.58,0
QOS-UDP_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,83.2,index,valid,synthetic_qos,361,354,21.4,0
QOS-UDP_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,82.15,index,valid,synthetic_qos,346,345,31.22,0
QOS-UDP_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,27.3,index,valid,synthetic_qos,279,277,22.77,0
QOS-UDP_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,65.66,index,valid,synthetic_qos,148,143,40.31,0
QOS-UDP_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,49.14,index,valid,synthetic_qos,340,338,41.23,0
QOS-UDP_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,43.18,index,valid,synthetic_qos,163,162,16.58,0
QOS-UDP_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,18.8,index,valid,synthetic_qos,334,329,32.02,0
QOS-UDP_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.68,index,valid,synthetic_qos,146,138,41.94,0
