download_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-DOWNLOAD_HOURLY-02-13,PLAN03,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,31.65,index,valid,synthetic_qos,386,376,29.88,0
QOS-DOWNLOAD_HOURLY-02-14,PLAN03,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,33.31,index,valid,synthetic_qos,346,338,20.6,0
QOS-DOWNLOAD_HOURLY-02-15,PLAN03,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,56.63,index,valid,synthetic_qos,202,194,39.12,0
QOS-DOWNLOAD_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,79.64,index,valid,synthetic_qos,381,380,40.66,0
QOS-DOWNLOAD_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,68.91,index,valid,synthetic_qos,200,190,19.3,0
QOS-DOWNLOAD_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,23.18,index,valid,synthetic_qos,180,179,32.05,0
QOS-DOWNLOAD_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,29.35,index,valid,synthetic_qos,392,391,21.59,0
QOS-DOWNLOAD_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,39.01,index,valid,synthetic_qos,280,270,15.76,0
QOS-DOWNLOAD_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,60.49,index,valid,synthetic_qos,129,125,16.03,0
QOS-DOWNLOAD_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,42.76,index,valid,synthetic_qos,222,215,39.02,0
QOS-DOWNLOAD_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,77.42,index,valid,synthetic_qos,390,387,30.58,0
QOS-DOWNLOAD_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,48.77,index,valid,synthetic_qos,118,109,25.25,0
QOS-DOWNLOAD_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,37.45,index,valid,synthetic_qos,221,219,23.51,0
QOS-DOWNLOAD_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,31.11,index,valid,synthetic_qos,374,367,30.15,0
QOS-DOWNLOAD_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,41.14,index,valid,synthetic_qos,105,103,32.46,0
QOS-DOWNLOAD_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,25.94,index,valid,synthetic_qos,133,126,25.26,0
QOS-DOWNLOAD_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,21.18,index,valid,synthetic_qos,226,218,28.29,0
QOS-DOWNLOAD_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,61.22,index,valid,synthetic_qos,254,251,29.8,0
QOS-DOWNLOAD_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,48.81,index,valid,synthetic_qos,248,240,20.38,0
QOS-DOWNLOAD_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,20.16,index,valid,synthetic_qos,297,293,16.65,0
QOS-DOWNLOAD_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,69.73,index,valid,synthetic_qos,306,298,20.48,0
QOS-DOWNLOAD_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,45.08,index,valid,synthetic_qos,176,170,24.46,0
QOS-DOWNLOAD_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,45.42,index,valid,synthetic_qos,170,162,28.56,0
QOS-DOWNLOAD_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,53.9,index,valid,synthetic_qos,181,177,25.38,0
QOS-DOWNLOAD_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,82.24,index,valid,synthetic_qos,325,321,42.58,0
QOS-DOWNLOAD_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,73.98,index,valid,synthetic_qos,190,188,18.41,0
QOS-DOWNLOAD_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,33.19,index,valid,synthetic_qos,326,324,22.77,0
QOS-DOWNLOAD_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,82.85,index,valid,synthetic_qos,265,263,17.8,0
QOS-DOWNLOAD_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,55.9,index,valid,synthetic_qos,325,317,19.72,0
QOS-DOWNLOAD_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,68.16,index,valid,synthetic_qos,352,344,15.37,0
QOS-DOWNLOAD_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,26.66,index,valid,synthetic_qos,385,376,42.61,0
QOS-DOWNLOAD_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,71.4,index,valid,synthetic_qos,108,104,31.98,0
QOS-DOWNLOAD_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,26.93,index,valid,synthetic_qos,159,150,35.06,0
QOS-DOWNLOAD_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,70.66,index,valid,synthetic_qos,356,349,36.31,0
QOS-DOWNLOAD_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,44.42,index,valid,synthetic_qos,391,385,39.59,0
QOS-DOWNLOAD_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,20.25,index,valid,synthetic_qos,207,206,35.28,0
QOS-DOWNLOAD_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,66.85,index,valid,synthetic_qos,244,234,30.44,0
QOS-DOWNLOAD_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,79.73,index,valid,synthetic_qos,237,227,25.77,0
QOS-DOWNLOAD_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,67.89,index,valid,synthetic_qos,354,345,23.25,0
QOS-DOWNLOAD_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,51.48,index,valid,synthetic_qos,197,193,22.56,0
QOS-DOWNLOAD_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,28.18,index,valid,synthetic_qos,156,153,32.92,0
QOS-DOWNLOAD_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,84.29,index,valid,synthetic_qos,130,121,15.12,0
QOS-DOWNLOAD_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,21.32,index,valid,synthetic_qos,343,341,28.86,0
QOS-DOWNLOAD_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,76.19,index,valid,synthetic_qos,126,124,16.32,0
QOS-DOWNLOAD_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,54.44,index,valid,synthetic_qos,202,194,29.65,0
QOS-DOWNLOAD_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,26.56,index,valid,synthetic_qos,393,386,36.51,0
QOS-DOWNLOAD_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,20.64,index,valid,synthetic_qos,396,390,19.82,0
QOS-DOWNLOAD_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,83.91,index,valid,synthetic_qos,241,235,30.55,0
QOS-DOWNLOAD_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,59.09,index,valid,synthetic_qos,257,250,23.61,0
QOS-DOWNLOAD_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,35.51,index,valid,synthetic_qos,146,143,33.44,0
QOS-DOWNLOAD_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,54.56,index,valid,synthetic_qos,219,214,17.43,0
QOS-DOWNLOAD_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,81.19,index,valid,synthetic_qos,249,247,16.6,0
QOS-DOWNLOAD_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,64.39,index,valid,synthetic_qos,337,330,44.3,0
QOS-DOWNLOAD_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,28.11,index,valid,synthetic_qos,306,303,35.67,0
QOS-DOWNLOAD_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,61.98,index,valid,synthetic_qos,356,348,21.77,0
QOS-DOWNLOAD_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,72.37,index,valid,synthetic_qos,350,342,30.9,0
QOS-DOWNLOAD_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,81.07,index,valid,synthetic_qos,356,347,16.97,0
QOS-DOWNLOAD_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,15.32,index,valid,synthetic_qos,108,100,17.28,0
QOS-DOWNLOAD_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.94,index,valid,synthetic_qos,286,281,21.55,0
QOS-DOWNLOAD_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,33.12,index,valid,synthetic_qos,127,121,41.63,0
QOS-DOWNLOAD_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,50.68,index,valid,synthetic_qos,170,168,18.13,0
QOS-DOWNLOAD_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,42.82,index,valid,synthetic_qos,271,268,25.5,0
QOS-DOWNLOAD_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,19.44,index,valid,synthetic_qos,164,158,33.93,0
QOS-DOWNLOAD_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,33.32,index,valid,synthetic_qos,241,234,34.12,0
QOS-DOWNLOAD_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,37.12,index,valid,synthetic_qos,374,373,28.13,0
QOS-DOWNLOAD_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,17.88,index,valid,synthetic_qos,340,337,20.08,0
QOS-DOWNLOAD_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,71.58,index,valid,synthetic_qos,161,156,30.78,0
QOS-DOWNLOAD_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,81.43,index,valid,synthetic_qos,388,382,18.62,0
QOS-DOWNLOAD_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,43.35,index,valid,synthetic_qos,392,388,24.83,0
QOS-DOWNLOAD_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,80.47,index,valid,synthetic_qos,318,311,36.48,0
QOS-DOWNLOAD_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,24.71,index,valid,synthetic_qos,277,269,31.42,0
QOS-DOWNLOAD_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,35.44,index,valid,synthetic_qos,269,263,23.19,0
QOS-DOWNLOAD_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,60.95,index,valid,synthetic_qos,281,276,16.65,0
QOS-DOWNLOAD_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,64.07,index,valid,synthetic_qos,104,97,34.48,0
QOS-DOWNLOAD_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,56.58,index,valid,synthetic_qos,341,333,41.85,0
QOS-DOWNLOAD_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,76.29,index,valid,synthetic_qos,350,343,36.57,0
QOS-DOWNLOAD_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,30.73,index,valid,synthetic_qos,243,241,21.67,0
QOS-DOWNLOAD_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,77.26,index,valid,synthetic_qos,111,109,28.24,0
QOS-DOWNLOAD_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,71.49,index,valid,synthetic_qos,309,299,16.4,0
QOS-DOWNLOAD_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,84.85,index,valid,synthetic_qos,221,213,23.41,0
QOS-DOWNLOAD_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.7,index,valid,synthetic_qos,284,279,18.29,0
QOS-DOWNLOAD_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,49.55,index,valid,synthetic_qos,112,107,36.05,0
QOS-DOWNLOAD_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,35.56,index,valid,synthetic_qos,194,187,30.73,0
QOS-DOWNLOAD_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,24.14,index,valid,synthetic_qos,311,303,24.43,0
QOS-DOWNLOAD_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,26.27,index,valid,synthetic_qos,173,163,15.19,0
QOS-DOWNLOAD_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,34.02,index,valid,synthetic_qos,303,293,39.33,0
QOS-DOWNLOAD_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,35.75,index,valid,synthetic_qos,180,170,23.56,0
QOS-DOWNLOAD_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,40.19,index,valid,synthetic_qos,390,385,23.64,0
QOS-DOWNLOAD_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,45.61,index,valid,synthetic_qos,155,147,21.14,0
QOS-DOWNLOAD_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,30.23,index,valid,synthetic_qos,130,122,36.61,0
QOS-DOWNLOAD_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,83.56,index,valid,synthetic_qos,209,208,21.65,0
QOS-DOWNLOAD_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,81.93,index,valid,synthetic_qos,304,298,44.65,0
QOS-DOWNLOAD_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,81.77,index,valid,synthetic_qos,387,384,42.95,0
QOS-DOWNLOAD_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,43.97,index,valid,synthetic_qos,372,367,36.34,0
QOS-DOWNLOAD_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,76.3,index,valid,synthetic_qos,179,174,28.67,0
QOS-DOWNLOAD_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,15.92,index,valid,synthetic_qos,231,221,36.29,0
QOS-DOWNLOAD_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,17.85,index,valid,synthetic_qos,292,284,27.59,0
QOS-DOWNLOAD_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,62.81,index,valid,synthetic_qos,396,393,25.11,0
QOS-DOWNLOAD_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,64.23,index,valid,synthetic_qos,160,152,16.58,0
QOS-DOWNLOAD_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,38.91,index,valid,synthetic_qos,201,192,43.43,0
QOS-DOWNLOAD_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,26.68,index,valid,synthetic_qos,117,109,28.2,0
QOS-DOWNLOAD_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,34.17,index,valid,synthetic_qos,149,143,19.44,0
QOS-DOWNLOAD_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,52.12,index,valid,synthetic_qos,328,323,21.4,0
QOS-DOWNLOAD_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,20.53,index,valid,synthetic_qos,300,290,18.77,0
QOS-DOWNLOAD_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,27.89,index,valid,synthetic_qos,116,112,31.27,0
QOS-DOWNLOAD_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,16.87,index,valid,synthetic_qos,183,180,18.8,0
QOS-DOWNLOAD_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,18.29,index,valid,synthetic_qos,222,217,18.85,0
QOS-DOWNLOAD_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,71.74,index,valid,synthetic_qos,104,98,31.29,0
QOS-DOWNLOAD_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,76.22,index,valid,synthetic_qos,386,377,43.57,0
QOS-DOWNLOAD_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,83.38,index,valid,synthetic_qos,128,121,25.67,0
QOS-DOWNLOAD_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,49.36,index,valid,synthetic_qos,217,209,25.83,0
QOS-DOWNLOAD_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,20.05,index,valid,synthetic_qos,298,295,39.03,0
QOS-DOWNLOAD_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,34.41,index,valid,synthetic_qos,125,124,26.62,0
QOS-DOWNLOAD_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,50.96,index,valid,synthetic_qos,311,307,37.18,0
QOS-DOWNLOAD_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,20.93,index,valid,synthetic_qos,105,99,34.23,0
QOS-DOWNLOAD_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,79.33,index,valid,synthetic_qos,133,131,41.07,0
QOS-DOWNLOAD_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,67.91,index,valid,synthetic_qos,346,341,28.81,0
QOS-DOWNLOAD_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,54.76,index,valid,synthetic_qos,209,199,24.48,0
QOS-DOWNLOAD_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,83.09,index,valid,synthetic_qos,362,354,25.27,0
QOS-DOWNLOAD_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,57.21,index,valid,synthetic_qos,256,252,31.94,0
QOS-DOWNLOAD_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,22.97,index,valid,synthetic_qos,359,358,18.67,0
QOS-DOWNLOAD_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,72.01,index,valid,synthetic_qos,212,203,23.35,0
QOS-DOWNLOAD_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,21.43,index,valid,synthetic_qos,363,353,17.14,0
QOS-DOWNLOAD_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,61.95,index,valid,synthetic_qos,153,151,30.24,0
QOS-DOWNLOAD_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,49.39,index,valid,synthetic_qos,356,352,44.59,0
QOS-DOWNLOAD_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,66.43,index,valid,synthetic_qos,317,314,16.45,0
QOS-DOWNLOAD_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,61.3,index,valid,synthetic_qos,170,160,39.87,0
QOS-DOWNLOAD_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,72.43,index,valid,synthetic_qos,289,287,32.32,0
QOS-DOWNLOAD_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,53.71,index,valid,synthetic_qos,310,306,22.94,0
QOS-DOWNLOAD_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,49.73,index,valid,synthetic_qos,190,184,17.65,0
QOS-DOWNLOAD_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,73.36,index,valid,synthetic_qos,209,205,29.97,0
QOS-DOWNLOAD_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,75.39,index,valid,synthetic_qos,124,120,42.67,0
QOS-DOWNLOAD_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,48.82,index,valid,synthetic_qos,123,114,39.86,0
QOS-DOWNLOAD_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,51.2,index,valid,synthetic_qos,221,219,28.9,0
QOS-DOWNLOAD_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,52.08,index,valid,synthetic_qos,272,262,44.16,0
QOS-DOWNLOAD_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,34.89,index,valid,synthetic_qos,221,217,24.65,0
QOS-DOWNLOAD_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,82.02,index,valid,synthetic_qos,284,280,36.12,0
QOS-DOWNLOAD_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,74.66,index,valid,synthetic_qos,146,140,28.68,0
QOS-DOWNLOAD_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,70.58,index,valid,synthetic_qos,142,138,29.22,0
QOS-DOWNLOAD_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,79.89,index,valid,synthetic_qos,108,102,21.16,0
QOS-DOWNLOAD_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,75.72,index,valid,synthetic_qos,292,285,38.08,0
QOS-DOWNLOAD_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,35.07,index,valid,synthetic_qos,267,260,25.65,0
QOS-DOWNLOAD_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,36.91,index,valid,synthetic_qos,307,298,19.34,0
QOS-DOWNLOAD_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,25.23,index,valid,synthetic_qos,365,361,19.86,0
QOS-DOWNLOAD_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,65.29,index,valid,synthetic_qos,160,159,19.86,0
QOS-DOWNLOAD_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,40.07,index,valid,synthetic_qos,155,145,19.89,0
QOS-DOWNLOAD_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,74.71,index,valid,synthetic_qos,285,282,16.99,0
QOS-DOWNLOAD_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,45.25,index,valid,synthetic_qos,309,303,36.52,0
QOS-DOWNLOAD_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,56.41,index,valid,synthetic_qos,362,361,26.35,0
QOS-DOWNLOAD_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,63.92,index,valid,synthetic_qos,174,172,34.04,0
QOS-DOWNLOAD_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,81.37,index,valid,synthetic_qos,222,218,39.23,0
QOS-DOWNLOAD_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.47,index,valid,synthetic_qos,256,254,24.25,0
QOS-DOWNLOAD_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,18.71,index,valid,synthetic_qos,380,375,19.45,0
QOS-DOWNLOAD_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,84.31,index,valid,synthetic_qos,387,386,17.53,0
QOS-DOWNLOAD_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,76.28,index,valid,synthetic_qos,316,306,24.43,0
QOS-DOWNLOAD_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,79.37,index,valid,synthetic_qos,135,130,42.06,0
QOS-DOWNLOAD_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,20.29,index,valid,synthetic_qos,326,324,34.61,0
QOS-DOWNLOAD_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,81.93,index,valid,synthetic_qos,101,93,43.64,0
