gaming_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-GAMING_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,67.93,index,valid,synthetic_qos,327,322,32.58,0
QOS-GAMING_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,24.26,index,valid,synthetic_qos,372,363,21.94,0
QOS-GAMING_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,67.24,index,valid,synthetic_qos,152,145,38.34,0
QOS-GAMING_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,33.69,index,valid,synthetic_qos,251,245,40.48,0
QOS-GAMING_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,75.27,index,valid,synthetic_qos,228,226,22.36,0
QOS-GAMING_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,29.34,index,valid,synthetic_qos,278,271,26.76,0
QOS-GAMING_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,33.46,index,valid,synthetic_qos,369,364,30.03,0
QOS-GAMING_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,81.53,index,valid,synthetic_qos,360,351,38.34,0
QOS-GAMING_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,24.84,index,valid,synthetic_qos,370,368,25.7,0
QOS-GAMING_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,81.57,index,valid,synthetic_qos,181,173,16.61,0
QOS-GAMING_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,62.82,index,valid,synthetic_qos,393,383,25.58,0
QOS-GAMING_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,21.69,index,valid,synthetic_qos,278,276,33.26,0
QOS-GAMING_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,19.51,index,valid,synthetic_qos,360,355,20.94,0
QOS-GAMING_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,33.9,index,valid,synthetic_qos,219,216,36.2,0
QOS-GAMING_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,27.06,index,valid,synthetic_qos,398,388,31.5,0
QOS-GAMING_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,76.76,index,valid,synthetic_qos,347,337,31.57,0
QOS-GAMING_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,32.84,index,valid,synthetic_qos,208,202,41.96,0
QOS-GAMING_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,65.3,index,valid,synthetic_qos,261,251,20.31,0
QOS-GAMING_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,77.77,index,valid,synthetic_qos,344,342,20.37,0
QOS-GAMING_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,28.04,index,valid,synthetic_qos,252,245,38.97,0
QOS-GAMING_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,15.71,index,valid,synthetic_qos,213,204,27.93,0
QOS-GAMING_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,79.7,index,valid,synthetic_qos,162,154,35.62,0
QOS-GAMING_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,50.75,index,valid,synthetic_qos,312,307,17.2,0
QOS-GAMING_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,65.41,index,valid,synthetic_qos,381,377,22.09,0
QOS-GAMING_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,50.97,index,valid,synthetic_qos,128,123,39.8,0
QOS-GAMING_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,65.25,index,valid,synthetic_qos,143,141,19.74,0
QOS-GAMING_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,68.08,index,valid,synthetic_qos,105,98,35.62,0
QOS-GAMING_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,46.42,index,valid,synthetic_qos,304,297,15.66,0
QOS-GAMING_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,51.27,index,valid,synthetic_qos,176,173,17.02,0
QOS-GAMING_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,23.41,index,valid,synthetic_qos,275,266,15.58,0
QOS-GAMING_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,18.65,index,valid,synthetic_qos,155,147,41.29,0
QOS-GAMING_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,58.97,index,valid,synthetic_qos,263,260,30.73,0
QOS-GAMING_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,18.66,index,valid,synthetic_qos,226,216,44.84,0
QOS-GAMING_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,49.94,index,valid,synthetic_qos,323,320,16.62,0
QOS-GAMING_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,46.7,index,valid,synthetic_qos,130,123,39.46,0
QOS-GAMING_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,37.58,index,valid,synthetic_qos,107,105,19.94,0
QOS-GAMING_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,52.51,index,valid,synthetic_qos,359,354,22.62,0
QOS-GAMING_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,81.35,index,valid,synthetic_qos,203,200,27.72,0
QOS-GAMING_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,39.48,index,valid,synthetic_qos,253,250,15.76,0
QOS-GAMING_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,24.82,index,valid,synthetic_qos,159,151,39.02,0
QOS-GAMING_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,32.06,index,valid,synthetic_qos,204,203,17.31,0
QOS-GAMING_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,16.75,index,valid,synthetic_qos,128,124,35.5,0
QOS-GAMING_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,46.7,index,valid,synthetic_qos,193,186,44.45,0
QOS-GAMING_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,68.36,index,valid,synthetic_qos,335,332,35.93,0
QOS-GAMING_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,38.7,index,valid,synthetic_qos,363,362,35.41,0
QOS-GAMING_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,48.61,index,valid,synthetic_qos,203,199,36.56,0
QOS-GAMING_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,83.61,index,valid,synthetic_qos,131,130,32.33,0
QOS-GAMING_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,16.42,index,valid,synthetic_qos,134,128,15.57,0
QOS-GAMING_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,48.07,index,valid,synthetic_qos,100,95,15.23,0
QOS-GAMING_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,21.12,index,valid,synthetic_qos,222,221,20.98,0
QOS-GAMING_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,45.16,index,valid,synthetic_qos,169,165,26.69,0
QOS-GAMING_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,72.85,index,valid,synthetic_qos,176,171,38.98,0
QOS-GAMING_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,40.67,index,valid,synthetic_qos,309,308,31.64,0
QOS-GAMING_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,42.71,index,valid,synthetic_qos,351,345,39.64,0
QOS-GAMING_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,51.25,index,valid,synthetic_qos,398,396,24.17,0
QOS-GAMING_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,41.77,index,valid,synthetic_qos,311,303,16.69,0
QOS-GAMING_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,37.21,index,valid,synthetic_qos,203,195,39.15,0
QOS-GAMING_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,75.24,index,valid,synthetic_qos,185,177,21.83,0
QOS-GAMING_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,24.4,index,valid,synthetic_qos,236,226,26.67,0
QOS-GAMING_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,78.51,index,valid,synthetic_qos,268,266,34.44,0
QOS-GAMING_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,31.19,index,valid,synthetic_qos,164,155,19.09,0
QOS-GAMING_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,32.91,index,valid,synthetic_qos,172,168,29.01,0
QOS-GAMING_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,42.96,index,valid,synthetic_qos,182,175,30.65,0
QOS-GAMING_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,22.29,index,valid,synthetic_qos,202,195,38.32,0
QOS-GAMING_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,53.8,index,valid,synthetic_qos,310,301,30.52,0
QOS-GAMING_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,39.53,index,valid,synthetic_qos,114,109,23.22,0
QOS-GAMING_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,48.54,index,valid,synthetic_qos,231,226,25.28,0
QOS-GAMING_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,42.02,index,valid,synthetic_qos,279,274,43.74,0
QOS-GAMING_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,66.44,index,valid,synthetic_qos,151,147,27.87,0
QOS-GAMING_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,24.5,index,valid,synthetic_qos,155,145,31.5,0
QOS-GAMING_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,41.78,index,valid,synthetic_qos,372,362,36.26,0
QOS-GAMING_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,69.24,index,valid,synthetic_qos,294,287,15.06,0
QOS-GAMING_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,57.92,index,valid,synthetic_qos,324,320,22.7,0
QOS-GAMING_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,57.98,index,valid,synthetic_qos,232,230,18.51,0
QOS-GAMING_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,30.88,index,valid,synthetic_qos,235,225,33.72,0
QOS-GAMING_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,60.26,index,valid,synthetic_qos,151,150,44.75,0
QOS-GAMING_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,62.32,index,valid,synthetic_qos,373,365,29.05,0
QOS-GAMING_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,43.9,index,valid,synthetic_qos,112,108,19.04,0
QOS-GAMING_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,27.23,index,valid,synthetic_qos,334,326,23.25,0
QOS-GAMING_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,55.33,index,valid,synthetic_qos,214,204,37.18,0
QOS-GAMING_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,78.32,index,valid,synthetic_qos,217,211,39.34,0
QOS-GAMING_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,55.32,index,valid,synthetic_qos,349,348,32.84,0
QOS-GAMING_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,70.24,index,valid,synthetic_qos,183,176,41.53,0
QOS-GAMING_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,43.72,index,valid,synthetic_qos,304,302,25.88,0
QOS-GAMING_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,36.45,index,valid,synthetic_qos,150,148,36.14,0
QOS-GAMING_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,63.17,index,valid,synthetic_qos,386,384,24.75,0
QOS-GAMING_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,64.6,index,valid,synthetic_qos,385,376,29.97,0
QOS-GAMING_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,82.78,index,valid,synthetic_qos,256,247,29.52,0
QOS-GAMING_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,82.31,index,valid,synthetic_qos,273,270,29.16,0
QOS-GAMING_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,46.18,index,valid,synthetic_qos,308,306,16.23,0
QOS-GAMING_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,67.85,index,valid,synthetic_qos,377,367,34.12,0
QOS-GAMING_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,48.79,index,valid,synthetic_qos,168,163,16.42,0
QOS-GAMING_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,71.56,index,valid,synthetic_qos,274,264,24.06,0
QOS-GAMING_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,22.74,index,valid,synthetic_qos,121,115,21.3,0
QOS-GAMING_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,49.06,index,valid,synthetic_qos,241,239,25.84,0
QOS-GAMING_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,56.37,index,valid,synthetic_qos,131,123,32.29,0
QOS-GAMING_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,40.09,index,valid,synthetic_qos,205,195,20.46,0
QOS-GAMING_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,81.4,index,valid,synthetic_qos,356,348,24.17,0
QOS-GAMING_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,32.09,index,valid,synthetic_qos,213,204,28.9,0
QOS-GAMING_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,80.37,index,valid,synthetic_qos,291,283,29.63,0
QOS-GAMING_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,84.72,index,valid,synthetic_qos,227,218,44.98,0
QOS-GAMING_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,84.79,index,valid,synthetic_qos,381,375,34.09,0
QOS-GAMING_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,39.49,index,valid,synthetic_qos,306,301,29.08,0
QOS-GAMING_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,49.76,index,valid,synthetic_qos,239,233,25.83,0
QOS-GAMING_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,39.34,index,valid,synthetic_qos,224,221,29.27,0
QOS-GAMING_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,22.71,index,valid,synthetic_qos,256,248,26.83,0
QOS-GAMING_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,15.98,index,valid,synthetic_qos,396,392,15.02,0
QOS-GAMING_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,74.63,index,valid,synthetic_qos,138,134,44.5,0
QOS-GAMING_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,78.4,index,valid,synthetic_qos,202,192,34.72,0
QOS-GAMING_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,51.07,index,valid,synthetic_qos,185,179,30.37,0
QOS-GAMING_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,41.47,index,valid,synthetic_qos,291,286,20.04,0
QOS-GAMING_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,30.27,index,valid,synthetic_qos,395,391,30.77,0
QOS-GAMING_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,84.28,index,valid,synthetic_qos,181,175,39.56,0
QOS-GAMING_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,35.21,index,valid,synthetic_qos,301,298,44.49,0
QOS-GAMING_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,61.89,index,valid,synthetic_qos,219,211,16.85,0
QOS-GAMING_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,59.65,index,valid,synthetic_qos,129,127,23.79,0
QOS-GAMING_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,47.32,index,valid,synthetic_qos,339,329,28.06,0
QOS-GAMING_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,33.87,index,valid,synthetic_qos,251,249,19.59,0
QOS-GAMING_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,20.17,index,valid,synthetic_qos,240,233,37.4,0
QOS-GAMING_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,40.05,index,valid,synthetic_qos,340,336,29.5,0
QOS-GAMING_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,68.3,index,valid,synthetic_qos,134,124,36.12,0
QOS-GAMING_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,34.08,index,valid,synthetic_qos,130,129,35.37,0
QOS-GAMING_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,57.51,index,valid,synthetic_qos,370,366,19.75,0
QOS-GAMING_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,45.66,index,valid,synthetic_qos,372,364,42.12,0
QOS-GAMING_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,36.8,index,valid,synthetic_qos,206,200,42.51,0
QOS-GAMING_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,21.6,index,valid,synthetic_qos,306,304,23.26,0
QOS-GAMING_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,74.15,index,valid,synthetic_qos,161,153,26.79,0
QOS-GAMING_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,18.19,index,valid,synthetic_qos,115,106,18.99,0
QOS-GAMING_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,17.88,index,valid,synthetic_qos,115,114,29.24,0
QOS-GAMING_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,78.76,index,valid,synthetic_qos,398,397,23.58,0
QOS-GAMING_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,78.54,index,valid,synthetic_qos,155,151,20.65,0
QOS-GAMING_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,43.81,index,valid,synthetic_qos,288,283,38.11,0
QOS-GAMING_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,61.76,index,valid,synthetic_qos,310,306,22.65,0
QOS-GAMING_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,70.91,index,valid,synthetic_qos,159,154,26.02,0
QOS-GAMING_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,26.98,index,valid,synthetic_qos,392,391,42.31,0
QOS-GAMING_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,27.1,index,valid,synthetic_qos,285,275,37.3,0
QOS-GAMING_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,64.43,index,valid,synthetic_qos,173,167,37.65,0
QOS-GAMING_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,15.65,index,valid,synthetic_qos,300,292,37.77,0
QOS-GAMING_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,84.45,index,valid,synthetic_qos,391,384,31.15,0
QOS-GAMING_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,66.83,index,valid,synthetic_qos,103,95,27.36,0
QOS-GAMING_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,53.48,index,valid,synthetic_qos,276,274,28.24,0
QOS-GAMING_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,69.71,index,valid,synthetic_qos,138,136,33.38,0
QOS-GAMING_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,25.3,index,valid,synthetic_qos,224,221,23.55,0
QOS-GAMING_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,60.23,index,valid,synthetic_qos,202,201,29.18,0
QOS-GAMING_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,60.02,index,valid,synthetic_qos,107,101,19.27,0
QOS-GAMING_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,64.21,index,valid,synthetic_qos,210,206,20.4,0
QOS-GAMING_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,35.6,index,valid,synthetic_qos,343,334,38.92,0
QOS-GAMING_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,59.98,index,valid,synthetic_qos,394,387,21.64,0
QOS-GAMING_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,42.61,index,valid,synthetic_qos,105,97,22.17,0
QOS-GAMING_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,47.91,index,valid,synthetic_qos,283,275,24.83,0
QOS-GAMING_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,77.35,index,valid,synthetic_qos,348,346,34.0,0
QOS-GAMING_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,40.93,index,valid,synthetic_qos,328,318,30.42,0
QOS-GAMING_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,36.75,index,valid,synthetic_qos,345,341,40.94,0
QOS-GAMING_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,45.55,index,valid,synthetic_qos,130,124,33.81,0
QOS-GAMING_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,28.5,index,valid,synthetic_qos,269,263,18.48,0
QOS-GAMING_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,23.37,index,valid,synthetic_qos,101,95,21.43,0
QOS-GAMING_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,32.99,index,valid,synthetic_qos,161,159,18.86,0
QOS-GAMING_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,51.25,index,valid,synthetic_qos,101,96,18.11,0
QOS-GAMING_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.63,index,valid,synthetic_qos,101,98,32.52,0
QOS-GAMING_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,30.31,index,valid,synthetic_qos,393,385,18.64,0
QOS-GAMING_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,29.11,index,valid,synthetic_qos,108,99,21.12,0
QOS-GAMING_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,84.69,index,valid,synthetic_qos,152,151,38.86,0
QOS-GAMING_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,83.48,index,valid,synthetic_qos,226,219,38.83,0
QOS-GAMING_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,25.86,index,valid,synthetic_qos,175,166,15.41,0
QOS-GAMING_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,79.84,index,valid,synthetic_qos,309,304,41.99,0
