voice_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-VOICE_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,58.78,index,valid,synthetic_qos,102,98,34.23,0
QOS-VOICE_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,22.87,index,valid,synthetic_qos,158,153,22.56,0
QOS-VOICE_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,72.89,index,valid,synthetic_qos,297,291,18.46,0
QOS-VOICE_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,48.27,index,valid,synthetic_qos,205,200,23.55,0
QOS-VOICE_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,42.86,index,valid,synthetic_qos,248,245,27.97,0
QOS-VOICE_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,29.95,index,valid,synthetic_qos,230,222,30.13,0
QOS-VOICE_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,25.15,index,valid,synthetic_qos,149,148,34.0,0
QOS-VOICE_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.43,index,valid,synthetic_qos,384,377,27.25,0
QOS-VOICE_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,50.91,index,valid,synthetic_qos,332,325,26.35,0
QOS-VOICE_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,51.93,index,valid,synthetic_qos,334,327,31.5,0
QOS-VOICE_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,50.47,index,valid,synthetic_qos,153,152,26.46,0
QOS-VOICE_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,82.01,index,valid,synthetic_qos,159,154,15.68,0
QOS-VOICE_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,74.71,index,valid,synthetic_qos,277,269,22.7,0
QOS-VOICE_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,75.96,index,valid,synthetic_qos,159,154,23.09,0
QOS-VOICE_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,79.49,index,valid,synthetic_qos,250,246,20.44,0
QOS-VOICE_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,18.98,index,valid,synthetic_qos,142,134,36.63,0
QOS-VOICE_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,76.74,index,valid,synthetic_qos,252,242,37.59,0
QOS-VOICE_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,41.98,index,valid,synthetic_qos,145,141,41.06,0
QOS-VOICE_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,48.08,index,valid,synthetic_qos,354,351,40.88,0
QOS-VOICE_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,34.18,index,valid,synthetic_qos,156,148,43.51,0
QOS-VOICE_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,59.12,index,valid,synthetic_qos,321,312,27.7,0
QOS-VOICE_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,66.08,index,valid,synthetic_qos,275,271,23.78,0
QOS-VOICE_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,55.39,index,valid,synthetic_qos,191,190,19.79,0
QOS-VOICE_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,36.55,index,valid,synthetic_qos,320,313,28.08,0
QOS-VOICE_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.45,index,valid,synthetic_qos,144,137,24.37,0
QOS-VOICE_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,64.69,index,valid,synthetic_qos,375,366,38.18,0
QOS-VOICE_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,40.24,index,valid,synthetic_qos,284,277,21.84,0
QOS-VOICE_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,53.21,index,valid,synthetic_qos,112,104,27.84,0
QOS-VOICE_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,68.51,index,valid,synthetic_qos,210,208,38.8,0
QOS-VOICE_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,34.88,index,valid,synthetic_qos,326,321,30.66,0
QOS-VOICE_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,38.34,index,valid,synthetic_qos,298,291,24.93,0
QOS-VOICE_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,35.18,index,valid,synthetic_qos,337,333,30.9,0
QOS-VOICE_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,52.35,index,valid,synthetic_qos,154,152,20.61,0
QOS-VOICE_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,60.66,index,valid,synthetic_qos,340,331,20.96,0
QOS-VOICE_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,27.49,index,valid,synthetic_qos,168,165,31.01,0
QOS-VOICE_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,33.39,index,valid,synthetic_qos,314,304,25.62,0
QOS-VOICE_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,69.89,index,valid,synthetic_qos,179,176,30.99,0
QOS-VOICE_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,60.02,index,valid,synthetic_qos,260,256,35.58,0
QOS-VOICE_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,75.15,index,valid,synthetic_qos,283,282,18.6,0
QOS-VOICE_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,57.9,index,valid,synthetic_qos,147,137,40.02,0
QOS-VOICE_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,21.21,index,valid,synthetic_qos,137,135,43.21,0
QOS-VOICE_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,55.98,index,valid,synthetic_qos,325,321,44.21,0
QOS-VOICE_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,46.66,index,valid,synthetic_qos,368,361,25.82,0
QOS-VOICE_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,84.05,index,valid,synthetic_qos,350,347,24.11,0
QOS-VOICE_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,77.51,index,valid,synthetic_qos,242,232,15.96,0
QOS-VOICE_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,40.09,index,valid,synthetic_qos,374,371,15.07,0
QOS-VOICE_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,74.33,index,valid,synthetic_qos,152,150,18.35,0
QOS-VOICE_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,70.82,index,valid,synthetic_qos,299,296,37.86,0
QOS-VOICE_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,51.24,index,valid,synthetic_qos,132,122,24.78,0
QOS-VOICE_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,19.72,index,valid,synthetic_qos,366,362,17.76,0
QOS-VOICE_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,50.33,index,valid,synthetic_qos,287,281,32.93,0
QOS-VOICE_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,78.21,index,valid,synthetic_qos,267,260,24.32,0
QOS-VOICE_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,49.06,index,valid,synthetic_qos,235,230,28.35,0
QOS-VOICE_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,32.13,index,valid,synthetic_qos,139,138,26.17,0
QOS-VOICE_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,25.79,index,valid,synthetic_qos,313,310,35.25,0
QOS-VOICE_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,20.26,index,valid,synthetic_qos,323,314,19.38,0
QOS-VOICE_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,73.57,index,valid,synthetic_qos,360,355,35.0,0
QOS-VOICE_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,42.78,index,valid,synthetic_qos,251,248,29.56,0
QOS-VOICE_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,82.52,index,valid,synthetic_qos,346,345,32.27,0
QOS-VOICE_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,67.41,index,valid,synthetic_qos,183,174,38.34,0
QOS-VOICE_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,42.21,index,valid,synthetic_qos,166,159,37.21,0
QOS-VOICE_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,54.89,index,valid,synthetic_qos,102,93,35.14,0
QOS-VOICE_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,66.87,index,valid,synthetic_qos,137,128,41.96,0
QOS-VOICE_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,59.89,index,valid,synthetic_qos,285,283,38.29,0
QOS-VOICE_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,15.65,index,valid,synthetic_qos,298,292,39.05,0
QOS-VOICE_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,81.59,index,valid,synthetic_qos,231,230,44.06,0
QOS-VOICE_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,32.14,index,valid,synthetic_qos,279,276,33.55,0
QOS-VOICE_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,84.19,index,valid,synthetic_qos,100,97,43.91,0
QOS-VOICE_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,84.84,index,valid,synthetic_qos,184,174,43.45,0
QOS-VOICE_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,66.17,index,valid,synthetic_qos,242,233,41.52,0
QOS-VOICE_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,32.28,index,valid,synthetic_qos,170,165,21.24,0
QOS-VOICE_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,79.51,index,valid,synthetic_qos,150,147,39.92,0
QOS-VOICE_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,84.81,index,valid,synthetic_qos,239,230,17.2,0
QOS-VOICE_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,51.73,index,valid,synthetic_qos,378,374,27.08,0
QOS-VOICE_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,17.61,index,valid,synthetic_qos,172,166,42.33,0
QOS-VOICE_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,24.23,index,valid,synthetic_qos,301,293,28.12,0
QOS-VOICE_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,47.23,index,valid,synthetic_qos,277,275,26.04,0
QOS-VOICE_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,83.22,index,valid,synthetic_qos,346,344,35.88,0
QOS-VOICE_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,64.91,index,valid,synthetic_qos,172,167,35.56,0
QOS-VOICE_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,57.3,index,valid,synthetic_qos,240,238,36.89,0
QOS-VOICE_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,51.43,index,valid,synthetic_qos,222,221,27.04,0
QOS-VOICE_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,69.31,index,valid,synthetic_qos,196,188,35.27,0
QOS-VOICE_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,23.55,index,valid,synthetic_qos,142,138,29.72,0
QOS-VOICE_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,16.82,index,valid,synthetic_qos,211,208,21.93,0
QOS-VOICE_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,76.98,index,valid,synthetic_qos,288,278,38.82,0
QOS-VOICE_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,32.75,index,valid,synthetic_qos,384,378,28.58,0
QOS-VOICE_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,75.36,index,valid,synthetic_qos,228,226,26.16,0
QOS-VOICE_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,42.47,index,valid,synthetic_qos,321,319,42.89,0
QOS-VOICE_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,51.45,index,valid,synthetic_qos,180,176,38.87,0
QOS-VOICE_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,22.12,index,valid,synthetic_qos,328,319,42.26,0
QOS-VOICE_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,57.23,index,valid,synthetic_qos,399,394,39.72,0
QOS-VOICE_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,55.57,index,valid,synthetic_qos,142,134,31.16,0
QOS-VOICE_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,61.36,index,valid,synthetic_qos,116,108,36.22,0
QOS-VOICE_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,42.04,index,valid,synthetic_qos,130,123,16.92,0
QOS-VOICE_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,36.68,index,valid,synthetic_qos,303,301,38.27,0
QOS-VOICE_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,74.68,index,valid,synthetic_qos,170,160,30.45,0
QOS-VOICE_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,34.91,index,valid,synthetic_qos,199,193,15.25,0
QOS-VOICE_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,23.07,index,valid,synthetic_qos,292,283,28.32,0
QOS-VOICE_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,82.62,index,valid,synthetic_qos,152,144,27.8,0
QOS-VOICE_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,40.11,index,valid,synthetic_qos,150,147,19.85,0
QOS-VOICE_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,18.72,index,valid,synthetic_qos,220,214,24.48,0
QOS-VOICE_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,33.53,index,valid,synthetic_qos,324,321,37.69,0
QOS-VOICE_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,33.59,index,valid,synthetic_qos,175,171,21.48,0
QOS-VOICE_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,17.32,index,valid,synthetic_qos,128,120,42.28,0
QOS-VOICE_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,37.49,index,valid,synthetic_qos,375,366,22.7,0
QOS-VOICE_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,33.13,index,valid,synthetic_qos,168,166,27.25,0
QOS-VOICE_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,80.11,index,valid,synthetic_qos,129,122,27.49,0
QOS-VOICE_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,37.62,index,valid,synthetic_qos,317,310,21.35,0
QOS-VOICE_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,15.51,index,valid,synthetic_qos,289,285,20.2,0
QOS-VOICE_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,61.7,index,valid,synthetic_qos,124,114,26.04,0
QOS-VOICE_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,21.54,index,valid,synthetic_qos,288,283,15.24,0
QOS-VOICE_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,82.11,index,valid,synthetic_qos,180,171,19.13,0
QOS-VOICE_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,46.9,index,valid,synthetic_qos,177,170,30.49,0
QOS-VOICE_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,60.54,index,valid,synthetic_qos,167,164,26.4,0
QOS-VOICE_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,26.7,index,valid,synthetic_qos,229,226,32.56,0
QOS-VOICE_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,41.18,index,valid,synthetic_qos,135,130,29.4,0
QOS-VOICE_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,18.62,index,valid,synthetic_qos,277,272,15.05,0
QOS-VOICE_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,78.85,index,valid,synthetic_qos,138,134,15.24,0
QOS-VOICE_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,49.94,index,valid,synthetic_qos,287,280,25.72,0
QOS-VOICE_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,50.97,index,valid,synthetic_qos,304,299,41.9,0
QOS-VOICE_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,41.7,index,valid,synthetic_qos,205,198,43.6,0
QOS-VOICE_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,18.83,index,valid,synthetic_qos,221,220,28.34,0
QOS-VOICE_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,22.59,index,valid,synthetic_qos,387,386,22.31,0
QOS-VOICE_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,58.31,index,valid,synthetic_qos,134,126,38.22,0
QOS-VOICE_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,41.39,index,valid,synthetic_qos,335,332,22.1,0
QOS-VOICE_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,76.98,index,valid,synthetic_qos,316,312,39.48,0
QOS-VOICE_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,27.53,index,valid,synthetic_qos,190,186,22.31,0
QOS-VOICE_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,41.51,index,valid,synthetic_qos,317,314,33.8,0
QOS-VOICE_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,64.05,index,valid,synthetic_qos,200,192,19.22,0
QOS-VOICE_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,60.21,index,valid,synthetic_qos,355,346,25.55,0
QOS-VOICE_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,43.06,index,valid,synthetic_qos,327,322,21.64,0
QOS-VOICE_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,63.0,index,valid,synthetic_qos,316,309,32.07,0
QOS-VOICE_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,58.57,index,valid,synthetic_qos,336,333,27.72,0
QOS-VOICE_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,23.86,index,valid,synthetic_qos,304,299,21.0,0
QOS-VOICE_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,64.68,index,valid,synthetic_qos,339,333,15.86,0
QOS-VOICE_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,17.62,index,valid,synthetic_qos,110,103,23.72,0
QOS-VOICE_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,31.83,index,valid,synthetic_qos,246,238,39.85,0
QOS-VOICE_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,39.33,index,valid,synthetic_qos,326,321,43.36,0
QOS-VOICE_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,52.88,index,valid,synthetic_qos,272,263,33.82,0
QOS-VOICE_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,63.91,index,valid,synthetic_qos,307,305,15.61,0
QOS-VOICE_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,52.14,index,valid,synthetic_qos,208,205,34.34,0
QOS-VOICE_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,34.38,index,valid,synthetic_qos,359,350,30.8,0
QOS-VOICE_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,54.82,index,valid,synthetic_qos,352,345,43.85,0
QOS-VOICE_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,65.76,index,valid,synthetic_qos,148,146,40.27,0
QOS-VOICE_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,83.84,index,valid,synthetic_qos,266,258,21.07,0
QOS-VOICE_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,56.85,index,valid,synthetic_qos,351,349,33.39,0
QOS-VOICE_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,33.62,index,valid,synthetic_qos,322,316,43.9,0
QOS-VOICE_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,19.58,index,valid,synthetic_qos,224,222,33.21,0
QOS-VOICE_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,31.0,index,valid,synthetic_qos,207,204,18.14,0
QOS-VOICE_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,53.6,index,valid,synthetic_qos,303,301,26.96,0
QOS-VOICE_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,36.71,index,valid,synthetic_qos,217,212,34.48,0
QOS-VOICE_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,25.59,index,valid,synthetic_qos,214,212,27.04,0
QOS-VOICE_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,32.0,index,valid,synthetic_qos,114,112,26.7,0
QOS-VOICE_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,29.05,index,valid,synthetic_qos,141,133,15.35,0
QOS-VOICE_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,80.23,index,valid,synthetic_qos,309,306,24.5,0
QOS-VOICE_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,32.78,index,valid,synthetic_qos,181,175,24.98,0
QOS-VOICE_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,20.7,index,valid,synthetic_qos,343,333,24.42,0
QOS-VOICE_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,60.59,index,valid,synthetic_qos,230,222,35.5,0
QOS-VOICE_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,71.81,index,valid,synthetic_qos,308,306,36.25,0
QOS-VOICE_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,53.47,index,valid,synthetic_qos,340,333,25.73,0
QOS-VOICE_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,36.76,index,valid,synthetic_qos,342,338,37.52,0
QOS-VOICE_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,17.46,index,valid,synthetic_qos,140,133,19.46,0
QOS-VOICE_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,82.83,index,valid,synthetic_qos,108,106,41.68,0
QOS-VOICE_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,44.89,index,valid,synthetic_qos,346,341,33.07,0
QOS-VOICE_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,26.44,index,valid,synthetic_qos,320,314,40.42,0
