latency_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-LATENCY_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,59.31,index,valid,synthetic_qos,354,345,24.72,0
QOS-LATENCY_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,71.79,index,valid,synthetic_qos,378,371,38.1,0
QOS-LATENCY_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,54.63,index,valid,synthetic_qos,264,263,23.09,0
QOS-LATENCY_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,51.8,index,valid,synthetic_qos,220,214,17.53,0
QOS-LATENCY_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,40.96,index,valid,synthetic_qos,364,357,18.04,0
QOS-LATENCY_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,40.59,index,valid,synthetic_qos,317,307,31.37,0
QOS-LATENCY_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,22.79,index,valid,synthetic_qos,284,282,16.45,0
QOS-LATENCY_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,52.26,index,valid,synthetic_qos,380,374,19.37,0
QOS-LATENCY_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,27.47,index,valid,synthetic_qos,265,259,16.51,0
QOS-LATENCY_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,79.98,index,valid,synthetic_qos,297,293,38.73,0
QOS-LATENCY_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,26.3,index,valid,synthetic_qos,278,271,19.7,0
QOS-LATENCY_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,17.1,index,valid,synthetic_qos,292,286,21.7,0
QOS-LATENCY_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,77.81,index,valid,synthetic_qos,204,202,42.89,0
QOS-LATENCY_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,70.57,index,valid,synthetic_qos,368,360,39.14,0
QOS-LATENCY_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,60.01,index,valid,synthetic_qos,142,136,37.91,0
QOS-LATENCY_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,54.25,index,valid,synthetic_qos,201,195,15.34,0
QOS-LATENCY_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,20.74,index,valid,synthetic_qos,115,105,20.8,0
QOS-LATENCY_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,48.45,index,valid,synthetic_qos,395,386,30.55,0
QOS-LATENCY_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,33.18,index,valid,synthetic_qos,342,334,25.56,0
QOS-LATENCY_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,48.04,index,valid,synthetic_qos,209,200,36.64,0
QOS-LATENCY_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,59.04,index,valid,synthetic_qos,216,214,25.95,0
QOS-LATENCY_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,24.56,index,valid,synthetic_qos,157,149,25.02,0
QOS-LATENCY_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,80.55,index,valid,synthetic_qos,142,132,32.81,0
QOS-LATENCY_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,27.94,index,valid,synthetic_qos,330,326,39.21,0
QOS-LATENCY_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,73.59,index,valid,synthetic_qos,233,232,38.58,0
QOS-LATENCY_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,30.11,index,valid,synthetic_qos,102,92,23.43,0
QOS-LATENCY_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,29.9,index,valid,synthetic_qos,189,182,16.39,0
QOS-LATENCY_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,64.89,index,valid,synthetic_qos,154,144,23.61,0
QOS-LATENCY_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,72.08,index,valid,synthetic_qos,171,165,38.13,0
QOS-LATENCY_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,48.91,index,valid,synthetic_qos,112,111,44.92,0
QOS-LATENCY_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,15.39,index,valid,synthetic_qos,274,273,23.3,0
QOS-LATENCY_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,81.18,index,valid,synthetic_qos,171,169,16.82,0
QOS-LATENCY_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,28.14,index,valid,synthetic_qos,119,116,37.97,0
QOS-LATENCY_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,51.46,index,valid,synthetic_qos,397,392,39.88,0
QOS-LATENCY_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,73.24,index,valid,synthetic_qos,278,271,36.33,0
QOS-LATENCY_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,21.93,index,valid,synthetic_qos,205,199,30.81,0
QOS-LATENCY_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,22.22,index,valid,synthetic_qos,244,234,39.12,0
QOS-LATENCY_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,21.46,index,valid,synthetic_qos,320,311,40.15,0
QOS-LATENCY_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,58.76,index,valid,synthetic_qos,180,178,15.77,0
QOS-LATENCY_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,36.23,index,valid,synthetic_qos,365,356,27.16,0
QOS-LATENCY_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,34.41,index,valid,synthetic_qos,317,313,26.72,0
QOS-LATENCY_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,41.26,index,valid,synthetic_qos,132,126,44.16,0
QOS-LATENCY_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,29.38,index,valid,synthetic_qos,223,214,28.16,0
QOS-LATENCY_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,25.86,index,valid,synthetic_qos,339,330,23.3,0
QOS-LATENCY_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,15.93,index,valid,synthetic_qos,327,321,41.53,0
QOS-LATENCY_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,44.49,index,valid,synthetic_qos,372,371,20.08,0
QOS-LATENCY_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,34.43,index,valid,synthetic_qos,377,369,35.29,0
QOS-LATENCY_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,17.77,index,valid,synthetic_qos,321,311,25.59,0
QOS-LATENCY_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,45.31,index,valid,synthetic_qos,160,153,32.68,0
QOS-LATENCY_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,16.21,index,valid,synthetic_qos,261,260,40.35,0
QOS-LATENCY_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,30.13,index,valid,synthetic_qos,384,383,40.09,0
QOS-LATENCY_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,63.73,index,valid,synthetic_qos,333,330,30.92,0
QOS-LATENCY_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,76.03,index,valid,synthetic_qos,319,313,18.82,0
QOS-LATENCY_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,61.42,index,valid,synthetic_qos,212,204,27.83,0
QOS-LATENCY_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,16.47,index,valid,synthetic_qos,143,136,27.35,0
QOS-LATENCY_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,83.07,index,valid,synthetic_qos,342,341,21.11,0
QOS-LATENCY_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,45.15,index,valid,synthetic_qos,242,236,25.67,0
QOS-LATENCY_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,21.79,index,valid,synthetic_qos,382,380,15.01,0
QOS-LATENCY_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,71.47,index,valid,synthetic_qos,170,163,37.32,0
QOS-LATENCY_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,50.82,index,valid,synthetic_qos,175,167,19.85,0
QOS-LATENCY_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,67.0,index,valid,synthetic_qos,332,327,25.89,0
QOS-LATENCY_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,52.11,index,valid,synthetic_qos,219,218,15.79,0
QOS-LATENCY_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,38.81,index,valid,synthetic_qos,310,302,31.68,0
QOS-LATENCY_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,43.29,index,valid,synthetic_qos,297,294,27.45,0
QOS-LATENCY_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,82.08,index,valid,synthetic_qos,141,133,32.71,0
QOS-LATENCY_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,50.49,index,valid,synthetic_qos,342,332,17.57,0
QOS-LATENCY_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,20.18,index,valid,synthetic_qos,366,357,25.6,0
QOS-LATENCY_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,57.48,index,valid,synthetic_qos,302,300,30.25,0
QOS-LATENCY_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,75.95,index,valid,synthetic_qos,247,245,35.71,0
QOS-LATENCY_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,18.67,index,valid,synthetic_qos,334,330,25.05,0
QOS-LATENCY_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,80.3,index,valid,synthetic_qos,357,351,38.01,0
QOS-LATENCY_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,44.5,index,valid,synthetic_qos,326,322,33.84,0
QOS-LATENCY_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,25.87,index,valid,synthetic_qos,214,204,25.16,0
QOS-LATENCY_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,67.53,index,valid,synthetic_qos,379,371,44.39,0
QOS-LATENCY_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,20.3,index,valid,synthetic_qos,171,161,28.8,0
QOS-LATENCY_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,61.19,index,valid,synthetic_qos,239,230,41.83,0
QOS-LATENCY_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,66.59,index,valid,synthetic_qos,370,361,25.75,0
QOS-LATENCY_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,42.04,index,valid,synthetic_qos,373,369,35.81,0
QOS-LATENCY_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,41.17,index,valid,synthetic_qos,373,368,27.6,0
QOS-LATENCY_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,41.74,index,valid,synthetic_qos,133,132,36.15,0
QOS-LATENCY_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,26.43,index,valid,synthetic_qos,148,138,40.04,0
QOS-LATENCY_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,44.12,index,valid,synthetic_qos,363,353,43.68,0
QOS-LATENCY_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,56.08,index,valid,synthetic_qos,122,120,44.38,0
QOS-LATENCY_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,68.15,index,valid,synthetic_qos,385,375,36.64,0
QOS-LATENCY_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,60.23,index,valid,synthetic_qos,252,251,44.99,0
QOS-LATENCY_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,29.99,index,valid,synthetic_qos,203,197,33.58,0
QOS-LATENCY_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,36.51,index,valid,synthetic_qos,145,141,31.96,0
QOS-LATENCY_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,48.8,index,valid,synthetic_qos,344,338,43.74,0
QOS-LATENCY_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,25.71,index,valid,synthetic_qos,393,390,28.13,0
QOS-LATENCY_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,49.27,index,valid,synthetic_qos,201,193,22.03,0
QOS-LATENCY_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,70.37,index,valid,synthetic_qos,233,230,41.17,0
QOS-LATENCY_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,21.01,index,valid,synthetic_qos,114,104,41.55,0
QOS-LATENCY_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,56.0,index,valid,synthetic_qos,191,185,37.82,0
QOS-LATENCY_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,20.97,index,valid,synthetic_qos,362,360,25.91,0
QOS-LATENCY_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,37.75,index,valid,synthetic_qos,142,140,36.11,0
QOS-LATENCY_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,51.98,index,valid,synthetic_qos,216,206,22.69,0
QOS-LATENCY_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,33.61,index,valid,synthetic_qos,324,320,23.03,0
QOS-LATENCY_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,56.29,index,valid,synthetic_qos,100,96,23.73,0
QOS-LATENCY_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,42.3,index,valid,synthetic_qos,343,334,20.24,0
QOS-LATENCY_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,70.56,index,valid,synthetic_qos,161,156,37.1,0
QOS-LATENCY_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,75.21,index,valid,synthetic_qos,315,309,30.18,0
QOS-LATENCY_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,27.62,index,valid,synthetic_qos,380,372,26.96,0
QOS-LATENCY_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,52.12,index,valid,synthetic_qos,273,272,25.39,0
QOS-LATENCY_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,36.48,index,valid,synthetic_qos,364,355,44.82,0
QOS-LATENCY_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,50.45,index,valid,synthetic_qos,388,385,40.88,0
QOS-LATENCY_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,55.05,index,valid,synthetic_qos,187,178,41.08,0
QOS-LATENCY_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,41.08,index,valid,synthetic_qos,241,234,37.18,0
QOS-LATENCY_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,29.4,index,valid,synthetic_qos,240,234,29.62,0
QOS-LATENCY_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,34.07,index,valid,synthetic_qos,385,375,29.8,0
QOS-LATENCY_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,34.5,index,valid,synthetic_qos,357,350,44.66,0
QOS-LATENCY_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,58.53,index,valid,synthetic_qos,108,101,18.88,0
QOS-LATENCY_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,21.84,index,valid,synthetic_qos,267,257,40.59,0
QOS-LATENCY_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,84.25,index,valid,synthetic_qos,332,331,37.38,0
QOS-LATENCY_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,53.57,index,valid,synthetic_qos,218,212,28.33,0
QOS-LATENCY_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,31.82,index,valid,synthetic_qos,230,220,19.27,0
QOS-LATENCY_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,58.78,index,valid,synthetic_qos,242,240,19.53,0
QOS-LATENCY_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,17.95,index,valid,synthetic_qos,214,207,21.19,0
QOS-LATENCY_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,34.76,index,valid,synthetic_qos,362,358,26.12,0
QOS-LATENCY_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,43.07,index,valid,synthetic_qos,326,323,15.3,0
QOS-LATENCY_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,34.31,index,valid,synthetic_qos,101,97,28.63,0
QOS-LATENCY_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,84.66,index,valid,synthetic_qos,141,132,28.26,0
QOS-LATENCY_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,45.88,index,valid,synthetic_qos,164,158,20.31,0
QOS-LATENCY_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,27.18,index,valid,synthetic_qos,275,265,22.71,0
QOS-LATENCY_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,26.44,index,valid,synthetic_qos,145,137,34.22,0
QOS-LATENCY_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,62.93,index,valid,synthetic_qos,180,175,44.24,0
QOS-LATENCY_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,40.42,index,valid,synthetic_qos,388,387,33.08,0
QOS-LATENCY_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,28.34,index,valid,synthetic_qos,120,119,44.01,0
QOS-LATENCY_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,39.18,index,valid,synthetic_qos,297,292,20.01,0
QOS-LATENCY_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,16.44,index,valid,synthetic_qos,115,110,37.2,0
QOS-LATENCY_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,34.23,index,valid,synthetic_qos,143,137,39.14,0
QOS-LATENCY_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,43.12,index,valid,synthetic_qos,309,302,20.39,0
QOS-LATENCY_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,39.84,index,valid,synthetic_qos,329,321,19.89,0
QOS-LATENCY_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,77.16,index,valid,synthetic_qos,271,270,15.37,0
QOS-LATENCY_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,29.75,index,valid,synthetic_qos,239,231,35.8,0
QOS-LATENCY_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,38.39,index,valid,synthetic_qos,281,275,15.98,0
QOS-LATENCY_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,64.68,index,valid,synthetic_qos,250,244,42.5,0
QOS-LATENCY_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,20.27,index,valid,synthetic_qos,255,253,25.13,0
QOS-LATENCY_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,79.78,index,valid,synthetic_qos,121,111,30.11,0
QOS-LATENCY_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,23.53,index,valid,synthetic_qos,358,357,40.32,0
QOS-LATENCY_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,42.57,index,valid,synthetic_qos,253,247,15.73,0
QOS-LATENCY_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,25.76,index,valid,synthetic_qos,389,388,35.1,0
QOS-LATENCY_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,58.39,index,valid,synthetic_qos,259,252,19.93,0
QOS-LATENCY_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,82.11,index,valid,synthetic_qos,241,235,28.29,0
QOS-LATENCY_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,78.26,index,valid,synthetic_qos,350,349,16.24,0
QOS-LATENCY_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,51.83,index,valid,synthetic_qos,397,394,26.75,0
QOS-LATENCY_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,60.67,index,valid,synthetic_qos,395,391,31.36,0
QOS-LATENCY_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,43.78,index,valid,synthetic_qos,373,364,43.09,0
QOS-LATENCY_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,46.81,index,valid,synthetic_qos,332,326,18.51,0
QOS-LATENCY_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,81.14,index,valid,synthetic_qos,270,260,35.63,0
QOS-LATENCY_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,37.42,index,valid,synthetic_qos,284,274,37.5,0
QOS-LATENCY_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,39.43,index,valid,synthetic_qos,163,155,39.37,0
QOS-LATENCY_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,50.56,index,valid,synthetic_qos,215,205,41.08,0
QOS-LATENCY_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,80.54,index,valid,synthetic_qos,306,305,22.4,0
QOS-LATENCY_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,55.72,index,valid,synthetic_qos,169,163,34.48,0
QOS-LATENCY_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,18.15,index,valid,synthetic_qos,397,389,33.21,0
QOS-LATENCY_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,44.13,index,valid,synthetic_qos,336,333,25.6,0
QOS-LATENCY_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,27.11,index,valid,synthetic_qos,238,231,20.13,0
QOS-LATENCY_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,84.8,index,valid,synthetic_qos,226,217,15.22,0
QOS-LATENCY_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,83.73,index,valid,synthetic_qos,130,126,18.03,0
QOS-LATENCY_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,64.4,index,valid,synthetic_qos,311,308,21.33,0
QOS-LATENCY_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,22.61,index,valid,synthetic_qos,121,113,36.66,0
QOS-LATENCY_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,38.55,index,valid,synthetic_qos,104,99,23.15,0
QOS-LATENCY_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,20.72,index,valid,synthetic_qos,119,117,36.05,0
