throughput_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-THROUGHPUT_HOURLY-02-13,PLAN03,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,18.01,index,valid,synthetic_qos,115,110,20.19,0
QOS-THROUGHPUT_HOURLY-02-14,PLAN03,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,46.02,index,valid,synthetic_qos,329,325,28.66,0
QOS-THROUGHPUT_HOURLY-02-15,PLAN03,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,64.02,index,valid,synthetic_qos,149,139,34.98,0
QOS-THROUGHPUT_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,68.81,index,valid,synthetic_qos,252,246,31.05,0
QOS-THROUGHPUT_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,50.25,index,valid,synthetic_qos,246,240,16.43,0
QOS-THROUGHPUT_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.95,index,valid,synthetic_qos,170,165,28.92,0
QOS-THROUGHPUT_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,80.54,index,valid,synthetic_qos,368,358,42.35,0
QOS-THROUGHPUT_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,17.89,index,valid,synthetic_qos,307,305,35.73,0
QOS-THROUGHPUT_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,83.64,index,valid,synthetic_qos,386,381,19.5,0
QOS-THROUGHPUT_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,22.03,index,valid,synthetic_qos,332,324,20.89,0
QOS-THROUGHPUT_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,49.56,index,valid,synthetic_qos,118,111,19.7,0
QOS-THROUGHPUT_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,75.02,index,valid,synthetic_qos,195,190,23.78,0
QOS-THROUGHPUT_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,61.97,index,valid,synthetic_qos,257,249,29.23,0
QOS-THROUGHPUT_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,59.27,index,valid,synthetic_qos,378,369,18.39,0
QOS-THROUGHPUT_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,15.77,index,valid,synthetic_qos,192,186,27.31,0
QOS-THROUGHPUT_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,71.86,index,valid,synthetic_qos,250,244,31.27,0
QOS-THROUGHPUT_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,76.03,index,valid,synthetic_qos,257,249,37.27,0
QOS-THROUGHPUT_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,46.29,index,valid,synthetic_qos,266,260,41.45,0
QOS-THROUGHPUT_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,27.5,index,valid,synthetic_qos,285,279,18.05,0
QOS-THROUGHPUT_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,35.1,index,valid,synthetic_qos,144,140,31.29,0
QOS-THROUGHPUT_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,83.25,index,valid,synthetic_qos,136,126,19.28,0
QOS-THROUGHPUT_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,56.95,index,valid,synthetic_qos,287,284,26.12,0
QOS-THROUGHPUT_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,73.58,index,valid,synthetic_qos,143,136,15.14,0
QOS-THROUGHPUT_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,68.14,index,valid,synthetic_qos,138,133,23.72,0
QOS-THROUGHPUT_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,83.92,index,valid,synthetic_qos,328,322,44.25,0
QOS-THROUGHPUT_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,36.42,index,valid,synthetic_qos,231,229,27.92,0
QOS-THROUGHPUT_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,66.75,index,valid,synthetic_qos,205,199,23.25,0
QOS-THROUGHPUT_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,69.18,index,valid,synthetic_qos,139,130,26.04,0
QOS-THROUGHPUT_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,24.36,index,valid,synthetic_qos,158,157,26.97,0
QOS-THROUGHPUT_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,78.92,index,valid,synthetic_qos,347,344,18.07,0
QOS-THROUGHPUT_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,60.8,index,valid,synthetic_qos,365,364,40.75,0
QOS-THROUGHPUT_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,44.03,index,valid,synthetic_qos,378,368,32.22,0
QOS-THROUGHPUT_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,69.38,index,valid,synthetic_qos,384,383,33.57,0
QOS-THROUGHPUT_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,44.84,index,valid,synthetic_qos,329,324,39.04,0
QOS-THROUGHPUT_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,39.73,index,valid,synthetic_qos,274,264,15.39,0
QOS-THROUGHPUT_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,48.95,index,valid,synthetic_qos,377,367,34.02,0
QOS-THROUGHPUT_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,80.35,index,valid,synthetic_qos,159,157,35.18,0
QOS-THROUGHPUT_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,60.42,index,valid,synthetic_qos,136,134,24.81,0
QOS-THROUGHPUT_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,84.35,index,valid,synthetic_qos,118,108,23.99,0
QOS-THROUGHPUT_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,21.67,index,valid,synthetic_qos,289,288,24.06,0
QOS-THROUGHPUT_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,25.98,index,valid,synthetic_qos,168,160,19.47,0
QOS-THROUGHPUT_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,82.81,index,valid,synthetic_qos,199,189,21.21,0
QOS-THROUGHPUT_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,33.43,index,valid,synthetic_qos,169,164,36.48,0
QOS-THROUGHPUT_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,70.62,index,valid,synthetic_qos,157,151,15.27,0
QOS-THROUGHPUT_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,42.97,index,valid,synthetic_qos,161,160,15.58,0
QOS-THROUGHPUT_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,45.42,index,valid,synthetic_qos,158,150,40.71,0
QOS-THROUGHPUT_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,32.66,index,valid,synthetic_qos,339,330,33.37,0
QOS-THROUGHPUT_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,81.45,index,valid,synthetic_qos,244,237,17.93,0
QOS-THROUGHPUT_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,27.0,index,valid,synthetic_qos,100,99,44.72,0
QOS-THROUGHPUT_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,17.49,index,valid,synthetic_qos,296,286,37.16,0
QOS-THROUGHPUT_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,75.45,index,valid,synthetic_qos,366,360,35.0,0
QOS-THROUGHPUT_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,19.9,index,valid,synthetic_qos,268,262,19.61,0
QOS-THROUGHPUT_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,29.84,index,valid,synthetic_qos,336,327,42.6,0
QOS-THROUGHPUT_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,62.09,index,valid,synthetic_qos,329,326,29.34,0
QOS-THROUGHPUT_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,68.06,index,valid,synthetic_qos,400,392,41.01,0
QOS-THROUGHPUT_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,57.39,index,valid,synthetic_qos,324,317,21.03,0
QOS-THROUGHPUT_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,65.56,index,valid,synthetic_qos,325,323,39.03,0
QOS-THROUGHPUT_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,26.95,index,valid,synthetic_qos,380,373,15.85,0
QOS-THROUGHPUT_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,34.49,index,valid,synthetic_qos,309,300,33.4,0
QOS-THROUGHPUT_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,80.56,index,valid,synthetic_qos,288,285,16.42,0
QOS-THROUGHPUT_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,47.35,index,valid,synthetic_qos,110,109,29.81,0
QOS-THROUGHPUT_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,62.12,index,valid,synthetic_qos,305,296,19.47,0
QOS-THROUGHPUT_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,26.45,index,valid,synthetic_qos,191,188,27.99,0
QOS-THROUGHPUT_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,38.81,index,valid,synthetic_qos,138,137,43.16,0
QOS-THROUGHPUT_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,47.12,index,valid,synthetic_qos,386,384,44.39,0
QOS-THROUGHPUT_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,77.24,index,valid,synthetic_qos,329,325,36.77,0
QOS-THROUGHPUT_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,30.21,index,valid,synthetic_qos,331,324,28.48,0
QOS-THROUGHPUT_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,39.59,index,valid,synthetic_qos,294,289,28.88,0
QOS-THROUGHPUT_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,32.63,index,valid,synthetic_qos,283,282,28.78,0
QOS-THROUGHPUT_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,70.22,index,valid,synthetic_qos,264,256,36.73,0
QOS-THROUGHPUT_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,73.27,index,valid,synthetic_qos,291,289,21.08,0
QOS-THROUGHPUT_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,47.49,index,valid,synthetic_qos,297,288,15.43,0
QOS-THROUGHPUT_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,62.51,index,valid,synthetic_qos,232,226,37.38,0
QOS-THROUGHPUT_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,33.97,index,valid,synthetic_qos,173,165,40.31,0
QOS-THROUGHPUT_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,82.65,index,valid,synthetic_qos,300,292,22.22,0
QOS-THROUGHPUT_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,81.56,index,valid,synthetic_qos,287,283,37.02,0
QOS-THROUGHPUT_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,22.81,index,valid,synthetic_qos,132,123,15.51,0
QOS-THROUGHPUT_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,82.68,index,valid,synthetic_qos,238,236,16.77,0
QOS-THROUGHPUT_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,41.29,index,valid,synthetic_qos,265,263,18.44,0
QOS-THROUGHPUT_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,82.61,index,valid,synthetic_qos,233,225,24.46,0
QOS-THROUGHPUT_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,75.63,index,valid,synthetic_qos,196,190,37.45,0
QOS-THROUGHPUT_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,80.84,index,valid,synthetic_qos,354,347,43.29,0
QOS-THROUGHPUT_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,72.13,index,valid,synthetic_qos,391,388,35.68,0
QOS-THROUGHPUT_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,62.88,index,valid,synthetic_qos,400,391,41.98,0
QOS-THROUGHPUT_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,30.07,index,valid,synthetic_qos,231,222,17.67,0
QOS-THROUGHPUT_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,52.49,index,valid,synthetic_qos,281,279,33.63,0
QOS-THROUGHPUT_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,65.26,index,valid,synthetic_qos,353,348,30.32,0
QOS-THROUGHPUT_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,75.82,index,valid,synthetic_qos,192,184,33.17,0
QOS-THROUGHPUT_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,35.17,index,valid,synthetic_qos,384,374,26.55,0
QOS-THROUGHPUT_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,57.48,index,valid,synthetic_qos,300,299,28.03,0
QOS-THROUGHPUT_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,68.62,index,valid,synthetic_qos,247,244,43.29,0
QOS-THROUGHPUT_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,83.34,index,valid,synthetic_qos,143,137,38.9,0
QOS-THROUGHPUT_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,66.28,index,valid,synthetic_qos,134,128,40.5,0
QOS-THROUGHPUT_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,79.38,index,valid,synthetic_qos,313,306,35.26,0
QOS-THROUGHPUT_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,66.09,index,valid,synthetic_qos,271,264,26.57,0
QOS-THROUGHPUT_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,24.63,index,valid,synthetic_qos,161,152,27.11,0
QOS-THROUGHPUT_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,59.49,index,valid,synthetic_qos,400,395,22.25,0
QOS-THROUGHPUT_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,51.89,index,valid,synthetic_qos,210,208,19.56,0
QOS-THROUGHPUT_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,55.02,index,valid,synthetic_qos,268,263,16.24,0
QOS-THROUGHPUT_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,46.58,index,valid,synthetic_qos,178,168,21.4,0
QOS-THROUGHPUT_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,59.52,index,valid,synthetic_qos,301,291,35.69,0
QOS-THROUGHPUT_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,79.79,index,valid,synthetic_qos,235,227,28.77,0
QOS-THROUGHPUT_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,60.55,index,valid,synthetic_qos,297,287,29.52,0
QOS-THROUGHPUT_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,51.36,index,valid,synthetic_qos,247,246,23.47,0
QOS-THROUGHPUT_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,27.94,index,valid,synthetic_qos,215,208,41.53,0
QOS-THROUGHPUT_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,58.13,index,valid,synthetic_qos,349,345,39.33,0
QOS-THROUGHPUT_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,17.33,index,valid,synthetic_qos,350,343,20.78,0
QOS-THROUGHPUT_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,67.26,index,valid,synthetic_qos,160,156,36.5,0
QOS-THROUGHPUT_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,34.11,index,valid,synthetic_qos,331,330,42.52,0
QOS-THROUGHPUT_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,16.74,index,valid,synthetic_qos,372,369,20.19,0
QOS-THROUGHPUT_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,44.92,index,valid,synthetic_qos,308,298,20.13,0
QOS-THROUGHPUT_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,65.17,index,valid,synthetic_qos,214,213,38.5,0
QOS-THROUGHPUT_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,46.15,index,valid,synthetic_qos,182,177,17.55,0
QOS-THROUGHPUT_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,57.07,index,valid,synthetic_qos,301,294,26.37,0
QOS-THROUGHPUT_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,47.94,index,valid,synthetic_qos,199,197,22.58,0
QOS-THROUGHPUT_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,56.17,index,valid,synthetic_qos,213,212,30.46,0
QOS-THROUGHPUT_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,32.64,index,valid,synthetic_qos,375,374,29.47,0
QOS-THROUGHPUT_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,65.13,index,valid,synthetic_qos,214,213,16.19,0
QOS-THROUGHPUT_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,82.38,index,valid,synthetic_qos,310,301,38.8,0
QOS-THROUGHPUT_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,35.63,index,valid,synthetic_qos,347,340,15.9,0
QOS-THROUGHPUT_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,22.65,index,valid,synthetic_qos,325,316,17.06,0
QOS-THROUGHPUT_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,27.92,index,valid,synthetic_qos,372,363,43.0,0
QOS-THROUGHPUT_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,51.86,index,valid,synthetic_qos,299,298,31.38,0
QOS-THROUGHPUT_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,23.1,index,valid,synthetic_qos,293,290,34.22,0
QOS-THROUGHPUT_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,17.42,index,valid,synthetic_qos,132,122,23.85,0
QOS-THROUGHPUT_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,65.37,index,valid,synthetic_qos,185,183,19.09,0
QOS-THROUGHPUT_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,16.38,index,valid,synthetic_qos,128,121,19.91,0
QOS-THROUGHPUT_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,32.87,index,valid,synthetic_qos,107,101,41.75,0
QOS-THROUGHPUT_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,61.5,index,valid,synthetic_qos,108,101,36.52,0
QOS-THROUGHPUT_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,79.2,index,valid,synthetic_qos,155,154,43.42,0
QOS-THROUGHPUT_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,71.99,index,valid,synthetic_qos,190,180,17.83,0
QOS-THROUGHPUT_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,55.9,index,valid,synthetic_qos,296,294,18.95,0
QOS-THROUGHPUT_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,15.37,index,valid,synthetic_qos,318,316,30.4,0
QOS-THROUGHPUT_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,84.12,index,valid,synthetic_qos,103,100,29.74,0
QOS-THROUGHPUT_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,76.77,index,valid,synthetic_qos,326,324,34.63,0
QOS-THROUGHPUT_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,50.08,index,valid,synthetic_qos,281,278,33.4,0
QOS-THROUGHPUT_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,41.02,index,valid,synthetic_qos,354,349,31.47,0
QOS-THROUGHPUT_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,30.29,index,valid,synthetic_qos,373,372,41.2,0
QOS-THROUGHPUT_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,24.5,index,valid,synthetic_qos,319,313,29.09,0
QOS-THROUGHPUT_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,55.18,index,valid,synthetic_qos,257,252,18.82,0
QOS-THROUGHPUT_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,47.48,index,valid,synthetic_qos,132,126,36.62,0
QOS-THROUGHPUT_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,17.49,index,valid,synthetic_qos,370,367,24.99,0
QOS-THROUGHPUT_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,19.96,index,valid,synthetic_qos,345,344,20.73,0
QOS-THROUGHPUT_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,49.2,index,valid,synthetic_qos,278,268,21.04,0
QOS-THROUGHPUT_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,29.46,index,valid,synthetic_qos,268,264,39.55,0
QOS-THROUGHPUT_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,69.79,index,valid,synthetic_qos,267,258,32.56,0
QOS-THROUGHPUT_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,84.73,index,valid,synthetic_qos,188,183,33.58,0
QOS-THROUGHPUT_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,37.96,index,valid,synthetic_qos,218,211,37.6,0
QOS-THROUGHPUT_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,17.79,index,valid,synthetic_qos,191,184,29.29,0
QOS-THROUGHPUT_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,62.96,index,valid,synthetic_qos,310,307,19.3,0
QOS-THROUGHPUT_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,46.55,index,valid,synthetic_qos,279,270,22.46,0
QOS-THROUGHPUT_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,15.52,index,valid,synthetic_qos,313,306,17.73,0
QOS-THROUGHPUT_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,37.05,index,valid,synthetic_qos,247,244,23.03,0
QOS-THROUGHPUT_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,68.03,index,valid,synthetic_qos,289,284,28.18,0
QOS-THROUGHPUT_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,22.28,index,valid,synthetic_qos,354,351,42.41,0
QOS-THROUGHPUT_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,56.15,index,valid,synthetic_qos,329,327,36.43,0
QOS-THROUGHPUT_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,21.79,index,valid,synthetic_qos,212,202,18.16,0
QOS-THROUGHPUT_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,27.12,index,valid,synthetic_qos,166,158,21.99,0
