upload_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-UPLOAD_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,37.92,index,valid,synthetic_qos,327,321,44.87,0
QOS-UPLOAD_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,36.62,index,valid,synthetic_qos,185,178,41.98,0
QOS-UPLOAD_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,62.18,index,valid,synthetic_qos,158,151,28.42,0
QOS-UPLOAD_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,65.96,index,valid,synthetic_qos,302,292,35.36,0
QOS-UPLOAD_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,57.84,index,valid,synthetic_qos,298,288,35.27,0
QOS-UPLOAD_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,67.97,index,valid,synthetic_qos,142,134,15.73,0
QOS-UPLOAD_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,50.25,index,valid,synthetic_qos,223,213,15.07,0
QOS-UPLOAD_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,17.67,index,valid,synthetic_qos,368,367,42.85,0
QOS-UPLOAD_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,31.32,index,valid,synthetic_qos,395,389,43.9,0
QOS-UPLOAD_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,80.93,index,valid,synthetic_qos,367,364,26.62,0
QOS-UPLOAD_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,83.26,index,valid,synthetic_qos,316,314,28.85,0
QOS-UPLOAD_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,51.96,index,valid,synthetic_qos,369,359,15.33,0
QOS-UPLOAD_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,56.77,index,valid,synthetic_qos,391,382,23.55,0
QOS-UPLOAD_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,45.63,index,valid,synthetic_qos,329,328,44.37,0
QOS-UPLOAD_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,58.25,index,valid,synthetic_qos,400,392,17.62,0
QOS-UPLOAD_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,60.82,index,valid,synthetic_qos,257,253,28.1,0
QOS-UPLOAD_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,18.09,index,valid,synthetic_qos,144,135,15.17,0
QOS-UPLOAD_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,24.4,index,valid,synthetic_qos,106,98,40.8,0
QOS-UPLOAD_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.88,index,valid,synthetic_qos,105,101,28.09,0
QOS-UPLOAD_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,58.92,index,valid,synthetic_qos,344,334,16.08,0
QOS-UPLOAD_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,70.02,index,valid,synthetic_qos,201,200,41.19,0
QOS-UPLOAD_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,35.39,index,valid,synthetic_qos,396,393,28.1,0
QOS-UPLOAD_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,64.08,index,valid,synthetic_qos,189,188,38.8,0
QOS-UPLOAD_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,27.76,index,valid,synthetic_qos,247,242,17.75,0
QOS-UPLOAD_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,76.14,index,valid,synthetic_qos,258,252,40.88,0
QOS-UPLOAD_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,19.1,index,valid,synthetic_qos,175,173,43.63,0
QOS-UPLOAD_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,74.53,index,valid,synthetic_qos,254,245,15.87,0
QOS-UPLOAD_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,68.6,index,valid,synthetic_qos,327,326,29.53,0
QOS-UPLOAD_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,41.36,index,valid,synthetic_qos,188,182,38.46,0
QOS-UPLOAD_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,18.42,index,valid,synthetic_qos,217,210,25.94,0
QOS-UPLOAD_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,65.33,index,valid,synthetic_qos,230,224,36.23,0
QOS-UPLOAD_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,74.75,index,valid,synthetic_qos,398,391,28.98,0
QOS-UPLOAD_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,69.78,index,valid,synthetic_qos,216,212,29.9,0
QOS-UPLOAD_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,53.3,index,valid,synthetic_qos,380,370,30.21,0
QOS-UPLOAD_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,20.7,index,valid,synthetic_qos,196,195,22.09,0
QOS-UPLOAD_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,81.24,index,valid,synthetic_qos,392,383,17.99,0
QOS-UPLOAD_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,44.94,index,valid,synthetic_qos,284,280,44.2,0
QOS-UPLOAD_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,30.33,index,valid,synthetic_qos,259,252,25.53,0
QOS-UPLOAD_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,29.25,index,valid,synthetic_qos,354,347,41.76,0
QOS-UPLOAD_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,82.2,index,valid,synthetic_qos,362,354,27.28,0
QOS-UPLOAD_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,79.87,index,valid,synthetic_qos,216,207,40.86,0
QOS-UPLOAD_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,64.57,index,valid,synthetic_qos,186,183,20.23,0
QOS-UPLOAD_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,48.4,index,valid,synthetic_qos,116,106,39.77,0
QOS-UPLOAD_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,26.36,index,valid,synthetic_qos,325,323,24.02,0
QOS-UPLOAD_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,51.13,index,valid,synthetic_qos,331,328,30.52,0
QOS-UPLOAD_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,38.15,index,valid,synthetic_qos,380,379,17.38,0
QOS-UPLOAD_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.8,index,valid,synthetic_qos,267,258,33.52,0
QOS-UPLOAD_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,23.77,index,valid,synthetic_qos,399,392,16.59,0
QOS-UPLOAD_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,26.12,index,valid,synthetic_qos,204,198,38.49,0
QOS-UPLOAD_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,61.23,index,valid,synthetic_qos,173,163,29.38,0
QOS-UPLOAD_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,57.64,index,valid,synthetic_qos,182,175,43.26,0
QOS-UPLOAD_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,62.82,index,valid,synthetic_qos,107,101,42.38,0
QOS-UPLOAD_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,36.66,index,valid,synthetic_qos,112,105,43.09,0
QOS-UPLOAD_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,23.77,index,valid,synthetic_qos,182,178,16.56,0
QOS-UPLOAD_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,53.03,index,valid,synthetic_qos,350,347,33.99,0
QOS-UPLOAD_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,27.07,index,valid,synthetic_qos,147,144,23.59,0
QOS-UPLOAD_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,46.72,index,valid,synthetic_qos,183,180,44.65,0
QOS-UPLOAD_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,29.49,index,valid,synthetic_qos,337,334,40.28,0
QOS-UPLOAD_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,80.16,index,valid,synthetic_qos,133,125,44.22,0
QOS-UPLOAD_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,64.67,index,valid,synthetic_qos,379,373,43.89,0
QOS-UPLOAD_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,79.1,index,valid,synthetic_qos,190,186,33.72,0
QOS-UPLOAD_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,17.33,index,valid,synthetic_qos,272,262,36.47,0
QOS-UPLOAD_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,79.95,index,valid,synthetic_qos,179,173,44.88,0
QOS-UPLOAD_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,81.94,index,valid,synthetic_qos,281,274,43.91,0
QOS-UPLOAD_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,49.12,index,valid,synthetic_qos,287,280,20.39,0
QOS-UPLOAD_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,65.29,index,valid,synthetic_qos,261,255,20.79,0
QOS-UPLOAD_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,22.29,index,valid,synthetic_qos,247,239,25.88,0
QOS-UPLOAD_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,19.77,index,valid,synthetic_qos,106,99,29.05,0
QOS-UPLOAD_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,35.88,index,valid,synthetic_qos,239,232,20.96,0
QOS-UPLOAD_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,83.51,index,valid,synthetic_qos,307,302,29.95,0
QOS-UPLOAD_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,28.43,index,valid,synthetic_qos,312,306,28.09,0
QOS-UPLOAD_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,46.77,index,valid,synthetic_qos,376,368,22.78,0
QOS-UPLOAD_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,25.14,index,valid,synthetic_qos,200,197,19.87,0
QOS-UPLOAD_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,68.03,index,valid,synthetic_qos,277,272,42.46,0
QOS-UPLOAD_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,53.85,index,valid,synthetic_qos,205,197,31.59,0
QOS-UPLOAD_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,66.05,index,valid,synthetic_qos,202,193,40.13,0
QOS-UPLOAD_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,72.7,index,valid,synthetic_qos,379,374,32.29,0
QOS-UPLOAD_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,80.34,index,valid,synthetic_qos,252,248,40.34,0
QOS-UPLOAD_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,15.25,index,valid,synthetic_qos,179,175,16.35,0
QOS-UPLOAD_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,55.01,index,valid,synthetic_qos,377,371,37.05,0
QOS-UPLOAD_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,53.75,index,valid,synthetic_qos,377,371,19.5,0
QOS-UPLOAD_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,67.08,index,valid,synthetic_qos,343,339,18.15,0
QOS-UPLOAD_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,44.15,index,valid,synthetic_qos,347,340,18.78,0
QOS-UPLOAD_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,36.43,index,valid,synthetic_qos,277,276,18.04,0
QOS-UPLOAD_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,73.88,index,valid,synthetic_qos,218,217,44.77,0
QOS-UPLOAD_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,84.23,index,valid,synthetic_qos,106,97,39.04,0
QOS-UPLOAD_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,69.1,index,valid,synthetic_qos,185,183,44.52,0
QOS-UPLOAD_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,65.29,index,valid,synthetic_qos,199,192,18.05,0
QOS-UPLOAD_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,63.69,index,valid,synthetic_qos,176,167,18.78,0
QOS-UPLOAD_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,23.59,index,valid,synthetic_qos,163,158,40.65,0
QOS-UPLOAD_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,33.04,index,valid,synthetic_qos,344,337,23.97,0
QOS-UPLOAD_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,47.4,index,valid,synthetic_qos,293,289,27.45,0
QOS-UPLOAD_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,22.02,index,valid,synthetic_qos,392,391,15.42,0
QOS-UPLOAD_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,56.58,index,valid,synthetic_qos,350,345,42.92,0
QOS-UPLOAD_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,50.41,index,valid,synthetic_qos,191,182,19.44,0
QOS-UPLOAD_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,69.64,index,valid,synthetic_qos,102,100,41.89,0
QOS-UPLOAD_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,70.9,index,valid,synthetic_qos,251,241,32.12,0
QOS-UPLOAD_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,62.09,index,valid,synthetic_qos,234,227,39.42,0
QOS-UPLOAD_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,20.07,index,valid,synthetic_qos,331,328,15.43,0
QOS-UPLOAD_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,43.88,index,valid,synthetic_qos,226,222,30.58,0
QOS-UPLOAD_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,72.23,index,valid,synthetic_qos,180,176,35.74,0
QOS-UPLOAD_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,81.83,index,valid,synthetic_qos,267,263,41.53,0
QOS-UPLOAD_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,52.35,index,valid,synthetic_qos,152,149,29.16,0
QOS-UPLOAD_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,69.51,index,valid,synthetic_qos,138,129,27.45,0
QOS-UPLOAD_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,83.36,index,valid,synthetic_qos,343,339,30.14,0
QOS-UPLOAD_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,34.42,index,valid,synthetic_qos,395,394,15.25,0
QOS-UPLOAD_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,67.91,index,valid,synthetic_qos,301,293,30.87,0
QOS-UPLOAD_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,56.71,index,valid,synthetic_qos,305,301,20.75,0
QOS-UPLOAD_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,22.69,index,valid,synthetic_qos,183,179,29.45,0
QOS-UPLOAD_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,59.47,index,valid,synthetic_qos,396,392,20.19,0
QOS-UPLOAD_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,47.21,index,valid,synthetic_qos,387,378,37.15,0
QOS-UPLOAD_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,65.72,index,valid,synthetic_qos,337,331,20.77,0
QOS-UPLOAD_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,34.07,index,valid,synthetic_qos,289,281,36.91,0
QOS-UPLOAD_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,65.08,index,valid,synthetic_qos,125,118,43.7,0
QOS-UPLOAD_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,42.12,index,valid,synthetic_qos,165,163,40.66,0
QOS-UPLOAD_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,79.29,index,valid,synthetic_qos,252,251,37.96,0
QOS-UPLOAD_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,17.15,index,valid,synthetic_qos,333,328,31.18,0
QOS-UPLOAD_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,29.79,index,valid,synthetic_qos,356,346,32.55,0
QOS-UPLOAD_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,78.4,index,valid,synthetic_qos,336,326,37.43,0
QOS-UPLOAD_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,78.2,index,valid,synthetic_qos,265,257,44.87,0
QOS-UPLOAD_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,35.3,index,valid,synthetic_qos,365,360,38.23,0
QOS-UPLOAD_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,37.52,index,valid,synthetic_qos,203,197,41.72,0
QOS-UPLOAD_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,65.87,index,valid,synthetic_qos,398,390,41.18,0
QOS-UPLOAD_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,24.86,index,valid,synthetic_qos,383,378,44.86,0
QOS-UPLOAD_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,36.41,index,valid,synthetic_qos,378,373,18.07,0
QOS-UPLOAD_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,61.78,index,valid,synthetic_qos,302,298,36.44,0
QOS-UPLOAD_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,34.09,index,valid,synthetic_qos,110,102,44.51,0
QOS-UPLOAD_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,59.43,index,valid,synthetic_qos,150,141,16.56,0
QOS-UPLOAD_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,24.62,index,valid,synthetic_qos,198,194,38.42,0
QOS-UPLOAD_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,51.0,index,valid,synthetic_qos,190,182,17.22,0
QOS-UPLOAD_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,59.54,index,valid,synthetic_qos,143,133,19.97,0
QOS-UPLOAD_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,31.91,index,valid,synthetic_qos,201,198,39.67,0
QOS-UPLOAD_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,41.05,index,valid,synthetic_qos,296,286,21.78,0
QOS-UPLOAD_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,79.87,index,valid,synthetic_qos,393,389,15.47,0
QOS-UPLOAD_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,16.18,index,valid,synthetic_qos,326,319,37.24,0
QOS-UPLOAD_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,84.88,index,valid,synthetic_qos,356,351,23.24,0
QOS-UPLOAD_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,41.16,index,valid,synthetic_qos,291,287,28.47,0
QOS-UPLOAD_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,39.64,index,valid,synthetic_qos,206,205,30.14,0
QOS-UPLOAD_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,73.83,index,valid,synthetic_qos,232,226,26.21,0
QOS-UPLOAD_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,38.91,index,valid,synthetic_qos,238,233,40.81,0
QOS-UPLOAD_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,80.27,index,valid,synthetic_qos,348,338,21.92,0
QOS-UPLOAD_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,65.9,index,valid,synthetic_qos,281,277,36.06,0
QOS-UPLOAD_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,77.12,index,valid,synthetic_qos,209,199,23.75,0
QOS-UPLOAD_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,16.69,index,valid,synthetic_qos,306,299,38.1,0
QOS-UPLOAD_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,76.43,index,valid,synthetic_qos,103,95,43.84,0
QOS-UPLOAD_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,36.06,index,valid,synthetic_qos,290,283,32.54,0
QOS-UPLOAD_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,40.47,index,valid,synthetic_qos,297,289,18.34,0
QOS-UPLOAD_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,18.81,index,valid,synthetic_qos,211,206,33.56,0
QOS-UPLOAD_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,67.58,index,valid,synthetic_qos,312,310,29.28,0
QOS-UPLOAD_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,61.49,index,valid,synthetic_qos,338,331,26.31,0
QOS-UPLOAD_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,51.78,index,valid,synthetic_qos,193,190,27.9,0
QOS-UPLOAD_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,80.02,index,valid,synthetic_qos,283,279,43.0,0
QOS-UPLOAD_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,66.93,index,valid,synthetic_qos,197,194,24.99,0
QOS-UPLOAD_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,40.47,index,valid,synthetic_qos,142,133,23.55,0
QOS-UPLOAD_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,29.58,index,valid,synthetic_qos,349,346,20.31,0
QOS-UPLOAD_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,77.14,index,valid,synthetic_qos,393,389,34.1,0
QOS-UPLOAD_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,18.28,index,valid,synthetic_qos,186,184,35.79,0
QOS-UPLOAD_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,35.46,index,valid,synthetic_qos,239,229,30.05,0
QOS-UPLOAD_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,67.18,index,valid,synthetic_qos,332,324,30.66,0
QOS-UPLOAD_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,40.25,index,valid,synthetic_qos,183,175,42.71,0
QOS-UPLOAD_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,57.07,index,valid,synthetic_qos,169,166,18.63,0
