packet_loss_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-PACKET_LOSS_HOURLY-02-11,PLAN03,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,54.27,index,valid,synthetic_qos,111,104,41.1,0
QOS-PACKET_LOSS_HOURLY-02-12,PLAN03,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,54.57,index,valid,synthetic_qos,249,246,20.4,0
QOS-PACKET_LOSS_HOURLY-02-13,PLAN03,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,84.3,index,valid,synthetic_qos,110,105,41.78,0
QOS-PACKET_LOSS_HOURLY-02-14,PLAN03,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,69.82,index,valid,synthetic_qos,350,349,44.23,0
QOS-PACKET_LOSS_HOURLY-02-15,PLAN03,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,80.31,index,valid,synthetic_qos,117,111,37.9,0
QOS-PACKET_LOSS_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,52.34,index,valid,synthetic_qos,247,237,34.19,0
QOS-PACKET_LOSS_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,45.56,index,valid,synthetic_qos,341,339,34.84,0
QOS-PACKET_LOSS_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,63.73,index,valid,synthetic_qos,370,368,18.17,0
QOS-PACKET_LOSS_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,62.5,index,valid,synthetic_qos,356,350,32.27,0
QOS-PACKET_LOSS_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,47.01,index,valid,synthetic_qos,268,263,33.71,0
QOS-PACKET_LOSS_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,41.03,index,valid,synthetic_qos,158,154,22.78,0
QOS-PACKET_LOSS_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,71.27,index,valid,synthetic_qos,104,103,29.39,0
QOS-PACKET_LOSS_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,50.93,index,valid,synthetic_qos,278,275,33.55,0
QOS-PACKET_LOSS_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,34.43,index,valid,synthetic_qos,354,346,34.97,0
QOS-PACKET_LOSS_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,83.13,index,valid,synthetic_qos,196,195,15.83,0
QOS-PACKET_LOSS_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,40.8,index,valid,synthetic_qos,225,218,17.25,0
QOS-PACKET_LOSS_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,49.38,index,valid,synthetic_qos,367,363,22.45,0
QOS-PACKET_LOSS_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,39.06,index,valid,synthetic_qos,326,322,36.43,0
QOS-PACKET_LOSS_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,28.57,index,valid,synthetic_qos,331,321,21.57,0
QOS-PACKET_LOSS_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,26.05,index,valid,synthetic_qos,280,274,20.29,0
QOS-PACKET_LOSS_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,21.68,index,valid,synthetic_qos,216,214,15.13,0
QOS-PACKET_LOSS_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,78.95,index,valid,synthetic_qos,321,320,39.91,0
QOS-PACKET_LOSS_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,55.97,index,valid,synthetic_qos,397,395,38.83,0
QOS-PACKET_LOSS_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,58.38,index,valid,synthetic_qos,342,337,35.83,0
QOS-PACKET_LOSS_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,26.89,index,valid,synthetic_qos,206,196,22.49,0
QOS-PACKET_LOSS_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,24.25,index,valid,synthetic_qos,265,258,35.05,0
QOS-PACKET_LOSS_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,21.47,index,valid,synthetic_qos,308,300,39.6,0
QOS-PACKET_LOSS_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,15.22,index,valid,synthetic_qos,305,295,32.99,0
QOS-PACKET_LOSS_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,19.07,index,valid,synthetic_qos,359,349,23.94,0
QOS-PACKET_LOSS_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,63.04,index,valid,synthetic_qos,318,309,30.11,0
QOS-PACKET_LOSS_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,36.04,index,valid,synthetic_qos,197,189,18.32,0
QOS-PACKET_LOSS_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,67.16,index,valid,synthetic_qos,335,331,20.88,0
QOS-PACKET_LOSS_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,35.55,index,valid,synthetic_qos,131,125,36.01,0
QOS-PACKET_LOSS_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,63.46,index,valid,synthetic_qos,397,396,36.44,0
QOS-PACKET_LOSS_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,17.83,index,valid,synthetic_qos,380,373,42.57,0
QOS-PACKET_LOSS_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,62.66,index,valid,synthetic_qos,259,252,29.68,0
QOS-PACKET_LOSS_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,60.0,index,valid,synthetic_qos,142,137,29.68,0
QOS-PACKET_LOSS_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,64.21,index,valid,synthetic_qos,382,379,42.42,0
QOS-PACKET_LOSS_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,59.25,index,valid,synthetic_qos,352,346,34.47,0
QOS-PACKET_LOSS_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,23.4,index,valid,synthetic_qos,244,241,32.45,0
QOS-PACKET_LOSS_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,26.12,index,valid,synthetic_qos,164,160,29.77,0
QOS-PACKET_LOSS_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,52.33,index,valid,synthetic_qos,347,340,42.14,0
QOS-PACKET_LOSS_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,30.85,index,valid,synthetic_qos,118,114,38.27,0
QOS-PACKET_LOSS_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,57.04,index,valid,synthetic_qos,281,274,33.81,0
QOS-PACKET_LOSS_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,72.02,index,valid,synthetic_qos,256,250,23.65,0
QOS-PACKET_LOSS_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,15.53,index,valid,synthetic_qos,304,294,25.33,0
QOS-PACKET_LOSS_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,81.69,index,valid,synthetic_qos,329,327,29.78,0
QOS-PACKET_LOSS_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,16.82,index,valid,synthetic_qos,114,113,36.69,0
QOS-PACKET_LOSS_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,37.71,index,valid,synthetic_qos,239,233,42.77,0
QOS-PACKET_LOSS_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,54.45,index,valid,synthetic_qos,192,191,24.14,0
QOS-PACKET_LOSS_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,77.87,index,valid,synthetic_qos,180,171,19.12,0
QOS-PACKET_LOSS_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,83.88,index,valid,synthetic_qos,386,383,39.64,0
QOS-PACKET_LOSS_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,42.68,index,valid,synthetic_qos,167,164,27.56,0
QOS-PACKET_LOSS_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,26.23,index,valid,synthetic_qos,396,390,30.27,0
QOS-PACKET_LOSS_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,53.99,index,valid,synthetic_qos,239,229,40.06,0
QOS-PACKET_LOSS_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,53.12,index,valid,synthetic_qos,224,215,38.71,0
QOS-PACKET_LOSS_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,21.27,index,valid,synthetic_qos,130,120,38.45,0
QOS-PACKET_LOSS_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,38.42,index,valid,synthetic_qos,324,317,32.67,0
QOS-PACKET_LOSS_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,40.81,index,valid,synthetic_qos,377,368,23.09,0
QOS-PACKET_LOSS_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,78.17,index,valid,synthetic_qos,327,323,25.74,0
QOS-PACKET_LOSS_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,80.36,index,valid,synthetic_qos,141,133,43.0,0
QOS-PACKET_LOSS_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,19.87,index,valid,synthetic_qos,376,373,24.75,0
QOS-PACKET_LOSS_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,29.9,index,valid,synthetic_qos,343,341,26.36,0
QOS-PACKET_LOSS_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,47.84,index,valid,synthetic_qos,281,275,15.13,0
QOS-PACKET_LOSS_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,62.0,index,valid,synthetic_qos,210,201,19.02,0
QOS-PACKET_LOSS_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,70.92,index,valid,synthetic_qos,320,314,43.36,0
QOS-PACKET_LOSS_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,36.02,index,valid,synthetic_qos,134,133,33.86,0
QOS-PACKET_LOSS_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,35.86,index,valid,synthetic_qos,255,245,25.0,0
QOS-PACKET_LOSS_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,84.02,index,valid,synthetic_qos,148,141,20.43,0
QOS-PACKET_LOSS_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,36.99,index,valid,synthetic_qos,158,154,15.42,0
QOS-PACKET_LOSS_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,65.66,index,valid,synthetic_qos,235,231,36.38,0
QOS-PACKET_LOSS_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,29.16,index,valid,synthetic_qos,192,183,35.54,0
QOS-PACKET_LOSS_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,28.32,index,valid,synthetic_qos,340,332,40.82,0
QOS-PACKET_LOSS_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,39.87,index,valid,synthetic_qos,301,294,34.69,0
QOS-PACKET_LOSS_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,64.7,index,valid,synthetic_qos,152,149,31.93,0
QOS-PACKET_LOSS_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,37.04,index,valid,synthetic_qos,231,229,35.07,0
QOS-PACKET_LOSS_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,64.74,index,valid,synthetic_qos,121,120,24.24,0
QOS-PACKET_LOSS_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,60.25,index,valid,synthetic_qos,312,306,20.79,0
QOS-PACKET_LOSS_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,37.13,index,valid,synthetic_qos,313,306,43.11,0
QOS-PACKET_LOSS_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,45.44,index,valid,synthetic_qos,361,359,21.0,0
QOS-PACKET_LOSS_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,51.15,index,valid,synthetic_qos,328,321,18.35,0
QOS-PACKET_LOSS_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,78.99,index,valid,synthetic_qos,185,178,20.75,0
QOS-PACKET_LOSS_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,75.74,index,valid,synthetic_qos,149,141,27.81,0
QOS-PACKET_LOSS_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,83.77,index,valid,synthetic_qos,269,266,26.46,0
QOS-PACKET_LOSS_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,60.58,index,valid,synthetic_qos,249,239,43.48,0
QOS-PACKET_LOSS_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,68.99,index,valid,synthetic_qos,114,108,36.58,0
QOS-PACKET_LOSS_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,57.03,index,valid,synthetic_qos,264,256,39.52,0
QOS-PACKET_LOSS_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,70.92,index,valid,synthetic_qos,139,138,22.48,0
QOS-PACKET_LOSS_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,51.69,index,valid,synthetic_qos,361,353,17.79,0
QOS-PACKET_LOSS_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,17.51,index,valid,synthetic_qos,149,139,32.82,0
QOS-PACKET_LOSS_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,28.7,index,valid,synthetic_qos,212,210,16.56,0
QOS-PACKET_LOSS_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,29.91,index,valid,synthetic_qos,396,390,38.41,0
QOS-PACKET_LOSS_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,84.11,index,valid,synthetic_qos,257,250,31.32,0
QOS-PACKET_LOSS_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,46.74,index,valid,synthetic_qos,333,328,27.4,0
QOS-PACKET_LOSS_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,17.95,index,valid,synthetic_qos,172,168,32.09,0
QOS-PACKET_LOSS_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,65.12,index,valid,synthetic_qos,286,283,23.44,0
QOS-PACKET_LOSS_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,40.6,index,valid,synthetic_qos,169,161,27.58,0
QOS-PACKET_LOSS_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,65.86,index,valid,synthetic_qos,344,340,15.31,0
QOS-PACKET_LOSS_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,48.0,index,valid,synthetic_qos,166,161,33.37,0
QOS-PACKET_LOSS_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,47.95,index,valid,synthetic_qos,181,177,42.41,0
QOS-PACKET_LOSS_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,68.59,index,valid,synthetic_qos,169,161,28.42,0
QOS-PACKET_LOSS_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,24.96,index,valid,synthetic_qos,266,261,20.64,0
QOS-PACKET_LOSS_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,30.19,index,valid,synthetic_qos,367,360,32.89,0
QOS-PACKET_LOSS_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,26.17,index,valid,synthetic_qos,326,323,42.82,0
QOS-PACKET_LOSS_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,15.62,index,valid,synthetic_qos,344,342,16.37,0
QOS-PACKET_LOSS_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,70.12,index,valid,synthetic_qos,145,144,39.21,0
QOS-PACKET_LOSS_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,56.15,index,valid,synthetic_qos,238,232,17.65,0
QOS-PACKET_LOSS_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,17.13,index,valid,synthetic_qos,203,201,28.06,0
QOS-PACKET_LOSS_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,47.85,index,valid,synthetic_qos,310,302,24.77,0
QOS-PACKET_LOSS_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,37.8,index,valid,synthetic_qos,305,299,31.31,0
QOS-PACKET_LOSS_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,16.92,index,valid,synthetic_qos,108,103,17.53,0
QOS-PACKET_LOSS_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,22.68,index,valid,synthetic_qos,312,305,35.59,0
QOS-PACKET_LOSS_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,37.66,index,valid,synthetic_qos,176,167,30.71,0
QOS-PACKET_LOSS_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,79.66,index,valid,synthetic_qos,156,153,23.75,0
QOS-PACKET_LOSS_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,36.28,index,valid,synthetic_qos,151,144,26.32,0
QOS-PACKET_LOSS_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,38.55,index,valid,synthetic_qos,154,149,23.95,0
QOS-PACKET_LOSS_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,43.7,index,valid,synthetic_qos,325,320,25.98,0
QOS-PACKET_LOSS_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,81.89,index,valid,synthetic_qos,239,232,20.67,0
QOS-PACKET_LOSS_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,53.95,index,valid,synthetic_qos,134,131,32.57,0
QOS-PACKET_LOSS_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,81.35,index,valid,synthetic_qos,147,139,28.04,0
QOS-PACKET_LOSS_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,64.0,index,valid,synthetic_qos,253,246,18.4,0
QOS-PACKET_LOSS_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,29.09,index,valid,synthetic_qos,268,265,34.32,0
QOS-PACKET_LOSS_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,84.36,index,valid,synthetic_qos,334,328,31.52,0
QOS-PACKET_LOSS_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,42.98,index,valid,synthetic_qos,174,167,29.53,0
QOS-PACKET_LOSS_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,82.99,index,valid,synthetic_qos,183,175,35.42,0
QOS-PACKET_LOSS_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,63.07,index,valid,synthetic_qos,268,264,39.82,0
QOS-PACKET_LOSS_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,37.14,index,valid,synthetic_qos,327,324,40.39,0
QOS-PACKET_LOSS_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,28.46,index,valid,synthetic_qos,136,130,17.92,0
QOS-PACKET_LOSS_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,21.88,index,valid,synthetic_qos,290,282,27.87,0
QOS-PACKET_LOSS_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,62.57,index,valid,synthetic_qos,208,202,33.02,0
QOS-PACKET_LOSS_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,73.58,index,valid,synthetic_qos,130,125,23.93,0
QOS-PACKET_LOSS_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,59.24,index,valid,synthetic_qos,162,158,27.92,0
QOS-PACKET_LOSS_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,34.97,index,valid,synthetic_qos,256,254,17.19,0
QOS-PACKET_LOSS_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,75.6,index,valid,synthetic_qos,341,338,20.57,0
QOS-PACKET_LOSS_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,17.17,index,valid,synthetic_qos,310,300,32.99,0
QOS-PACKET_LOSS_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,66.22,index,valid,synthetic_qos,166,157,32.26,0
QOS-PACKET_LOSS_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,19.86,index,valid,synthetic_qos,364,357,39.72,0
QOS-PACKET_LOSS_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,81.55,index,valid,synthetic_qos,256,252,33.16,0
QOS-PACKET_LOSS_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,38.76,index,valid,synthetic_qos,389,380,26.97,0
QOS-PACKET_LOSS_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,76.3,index,valid,synthetic_qos,315,309,33.06,0
QOS-PACKET_LOSS_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,76.58,index,valid,synthetic_qos,392,388,16.72,0
QOS-PACKET_LOSS_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,39.29,index,valid,synthetic_qos,272,264,28.41,0
QOS-PACKET_LOSS_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,56.9,index,valid,synthetic_qos,264,254,28.68,0
QOS-PACKET_LOSS_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,23.92,index,valid,synthetic_qos,354,345,33.04,0
QOS-PACKET_LOSS_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,69.74,index,valid,synthetic_qos,271,269,23.93,0
QOS-PACKET_LOSS_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,27.38,index,valid,synthetic_qos,283,277,35.35,0
QOS-PACKET_LOSS_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,24.3,index,valid,synthetic_qos,322,321,19.91,0
QOS-PACKET_LOSS_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,56.87,index,valid,synthetic_qos,385,377,41.84,0
QOS-PACKET_LOSS_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,30.7,index,valid,synthetic_qos,232,226,27.15,0
QOS-PACKET_LOSS_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,18.29,index,valid,synthetic_qos,357,348,39.69,0
QOS-PACKET_LOSS_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,72.18,index,valid,synthetic_qos,230,222,36.93,0
QOS-PACKET_LOSS_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.57,index,valid,synthetic_qos,241,238,19.56,0
QOS-PACKET_LOSS_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,63.46,index,valid,synthetic_qos,229,227,42.74,0
QOS-PACKET_LOSS_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,52.02,index,valid,synthetic_qos,273,268,27.19,0
QOS-PACKET_LOSS_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,55.48,index,valid,synthetic_qos,269,259,42.05,0
QOS-PACKET_LOSS_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,66.7,index,valid,synthetic_qos,135,130,21.63,0
