sla_result_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-SLA_RESULT_HOURLY-02-13,PLAN03,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,49.86,index,valid,synthetic_qos,276,267,37.05,0
QOS-SLA_RESULT_HOURLY-02-14,PLAN03,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,64.93,index,valid,synthetic_qos,223,219,25.28,0
QOS-SLA_RESULT_HOURLY-02-15,PLAN03,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,51.33,index,valid,synthetic_qos,144,135,42.74,0
QOS-SLA_RESULT_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,53.22,index,valid,synthetic_qos,115,109,30.46,0
QOS-SLA_RESULT_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,25.1,index,valid,synthetic_qos,226,225,40.65,0
QOS-SLA_RESULT_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,48.07,index,valid,synthetic_qos,142,140,20.15,0
QOS-SLA_RESULT_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,55.25,index,valid,synthetic_qos,220,212,17.95,0
QOS-SLA_RESULT_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,18.15,index,valid,synthetic_qos,195,186,40.78,0
QOS-SLA_RESULT_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,34.49,index,valid,synthetic_qos,138,130,16.79,0
QOS-SLA_RESULT_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,16.74,index,valid,synthetic_qos,206,205,38.34,0
QOS-SLA_RESULT_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,22.54,index,valid,synthetic_qos,166,158,41.18,0
QOS-SLA_RESULT_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,71.91,index,valid,synthetic_qos,352,350,16.5,0
QOS-SLA_RESULT_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,51.46,index,valid,synthetic_qos,287,286,44.66,0
QOS-SLA_RESULT_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,79.16,index,valid,synthetic_qos,108,102,28.95,0
QOS-SLA_RESULT_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,81.13,index,valid,synthetic_qos,383,382,17.59,0
QOS-SLA_RESULT_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,39.65,index,valid,synthetic_qos,117,110,35.54,0
QOS-SLA_RESULT_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,58.53,index,valid,synthetic_qos,231,223,40.08,0
QOS-SLA_RESULT_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,80.29,index,valid,synthetic_qos,356,355,35.1,0
QOS-SLA_RESULT_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,84.66,index,valid,synthetic_qos,381,372,29.05,0
QOS-SLA_RESULT_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,67.14,index,valid,synthetic_qos,269,265,17.84,0
QOS-SLA_RESULT_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,71.41,index,valid,synthetic_qos,322,312,20.37,0
QOS-SLA_RESULT_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,52.41,index,valid,synthetic_qos,317,307,38.83,0
QOS-SLA_RESULT_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,17.89,index,valid,synthetic_qos,207,199,29.66,0
QOS-SLA_RESULT_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,43.26,index,valid,synthetic_qos,280,273,27.76,0
QOS-SLA_RESULT_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,58.38,index,valid,synthetic_qos,140,137,34.04,0
QOS-SLA_RESULT_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,55.93,index,valid,synthetic_qos,132,128,36.72,0
QOS-SLA_RESULT_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,62.36,index,valid,synthetic_qos,158,151,41.01,0
QOS-SLA_RESULT_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,15.81,index,valid,synthetic_qos,169,168,40.06,0
QOS-SLA_RESULT_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,37.2,index,valid,synthetic_qos,398,395,31.64,0
QOS-SLA_RESULT_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,33.56,index,valid,synthetic_qos,244,236,38.7,0
QOS-SLA_RESULT_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,64.89,index,valid,synthetic_qos,368,367,34.87,0
QOS-SLA_RESULT_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,81.88,index,valid,synthetic_qos,246,242,29.75,0
QOS-SLA_RESULT_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,67.08,index,valid,synthetic_qos,173,166,39.18,0
QOS-SLA_RESULT_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,31.49,index,valid,synthetic_qos,309,305,39.86,0
QOS-SLA_RESULT_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,68.7,index,valid,synthetic_qos,330,325,37.19,0
QOS-SLA_RESULT_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,68.75,index,valid,synthetic_qos,384,376,28.15,0
QOS-SLA_RESULT_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,59.05,index,valid,synthetic_qos,353,343,29.87,0
QOS-SLA_RESULT_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,54.65,index,valid,synthetic_qos,212,202,25.06,0
QOS-SLA_RESULT_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,77.12,index,valid,synthetic_qos,168,162,27.17,0
QOS-SLA_RESULT_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,18.63,index,valid,synthetic_qos,121,118,39.7,0
QOS-SLA_RESULT_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,34.02,index,valid,synthetic_qos,386,383,20.7,0
QOS-SLA_RESULT_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,25.08,index,valid,synthetic_qos,289,280,38.89,0
QOS-SLA_RESULT_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,78.95,index,valid,synthetic_qos,312,311,22.86,0
QOS-SLA_RESULT_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,40.72,index,valid,synthetic_qos,244,241,16.45,0
QOS-SLA_RESULT_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,59.82,index,valid,synthetic_qos,200,195,43.74,0
QOS-SLA_RESULT_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,53.37,index,valid,synthetic_qos,244,241,17.58,0
QOS-SLA_RESULT_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,27.47,index,valid,synthetic_qos,103,99,27.98,0
QOS-SLA_RESULT_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,56.91,index,valid,synthetic_qos,222,218,25.6,0
QOS-SLA_RESULT_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,27.37,index,valid,synthetic_qos,373,369,24.14,0
QOS-SLA_RESULT_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,16.38,index,valid,synthetic_qos,225,219,29.52,0
QOS-SLA_RESULT_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,66.07,index,valid,synthetic_qos,300,296,20.05,0
QOS-SLA_RESULT_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,54.52,index,valid,synthetic_qos,274,270,22.81,0
QOS-SLA_RESULT_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,24.8,index,valid,synthetic_qos,211,205,32.82,0
QOS-SLA_RESULT_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,41.85,index,valid,synthetic_qos,337,334,39.07,0
QOS-SLA_RESULT_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,75.73,index,valid,synthetic_qos,144,135,43.07,0
QOS-SLA_RESULT_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,16.91,index,valid,synthetic_qos,199,192,35.44,0
QOS-SLA_RESULT_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,62.88,index,valid,synthetic_qos,248,243,34.19,0
QOS-SLA_RESULT_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,66.31,index,valid,synthetic_qos,396,392,34.71,0
QOS-SLA_RESULT_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,58.28,index,valid,synthetic_qos,130,125,23.44,0
QOS-SLA_RESULT_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,33.76,index,valid,synthetic_qos,379,374,26.65,0
QOS-SLA_RESULT_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,28.41,index,valid,synthetic_qos,391,387,31.49,0
QOS-SLA_RESULT_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,31.25,index,valid,synthetic_qos,289,284,21.68,0
QOS-SLA_RESULT_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,58.28,index,valid,synthetic_qos,261,253,29.47,0
QOS-SLA_RESULT_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,51.25,index,valid,synthetic_qos,388,386,42.67,0
QOS-SLA_RESULT_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,40.01,index,valid,synthetic_qos,399,390,18.82,0
QOS-SLA_RESULT_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,21.32,index,valid,synthetic_qos,262,255,18.99,0
QOS-SLA_RESULT_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,57.25,index,valid,synthetic_qos,108,107,31.82,0
QOS-SLA_RESULT_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,84.82,index,valid,synthetic_qos,243,234,17.99,0
QOS-SLA_RESULT_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,30.16,index,valid,synthetic_qos,252,245,44.86,0
QOS-SLA_RESULT_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,77.07,index,valid,synthetic_qos,219,215,39.14,0
QOS-SLA_RESULT_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,17.52,index,valid,synthetic_qos,181,178,24.88,0
QOS-SLA_RESULT_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,49.0,index,valid,synthetic_qos,225,219,29.37,0
QOS-SLA_RESULT_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,27.84,index,valid,synthetic_qos,141,134,30.84,0
QOS-SLA_RESULT_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,83.03,index,valid,synthetic_qos,253,246,35.78,0
QOS-SLA_RESULT_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,69.25,index,valid,synthetic_qos,264,259,36.95,0
QOS-SLA_RESULT_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,75.25,index,valid,synthetic_qos,208,207,30.1,0
QOS-SLA_RESULT_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,19.91,index,valid,synthetic_qos,200,196,28.95,0
QOS-SLA_RESULT_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,33.03,index,valid,synthetic_qos,150,145,20.61,0
QOS-SLA_RESULT_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,34.73,index,valid,synthetic_qos,369,364,31.31,0
QOS-SLA_RESULT_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,16.62,index,valid,synthetic_qos,383,377,22.01,0
QOS-SLA_RESULT_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,19.36,index,valid,synthetic_qos,357,347,33.15,0
QOS-SLA_RESULT_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,70.11,index,valid,synthetic_qos,235,226,27.36,0
QOS-SLA_RESULT_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,64.92,index,valid,synthetic_qos,118,111,31.95,0
QOS-SLA_RESULT_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,69.55,index,valid,synthetic_qos,244,241,36.32,0
QOS-SLA_RESULT_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,75.8,index,valid,synthetic_qos,264,261,43.8,0
QOS-SLA_RESULT_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,28.87,index,valid,synthetic_qos,291,289,17.43,0
QOS-SLA_RESULT_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,65.35,index,valid,synthetic_qos,102,97,31.21,0
QOS-SLA_RESULT_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,39.16,index,valid,synthetic_qos,327,324,21.39,0
QOS-SLA_RESULT_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,67.61,index,valid,synthetic_qos,385,384,19.92,0
QOS-SLA_RESULT_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,44.69,index,valid,synthetic_qos,288,282,30.35,0
QOS-SLA_RESULT_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,25.96,index,valid,synthetic_qos,371,363,35.16,0
QOS-SLA_RESULT_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,79.66,index,valid,synthetic_qos,250,243,15.2,0
QOS-SLA_RESULT_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,67.97,index,valid,synthetic_qos,243,240,17.07,0
QOS-SLA_RESULT_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,41.36,index,valid,synthetic_qos,250,243,34.76,0
QOS-SLA_RESULT_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,30.89,index,valid,synthetic_qos,267,266,26.08,0
QOS-SLA_RESULT_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,26.86,index,valid,synthetic_qos,327,326,15.07,0
QOS-SLA_RESULT_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,49.65,index,valid,synthetic_qos,264,262,21.8,0
QOS-SLA_RESULT_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,27.49,index,valid,synthetic_qos,144,140,21.71,0
QOS-SLA_RESULT_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,46.82,index,valid,synthetic_qos,305,295,29.51,0
QOS-SLA_RESULT_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,51.3,index,valid,synthetic_qos,272,267,23.25,0
QOS-SLA_RESULT_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,30.25,index,valid,synthetic_qos,271,266,28.68,0
QOS-SLA_RESULT_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,77.49,index,valid,synthetic_qos,242,239,33.74,0
QOS-SLA_RESULT_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,21.44,index,valid,synthetic_qos,370,367,35.78,0
QOS-SLA_RESULT_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,68.46,index,valid,synthetic_qos,102,94,28.45,0
QOS-SLA_RESULT_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,59.34,index,valid,synthetic_qos,274,267,20.97,0
QOS-SLA_RESULT_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,46.14,index,valid,synthetic_qos,172,168,35.0,0
QOS-SLA_RESULT_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,27.74,index,valid,synthetic_qos,235,233,18.96,0
QOS-SLA_RESULT_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,41.06,index,valid,synthetic_qos,346,343,31.65,0
QOS-SLA_RESULT_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,41.92,index,valid,synthetic_qos,188,183,23.79,0
QOS-SLA_RESULT_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,47.21,index,valid,synthetic_qos,258,249,28.4,0
QOS-SLA_RESULT_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,50.94,index,valid,synthetic_qos,133,130,36.5,0
QOS-SLA_RESULT_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,27.59,index,valid,synthetic_qos,136,135,16.22,0
QOS-SLA_RESULT_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,30.73,index,valid,synthetic_qos,156,150,24.03,0
QOS-SLA_RESULT_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,77.72,index,valid,synthetic_qos,104,102,39.94,0
QOS-SLA_RESULT_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,66.37,index,valid,synthetic_qos,105,101,26.93,0
QOS-SLA_RESULT_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,71.9,index,valid,synthetic_qos,301,296,34.57,0
QOS-SLA_RESULT_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,21.6,index,valid,synthetic_qos,137,130,43.68,0
QOS-SLA_RESULT_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,50.76,index,valid,synthetic_qos,332,331,30.18,0
QOS-SLA_RESULT_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,48.31,index,valid,synthetic_qos,328,319,21.61,0
QOS-SLA_RESULT_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,24.47,index,valid,synthetic_qos,264,259,36.11,0
QOS-SLA_RESULT_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,37.17,index,valid,synthetic_qos,215,209,23.71,0
QOS-SLA_RESULT_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,84.68,index,valid,synthetic_qos,110,105,37.37,0
QOS-SLA_RESULT_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,19.1,index,valid,synthetic_qos,160,159,34.27,0
QOS-SLA_RESULT_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,17.67,index,valid,synthetic_qos,298,295,32.92,0
QOS-SLA_RESULT_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,76.47,index,valid,synthetic_qos,293,291,18.18,0
QOS-SLA_RESULT_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,83.19,index,valid,synthetic_qos,394,384,30.87,0
QOS-SLA_RESULT_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,64.55,index,valid,synthetic_qos,156,150,43.59,0
QOS-SLA_RESULT_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,19.89,index,valid,synthetic_qos,100,91,30.55,0
QOS-SLA_RESULT_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,38.39,index,valid,synthetic_qos,204,195,31.8,0
QOS-SLA_RESULT_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,41.4,index,valid,synthetic_qos,394,392,28.33,0
QOS-SLA_RESULT_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,53.11,index,valid,synthetic_qos,331,321,41.64,0
QOS-SLA_RESULT_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,20.63,index,valid,synthetic_qos,378,369,27.29,0
QOS-SLA_RESULT_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,54.5,index,valid,synthetic_qos,265,262,29.76,0
QOS-SLA_RESULT_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,73.23,index,valid,synthetic_qos,164,161,17.95,0
QOS-SLA_RESULT_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,38.14,index,valid,synthetic_qos,272,271,43.8,0
QOS-SLA_RESULT_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,84.01,index,valid,synthetic_qos,159,150,20.3,0
QOS-SLA_RESULT_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,32.72,index,valid,synthetic_qos,198,194,26.6,0
QOS-SLA_RESULT_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,73.93,index,valid,synthetic_qos,199,190,29.32,0
QOS-SLA_RESULT_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,68.06,index,valid,synthetic_qos,365,363,20.14,0
QOS-SLA_RESULT_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,48.71,index,valid,synthetic_qos,385,379,30.68,0
QOS-SLA_RESULT_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,54.12,index,valid,synthetic_qos,164,157,42.65,0
QOS-SLA_RESULT_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,45.21,index,valid,synthetic_qos,304,295,32.03,0
QOS-SLA_RESULT_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,52.4,index,valid,synthetic_qos,183,181,27.67,0
QOS-SLA_RESULT_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,50.47,index,valid,synthetic_qos,122,114,26.69,0
QOS-SLA_RESULT_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,79.1,index,valid,synthetic_qos,362,360,42.95,0
QOS-SLA_RESULT_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,34.17,index,valid,synthetic_qos,189,186,15.15,0
QOS-SLA_RESULT_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,27.61,index,valid,synthetic_qos,212,210,22.16,0
QOS-SLA_RESULT_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,75.69,index,valid,synthetic_qos,226,224,41.13,0
QOS-SLA_RESULT_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,16.77,index,valid,synthetic_qos,236,234,20.4,0
QOS-SLA_RESULT_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.12,index,valid,synthetic_qos,316,314,35.87,0
QOS-SLA_RESULT_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,20.99,index,valid,synthetic_qos,162,156,28.73,0
QOS-SLA_RESULT_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,20.44,index,valid,synthetic_qos,173,169,26.09,0
QOS-SLA_RESULT_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,24.67,index,valid,synthetic_qos,304,297,34.15,0
QOS-SLA_RESULT_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,54.1,index,valid,synthetic_qos,340,335,36.55,0
QOS-SLA_RESULT_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,40.66,index,valid,synthetic_qos,108,98,29.36,0
QOS-SLA_RESULT_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,25.99,index,valid,synthetic_qos,160,154,25.95,0
QOS-SLA_RESULT_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,80.19,index,valid,synthetic_qos,264,263,16.73,0
QOS-SLA_RESULT_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,71.28,index,valid,synthetic_qos,385,379,32.24,0
