service_id,plan_id,province_code,date_hour,technology,request_count,success_count,p95_latency_ms,jitter_ms,packet_loss_pct,availability_pct,breach_count,status
SVC-FTTH,PLAN01,KHA,2026-08-19-15,FTTH,325,318,38.54,2.81,0.12,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-16,FTTH,557,550,32.08,1.38,0.03,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-16,FTTH,638,629,22.44,2.77,0.14,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-16,FTTH,569,561,31.19,3.57,0.13,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-16,FTTH,327,322,26.54,5.99,0.18,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-16,FTTH,430,421,21.89,4.3,0.03,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-16,FTTH,474,461,38.79,6.79,0.11,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-17,FTTH,351,344,37.38,5.7,0.02,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-17,FTTH,353,345,26.94,5.84,0.05,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-17,FTTH,343,331,27.5,7.53,0.03,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-17,FTTH,672,668,32.29,4.55,0.14,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-17,FTTH,438,428,25.62,7.15,0.17,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-17,FTTH,560,554,20.54,6.79,0.15,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-18,FTTH,434,422,39.44,2.2,0.1,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-18,FTTH,689,683,25.2,3.42,0.2,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-18,FTTH,386,374,15.08,6.4,0.1,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-18,FTTH,561,558,12.76,7.42,0.17,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-18,FTTH,449,438,21.79,7.58,0.11,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-18,FTTH,342,330,24.74,1.77,0.04,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-19,FTTH,689,675,39.55,1.79,0.01,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-19,FTTH,482,477,22.6,1.18,0.04,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-19,FTTH,660,658,14.8,3.03,0.09,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-19,FTTH,335,331,32.96,7.76,0.07,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-19,FTTH,606,597,29.37,1.34,0.11,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-19,FTTH,310,305,30.4,7.5,0.09,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-20,FTTH,448,439,12.18,6.31,0.11,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-20,FTTH,592,579,23.77,2.04,0.08,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-20,FTTH,375,368,12.77,5.84,0.02,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-20,FTTH,340,331,16.9,7.3,0.17,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-20,FTTH,440,429,30.2,5.0,0.15,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-20,FTTH,519,513,23.73,3.32,0.17,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-21,FTTH,533,525,35.7,2.6,0.09,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-21,FTTH,598,593,19.69,7.73,0.15,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-21,FTTH,500,487,29.84,2.85,0.08,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-21,FTTH,320,306,14.42,5.73,0.15,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-21,FTTH,601,597,33.2,7.92,0.03,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-21,FTTH,548,543,27.54,2.92,0.07,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-22,FTTH,620,616,20.94,7.92,0.09,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-22,FTTH,366,353,22.24,5.02,0.1,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-22,FTTH,580,576,29.31,4.01,0.06,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-22,FTTH,504,495,39.69,5.88,0.07,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-22,FTTH,466,457,12.85,3.5,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-22,FTTH,679,669,23.25,6.43,0.03,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-23,FTTH,584,582,31.81,4.34,0.16,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-23,FTTH,305,295,23.97,7.57,0.13,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-23,FTTH,605,600,36.24,3.12,0.18,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-23,FTTH,684,674,22.03,3.01,0.14,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-23,FTTH,654,644,33.31,6.93,0.08,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-23,FTTH,362,351,20.03,7.03,0.03,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-00,FTTH,354,348,12.97,1.26,0.15,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-00,FTTH,676,663,28.69,2.61,0.1,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-00,FTTH,636,624,24.98,6.68,0.06,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-00,FTTH,307,299,36.54,2.31,0.19,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-00,FTTH,420,415,18.75,7.47,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-00,FTTH,564,556,21.66,1.37,0.18,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-01,FTTH,413,404,24.87,1.04,0.15,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-01,FTTH,470,468,39.61,4.53,0.04,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-01,FTTH,353,350,16.22,1.22,0.18,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-01,FTTH,382,380,13.57,2.48,0.16,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-01,FTTH,380,376,32.39,2.14,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-01,FTTH,566,556,26.2,4.39,0.13,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-02,FTTH,309,304,20.46,7.97,0.18,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-02,FTTH,360,356,29.43,1.16,0.04,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-02,FTTH,490,487,14.01,5.94,0.14,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-02,FTTH,615,612,23.53,5.57,0.19,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-02,FTTH,563,549,15.05,2.17,0.16,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-02,FTTH,400,398,21.63,4.03,0.13,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-03,FTTH,654,646,38.33,7.83,0.02,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-03,FTTH,344,340,19.7,1.63,0.16,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-03,FTTH,396,382,27.86,6.53,0.05,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-03,FTTH,430,419,36.48,6.51,0.07,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-03,FTTH,604,597,18.86,3.74,0.02,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-03,FTTH,608,599,13.39,2.84,0.04,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-04,FTTH,388,385,38.37,2.01,0.15,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-04,FTTH,441,432,13.12,3.56,0.18,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-04,FTTH,398,395,14.51,7.76,0.12,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-04,FTTH,676,663,37.68,2.15,0.15,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-04,FTTH,525,510,18.73,3.4,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-04,FTTH,369,362,37.63,3.41,0.1,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-05,FTTH,495,492,24.08,5.49,0.18,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-05,FTTH,330,322,32.73,3.45,0.08,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-05,FTTH,686,681,19.08,1.55,0.07,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-05,FTTH,307,297,36.4,5.05,0.1,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-05,FTTH,583,574,35.34,3.79,0.1,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-05,FTTH,516,504,33.18,3.55,0.03,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-06,FTTH,591,580,19.18,4.49,0.13,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-06,FTTH,323,308,30.35,4.24,0.05,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-06,FTTH,687,677,37.49,7.32,0.08,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-06,FTTH,608,602,23.91,1.66,0.13,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-06,FTTH,301,298,29.0,4.85,0.19,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-06,FTTH,300,298,14.17,5.87,0.15,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-07,FTTH,538,528,19.9,7.38,0.02,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-07,FTTH,552,540,37.46,3.21,0.03,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-07,FTTH,382,367,37.36,6.31,0.01,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-07,FTTH,695,687,21.69,4.63,0.17,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-07,FTTH,610,603,25.34,3.62,0.07,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-07,FTTH,381,373,38.85,2.46,0.17,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-08,FTTH,603,589,12.04,2.42,0.14,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-08,FTTH,466,455,27.25,6.19,0.05,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-08,FTTH,637,626,27.12,3.22,0.12,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-08,FTTH,445,433,19.43,1.67,0.01,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-08,FTTH,545,536,39.11,6.38,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-08,FTTH,399,397,12.69,3.45,0.06,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-09,FTTH,700,697,37.79,4.08,0.15,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-09,FTTH,439,427,28.67,7.76,0.17,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-09,FTTH,575,561,24.42,3.91,0.01,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-09,FTTH,357,350,18.02,2.16,0.12,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-09,FTTH,471,463,14.26,1.24,0.12,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-09,FTTH,581,570,18.35,1.1,0.05,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-10,FTTH,568,554,36.43,4.79,0.08,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-10,FTTH,391,384,14.84,2.43,0.15,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-10,FTTH,439,424,31.97,6.77,0.08,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-10,FTTH,396,387,31.32,3.67,0.13,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-10,FTTH,361,346,27.19,4.56,0.15,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-10,FTTH,369,355,34.72,1.2,0.16,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-11,FTTH,628,625,14.22,3.84,0.12,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-11,FTTH,354,344,14.15,1.89,0.01,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-11,FTTH,356,343,34.84,4.47,0.12,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-11,FTTH,381,377,31.47,4.79,0.19,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-11,FTTH,506,494,37.93,6.75,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-11,FTTH,575,564,28.11,3.7,0.12,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-12,FTTH,640,634,21.37,1.41,0.09,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-12,FTTH,401,399,14.72,6.83,0.07,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-12,FTTH,301,287,13.26,3.28,0.15,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-12,FTTH,670,656,36.3,5.53,0.08,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-12,FTTH,493,488,21.06,6.66,0.19,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-12,FTTH,439,435,36.63,4.81,0.05,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-13,FTTH,540,538,39.62,6.1,0.04,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-13,FTTH,603,590,13.81,7.13,0.09,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-13,FTTH,562,547,14.1,3.23,0.09,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-13,FTTH,531,521,23.8,2.5,0.08,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-13,FTTH,360,349,16.02,7.72,0.02,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-13,FTTH,648,637,16.31,2.23,0.15,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-14,FTTH,361,348,39.19,2.21,0.07,99.9,1,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-14,FTTH,389,380,18.9,7.69,0.15,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-14,FTTH,501,496,34.1,2.32,0.03,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-14,FTTH,338,333,26.34,5.38,0.17,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-14,FTTH,642,629,15.63,7.65,0.16,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-14,FTTH,340,329,19.9,3.45,0.17,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-15,FTTH,312,304,19.99,5.33,0.1,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-15,FTTH,343,331,16.92,1.75,0.15,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-15,FTTH,370,355,22.89,7.64,0.01,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-15,FTTH,660,656,39.02,4.21,0.04,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-15,FTTH,688,684,12.78,1.02,0.03,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-15,FTTH,683,670,36.95,5.29,0.08,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-16,FTTH,605,594,22.4,5.94,0.02,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-16,FTTH,507,503,28.28,6.9,0.11,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-16,FTTH,409,399,36.14,3.29,0.14,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-16,FTTH,319,308,25.78,3.5,0.06,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-16,FTTH,500,488,23.06,6.3,0.16,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-16,FTTH,414,399,39.94,2.39,0.08,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-17,FTTH,390,377,14.76,5.72,0.1,99.9,1,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-17,FTTH,427,416,34.04,5.31,0.12,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-17,FTTH,585,574,37.77,5.68,0.15,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-17,FTTH,479,464,19.74,5.08,0.18,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-17,FTTH,381,376,39.02,6.71,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-17,FTTH,480,472,24.86,1.61,0.12,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-18,FTTH,639,629,19.9,5.7,0.09,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-18,FTTH,606,599,36.34,4.74,0.16,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-18,FTTH,677,665,25.35,2.36,0.14,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-18,FTTH,424,412,22.54,1.88,0.03,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-18,FTTH,317,313,27.36,7.7,0.03,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-18,FTTH,696,687,25.52,3.17,0.16,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-19,FTTH,445,443,31.08,3.61,0.13,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-19,FTTH,314,306,20.58,2.08,0.05,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-19,FTTH,424,410,13.15,6.23,0.09,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-19,FTTH,544,532,16.36,3.31,0.2,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-19,FTTH,556,549,23.94,5.26,0.13,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-19,FTTH,645,634,29.92,7.96,0.02,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-20,FTTH,495,490,33.39,5.0,0.11,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-20,FTTH,445,435,31.85,1.15,0.12,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-20,FTTH,373,368,24.65,5.47,0.04,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-20,FTTH,614,601,19.94,2.93,0.08,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-20,FTTH,361,348,25.7,3.76,0.19,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-20,FTTH,576,565,14.76,3.94,0.03,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-21,FTTH,348,333,24.12,3.98,0.05,99.9,1,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-21,FTTH,429,425,35.31,7.89,0.04,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-21,FTTH,634,632,23.07,5.58,0.16,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-21,FTTH,683,669,32.86,6.04,0.16,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-21,FTTH,600,595,21.09,6.93,0.12,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-21,FTTH,667,665,23.25,4.96,0.13,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-22,FTTH,473,461,36.43,1.16,0.05,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-22,FTTH,579,566,25.79,7.99,0.11,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-22,FTTH,389,387,19.33,4.01,0.1,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-22,FTTH,373,369,35.3,1.35,0.12,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-22,FTTH,594,592,37.54,4.27,0.12,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-22,FTTH,654,646,31.54,3.81,0.14,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-20-23,FTTH,321,318,18.42,6.36,0.06,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-20-23,FTTH,360,355,33.9,1.82,0.1,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-20-23,FTTH,349,340,13.96,2.99,0.1,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-20-23,FTTH,635,632,23.78,6.77,0.02,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-20-23,FTTH,450,435,24.87,7.47,0.13,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-20-23,FTTH,376,370,19.82,6.11,0.18,99.9,0,normal
