web_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-WEB_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,73.49,index,valid,synthetic_qos,361,354,16.43,0
QOS-WEB_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,53.49,index,valid,synthetic_qos,229,227,30.39,0
QOS-WEB_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,51.87,index,valid,synthetic_qos,300,293,29.45,0
QOS-WEB_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,30.07,index,valid,synthetic_qos,285,277,38.01,0
QOS-WEB_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,66.12,index,valid,synthetic_qos,395,390,27.56,0
QOS-WEB_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,58.98,index,valid,synthetic_qos,366,360,36.12,0
QOS-WEB_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,59.94,index,valid,synthetic_qos,220,210,21.67,0
QOS-WEB_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,41.1,index,valid,synthetic_qos,149,143,18.09,0
QOS-WEB_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,57.91,index,valid,synthetic_qos,140,134,15.27,0
QOS-WEB_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,39.79,index,valid,synthetic_qos,384,383,18.41,0
QOS-WEB_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,33.24,index,valid,synthetic_qos,278,271,25.0,0
QOS-WEB_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.4,index,valid,synthetic_qos,182,175,36.06,0
QOS-WEB_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,58.06,index,valid,synthetic_qos,255,246,26.23,0
QOS-WEB_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,46.85,index,valid,synthetic_qos,174,170,18.02,0
QOS-WEB_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,55.55,index,valid,synthetic_qos,366,364,35.5,0
QOS-WEB_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,57.75,index,valid,synthetic_qos,332,322,35.86,0
QOS-WEB_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,54.37,index,valid,synthetic_qos,274,270,35.18,0
QOS-WEB_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,83.85,index,valid,synthetic_qos,217,216,33.25,0
QOS-WEB_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,27.87,index,valid,synthetic_qos,337,331,16.56,0
QOS-WEB_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,30.1,index,valid,synthetic_qos,235,233,34.62,0
QOS-WEB_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,24.27,index,valid,synthetic_qos,157,153,28.35,0
QOS-WEB_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,69.31,index,valid,synthetic_qos,215,205,29.79,0
QOS-WEB_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,36.49,index,valid,synthetic_qos,271,264,36.54,0
QOS-WEB_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,79.66,index,valid,synthetic_qos,125,122,31.62,0
QOS-WEB_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,61.86,index,valid,synthetic_qos,174,164,34.15,0
QOS-WEB_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,23.86,index,valid,synthetic_qos,198,190,28.43,0
QOS-WEB_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,69.98,index,valid,synthetic_qos,261,258,41.75,0
QOS-WEB_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,17.12,index,valid,synthetic_qos,199,190,26.39,0
QOS-WEB_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,48.7,index,valid,synthetic_qos,257,252,25.28,0
QOS-WEB_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,32.15,index,valid,synthetic_qos,270,264,44.37,0
QOS-WEB_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,56.53,index,valid,synthetic_qos,134,133,38.9,0
QOS-WEB_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,38.61,index,valid,synthetic_qos,325,318,30.99,0
QOS-WEB_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,47.66,index,valid,synthetic_qos,262,260,28.8,0
QOS-WEB_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,23.82,index,valid,synthetic_qos,243,241,31.14,0
QOS-WEB_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,15.94,index,valid,synthetic_qos,397,396,30.02,0
QOS-WEB_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,55.37,index,valid,synthetic_qos,182,172,29.62,0
QOS-WEB_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,72.48,index,valid,synthetic_qos,159,155,20.76,0
QOS-WEB_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,41.2,index,valid,synthetic_qos,383,378,25.61,0
QOS-WEB_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,38.83,index,valid,synthetic_qos,190,180,25.04,0
QOS-WEB_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,84.86,index,valid,synthetic_qos,206,205,42.8,0
QOS-WEB_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.92,index,valid,synthetic_qos,389,380,20.58,0
QOS-WEB_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,75.04,index,valid,synthetic_qos,217,212,34.77,0
QOS-WEB_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,58.88,index,valid,synthetic_qos,342,341,16.05,0
QOS-WEB_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,64.97,index,valid,synthetic_qos,267,261,20.54,0
QOS-WEB_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,74.01,index,valid,synthetic_qos,163,157,43.46,0
QOS-WEB_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,66.69,index,valid,synthetic_qos,161,151,30.3,0
QOS-WEB_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,34.7,index,valid,synthetic_qos,269,262,18.08,0
QOS-WEB_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,66.13,index,valid,synthetic_qos,131,123,43.57,0
QOS-WEB_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,80.47,index,valid,synthetic_qos,129,128,15.76,0
QOS-WEB_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.65,index,valid,synthetic_qos,183,181,25.89,0
QOS-WEB_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,58.48,index,valid,synthetic_qos,318,311,42.66,0
QOS-WEB_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,77.58,index,valid,synthetic_qos,205,198,21.67,0
QOS-WEB_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,19.5,index,valid,synthetic_qos,355,346,43.18,0
QOS-WEB_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,43.96,index,valid,synthetic_qos,343,341,35.99,0
QOS-WEB_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,69.52,index,valid,synthetic_qos,364,355,38.68,0
QOS-WEB_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,56.52,index,valid,synthetic_qos,200,193,30.75,0
QOS-WEB_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,61.65,index,valid,synthetic_qos,333,331,17.71,0
QOS-WEB_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,16.67,index,valid,synthetic_qos,148,142,20.2,0
QOS-WEB_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,41.79,index,valid,synthetic_qos,231,230,24.82,0
QOS-WEB_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,33.33,index,valid,synthetic_qos,317,308,27.24,0
QOS-WEB_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,74.34,index,valid,synthetic_qos,123,120,37.46,0
QOS-WEB_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,33.53,index,valid,synthetic_qos,176,173,15.3,0
QOS-WEB_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,23.11,index,valid,synthetic_qos,344,338,21.94,0
QOS-WEB_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,21.18,index,valid,synthetic_qos,203,193,29.29,0
QOS-WEB_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,51.74,index,valid,synthetic_qos,103,101,42.39,0
QOS-WEB_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,78.3,index,valid,synthetic_qos,269,262,31.72,0
QOS-WEB_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,41.33,index,valid,synthetic_qos,316,314,32.01,0
QOS-WEB_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,48.81,index,valid,synthetic_qos,213,206,18.91,0
QOS-WEB_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,21.25,index,valid,synthetic_qos,385,378,38.73,0
QOS-WEB_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,61.31,index,valid,synthetic_qos,267,265,23.5,0
QOS-WEB_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,26.54,index,valid,synthetic_qos,298,292,23.73,0
QOS-WEB_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,44.57,index,valid,synthetic_qos,339,334,33.14,0
QOS-WEB_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,52.61,index,valid,synthetic_qos,268,261,34.08,0
QOS-WEB_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,23.68,index,valid,synthetic_qos,119,111,30.54,0
QOS-WEB_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,28.06,index,valid,synthetic_qos,355,349,35.32,0
QOS-WEB_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,33.59,index,valid,synthetic_qos,386,384,27.07,0
QOS-WEB_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,78.07,index,valid,synthetic_qos,288,280,38.13,0
QOS-WEB_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,66.34,index,valid,synthetic_qos,123,121,38.49,0
QOS-WEB_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,44.49,index,valid,synthetic_qos,370,367,16.75,0
QOS-WEB_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,30.98,index,valid,synthetic_qos,307,305,27.3,0
QOS-WEB_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,22.09,index,valid,synthetic_qos,255,246,35.35,0
QOS-WEB_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,59.29,index,valid,synthetic_qos,110,100,39.02,0
QOS-WEB_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,71.93,index,valid,synthetic_qos,248,243,26.58,0
QOS-WEB_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,21.8,index,valid,synthetic_qos,391,381,37.45,0
QOS-WEB_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,35.18,index,valid,synthetic_qos,287,282,34.03,0
QOS-WEB_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,34.45,index,valid,synthetic_qos,254,247,38.35,0
QOS-WEB_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,52.88,index,valid,synthetic_qos,121,116,38.84,0
QOS-WEB_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,44.66,index,valid,synthetic_qos,247,237,43.52,0
QOS-WEB_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,65.89,index,valid,synthetic_qos,112,106,43.97,0
QOS-WEB_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,29.64,index,valid,synthetic_qos,129,122,19.52,0
QOS-WEB_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,24.02,index,valid,synthetic_qos,266,259,21.07,0
QOS-WEB_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,48.5,index,valid,synthetic_qos,294,287,28.43,0
QOS-WEB_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,54.93,index,valid,synthetic_qos,319,312,35.1,0
QOS-WEB_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,25.21,index,valid,synthetic_qos,308,300,44.74,0
QOS-WEB_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,49.41,index,valid,synthetic_qos,160,157,39.63,0
QOS-WEB_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,54.17,index,valid,synthetic_qos,112,106,36.67,0
QOS-WEB_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,69.87,index,valid,synthetic_qos,329,327,32.58,0
QOS-WEB_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,15.84,index,valid,synthetic_qos,307,302,23.6,0
QOS-WEB_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,66.43,index,valid,synthetic_qos,156,146,38.86,0
QOS-WEB_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,33.52,index,valid,synthetic_qos,220,217,26.34,0
QOS-WEB_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,48.29,index,valid,synthetic_qos,215,208,23.96,0
QOS-WEB_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,66.63,index,valid,synthetic_qos,284,279,22.31,0
QOS-WEB_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,23.02,index,valid,synthetic_qos,105,96,32.86,0
QOS-WEB_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,23.63,index,valid,synthetic_qos,293,292,16.58,0
QOS-WEB_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,24.99,index,valid,synthetic_qos,236,227,43.33,0
QOS-WEB_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,20.24,index,valid,synthetic_qos,171,170,19.54,0
QOS-WEB_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,28.63,index,valid,synthetic_qos,199,190,32.17,0
QOS-WEB_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,25.31,index,valid,synthetic_qos,165,161,26.68,0
QOS-WEB_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,59.58,index,valid,synthetic_qos,333,327,24.54,0
QOS-WEB_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,36.66,index,valid,synthetic_qos,333,324,27.39,0
QOS-WEB_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,28.02,index,valid,synthetic_qos,361,357,37.79,0
QOS-WEB_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,15.62,index,valid,synthetic_qos,360,350,23.95,0
QOS-WEB_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,21.5,index,valid,synthetic_qos,211,208,32.22,0
QOS-WEB_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,83.59,index,valid,synthetic_qos,237,230,32.37,0
QOS-WEB_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,33.11,index,valid,synthetic_qos,242,237,32.78,0
QOS-WEB_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,56.45,index,valid,synthetic_qos,171,167,30.16,0
QOS-WEB_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,41.08,index,valid,synthetic_qos,162,153,29.13,0
QOS-WEB_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,28.94,index,valid,synthetic_qos,121,120,27.55,0
QOS-WEB_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,77.26,index,valid,synthetic_qos,151,146,30.15,0
QOS-WEB_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,59.69,index,valid,synthetic_qos,141,137,39.27,0
QOS-WEB_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,20.3,index,valid,synthetic_qos,318,310,31.32,0
QOS-WEB_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,60.62,index,valid,synthetic_qos,232,223,37.09,0
QOS-WEB_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,60.72,index,valid,synthetic_qos,273,266,41.25,0
QOS-WEB_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,15.87,index,valid,synthetic_qos,340,330,26.21,0
QOS-WEB_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,55.07,index,valid,synthetic_qos,184,181,27.7,0
QOS-WEB_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,61.79,index,valid,synthetic_qos,141,138,19.05,0
QOS-WEB_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,82.07,index,valid,synthetic_qos,225,222,41.9,0
QOS-WEB_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,79.47,index,valid,synthetic_qos,166,157,35.78,0
QOS-WEB_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,35.73,index,valid,synthetic_qos,220,216,43.59,0
QOS-WEB_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,76.35,index,valid,synthetic_qos,209,201,17.38,0
QOS-WEB_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,35.15,index,valid,synthetic_qos,368,363,32.11,0
QOS-WEB_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,27.09,index,valid,synthetic_qos,385,382,34.39,0
QOS-WEB_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,42.64,index,valid,synthetic_qos,190,186,39.71,0
QOS-WEB_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,41.84,index,valid,synthetic_qos,278,272,38.15,0
QOS-WEB_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,66.68,index,valid,synthetic_qos,350,341,40.74,0
QOS-WEB_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,81.15,index,valid,synthetic_qos,256,247,20.85,0
QOS-WEB_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,17.5,index,valid,synthetic_qos,250,247,26.96,0
QOS-WEB_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,39.48,index,valid,synthetic_qos,326,316,35.56,0
QOS-WEB_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,62.16,index,valid,synthetic_qos,327,324,21.24,0
QOS-WEB_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,37.44,index,valid,synthetic_qos,322,314,16.41,0
QOS-WEB_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.61,index,valid,synthetic_qos,124,119,44.9,0
QOS-WEB_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,73.37,index,valid,synthetic_qos,287,279,19.96,0
QOS-WEB_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,49.12,index,valid,synthetic_qos,117,107,40.06,0
QOS-WEB_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,16.5,index,valid,synthetic_qos,193,189,23.44,0
QOS-WEB_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,64.05,index,valid,synthetic_qos,136,135,21.46,0
QOS-WEB_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,25.66,index,valid,synthetic_qos,296,289,20.12,0
QOS-WEB_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,83.43,index,valid,synthetic_qos,164,155,20.74,0
QOS-WEB_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,42.61,index,valid,synthetic_qos,218,210,31.96,0
QOS-WEB_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,60.91,index,valid,synthetic_qos,381,379,40.91,0
QOS-WEB_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,77.93,index,valid,synthetic_qos,347,339,32.25,0
QOS-WEB_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,67.06,index,valid,synthetic_qos,243,241,20.43,0
QOS-WEB_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,71.02,index,valid,synthetic_qos,169,161,17.01,0
QOS-WEB_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,46.45,index,valid,synthetic_qos,309,307,19.18,0
QOS-WEB_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,44.95,index,valid,synthetic_qos,249,242,29.33,0
QOS-WEB_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,15.76,index,valid,synthetic_qos,296,286,17.9,0
QOS-WEB_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,73.41,index,valid,synthetic_qos,258,249,34.15,0
QOS-WEB_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,64.78,index,valid,synthetic_qos,322,315,22.69,0
QOS-WEB_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,80.85,index,valid,synthetic_qos,165,157,41.6,0
QOS-WEB_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,77.74,index,valid,synthetic_qos,171,165,23.24,0
QOS-WEB_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,60.54,index,valid,synthetic_qos,370,363,29.64,0
QOS-WEB_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,53.23,index,valid,synthetic_qos,122,118,37.84,0
QOS-WEB_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,70.58,index,valid,synthetic_qos,103,96,16.85,0
QOS-WEB_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,15.15,index,valid,synthetic_qos,269,261,35.78,0
QOS-WEB_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,37.83,index,valid,synthetic_qos,140,138,15.56,0
QOS-WEB_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,50.26,index,valid,synthetic_qos,326,322,27.61,0
QOS-WEB_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,20.59,index,valid,synthetic_qos,245,241,29.19,0
QOS-WEB_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,57.9,index,valid,synthetic_qos,177,168,32.71,0
