dns_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-DNS_HOURLY-02-22,PLAN03,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,39.85,index,valid,synthetic_qos,339,335,30.94,0
QOS-DNS_HOURLY-02-23,PLAN03,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,61.91,index,valid,synthetic_qos,321,316,23.86,0
QOS-DNS_HOURLY-02-24,PLAN03,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,52.99,index,valid,synthetic_qos,181,175,37.52,0
QOS-DNS_HOURLY-02-25,PLAN03,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,38.0,index,valid,synthetic_qos,247,239,28.59,0
QOS-DNS_HOURLY-02-26,PLAN03,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,21.34,index,valid,synthetic_qos,362,361,33.62,0
QOS-DNS_HOURLY-02-27,PLAN03,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,24.01,index,valid,synthetic_qos,147,142,32.83,0
QOS-DNS_HOURLY-02-28,PLAN03,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,37.98,index,valid,synthetic_qos,166,161,20.06,0
QOS-DNS_HOURLY-02-29,PLAN03,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,62.31,index,valid,synthetic_qos,341,332,33.81,0
QOS-DNS_HOURLY-02-30,PLAN03,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,78.28,index,valid,synthetic_qos,371,361,44.15,0
QOS-DNS_HOURLY-02-31,PLAN03,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,59.38,index,valid,synthetic_qos,153,148,27.08,0
QOS-DNS_HOURLY-02-32,PLAN03,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,50.86,index,valid,synthetic_qos,231,223,20.84,0
QOS-DNS_HOURLY-02-33,PLAN03,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,25.97,index,valid,synthetic_qos,372,371,20.63,0
QOS-DNS_HOURLY-02-34,PLAN03,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,27.89,index,valid,synthetic_qos,204,201,34.13,0
QOS-DNS_HOURLY-02-35,PLAN03,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,25.09,index,valid,synthetic_qos,185,178,21.32,0
QOS-DNS_HOURLY-02-36,PLAN03,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,28.93,index,valid,synthetic_qos,373,370,22.48,0
QOS-DNS_HOURLY-02-37,PLAN03,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,29.51,index,valid,synthetic_qos,168,162,29.65,0
QOS-DNS_HOURLY-02-38,PLAN03,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,17.61,index,valid,synthetic_qos,214,204,22.46,0
QOS-DNS_HOURLY-02-39,PLAN03,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,25.54,index,valid,synthetic_qos,173,166,24.61,0
QOS-DNS_HOURLY-02-40,PLAN03,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,78.21,index,valid,synthetic_qos,336,328,29.44,0
QOS-DNS_HOURLY-02-41,PLAN03,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,71.72,index,valid,synthetic_qos,213,210,41.74,0
QOS-DNS_HOURLY-02-42,PLAN03,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,40.11,index,valid,synthetic_qos,382,379,42.5,0
QOS-DNS_HOURLY-02-43,PLAN03,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,43.29,index,valid,synthetic_qos,149,144,44.59,0
QOS-DNS_HOURLY-02-44,PLAN03,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,65.06,index,valid,synthetic_qos,177,174,42.05,0
QOS-DNS_HOURLY-02-45,PLAN03,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.54,index,valid,synthetic_qos,102,100,19.99,0
QOS-DNS_HOURLY-02-46,PLAN03,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,41.95,index,valid,synthetic_qos,198,197,21.6,0
QOS-DNS_HOURLY-02-47,PLAN03,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,37.55,index,valid,synthetic_qos,359,358,17.21,0
QOS-DNS_HOURLY-02-48,PLAN03,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,53.89,index,valid,synthetic_qos,240,235,18.68,0
QOS-DNS_HOURLY-02-49,PLAN03,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,63.44,index,valid,synthetic_qos,335,333,25.89,0
QOS-DNS_HOURLY-02-50,PLAN03,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,82.33,index,valid,synthetic_qos,390,384,32.14,0
QOS-DNS_HOURLY-02-51,PLAN03,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,53.36,index,valid,synthetic_qos,288,281,42.76,0
QOS-DNS_HOURLY-02-52,PLAN03,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,42.06,index,valid,synthetic_qos,372,364,15.58,0
QOS-DNS_HOURLY-02-53,PLAN03,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,28.47,index,valid,synthetic_qos,274,267,44.69,0
QOS-DNS_HOURLY-02-54,PLAN03,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,80.98,index,valid,synthetic_qos,220,218,44.63,0
QOS-DNS_HOURLY-02-55,PLAN03,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,40.55,index,valid,synthetic_qos,188,184,25.12,0
QOS-DNS_HOURLY-02-56,PLAN03,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,56.67,index,valid,synthetic_qos,319,314,16.82,0
QOS-DNS_HOURLY-02-57,PLAN03,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,50.86,index,valid,synthetic_qos,335,331,35.88,0
QOS-DNS_HOURLY-02-58,PLAN03,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,39.99,index,valid,synthetic_qos,288,278,19.0,0
QOS-DNS_HOURLY-02-59,PLAN03,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,23.48,index,valid,synthetic_qos,135,130,29.24,0
QOS-DNS_HOURLY-02-60,PLAN03,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,41.28,index,valid,synthetic_qos,100,98,17.5,0
QOS-DNS_HOURLY-02-61,PLAN03,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,53.42,index,valid,synthetic_qos,301,294,43.02,0
QOS-DNS_HOURLY-02-62,PLAN03,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,64.76,index,valid,synthetic_qos,194,186,36.03,0
QOS-DNS_HOURLY-02-63,PLAN03,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,82.05,index,valid,synthetic_qos,125,121,33.32,0
QOS-DNS_HOURLY-02-64,PLAN03,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,80.2,index,valid,synthetic_qos,190,188,37.98,0
QOS-DNS_HOURLY-02-65,PLAN03,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,48.45,index,valid,synthetic_qos,368,365,19.12,0
QOS-DNS_HOURLY-02-66,PLAN03,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,62.37,index,valid,synthetic_qos,344,343,19.08,0
QOS-DNS_HOURLY-02-67,PLAN03,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,45.42,index,valid,synthetic_qos,195,194,16.51,0
QOS-DNS_HOURLY-02-68,PLAN03,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,19.06,index,valid,synthetic_qos,331,327,35.93,0
QOS-DNS_HOURLY-02-69,PLAN03,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,72.41,index,valid,synthetic_qos,380,371,17.41,0
QOS-DNS_HOURLY-02-70,PLAN03,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,40.0,index,valid,synthetic_qos,298,288,24.35,0
QOS-DNS_HOURLY-02-71,PLAN03,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,51.35,index,valid,synthetic_qos,329,324,30.51,0
QOS-DNS_HOURLY-03-00,PLAN01,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,83.24,index,valid,synthetic_qos,400,398,15.59,0
QOS-DNS_HOURLY-03-01,PLAN01,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,21.71,index,valid,synthetic_qos,112,109,19.62,0
QOS-DNS_HOURLY-03-02,PLAN01,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,83.04,index,valid,synthetic_qos,154,144,26.43,0
QOS-DNS_HOURLY-03-03,PLAN01,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,83.38,index,valid,synthetic_qos,136,134,37.62,0
QOS-DNS_HOURLY-03-04,PLAN01,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,45.11,index,valid,synthetic_qos,176,173,32.23,0
QOS-DNS_HOURLY-03-05,PLAN01,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,24.42,index,valid,synthetic_qos,139,132,33.9,0
QOS-DNS_HOURLY-03-06,PLAN01,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,33.34,index,valid,synthetic_qos,108,105,28.37,0
QOS-DNS_HOURLY-03-07,PLAN01,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,52.14,index,valid,synthetic_qos,114,111,31.27,0
QOS-DNS_HOURLY-03-08,PLAN01,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,22.23,index,valid,synthetic_qos,270,267,34.99,0
QOS-DNS_HOURLY-03-09,PLAN01,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,32.34,index,valid,synthetic_qos,195,191,27.17,0
QOS-DNS_HOURLY-03-10,PLAN01,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,29.21,index,valid,synthetic_qos,123,113,18.79,0
QOS-DNS_HOURLY-03-11,PLAN01,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,66.13,index,valid,synthetic_qos,349,342,15.15,0
QOS-DNS_HOURLY-03-12,PLAN01,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,59.0,index,valid,synthetic_qos,102,93,23.65,0
QOS-DNS_HOURLY-03-13,PLAN01,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,80.11,index,valid,synthetic_qos,284,279,15.88,0
QOS-DNS_HOURLY-03-14,PLAN01,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,34.4,index,valid,synthetic_qos,102,94,37.56,0
QOS-DNS_HOURLY-03-15,PLAN01,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,51.65,index,valid,synthetic_qos,221,219,43.87,0
QOS-DNS_HOURLY-03-16,PLAN01,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,17.76,index,valid,synthetic_qos,345,337,18.51,0
QOS-DNS_HOURLY-03-17,PLAN01,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,60.19,index,valid,synthetic_qos,252,246,24.92,0
QOS-DNS_HOURLY-03-18,PLAN01,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,19.92,index,valid,synthetic_qos,213,203,27.49,0
QOS-DNS_HOURLY-03-19,PLAN01,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,54.11,index,valid,synthetic_qos,282,281,23.8,0
QOS-DNS_HOURLY-03-20,PLAN01,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,62.6,index,valid,synthetic_qos,381,373,29.53,0
QOS-DNS_HOURLY-03-21,PLAN01,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,69.77,index,valid,synthetic_qos,350,345,20.27,0
QOS-DNS_HOURLY-03-22,PLAN01,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,57.12,index,valid,synthetic_qos,125,119,39.06,0
QOS-DNS_HOURLY-03-23,PLAN01,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,21.64,index,valid,synthetic_qos,161,155,36.92,0
QOS-DNS_HOURLY-03-24,PLAN01,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,19.84,index,valid,synthetic_qos,233,225,25.36,0
QOS-DNS_HOURLY-03-25,PLAN01,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,26.84,index,valid,synthetic_qos,305,296,37.97,0
QOS-DNS_HOURLY-03-26,PLAN01,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,25.48,index,valid,synthetic_qos,266,260,36.28,0
QOS-DNS_HOURLY-03-27,PLAN01,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,33.7,index,valid,synthetic_qos,320,310,44.47,0
QOS-DNS_HOURLY-03-28,PLAN01,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,41.76,index,valid,synthetic_qos,225,218,33.25,0
QOS-DNS_HOURLY-03-29,PLAN01,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,61.38,index,valid,synthetic_qos,211,205,40.78,0
QOS-DNS_HOURLY-03-30,PLAN01,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,83.51,index,valid,synthetic_qos,106,104,19.15,0
QOS-DNS_HOURLY-03-31,PLAN01,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,80.64,index,valid,synthetic_qos,289,283,42.52,0
QOS-DNS_HOURLY-03-32,PLAN01,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,19.25,index,valid,synthetic_qos,146,142,43.59,0
QOS-DNS_HOURLY-03-33,PLAN01,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,74.13,index,valid,synthetic_qos,182,181,28.23,0
QOS-DNS_HOURLY-03-34,PLAN01,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,18.56,index,valid,synthetic_qos,159,150,39.27,0
QOS-DNS_HOURLY-03-35,PLAN01,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,44.41,index,valid,synthetic_qos,121,116,40.75,0
QOS-DNS_HOURLY-03-36,PLAN01,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,43.44,index,valid,synthetic_qos,129,125,25.81,0
QOS-DNS_HOURLY-03-37,PLAN01,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,19.03,index,valid,synthetic_qos,239,235,31.1,0
QOS-DNS_HOURLY-03-38,PLAN01,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,45.32,index,valid,synthetic_qos,139,134,41.0,0
QOS-DNS_HOURLY-03-39,PLAN01,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,18.81,index,valid,synthetic_qos,182,181,34.57,0
QOS-DNS_HOURLY-03-40,PLAN01,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,41.38,index,valid,synthetic_qos,210,200,32.0,0
QOS-DNS_HOURLY-03-41,PLAN01,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,50.63,index,valid,synthetic_qos,343,342,38.13,0
QOS-DNS_HOURLY-03-42,PLAN01,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,32.83,index,valid,synthetic_qos,370,368,36.65,0
QOS-DNS_HOURLY-03-43,PLAN01,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,62.06,index,valid,synthetic_qos,152,143,30.88,0
QOS-DNS_HOURLY-03-44,PLAN01,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,29.25,index,valid,synthetic_qos,153,147,20.77,0
QOS-DNS_HOURLY-03-45,PLAN01,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,80.07,index,valid,synthetic_qos,192,189,44.1,0
QOS-DNS_HOURLY-03-46,PLAN01,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,84.96,index,valid,synthetic_qos,155,151,26.44,0
QOS-DNS_HOURLY-03-47,PLAN01,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,29.07,index,valid,synthetic_qos,322,319,16.15,0
QOS-DNS_HOURLY-03-48,PLAN01,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,20.39,index,valid,synthetic_qos,255,247,38.3,0
QOS-DNS_HOURLY-03-49,PLAN01,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,27.62,index,valid,synthetic_qos,198,196,19.9,0
QOS-DNS_HOURLY-03-50,PLAN01,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,73.99,index,valid,synthetic_qos,170,165,44.75,0
QOS-DNS_HOURLY-03-51,PLAN01,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,46.01,index,valid,synthetic_qos,161,159,15.23,0
QOS-DNS_HOURLY-03-52,PLAN01,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,81.23,index,valid,synthetic_qos,142,141,42.08,0
QOS-DNS_HOURLY-03-53,PLAN01,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,26.6,index,valid,synthetic_qos,291,283,28.89,0
QOS-DNS_HOURLY-03-54,PLAN01,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,55.59,index,valid,synthetic_qos,239,238,23.86,0
QOS-DNS_HOURLY-03-55,PLAN01,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,57.74,index,valid,synthetic_qos,357,356,39.19,0
QOS-DNS_HOURLY-03-56,PLAN01,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,77.13,index,valid,synthetic_qos,384,377,27.72,0
QOS-DNS_HOURLY-03-57,PLAN01,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,48.12,index,valid,synthetic_qos,308,305,38.73,0
QOS-DNS_HOURLY-03-58,PLAN01,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,27.3,index,valid,synthetic_qos,366,359,23.03,0
QOS-DNS_HOURLY-03-59,PLAN01,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,26.24,index,valid,synthetic_qos,206,204,32.73,0
QOS-DNS_HOURLY-03-60,PLAN01,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,23.84,index,valid,synthetic_qos,279,278,22.91,0
QOS-DNS_HOURLY-03-61,PLAN01,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,18.21,index,valid,synthetic_qos,266,263,22.42,0
QOS-DNS_HOURLY-03-62,PLAN01,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,67.72,index,valid,synthetic_qos,110,100,42.39,0
QOS-DNS_HOURLY-03-63,PLAN01,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,21.8,index,valid,synthetic_qos,194,187,41.28,0
QOS-DNS_HOURLY-03-64,PLAN01,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,32.49,index,valid,synthetic_qos,381,374,39.05,0
QOS-DNS_HOURLY-03-65,PLAN01,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,46.77,index,valid,synthetic_qos,358,357,16.04,0
QOS-DNS_HOURLY-03-66,PLAN01,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,72.44,index,valid,synthetic_qos,207,198,43.0,0
QOS-DNS_HOURLY-03-67,PLAN01,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,61.95,index,valid,synthetic_qos,180,175,28.33,0
QOS-DNS_HOURLY-03-68,PLAN01,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,74.52,index,valid,synthetic_qos,184,179,42.54,0
QOS-DNS_HOURLY-03-69,PLAN01,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,26.64,index,valid,synthetic_qos,379,369,36.16,0
QOS-DNS_HOURLY-03-70,PLAN01,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,29.93,index,valid,synthetic_qos,265,256,31.93,0
QOS-DNS_HOURLY-03-71,PLAN01,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,44.23,index,valid,synthetic_qos,288,278,23.56,0
QOS-DNS_HOURLY-04-00,PLAN02,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,30.35,index,valid,synthetic_qos,386,383,36.49,0
QOS-DNS_HOURLY-04-01,PLAN02,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,62.6,index,valid,synthetic_qos,177,173,28.96,0
QOS-DNS_HOURLY-04-02,PLAN02,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,32.16,index,valid,synthetic_qos,101,100,23.96,0
QOS-DNS_HOURLY-04-03,PLAN02,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,64.01,index,valid,synthetic_qos,217,215,40.66,0
QOS-DNS_HOURLY-04-04,PLAN02,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,34.9,index,valid,synthetic_qos,247,245,22.69,0
QOS-DNS_HOURLY-04-05,PLAN02,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,48.9,index,valid,synthetic_qos,265,264,32.75,0
QOS-DNS_HOURLY-04-06,PLAN02,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,61.23,index,valid,synthetic_qos,296,289,20.32,0
QOS-DNS_HOURLY-04-07,PLAN02,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,31.79,index,valid,synthetic_qos,260,253,29.31,0
QOS-DNS_HOURLY-04-08,PLAN02,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,57.25,index,valid,synthetic_qos,278,269,30.7,0
QOS-DNS_HOURLY-04-09,PLAN02,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,53.51,index,valid,synthetic_qos,192,190,22.74,0
QOS-DNS_HOURLY-04-10,PLAN02,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,18.81,index,valid,synthetic_qos,342,333,35.62,0
QOS-DNS_HOURLY-04-11,PLAN02,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,64.3,index,valid,synthetic_qos,108,107,42.24,0
QOS-DNS_HOURLY-04-12,PLAN02,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,50.36,index,valid,synthetic_qos,168,167,17.16,0
QOS-DNS_HOURLY-04-13,PLAN02,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,36.76,index,valid,synthetic_qos,310,303,40.99,0
QOS-DNS_HOURLY-04-14,PLAN02,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,59.49,index,valid,synthetic_qos,327,321,21.78,0
QOS-DNS_HOURLY-04-15,PLAN02,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,32.27,index,valid,synthetic_qos,261,254,20.58,0
QOS-DNS_HOURLY-04-16,PLAN02,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,74.77,index,valid,synthetic_qos,305,301,32.04,0
QOS-DNS_HOURLY-04-17,PLAN02,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,75.7,index,valid,synthetic_qos,338,333,28.74,0
QOS-DNS_HOURLY-04-18,PLAN02,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,26.72,index,valid,synthetic_qos,291,287,29.62,0
QOS-DNS_HOURLY-04-19,PLAN02,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,40.51,index,valid,synthetic_qos,148,146,15.3,0
QOS-DNS_HOURLY-04-20,PLAN02,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,66.08,index,valid,synthetic_qos,224,219,20.42,0
QOS-DNS_HOURLY-04-21,PLAN02,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,67.04,index,valid,synthetic_qos,332,328,40.61,0
QOS-DNS_HOURLY-04-22,PLAN02,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,39.91,index,valid,synthetic_qos,277,275,19.76,0
QOS-DNS_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,57.98,index,valid,synthetic_qos,113,106,44.92,0
QOS-DNS_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,73.29,index,valid,synthetic_qos,214,208,18.31,0
QOS-DNS_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,19.73,index,valid,synthetic_qos,273,266,22.54,0
QOS-DNS_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,80.51,index,valid,synthetic_qos,189,182,33.72,0
QOS-DNS_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,58.59,index,valid,synthetic_qos,383,379,32.64,0
QOS-DNS_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,28.21,index,valid,synthetic_qos,202,194,28.76,0
QOS-DNS_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,56.46,index,valid,synthetic_qos,346,344,18.06,0
QOS-DNS_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,35.63,index,valid,synthetic_qos,265,263,40.43,0
QOS-DNS_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,24.77,index,valid,synthetic_qos,316,313,41.37,0
QOS-DNS_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,62.71,index,valid,synthetic_qos,310,306,23.25,0
QOS-DNS_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,64.14,index,valid,synthetic_qos,112,108,36.39,0
QOS-DNS_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,77.17,index,valid,synthetic_qos,324,319,29.32,0
QOS-DNS_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,50.91,index,valid,synthetic_qos,209,208,25.18,0
QOS-DNS_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,83.86,index,valid,synthetic_qos,150,140,30.53,0
QOS-DNS_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,18.31,index,valid,synthetic_qos,335,332,31.86,0
QOS-DNS_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,61.41,index,valid,synthetic_qos,218,210,22.78,0
QOS-DNS_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,41.88,index,valid,synthetic_qos,356,353,39.56,0
QOS-DNS_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,64.39,index,valid,synthetic_qos,176,170,18.85,0
QOS-DNS_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,61.47,index,valid,synthetic_qos,117,116,17.43,0
QOS-DNS_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,42.92,index,valid,synthetic_qos,322,318,21.58,0
QOS-DNS_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.59,index,valid,synthetic_qos,249,248,44.76,0
QOS-DNS_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,61.82,index,valid,synthetic_qos,343,335,29.83,0
