weather_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,latitude,longitude,population_est,coverage_pct
GEO-WEATHER_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,76.97,index,valid,synthetic_geo,9.18,105.15,150000,87.86
GEO-WEATHER_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,76.34,index,valid,synthetic_geo,9.18,105.15,150000,85.55
GEO-WEATHER_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,69.94,index,valid,synthetic_geo,9.18,105.15,150000,98.28
GEO-WEATHER_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,25.71,index,valid,synthetic_geo,9.18,105.15,150000,94.8
GEO-WEATHER_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,47.0,index,valid,synthetic_geo,9.18,105.15,150000,98.88
GEO-WEATHER_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.58,index,valid,synthetic_geo,9.18,105.15,150000,85.55
GEO-WEATHER_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,79.45,index,valid,synthetic_geo,9.18,105.15,150000,92.38
GEO-WEATHER_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.99,index,valid,synthetic_geo,9.18,105.15,150000,93.92
GEO-WEATHER_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,79.76,index,valid,synthetic_geo,9.18,105.15,150000,85.59
GEO-WEATHER_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,25.42,index,valid,synthetic_geo,9.18,105.15,150000,90.24
GEO-WEATHER_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,32.35,index,valid,synthetic_geo,9.18,105.15,150000,92.71
GEO-WEATHER_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,66.95,index,valid,synthetic_geo,9.18,105.15,150000,93.73
GEO-WEATHER_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,58.8,index,valid,synthetic_geo,9.18,105.15,150000,98.68
GEO-WEATHER_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,62.01,index,valid,synthetic_geo,9.18,105.15,150000,88.98
GEO-WEATHER_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,15.21,index,valid,synthetic_geo,9.18,105.15,150000,93.01
GEO-WEATHER_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,32.94,index,valid,synthetic_geo,9.18,105.15,150000,93.16
GEO-WEATHER_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,62.05,index,valid,synthetic_geo,9.18,105.15,150000,94.93
GEO-WEATHER_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,28.11,index,valid,synthetic_geo,9.18,105.15,150000,89.75
GEO-WEATHER_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,22.3,index,valid,synthetic_geo,9.18,105.15,150000,93.11
GEO-WEATHER_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,30.89,index,valid,synthetic_geo,9.18,105.15,150000,86.35
GEO-WEATHER_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,67.21,index,valid,synthetic_geo,9.18,105.15,150000,90.45
GEO-WEATHER_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,54.5,index,valid,synthetic_geo,9.18,105.15,150000,96.64
GEO-WEATHER_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,75.37,index,valid,synthetic_geo,9.18,105.15,150000,97.82
GEO-WEATHER_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,34.7,index,valid,synthetic_geo,9.18,105.15,150000,87.45
GEO-WEATHER_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,26.82,index,valid,synthetic_geo,9.18,105.15,150000,90.6
GEO-WEATHER_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,30.7,index,valid,synthetic_geo,9.18,105.15,150000,98.44
GEO-WEATHER_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.27,index,valid,synthetic_geo,9.18,105.15,150000,88.86
GEO-WEATHER_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,57.38,index,valid,synthetic_geo,9.18,105.15,150000,85.25
GEO-WEATHER_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,66.27,index,valid,synthetic_geo,9.18,105.15,150000,98.63
GEO-WEATHER_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,58.52,index,valid,synthetic_geo,9.18,105.15,150000,87.36
GEO-WEATHER_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,36.04,index,valid,synthetic_geo,9.18,105.15,150000,96.88
GEO-WEATHER_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,70.41,index,valid,synthetic_geo,9.18,105.15,150000,85.35
GEO-WEATHER_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.94,index,valid,synthetic_geo,9.18,105.15,150000,85.84
GEO-WEATHER_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,22.84,index,valid,synthetic_geo,9.18,105.15,150000,94.84
GEO-WEATHER_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,27.43,index,valid,synthetic_geo,9.18,105.15,150000,87.07
GEO-WEATHER_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,82.4,index,valid,synthetic_geo,9.18,105.15,150000,89.77
GEO-WEATHER_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,43.76,index,valid,synthetic_geo,9.18,105.15,150000,94.84
GEO-WEATHER_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,39.42,index,valid,synthetic_geo,9.18,105.15,150000,85.52
GEO-WEATHER_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,76.81,index,valid,synthetic_geo,9.18,105.15,150000,93.53
GEO-WEATHER_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,82.0,index,valid,synthetic_geo,9.18,105.15,150000,91.8
GEO-WEATHER_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,41.87,index,valid,synthetic_geo,9.18,105.15,150000,98.61
GEO-WEATHER_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,60.12,index,valid,synthetic_geo,9.18,105.15,150000,97.97
GEO-WEATHER_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,83.88,index,valid,synthetic_geo,9.18,105.15,150000,94.29
GEO-WEATHER_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,44.0,index,valid,synthetic_geo,9.18,105.15,150000,96.8
GEO-WEATHER_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,27.34,index,valid,synthetic_geo,9.18,105.15,150000,89.67
GEO-WEATHER_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,23.17,index,valid,synthetic_geo,9.18,105.15,150000,93.04
GEO-WEATHER_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,81.07,index,valid,synthetic_geo,9.18,105.15,150000,88.0
GEO-WEATHER_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,56.6,index,valid,synthetic_geo,9.18,105.15,150000,88.44
GEO-WEATHER_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,78.47,index,valid,synthetic_geo,9.18,105.15,150000,97.0
GEO-WEATHER_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,43.56,index,valid,synthetic_geo,9.18,105.15,150000,88.85
GEO-WEATHER_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,64.64,index,valid,synthetic_geo,9.18,105.15,150000,94.22
GEO-WEATHER_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.56,index,valid,synthetic_geo,9.18,105.15,150000,93.12
GEO-WEATHER_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,64.54,index,valid,synthetic_geo,9.18,105.15,150000,86.77
GEO-WEATHER_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,23.19,index,valid,synthetic_geo,9.18,105.15,150000,96.32
GEO-WEATHER_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,53.66,index,valid,synthetic_geo,9.18,105.15,150000,90.77
GEO-WEATHER_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,29.39,index,valid,synthetic_geo,9.18,105.15,150000,89.78
GEO-WEATHER_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,59.77,index,valid,synthetic_geo,9.18,105.15,150000,85.76
GEO-WEATHER_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.16,index,valid,synthetic_geo,9.18,105.15,150000,88.17
GEO-WEATHER_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,74.07,index,valid,synthetic_geo,9.18,105.15,150000,86.57
GEO-WEATHER_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,20.47,index,valid,synthetic_geo,9.18,105.15,150000,86.74
GEO-WEATHER_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,29.83,index,valid,synthetic_geo,9.18,105.15,150000,90.27
GEO-WEATHER_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,65.53,index,valid,synthetic_geo,20.25,105.97,175000,98.46
GEO-WEATHER_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,59.3,index,valid,synthetic_geo,20.25,105.97,175000,92.21
GEO-WEATHER_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,18.8,index,valid,synthetic_geo,20.25,105.97,175000,93.13
GEO-WEATHER_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,16.31,index,valid,synthetic_geo,20.25,105.97,175000,86.19
GEO-WEATHER_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,42.88,index,valid,synthetic_geo,20.25,105.97,175000,85.93
GEO-WEATHER_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,45.9,index,valid,synthetic_geo,20.25,105.97,175000,87.17
GEO-WEATHER_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,59.07,index,valid,synthetic_geo,20.25,105.97,175000,97.58
GEO-WEATHER_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,56.42,index,valid,synthetic_geo,20.25,105.97,175000,90.45
GEO-WEATHER_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,47.6,index,valid,synthetic_geo,20.25,105.97,175000,87.14
GEO-WEATHER_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,25.18,index,valid,synthetic_geo,20.25,105.97,175000,98.69
GEO-WEATHER_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,50.61,index,valid,synthetic_geo,20.25,105.97,175000,94.35
GEO-WEATHER_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,72.39,index,valid,synthetic_geo,20.25,105.97,175000,89.96
GEO-WEATHER_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,45.49,index,valid,synthetic_geo,20.25,105.97,175000,98.86
GEO-WEATHER_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,70.94,index,valid,synthetic_geo,20.25,105.97,175000,94.06
GEO-WEATHER_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,18.88,index,valid,synthetic_geo,20.25,105.97,175000,96.48
GEO-WEATHER_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,83.2,index,valid,synthetic_geo,20.25,105.97,175000,97.66
GEO-WEATHER_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,66.34,index,valid,synthetic_geo,20.25,105.97,175000,90.85
GEO-WEATHER_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,50.38,index,valid,synthetic_geo,20.25,105.97,175000,89.77
GEO-WEATHER_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,59.49,index,valid,synthetic_geo,20.25,105.97,175000,91.44
GEO-WEATHER_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,70.66,index,valid,synthetic_geo,20.25,105.97,175000,94.49
GEO-WEATHER_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,60.12,index,valid,synthetic_geo,20.25,105.97,175000,98.46
GEO-WEATHER_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.62,index,valid,synthetic_geo,20.25,105.97,175000,98.94
GEO-WEATHER_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,17.97,index,valid,synthetic_geo,20.25,105.97,175000,85.66
GEO-WEATHER_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,39.13,index,valid,synthetic_geo,20.25,105.97,175000,91.36
GEO-WEATHER_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,16.29,index,valid,synthetic_geo,20.25,105.97,175000,93.16
GEO-WEATHER_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,79.17,index,valid,synthetic_geo,20.25,105.97,175000,93.95
GEO-WEATHER_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,75.09,index,valid,synthetic_geo,20.25,105.97,175000,87.61
GEO-WEATHER_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,57.78,index,valid,synthetic_geo,20.25,105.97,175000,94.25
GEO-WEATHER_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,37.22,index,valid,synthetic_geo,20.25,105.97,175000,89.7
GEO-WEATHER_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,57.17,index,valid,synthetic_geo,20.25,105.97,175000,90.23
GEO-WEATHER_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,75.58,index,valid,synthetic_geo,20.25,105.97,175000,95.78
GEO-WEATHER_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,26.11,index,valid,synthetic_geo,20.25,105.97,175000,91.76
GEO-WEATHER_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,29.75,index,valid,synthetic_geo,20.25,105.97,175000,94.71
GEO-WEATHER_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,45.15,index,valid,synthetic_geo,20.25,105.97,175000,87.59
GEO-WEATHER_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,66.72,index,valid,synthetic_geo,20.25,105.97,175000,90.96
GEO-WEATHER_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,44.21,index,valid,synthetic_geo,20.25,105.97,175000,92.55
GEO-WEATHER_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,23.1,index,valid,synthetic_geo,20.25,105.97,175000,88.35
GEO-WEATHER_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,31.09,index,valid,synthetic_geo,20.25,105.97,175000,87.36
GEO-WEATHER_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,79.24,index,valid,synthetic_geo,20.25,105.97,175000,94.35
GEO-WEATHER_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,15.44,index,valid,synthetic_geo,20.25,105.97,175000,90.26
GEO-WEATHER_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,68.38,index,valid,synthetic_geo,20.25,105.97,175000,92.63
GEO-WEATHER_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,52.46,index,valid,synthetic_geo,20.25,105.97,175000,96.44
GEO-WEATHER_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,66.67,index,valid,synthetic_geo,20.25,105.97,175000,91.59
GEO-WEATHER_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,19.6,index,valid,synthetic_geo,20.25,105.97,175000,98.11
GEO-WEATHER_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,81.67,index,valid,synthetic_geo,20.25,105.97,175000,93.58
GEO-WEATHER_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,81.19,index,valid,synthetic_geo,20.25,105.97,175000,90.26
GEO-WEATHER_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,24.46,index,valid,synthetic_geo,20.25,105.97,175000,94.18
GEO-WEATHER_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,18.25,index,valid,synthetic_geo,20.25,105.97,175000,96.62
GEO-WEATHER_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,84.28,index,valid,synthetic_geo,20.25,105.97,175000,96.09
GEO-WEATHER_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,58.7,index,valid,synthetic_geo,20.25,105.97,175000,86.14
GEO-WEATHER_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,52.29,index,valid,synthetic_geo,20.25,105.97,175000,86.12
GEO-WEATHER_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,27.11,index,valid,synthetic_geo,20.25,105.97,175000,97.31
GEO-WEATHER_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,83.93,index,valid,synthetic_geo,20.25,105.97,175000,92.68
GEO-WEATHER_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,71.61,index,valid,synthetic_geo,20.25,105.97,175000,97.48
GEO-WEATHER_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,42.69,index,valid,synthetic_geo,20.25,105.97,175000,88.78
GEO-WEATHER_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,78.34,index,valid,synthetic_geo,20.25,105.97,175000,87.4
GEO-WEATHER_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,67.15,index,valid,synthetic_geo,20.25,105.97,175000,92.55
GEO-WEATHER_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,27.09,index,valid,synthetic_geo,20.25,105.97,175000,85.14
GEO-WEATHER_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,36.81,index,valid,synthetic_geo,20.25,105.97,175000,88.6
GEO-WEATHER_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,55.61,index,valid,synthetic_geo,20.25,105.97,175000,85.44
GEO-WEATHER_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,78.34,index,valid,synthetic_geo,20.25,105.97,175000,85.22
GEO-WEATHER_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,41.45,index,valid,synthetic_geo,20.25,105.97,175000,89.02
GEO-WEATHER_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,21.82,index,valid,synthetic_geo,20.25,105.97,175000,96.47
GEO-WEATHER_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,45.05,index,valid,synthetic_geo,20.25,105.97,175000,92.65
GEO-WEATHER_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,61.58,index,valid,synthetic_geo,20.25,105.97,175000,86.2
GEO-WEATHER_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,70.51,index,valid,synthetic_geo,20.25,105.97,175000,91.67
GEO-WEATHER_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,60.03,index,valid,synthetic_geo,20.25,105.97,175000,91.16
GEO-WEATHER_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,38.26,index,valid,synthetic_geo,20.25,105.97,175000,92.56
GEO-WEATHER_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,28.6,index,valid,synthetic_geo,20.25,105.97,175000,90.71
GEO-WEATHER_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,55.79,index,valid,synthetic_geo,20.25,105.97,175000,94.12
GEO-WEATHER_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,73.28,index,valid,synthetic_geo,20.25,105.97,175000,93.63
GEO-WEATHER_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,45.01,index,valid,synthetic_geo,20.25,105.97,175000,91.37
GEO-WEATHER_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,26.93,index,valid,synthetic_geo,10.82,106.63,200000,91.26
GEO-WEATHER_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,42.24,index,valid,synthetic_geo,10.82,106.63,200000,96.81
GEO-WEATHER_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,47.28,index,valid,synthetic_geo,10.82,106.63,200000,86.76
GEO-WEATHER_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,20.28,index,valid,synthetic_geo,10.82,106.63,200000,89.25
GEO-WEATHER_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,53.0,index,valid,synthetic_geo,10.82,106.63,200000,96.91
GEO-WEATHER_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,41.19,index,valid,synthetic_geo,10.82,106.63,200000,91.66
GEO-WEATHER_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,37.09,index,valid,synthetic_geo,10.82,106.63,200000,96.73
GEO-WEATHER_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,25.49,index,valid,synthetic_geo,10.82,106.63,200000,86.46
GEO-WEATHER_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,37.33,index,valid,synthetic_geo,10.82,106.63,200000,85.05
GEO-WEATHER_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,32.16,index,valid,synthetic_geo,10.82,106.63,200000,87.01
GEO-WEATHER_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,38.22,index,valid,synthetic_geo,10.82,106.63,200000,85.2
GEO-WEATHER_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,46.95,index,valid,synthetic_geo,10.82,106.63,200000,93.38
GEO-WEATHER_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,79.02,index,valid,synthetic_geo,10.82,106.63,200000,86.94
GEO-WEATHER_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,25.31,index,valid,synthetic_geo,10.82,106.63,200000,98.33
GEO-WEATHER_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,81.04,index,valid,synthetic_geo,10.82,106.63,200000,97.26
GEO-WEATHER_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,80.37,index,valid,synthetic_geo,10.82,106.63,200000,95.12
GEO-WEATHER_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,61.31,index,valid,synthetic_geo,10.82,106.63,200000,91.46
GEO-WEATHER_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,67.76,index,valid,synthetic_geo,10.82,106.63,200000,95.36
GEO-WEATHER_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.02,index,valid,synthetic_geo,10.82,106.63,200000,96.2
GEO-WEATHER_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,55.93,index,valid,synthetic_geo,10.82,106.63,200000,91.18
GEO-WEATHER_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.76,index,valid,synthetic_geo,10.82,106.63,200000,90.55
GEO-WEATHER_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,71.76,index,valid,synthetic_geo,10.82,106.63,200000,91.6
GEO-WEATHER_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,42.78,index,valid,synthetic_geo,10.82,106.63,200000,90.12
