rainfall_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,latitude,longitude,population_est,coverage_pct
GEO-RAINFALL_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,83.7,index,valid,synthetic_geo,9.18,105.15,150000,85.77
GEO-RAINFALL_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,23.56,index,valid,synthetic_geo,9.18,105.15,150000,98.13
GEO-RAINFALL_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,29.14,index,valid,synthetic_geo,9.18,105.15,150000,93.84
GEO-RAINFALL_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,53.23,index,valid,synthetic_geo,9.18,105.15,150000,96.94
GEO-RAINFALL_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,26.88,index,valid,synthetic_geo,9.18,105.15,150000,88.42
GEO-RAINFALL_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,28.3,index,valid,synthetic_geo,9.18,105.15,150000,88.51
GEO-RAINFALL_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,75.6,index,valid,synthetic_geo,9.18,105.15,150000,91.43
GEO-RAINFALL_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,36.68,index,valid,synthetic_geo,9.18,105.15,150000,86.7
GEO-RAINFALL_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,53.46,index,valid,synthetic_geo,9.18,105.15,150000,98.86
GEO-RAINFALL_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,52.48,index,valid,synthetic_geo,9.18,105.15,150000,96.52
GEO-RAINFALL_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,35.59,index,valid,synthetic_geo,9.18,105.15,150000,98.74
GEO-RAINFALL_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,29.98,index,valid,synthetic_geo,9.18,105.15,150000,95.55
GEO-RAINFALL_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,57.92,index,valid,synthetic_geo,9.18,105.15,150000,87.87
GEO-RAINFALL_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,69.76,index,valid,synthetic_geo,9.18,105.15,150000,90.28
GEO-RAINFALL_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,65.75,index,valid,synthetic_geo,9.18,105.15,150000,89.23
GEO-RAINFALL_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,31.4,index,valid,synthetic_geo,9.18,105.15,150000,98.18
GEO-RAINFALL_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,35.87,index,valid,synthetic_geo,9.18,105.15,150000,95.99
GEO-RAINFALL_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,25.33,index,valid,synthetic_geo,9.18,105.15,150000,93.76
GEO-RAINFALL_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,43.09,index,valid,synthetic_geo,9.18,105.15,150000,97.03
GEO-RAINFALL_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,66.02,index,valid,synthetic_geo,9.18,105.15,150000,98.21
GEO-RAINFALL_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,40.17,index,valid,synthetic_geo,9.18,105.15,150000,86.94
GEO-RAINFALL_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,78.7,index,valid,synthetic_geo,9.18,105.15,150000,96.93
GEO-RAINFALL_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,34.16,index,valid,synthetic_geo,9.18,105.15,150000,96.42
GEO-RAINFALL_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,21.63,index,valid,synthetic_geo,9.18,105.15,150000,85.1
GEO-RAINFALL_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,79.1,index,valid,synthetic_geo,9.18,105.15,150000,90.15
GEO-RAINFALL_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,19.26,index,valid,synthetic_geo,9.18,105.15,150000,88.99
GEO-RAINFALL_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,35.5,index,valid,synthetic_geo,9.18,105.15,150000,85.0
GEO-RAINFALL_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,30.63,index,valid,synthetic_geo,9.18,105.15,150000,96.19
GEO-RAINFALL_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.28,index,valid,synthetic_geo,9.18,105.15,150000,87.92
GEO-RAINFALL_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,16.43,index,valid,synthetic_geo,9.18,105.15,150000,93.81
GEO-RAINFALL_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,25.1,index,valid,synthetic_geo,9.18,105.15,150000,98.75
GEO-RAINFALL_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,77.19,index,valid,synthetic_geo,9.18,105.15,150000,85.22
GEO-RAINFALL_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,82.86,index,valid,synthetic_geo,9.18,105.15,150000,85.16
GEO-RAINFALL_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,26.04,index,valid,synthetic_geo,9.18,105.15,150000,89.53
GEO-RAINFALL_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,19.25,index,valid,synthetic_geo,9.18,105.15,150000,87.34
GEO-RAINFALL_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,84.94,index,valid,synthetic_geo,9.18,105.15,150000,94.12
GEO-RAINFALL_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,39.13,index,valid,synthetic_geo,9.18,105.15,150000,97.17
GEO-RAINFALL_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,45.32,index,valid,synthetic_geo,9.18,105.15,150000,88.83
GEO-RAINFALL_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,26.46,index,valid,synthetic_geo,9.18,105.15,150000,86.25
GEO-RAINFALL_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,65.59,index,valid,synthetic_geo,9.18,105.15,150000,91.4
GEO-RAINFALL_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,78.91,index,valid,synthetic_geo,9.18,105.15,150000,96.45
GEO-RAINFALL_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,66.91,index,valid,synthetic_geo,9.18,105.15,150000,95.02
GEO-RAINFALL_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,46.84,index,valid,synthetic_geo,9.18,105.15,150000,90.16
GEO-RAINFALL_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,76.8,index,valid,synthetic_geo,9.18,105.15,150000,97.41
GEO-RAINFALL_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,74.66,index,valid,synthetic_geo,9.18,105.15,150000,95.04
GEO-RAINFALL_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,70.95,index,valid,synthetic_geo,9.18,105.15,150000,86.69
GEO-RAINFALL_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,17.5,index,valid,synthetic_geo,9.18,105.15,150000,90.8
GEO-RAINFALL_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,73.12,index,valid,synthetic_geo,9.18,105.15,150000,98.51
GEO-RAINFALL_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,68.91,index,valid,synthetic_geo,9.18,105.15,150000,85.85
GEO-RAINFALL_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,81.49,index,valid,synthetic_geo,9.18,105.15,150000,87.78
GEO-RAINFALL_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,58.21,index,valid,synthetic_geo,9.18,105.15,150000,91.5
GEO-RAINFALL_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,25.22,index,valid,synthetic_geo,9.18,105.15,150000,85.86
GEO-RAINFALL_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,20.95,index,valid,synthetic_geo,9.18,105.15,150000,94.03
GEO-RAINFALL_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,61.05,index,valid,synthetic_geo,9.18,105.15,150000,98.19
GEO-RAINFALL_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,17.53,index,valid,synthetic_geo,9.18,105.15,150000,93.83
GEO-RAINFALL_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,35.15,index,valid,synthetic_geo,9.18,105.15,150000,97.18
GEO-RAINFALL_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,28.79,index,valid,synthetic_geo,9.18,105.15,150000,96.72
GEO-RAINFALL_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,40.86,index,valid,synthetic_geo,9.18,105.15,150000,92.98
GEO-RAINFALL_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,77.31,index,valid,synthetic_geo,9.18,105.15,150000,86.05
GEO-RAINFALL_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,55.84,index,valid,synthetic_geo,9.18,105.15,150000,86.34
GEO-RAINFALL_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,79.67,index,valid,synthetic_geo,9.18,105.15,150000,89.56
GEO-RAINFALL_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,35.88,index,valid,synthetic_geo,9.18,105.15,150000,95.87
GEO-RAINFALL_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,53.15,index,valid,synthetic_geo,9.18,105.15,150000,88.87
GEO-RAINFALL_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,58.89,index,valid,synthetic_geo,20.25,105.97,175000,95.36
GEO-RAINFALL_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,65.81,index,valid,synthetic_geo,20.25,105.97,175000,95.67
GEO-RAINFALL_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,38.52,index,valid,synthetic_geo,20.25,105.97,175000,97.57
GEO-RAINFALL_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,79.38,index,valid,synthetic_geo,20.25,105.97,175000,91.56
GEO-RAINFALL_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,77.4,index,valid,synthetic_geo,20.25,105.97,175000,90.07
GEO-RAINFALL_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,66.74,index,valid,synthetic_geo,20.25,105.97,175000,89.99
GEO-RAINFALL_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,18.95,index,valid,synthetic_geo,20.25,105.97,175000,92.24
GEO-RAINFALL_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,53.19,index,valid,synthetic_geo,20.25,105.97,175000,96.1
GEO-RAINFALL_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,42.47,index,valid,synthetic_geo,20.25,105.97,175000,94.53
GEO-RAINFALL_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,78.37,index,valid,synthetic_geo,20.25,105.97,175000,90.87
GEO-RAINFALL_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,58.03,index,valid,synthetic_geo,20.25,105.97,175000,85.11
GEO-RAINFALL_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,55.71,index,valid,synthetic_geo,20.25,105.97,175000,96.91
GEO-RAINFALL_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,46.92,index,valid,synthetic_geo,20.25,105.97,175000,97.29
GEO-RAINFALL_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,47.46,index,valid,synthetic_geo,20.25,105.97,175000,96.21
GEO-RAINFALL_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,68.43,index,valid,synthetic_geo,20.25,105.97,175000,90.14
GEO-RAINFALL_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,72.97,index,valid,synthetic_geo,20.25,105.97,175000,95.72
GEO-RAINFALL_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,33.3,index,valid,synthetic_geo,20.25,105.97,175000,87.63
GEO-RAINFALL_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,36.28,index,valid,synthetic_geo,20.25,105.97,175000,96.65
GEO-RAINFALL_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,50.66,index,valid,synthetic_geo,20.25,105.97,175000,91.85
GEO-RAINFALL_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,21.6,index,valid,synthetic_geo,20.25,105.97,175000,94.05
GEO-RAINFALL_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,41.27,index,valid,synthetic_geo,20.25,105.97,175000,85.25
GEO-RAINFALL_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,37.46,index,valid,synthetic_geo,20.25,105.97,175000,92.09
GEO-RAINFALL_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,45.91,index,valid,synthetic_geo,20.25,105.97,175000,95.81
GEO-RAINFALL_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,77.4,index,valid,synthetic_geo,20.25,105.97,175000,93.96
GEO-RAINFALL_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,51.13,index,valid,synthetic_geo,20.25,105.97,175000,91.74
GEO-RAINFALL_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,15.88,index,valid,synthetic_geo,20.25,105.97,175000,88.18
GEO-RAINFALL_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,37.57,index,valid,synthetic_geo,20.25,105.97,175000,91.31
GEO-RAINFALL_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,35.0,index,valid,synthetic_geo,20.25,105.97,175000,94.7
GEO-RAINFALL_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,29.68,index,valid,synthetic_geo,20.25,105.97,175000,96.84
GEO-RAINFALL_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,74.59,index,valid,synthetic_geo,20.25,105.97,175000,86.55
GEO-RAINFALL_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,84.28,index,valid,synthetic_geo,20.25,105.97,175000,90.77
GEO-RAINFALL_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,29.67,index,valid,synthetic_geo,20.25,105.97,175000,95.43
GEO-RAINFALL_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,80.71,index,valid,synthetic_geo,20.25,105.97,175000,97.73
GEO-RAINFALL_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,78.83,index,valid,synthetic_geo,20.25,105.97,175000,87.1
GEO-RAINFALL_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,20.07,index,valid,synthetic_geo,20.25,105.97,175000,93.08
GEO-RAINFALL_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,65.42,index,valid,synthetic_geo,20.25,105.97,175000,94.13
GEO-RAINFALL_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,24.29,index,valid,synthetic_geo,20.25,105.97,175000,90.02
GEO-RAINFALL_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,16.43,index,valid,synthetic_geo,20.25,105.97,175000,93.57
GEO-RAINFALL_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,47.32,index,valid,synthetic_geo,20.25,105.97,175000,86.43
GEO-RAINFALL_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,84.02,index,valid,synthetic_geo,20.25,105.97,175000,89.9
GEO-RAINFALL_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,53.9,index,valid,synthetic_geo,20.25,105.97,175000,89.04
GEO-RAINFALL_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,64.93,index,valid,synthetic_geo,20.25,105.97,175000,87.86
GEO-RAINFALL_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,26.07,index,valid,synthetic_geo,20.25,105.97,175000,91.51
GEO-RAINFALL_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,43.62,index,valid,synthetic_geo,20.25,105.97,175000,93.13
GEO-RAINFALL_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,67.17,index,valid,synthetic_geo,20.25,105.97,175000,86.1
GEO-RAINFALL_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,65.58,index,valid,synthetic_geo,20.25,105.97,175000,91.62
GEO-RAINFALL_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,39.51,index,valid,synthetic_geo,20.25,105.97,175000,85.2
GEO-RAINFALL_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,28.21,index,valid,synthetic_geo,20.25,105.97,175000,88.43
GEO-RAINFALL_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,17.91,index,valid,synthetic_geo,20.25,105.97,175000,89.92
GEO-RAINFALL_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,61.64,index,valid,synthetic_geo,20.25,105.97,175000,92.49
GEO-RAINFALL_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,83.25,index,valid,synthetic_geo,20.25,105.97,175000,86.25
GEO-RAINFALL_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,44.8,index,valid,synthetic_geo,20.25,105.97,175000,85.19
GEO-RAINFALL_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,66.12,index,valid,synthetic_geo,20.25,105.97,175000,92.99
GEO-RAINFALL_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,57.67,index,valid,synthetic_geo,20.25,105.97,175000,92.19
GEO-RAINFALL_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,35.93,index,valid,synthetic_geo,20.25,105.97,175000,97.43
GEO-RAINFALL_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,75.19,index,valid,synthetic_geo,20.25,105.97,175000,94.01
GEO-RAINFALL_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,53.2,index,valid,synthetic_geo,20.25,105.97,175000,98.1
GEO-RAINFALL_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,63.34,index,valid,synthetic_geo,20.25,105.97,175000,92.41
GEO-RAINFALL_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,20.31,index,valid,synthetic_geo,20.25,105.97,175000,92.14
GEO-RAINFALL_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,59.61,index,valid,synthetic_geo,20.25,105.97,175000,98.9
GEO-RAINFALL_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,72.18,index,valid,synthetic_geo,20.25,105.97,175000,91.35
GEO-RAINFALL_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,59.54,index,valid,synthetic_geo,20.25,105.97,175000,93.11
GEO-RAINFALL_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,28.71,index,valid,synthetic_geo,20.25,105.97,175000,95.23
GEO-RAINFALL_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,49.03,index,valid,synthetic_geo,20.25,105.97,175000,94.63
GEO-RAINFALL_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,69.57,index,valid,synthetic_geo,20.25,105.97,175000,94.11
GEO-RAINFALL_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,60.25,index,valid,synthetic_geo,20.25,105.97,175000,88.54
GEO-RAINFALL_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,35.54,index,valid,synthetic_geo,20.25,105.97,175000,86.02
GEO-RAINFALL_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,34.9,index,valid,synthetic_geo,20.25,105.97,175000,85.18
GEO-RAINFALL_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,59.41,index,valid,synthetic_geo,20.25,105.97,175000,89.96
GEO-RAINFALL_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,33.11,index,valid,synthetic_geo,20.25,105.97,175000,90.46
GEO-RAINFALL_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,21.51,index,valid,synthetic_geo,20.25,105.97,175000,86.96
GEO-RAINFALL_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,41.75,index,valid,synthetic_geo,20.25,105.97,175000,85.84
GEO-RAINFALL_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,62.26,index,valid,synthetic_geo,10.82,106.63,200000,87.42
GEO-RAINFALL_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,81.35,index,valid,synthetic_geo,10.82,106.63,200000,96.27
GEO-RAINFALL_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,60.23,index,valid,synthetic_geo,10.82,106.63,200000,96.77
GEO-RAINFALL_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,61.73,index,valid,synthetic_geo,10.82,106.63,200000,95.57
GEO-RAINFALL_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,52.5,index,valid,synthetic_geo,10.82,106.63,200000,98.97
GEO-RAINFALL_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,40.16,index,valid,synthetic_geo,10.82,106.63,200000,89.9
GEO-RAINFALL_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,75.88,index,valid,synthetic_geo,10.82,106.63,200000,86.61
GEO-RAINFALL_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,44.95,index,valid,synthetic_geo,10.82,106.63,200000,92.14
GEO-RAINFALL_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,70.3,index,valid,synthetic_geo,10.82,106.63,200000,87.44
GEO-RAINFALL_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,83.17,index,valid,synthetic_geo,10.82,106.63,200000,91.27
GEO-RAINFALL_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,51.89,index,valid,synthetic_geo,10.82,106.63,200000,86.62
GEO-RAINFALL_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,73.58,index,valid,synthetic_geo,10.82,106.63,200000,94.98
GEO-RAINFALL_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,41.23,index,valid,synthetic_geo,10.82,106.63,200000,86.7
GEO-RAINFALL_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,58.0,index,valid,synthetic_geo,10.82,106.63,200000,96.59
GEO-RAINFALL_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,39.62,index,valid,synthetic_geo,10.82,106.63,200000,93.76
GEO-RAINFALL_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,63.29,index,valid,synthetic_geo,10.82,106.63,200000,93.29
GEO-RAINFALL_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,25.43,index,valid,synthetic_geo,10.82,106.63,200000,87.0
GEO-RAINFALL_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,72.84,index,valid,synthetic_geo,10.82,106.63,200000,95.01
GEO-RAINFALL_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,27.04,index,valid,synthetic_geo,10.82,106.63,200000,87.9
