temperature_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,latitude,longitude,population_est,coverage_pct
GEO-TEMPERATURE_HOURLY-02-06,LOC003,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,42.33,index,valid,synthetic_geo,9.18,105.15,150000,97.09
GEO-TEMPERATURE_HOURLY-02-07,LOC003,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,50.99,index,valid,synthetic_geo,9.18,105.15,150000,88.11
GEO-TEMPERATURE_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,28.76,index,valid,synthetic_geo,9.18,105.15,150000,90.52
GEO-TEMPERATURE_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,50.32,index,valid,synthetic_geo,9.18,105.15,150000,88.37
GEO-TEMPERATURE_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,76.14,index,valid,synthetic_geo,9.18,105.15,150000,85.02
GEO-TEMPERATURE_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,84.87,index,valid,synthetic_geo,9.18,105.15,150000,85.23
GEO-TEMPERATURE_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,40.79,index,valid,synthetic_geo,9.18,105.15,150000,98.08
GEO-TEMPERATURE_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,63.67,index,valid,synthetic_geo,9.18,105.15,150000,86.06
GEO-TEMPERATURE_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,26.94,index,valid,synthetic_geo,9.18,105.15,150000,94.4
GEO-TEMPERATURE_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,17.32,index,valid,synthetic_geo,9.18,105.15,150000,85.23
GEO-TEMPERATURE_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,17.48,index,valid,synthetic_geo,9.18,105.15,150000,92.6
GEO-TEMPERATURE_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,79.31,index,valid,synthetic_geo,9.18,105.15,150000,89.5
GEO-TEMPERATURE_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,39.13,index,valid,synthetic_geo,9.18,105.15,150000,86.67
GEO-TEMPERATURE_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,36.25,index,valid,synthetic_geo,9.18,105.15,150000,90.91
GEO-TEMPERATURE_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,80.48,index,valid,synthetic_geo,9.18,105.15,150000,97.14
GEO-TEMPERATURE_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,33.43,index,valid,synthetic_geo,9.18,105.15,150000,91.2
GEO-TEMPERATURE_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,75.45,index,valid,synthetic_geo,9.18,105.15,150000,85.99
GEO-TEMPERATURE_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,60.84,index,valid,synthetic_geo,9.18,105.15,150000,94.7
GEO-TEMPERATURE_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,72.93,index,valid,synthetic_geo,9.18,105.15,150000,91.34
GEO-TEMPERATURE_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,40.76,index,valid,synthetic_geo,9.18,105.15,150000,93.24
GEO-TEMPERATURE_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,28.05,index,valid,synthetic_geo,9.18,105.15,150000,92.77
GEO-TEMPERATURE_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.14,index,valid,synthetic_geo,9.18,105.15,150000,94.85
GEO-TEMPERATURE_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,32.31,index,valid,synthetic_geo,9.18,105.15,150000,94.73
GEO-TEMPERATURE_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,59.97,index,valid,synthetic_geo,9.18,105.15,150000,86.4
GEO-TEMPERATURE_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,27.25,index,valid,synthetic_geo,9.18,105.15,150000,88.94
GEO-TEMPERATURE_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,28.42,index,valid,synthetic_geo,9.18,105.15,150000,94.45
GEO-TEMPERATURE_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,24.15,index,valid,synthetic_geo,9.18,105.15,150000,95.37
GEO-TEMPERATURE_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,55.09,index,valid,synthetic_geo,9.18,105.15,150000,91.08
GEO-TEMPERATURE_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,29.27,index,valid,synthetic_geo,9.18,105.15,150000,87.29
GEO-TEMPERATURE_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,62.16,index,valid,synthetic_geo,9.18,105.15,150000,86.9
GEO-TEMPERATURE_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,84.99,index,valid,synthetic_geo,9.18,105.15,150000,93.97
GEO-TEMPERATURE_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,15.34,index,valid,synthetic_geo,9.18,105.15,150000,94.61
GEO-TEMPERATURE_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,49.9,index,valid,synthetic_geo,9.18,105.15,150000,96.61
GEO-TEMPERATURE_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,70.97,index,valid,synthetic_geo,9.18,105.15,150000,86.51
GEO-TEMPERATURE_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,18.09,index,valid,synthetic_geo,9.18,105.15,150000,93.09
GEO-TEMPERATURE_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,17.08,index,valid,synthetic_geo,9.18,105.15,150000,93.4
GEO-TEMPERATURE_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,39.36,index,valid,synthetic_geo,9.18,105.15,150000,86.74
GEO-TEMPERATURE_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,31.16,index,valid,synthetic_geo,9.18,105.15,150000,97.36
GEO-TEMPERATURE_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,23.72,index,valid,synthetic_geo,9.18,105.15,150000,92.14
GEO-TEMPERATURE_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,41.8,index,valid,synthetic_geo,9.18,105.15,150000,90.73
GEO-TEMPERATURE_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,46.72,index,valid,synthetic_geo,9.18,105.15,150000,87.49
GEO-TEMPERATURE_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,23.53,index,valid,synthetic_geo,9.18,105.15,150000,88.75
GEO-TEMPERATURE_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,52.41,index,valid,synthetic_geo,9.18,105.15,150000,87.72
GEO-TEMPERATURE_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,55.07,index,valid,synthetic_geo,9.18,105.15,150000,88.22
GEO-TEMPERATURE_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,25.67,index,valid,synthetic_geo,9.18,105.15,150000,85.38
GEO-TEMPERATURE_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,53.58,index,valid,synthetic_geo,9.18,105.15,150000,91.59
GEO-TEMPERATURE_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,49.4,index,valid,synthetic_geo,9.18,105.15,150000,98.31
GEO-TEMPERATURE_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,36.4,index,valid,synthetic_geo,9.18,105.15,150000,88.46
GEO-TEMPERATURE_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,84.79,index,valid,synthetic_geo,9.18,105.15,150000,88.95
GEO-TEMPERATURE_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,56.22,index,valid,synthetic_geo,9.18,105.15,150000,89.74
GEO-TEMPERATURE_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,24.17,index,valid,synthetic_geo,9.18,105.15,150000,97.7
GEO-TEMPERATURE_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,47.05,index,valid,synthetic_geo,9.18,105.15,150000,97.34
GEO-TEMPERATURE_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,39.95,index,valid,synthetic_geo,9.18,105.15,150000,97.33
GEO-TEMPERATURE_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,54.42,index,valid,synthetic_geo,9.18,105.15,150000,93.66
GEO-TEMPERATURE_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,76.47,index,valid,synthetic_geo,9.18,105.15,150000,93.54
GEO-TEMPERATURE_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,71.88,index,valid,synthetic_geo,9.18,105.15,150000,88.97
GEO-TEMPERATURE_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,80.22,index,valid,synthetic_geo,9.18,105.15,150000,85.54
GEO-TEMPERATURE_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,35.51,index,valid,synthetic_geo,9.18,105.15,150000,93.6
GEO-TEMPERATURE_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,82.66,index,valid,synthetic_geo,9.18,105.15,150000,89.3
GEO-TEMPERATURE_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,80.5,index,valid,synthetic_geo,9.18,105.15,150000,97.77
GEO-TEMPERATURE_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,65.14,index,valid,synthetic_geo,9.18,105.15,150000,91.12
GEO-TEMPERATURE_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,67.89,index,valid,synthetic_geo,9.18,105.15,150000,86.61
GEO-TEMPERATURE_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,41.65,index,valid,synthetic_geo,9.18,105.15,150000,88.82
GEO-TEMPERATURE_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,70.3,index,valid,synthetic_geo,9.18,105.15,150000,98.06
GEO-TEMPERATURE_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,46.47,index,valid,synthetic_geo,9.18,105.15,150000,97.64
GEO-TEMPERATURE_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,41.82,index,valid,synthetic_geo,9.18,105.15,150000,95.53
GEO-TEMPERATURE_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,30.14,index,valid,synthetic_geo,20.25,105.97,175000,89.3
GEO-TEMPERATURE_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,41.31,index,valid,synthetic_geo,20.25,105.97,175000,89.86
GEO-TEMPERATURE_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,39.06,index,valid,synthetic_geo,20.25,105.97,175000,86.45
GEO-TEMPERATURE_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,57.19,index,valid,synthetic_geo,20.25,105.97,175000,85.06
GEO-TEMPERATURE_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,54.45,index,valid,synthetic_geo,20.25,105.97,175000,98.25
GEO-TEMPERATURE_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,25.16,index,valid,synthetic_geo,20.25,105.97,175000,86.24
GEO-TEMPERATURE_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,44.82,index,valid,synthetic_geo,20.25,105.97,175000,87.52
GEO-TEMPERATURE_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,65.43,index,valid,synthetic_geo,20.25,105.97,175000,88.13
GEO-TEMPERATURE_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,83.77,index,valid,synthetic_geo,20.25,105.97,175000,86.5
GEO-TEMPERATURE_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,27.76,index,valid,synthetic_geo,20.25,105.97,175000,93.04
GEO-TEMPERATURE_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,16.69,index,valid,synthetic_geo,20.25,105.97,175000,93.38
GEO-TEMPERATURE_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,18.57,index,valid,synthetic_geo,20.25,105.97,175000,87.86
GEO-TEMPERATURE_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,84.66,index,valid,synthetic_geo,20.25,105.97,175000,93.82
GEO-TEMPERATURE_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,51.76,index,valid,synthetic_geo,20.25,105.97,175000,98.51
GEO-TEMPERATURE_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,20.72,index,valid,synthetic_geo,20.25,105.97,175000,96.62
GEO-TEMPERATURE_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,63.67,index,valid,synthetic_geo,20.25,105.97,175000,90.64
GEO-TEMPERATURE_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,68.57,index,valid,synthetic_geo,20.25,105.97,175000,86.46
GEO-TEMPERATURE_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,50.26,index,valid,synthetic_geo,20.25,105.97,175000,92.46
GEO-TEMPERATURE_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,51.06,index,valid,synthetic_geo,20.25,105.97,175000,87.86
GEO-TEMPERATURE_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,29.54,index,valid,synthetic_geo,20.25,105.97,175000,88.89
GEO-TEMPERATURE_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,52.88,index,valid,synthetic_geo,20.25,105.97,175000,93.92
GEO-TEMPERATURE_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.18,index,valid,synthetic_geo,20.25,105.97,175000,94.16
GEO-TEMPERATURE_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,43.3,index,valid,synthetic_geo,20.25,105.97,175000,97.49
GEO-TEMPERATURE_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,70.67,index,valid,synthetic_geo,20.25,105.97,175000,89.44
GEO-TEMPERATURE_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,39.4,index,valid,synthetic_geo,20.25,105.97,175000,89.03
GEO-TEMPERATURE_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,28.75,index,valid,synthetic_geo,20.25,105.97,175000,91.2
GEO-TEMPERATURE_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,84.69,index,valid,synthetic_geo,20.25,105.97,175000,94.42
GEO-TEMPERATURE_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,65.22,index,valid,synthetic_geo,20.25,105.97,175000,90.65
GEO-TEMPERATURE_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,33.75,index,valid,synthetic_geo,20.25,105.97,175000,86.86
GEO-TEMPERATURE_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,58.11,index,valid,synthetic_geo,20.25,105.97,175000,92.11
GEO-TEMPERATURE_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,63.68,index,valid,synthetic_geo,20.25,105.97,175000,89.46
GEO-TEMPERATURE_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,30.42,index,valid,synthetic_geo,20.25,105.97,175000,94.05
GEO-TEMPERATURE_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,42.81,index,valid,synthetic_geo,20.25,105.97,175000,92.5
GEO-TEMPERATURE_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,63.75,index,valid,synthetic_geo,20.25,105.97,175000,87.51
GEO-TEMPERATURE_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,22.27,index,valid,synthetic_geo,20.25,105.97,175000,89.45
GEO-TEMPERATURE_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,25.59,index,valid,synthetic_geo,20.25,105.97,175000,90.81
GEO-TEMPERATURE_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,63.57,index,valid,synthetic_geo,20.25,105.97,175000,96.53
GEO-TEMPERATURE_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,75.5,index,valid,synthetic_geo,20.25,105.97,175000,95.25
GEO-TEMPERATURE_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,24.16,index,valid,synthetic_geo,20.25,105.97,175000,97.85
GEO-TEMPERATURE_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,30.93,index,valid,synthetic_geo,20.25,105.97,175000,89.19
GEO-TEMPERATURE_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,81.03,index,valid,synthetic_geo,20.25,105.97,175000,89.4
GEO-TEMPERATURE_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,41.65,index,valid,synthetic_geo,20.25,105.97,175000,98.86
GEO-TEMPERATURE_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,49.52,index,valid,synthetic_geo,20.25,105.97,175000,88.8
GEO-TEMPERATURE_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,57.32,index,valid,synthetic_geo,20.25,105.97,175000,98.12
GEO-TEMPERATURE_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,38.61,index,valid,synthetic_geo,20.25,105.97,175000,92.48
GEO-TEMPERATURE_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,75.48,index,valid,synthetic_geo,20.25,105.97,175000,94.97
GEO-TEMPERATURE_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,73.15,index,valid,synthetic_geo,20.25,105.97,175000,88.95
GEO-TEMPERATURE_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,68.99,index,valid,synthetic_geo,20.25,105.97,175000,86.59
GEO-TEMPERATURE_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,57.41,index,valid,synthetic_geo,20.25,105.97,175000,88.34
GEO-TEMPERATURE_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,80.23,index,valid,synthetic_geo,20.25,105.97,175000,85.71
GEO-TEMPERATURE_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,23.93,index,valid,synthetic_geo,20.25,105.97,175000,86.12
GEO-TEMPERATURE_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,66.23,index,valid,synthetic_geo,20.25,105.97,175000,96.34
GEO-TEMPERATURE_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,19.23,index,valid,synthetic_geo,20.25,105.97,175000,98.27
GEO-TEMPERATURE_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,41.59,index,valid,synthetic_geo,20.25,105.97,175000,86.56
GEO-TEMPERATURE_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,47.57,index,valid,synthetic_geo,20.25,105.97,175000,97.36
GEO-TEMPERATURE_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,25.77,index,valid,synthetic_geo,20.25,105.97,175000,90.89
GEO-TEMPERATURE_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,48.03,index,valid,synthetic_geo,20.25,105.97,175000,96.89
GEO-TEMPERATURE_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,57.8,index,valid,synthetic_geo,20.25,105.97,175000,94.2
GEO-TEMPERATURE_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,34.33,index,valid,synthetic_geo,20.25,105.97,175000,88.97
GEO-TEMPERATURE_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,59.1,index,valid,synthetic_geo,20.25,105.97,175000,92.84
GEO-TEMPERATURE_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,59.37,index,valid,synthetic_geo,20.25,105.97,175000,88.72
GEO-TEMPERATURE_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,74.43,index,valid,synthetic_geo,20.25,105.97,175000,91.39
GEO-TEMPERATURE_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,55.34,index,valid,synthetic_geo,20.25,105.97,175000,94.17
GEO-TEMPERATURE_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,55.1,index,valid,synthetic_geo,20.25,105.97,175000,93.44
GEO-TEMPERATURE_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,54.6,index,valid,synthetic_geo,20.25,105.97,175000,95.37
GEO-TEMPERATURE_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,38.22,index,valid,synthetic_geo,20.25,105.97,175000,95.96
GEO-TEMPERATURE_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,51.71,index,valid,synthetic_geo,20.25,105.97,175000,96.93
GEO-TEMPERATURE_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,40.48,index,valid,synthetic_geo,20.25,105.97,175000,96.85
GEO-TEMPERATURE_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,55.86,index,valid,synthetic_geo,20.25,105.97,175000,97.97
GEO-TEMPERATURE_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,23.07,index,valid,synthetic_geo,20.25,105.97,175000,98.42
GEO-TEMPERATURE_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,40.61,index,valid,synthetic_geo,20.25,105.97,175000,88.66
GEO-TEMPERATURE_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,46.3,index,valid,synthetic_geo,20.25,105.97,175000,85.55
GEO-TEMPERATURE_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,24.02,index,valid,synthetic_geo,10.82,106.63,200000,98.06
GEO-TEMPERATURE_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,19.84,index,valid,synthetic_geo,10.82,106.63,200000,94.25
GEO-TEMPERATURE_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,68.69,index,valid,synthetic_geo,10.82,106.63,200000,86.54
GEO-TEMPERATURE_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,38.58,index,valid,synthetic_geo,10.82,106.63,200000,87.96
GEO-TEMPERATURE_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,38.94,index,valid,synthetic_geo,10.82,106.63,200000,88.7
GEO-TEMPERATURE_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,78.45,index,valid,synthetic_geo,10.82,106.63,200000,98.5
GEO-TEMPERATURE_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,68.38,index,valid,synthetic_geo,10.82,106.63,200000,97.61
GEO-TEMPERATURE_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,47.04,index,valid,synthetic_geo,10.82,106.63,200000,95.26
GEO-TEMPERATURE_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,70.41,index,valid,synthetic_geo,10.82,106.63,200000,97.8
GEO-TEMPERATURE_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,53.53,index,valid,synthetic_geo,10.82,106.63,200000,86.33
GEO-TEMPERATURE_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,32.42,index,valid,synthetic_geo,10.82,106.63,200000,87.19
GEO-TEMPERATURE_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,28.95,index,valid,synthetic_geo,10.82,106.63,200000,85.67
GEO-TEMPERATURE_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,56.83,index,valid,synthetic_geo,10.82,106.63,200000,87.44
