microwave_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-MICROWAVE_HOURLY-02-01,ST0301,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,52.84,index,valid,synthetic_transport,1000,48.56,7.39,0.05
TRANSPORT-MICROWAVE_HOURLY-02-02,ST0301,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,77.8,index,valid,synthetic_transport,1000,34.92,2.27,0.05
TRANSPORT-MICROWAVE_HOURLY-02-03,ST0301,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,52.85,index,valid,synthetic_transport,1000,74.1,13.65,0.05
TRANSPORT-MICROWAVE_HOURLY-02-04,ST0301,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,20.59,index,valid,synthetic_transport,1000,48.83,8.53,0.05
TRANSPORT-MICROWAVE_HOURLY-02-05,ST0301,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,21.2,index,valid,synthetic_transport,1000,65.38,9.15,0.05
TRANSPORT-MICROWAVE_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,42.94,index,valid,synthetic_transport,1000,52.0,8.36,0.05
TRANSPORT-MICROWAVE_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,56.62,index,valid,synthetic_transport,1000,35.81,9.39,0.05
TRANSPORT-MICROWAVE_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,50.29,index,valid,synthetic_transport,1000,61.49,14.74,0.05
TRANSPORT-MICROWAVE_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,82.66,index,valid,synthetic_transport,1000,51.53,5.11,0.05
TRANSPORT-MICROWAVE_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,77.61,index,valid,synthetic_transport,1000,35.38,12.12,0.05
TRANSPORT-MICROWAVE_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,49.5,index,valid,synthetic_transport,1000,61.84,13.22,0.05
TRANSPORT-MICROWAVE_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,56.48,index,valid,synthetic_transport,1000,33.52,2.96,0.05
TRANSPORT-MICROWAVE_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,69.96,index,valid,synthetic_transport,1000,43.09,11.26,0.05
TRANSPORT-MICROWAVE_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,26.06,index,valid,synthetic_transport,1000,46.07,11.82,0.05
TRANSPORT-MICROWAVE_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,24.25,index,valid,synthetic_transport,1000,63.25,10.1,0.05
TRANSPORT-MICROWAVE_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,17.52,index,valid,synthetic_transport,1000,50.61,3.23,0.05
TRANSPORT-MICROWAVE_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,50.48,index,valid,synthetic_transport,1000,74.66,13.96,0.05
TRANSPORT-MICROWAVE_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,75.24,index,valid,synthetic_transport,1000,39.91,12.51,0.05
TRANSPORT-MICROWAVE_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,44.05,index,valid,synthetic_transport,1000,58.53,13.0,0.05
TRANSPORT-MICROWAVE_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,56.03,index,valid,synthetic_transport,1000,73.4,12.39,0.05
TRANSPORT-MICROWAVE_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,33.8,index,valid,synthetic_transport,1000,74.18,9.01,0.05
TRANSPORT-MICROWAVE_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,30.39,index,valid,synthetic_transport,1000,43.18,12.84,0.05
TRANSPORT-MICROWAVE_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,78.98,index,valid,synthetic_transport,1000,56.48,7.52,0.05
TRANSPORT-MICROWAVE_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,44.54,index,valid,synthetic_transport,1000,74.83,11.87,0.05
TRANSPORT-MICROWAVE_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,18.72,index,valid,synthetic_transport,1000,28.28,8.69,0.05
TRANSPORT-MICROWAVE_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,68.01,index,valid,synthetic_transport,1000,68.73,2.02,0.05
TRANSPORT-MICROWAVE_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,66.9,index,valid,synthetic_transport,1000,41.88,3.65,0.05
TRANSPORT-MICROWAVE_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,25.58,index,valid,synthetic_transport,1000,70.06,3.43,0.05
TRANSPORT-MICROWAVE_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,66.64,index,valid,synthetic_transport,1000,43.45,11.38,0.05
TRANSPORT-MICROWAVE_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,23.38,index,valid,synthetic_transport,1000,59.6,14.2,0.05
TRANSPORT-MICROWAVE_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,51.25,index,valid,synthetic_transport,1000,27.79,6.78,0.05
TRANSPORT-MICROWAVE_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,15.55,index,valid,synthetic_transport,1000,46.89,4.05,0.05
TRANSPORT-MICROWAVE_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,74.73,index,valid,synthetic_transport,1000,68.56,8.85,0.05
TRANSPORT-MICROWAVE_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,21.19,index,valid,synthetic_transport,1000,43.41,13.61,0.05
TRANSPORT-MICROWAVE_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,27.83,index,valid,synthetic_transport,1000,70.13,14.65,0.05
TRANSPORT-MICROWAVE_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,50.4,index,valid,synthetic_transport,1000,30.5,7.26,0.05
TRANSPORT-MICROWAVE_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,76.55,index,valid,synthetic_transport,1000,53.41,13.29,0.05
TRANSPORT-MICROWAVE_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.96,index,valid,synthetic_transport,1000,56.76,8.83,0.05
TRANSPORT-MICROWAVE_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,64.01,index,valid,synthetic_transport,1000,67.7,6.18,0.05
TRANSPORT-MICROWAVE_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,42.35,index,valid,synthetic_transport,1000,54.44,12.32,0.05
TRANSPORT-MICROWAVE_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,56.78,index,valid,synthetic_transport,1000,57.34,6.13,0.05
TRANSPORT-MICROWAVE_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.07,index,valid,synthetic_transport,1000,51.25,8.59,0.05
TRANSPORT-MICROWAVE_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.18,index,valid,synthetic_transport,1000,52.24,7.9,0.05
TRANSPORT-MICROWAVE_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,59.09,index,valid,synthetic_transport,1000,48.48,3.47,0.05
TRANSPORT-MICROWAVE_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.4,index,valid,synthetic_transport,1000,65.41,9.96,0.05
TRANSPORT-MICROWAVE_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,75.77,index,valid,synthetic_transport,1000,40.78,9.32,0.05
TRANSPORT-MICROWAVE_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,39.82,index,valid,synthetic_transport,1000,41.0,9.92,0.05
TRANSPORT-MICROWAVE_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,40.4,index,valid,synthetic_transport,1000,37.13,12.91,0.05
TRANSPORT-MICROWAVE_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,20.48,index,valid,synthetic_transport,1000,40.77,12.94,0.05
TRANSPORT-MICROWAVE_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,74.9,index,valid,synthetic_transport,1000,50.17,14.16,0.05
TRANSPORT-MICROWAVE_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,71.31,index,valid,synthetic_transport,1000,62.31,6.54,0.05
TRANSPORT-MICROWAVE_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,64.82,index,valid,synthetic_transport,1000,69.83,10.63,0.05
TRANSPORT-MICROWAVE_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,30.27,index,valid,synthetic_transport,1000,49.76,11.04,0.05
TRANSPORT-MICROWAVE_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,67.18,index,valid,synthetic_transport,1000,56.76,13.94,0.05
TRANSPORT-MICROWAVE_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,68.19,index,valid,synthetic_transport,1000,39.79,8.86,0.05
TRANSPORT-MICROWAVE_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,72.58,index,valid,synthetic_transport,1000,45.22,5.41,0.05
TRANSPORT-MICROWAVE_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,20.93,index,valid,synthetic_transport,1000,37.2,3.68,0.05
TRANSPORT-MICROWAVE_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,66.06,index,valid,synthetic_transport,1000,28.93,12.17,0.05
TRANSPORT-MICROWAVE_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,29.05,index,valid,synthetic_transport,1000,63.62,11.29,0.05
TRANSPORT-MICROWAVE_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,75.01,index,valid,synthetic_transport,1000,51.48,14.75,0.05
TRANSPORT-MICROWAVE_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,48.19,index,valid,synthetic_transport,1000,31.33,8.64,0.05
TRANSPORT-MICROWAVE_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,69.78,index,valid,synthetic_transport,1000,56.77,7.43,0.05
TRANSPORT-MICROWAVE_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,64.85,index,valid,synthetic_transport,1000,69.16,3.02,0.05
TRANSPORT-MICROWAVE_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,27.89,index,valid,synthetic_transport,1000,67.62,14.54,0.05
TRANSPORT-MICROWAVE_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,57.64,index,valid,synthetic_transport,1000,48.12,6.38,0.05
TRANSPORT-MICROWAVE_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,67.84,index,valid,synthetic_transport,1000,67.19,11.63,0.05
TRANSPORT-MICROWAVE_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,63.64,index,valid,synthetic_transport,1000,29.47,2.27,0.05
TRANSPORT-MICROWAVE_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,60.37,index,valid,synthetic_transport,1000,58.53,14.54,0.05
TRANSPORT-MICROWAVE_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,32.5,index,valid,synthetic_transport,1000,71.71,12.45,0.05
TRANSPORT-MICROWAVE_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,61.24,index,valid,synthetic_transport,1000,53.88,6.31,0.05
TRANSPORT-MICROWAVE_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,76.72,index,valid,synthetic_transport,1000,45.42,8.68,0.05
TRANSPORT-MICROWAVE_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,79.53,index,valid,synthetic_transport,1000,45.17,2.5,0.05
TRANSPORT-MICROWAVE_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,27.76,index,valid,synthetic_transport,1000,61.87,2.59,0.05
TRANSPORT-MICROWAVE_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,60.24,index,valid,synthetic_transport,1000,39.71,13.36,0.05
TRANSPORT-MICROWAVE_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,79.9,index,valid,synthetic_transport,1000,71.22,10.04,0.05
TRANSPORT-MICROWAVE_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,32.61,index,valid,synthetic_transport,1000,29.76,5.55,0.05
TRANSPORT-MICROWAVE_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,36.9,index,valid,synthetic_transport,1000,71.16,9.64,0.05
TRANSPORT-MICROWAVE_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,62.63,index,valid,synthetic_transport,1000,73.36,12.07,0.05
TRANSPORT-MICROWAVE_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,78.47,index,valid,synthetic_transport,1000,39.3,7.76,0.05
TRANSPORT-MICROWAVE_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,40.9,index,valid,synthetic_transport,1000,39.18,5.31,0.05
TRANSPORT-MICROWAVE_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,57.85,index,valid,synthetic_transport,1000,55.24,4.36,0.05
TRANSPORT-MICROWAVE_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,43.99,index,valid,synthetic_transport,1000,62.61,7.96,0.05
TRANSPORT-MICROWAVE_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,38.93,index,valid,synthetic_transport,1000,45.56,9.63,0.05
TRANSPORT-MICROWAVE_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,45.08,index,valid,synthetic_transport,1000,29.6,7.25,0.05
TRANSPORT-MICROWAVE_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,51.17,index,valid,synthetic_transport,1000,74.0,4.88,0.05
TRANSPORT-MICROWAVE_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,83.36,index,valid,synthetic_transport,1000,43.09,13.37,0.05
TRANSPORT-MICROWAVE_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,21.95,index,valid,synthetic_transport,1000,64.66,13.81,0.05
TRANSPORT-MICROWAVE_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,29.4,index,valid,synthetic_transport,1000,30.31,14.87,0.05
TRANSPORT-MICROWAVE_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,32.77,index,valid,synthetic_transport,1000,27.52,6.72,0.05
TRANSPORT-MICROWAVE_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,15.13,index,valid,synthetic_transport,1000,32.1,5.12,0.05
TRANSPORT-MICROWAVE_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,37.32,index,valid,synthetic_transport,1000,47.12,11.7,0.05
TRANSPORT-MICROWAVE_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,48.8,index,valid,synthetic_transport,1000,72.25,9.12,0.05
TRANSPORT-MICROWAVE_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.41,index,valid,synthetic_transport,1000,49.56,12.81,0.05
TRANSPORT-MICROWAVE_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,26.71,index,valid,synthetic_transport,1000,72.91,6.61,0.05
TRANSPORT-MICROWAVE_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,51.38,index,valid,synthetic_transport,1000,52.4,6.36,0.05
TRANSPORT-MICROWAVE_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,50.54,index,valid,synthetic_transport,1000,34.4,12.37,0.05
TRANSPORT-MICROWAVE_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,35.54,index,valid,synthetic_transport,1000,52.93,13.12,0.05
TRANSPORT-MICROWAVE_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,82.41,index,valid,synthetic_transport,1000,34.04,4.24,0.05
TRANSPORT-MICROWAVE_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,56.21,index,valid,synthetic_transport,1000,43.31,11.98,0.05
TRANSPORT-MICROWAVE_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,52.33,index,valid,synthetic_transport,1000,56.5,11.17,0.05
TRANSPORT-MICROWAVE_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,80.83,index,valid,synthetic_transport,1000,74.66,11.14,0.05
TRANSPORT-MICROWAVE_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,43.02,index,valid,synthetic_transport,1000,42.04,11.84,0.05
TRANSPORT-MICROWAVE_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,66.31,index,valid,synthetic_transport,1000,65.85,8.39,0.05
TRANSPORT-MICROWAVE_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,60.01,index,valid,synthetic_transport,1000,46.7,9.2,0.05
TRANSPORT-MICROWAVE_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,66.69,index,valid,synthetic_transport,1000,73.68,14.08,0.05
TRANSPORT-MICROWAVE_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,42.51,index,valid,synthetic_transport,1000,40.34,2.81,0.05
TRANSPORT-MICROWAVE_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,66.76,index,valid,synthetic_transport,1000,67.63,13.05,0.05
TRANSPORT-MICROWAVE_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,71.85,index,valid,synthetic_transport,1000,49.95,14.69,0.05
TRANSPORT-MICROWAVE_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,36.09,index,valid,synthetic_transport,1000,32.67,10.82,0.05
TRANSPORT-MICROWAVE_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,81.58,index,valid,synthetic_transport,1000,28.93,8.22,0.05
TRANSPORT-MICROWAVE_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,69.34,index,valid,synthetic_transport,1000,64.98,8.88,0.05
TRANSPORT-MICROWAVE_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,26.64,index,valid,synthetic_transport,1000,27.49,13.16,0.05
TRANSPORT-MICROWAVE_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,38.6,index,valid,synthetic_transport,1000,70.62,14.88,0.05
TRANSPORT-MICROWAVE_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,29.2,index,valid,synthetic_transport,1000,43.63,9.18,0.05
TRANSPORT-MICROWAVE_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,19.41,index,valid,synthetic_transport,1000,37.1,9.52,0.05
TRANSPORT-MICROWAVE_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,47.3,index,valid,synthetic_transport,1000,63.36,14.83,0.05
TRANSPORT-MICROWAVE_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,24.39,index,valid,synthetic_transport,1000,45.55,11.65,0.05
TRANSPORT-MICROWAVE_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,45.12,index,valid,synthetic_transport,1000,32.46,9.84,0.05
TRANSPORT-MICROWAVE_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,60.49,index,valid,synthetic_transport,1000,57.12,11.94,0.05
TRANSPORT-MICROWAVE_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,78.0,index,valid,synthetic_transport,1000,74.27,8.75,0.05
TRANSPORT-MICROWAVE_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,15.94,index,valid,synthetic_transport,1000,69.3,12.61,0.05
TRANSPORT-MICROWAVE_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,17.82,index,valid,synthetic_transport,1000,34.22,11.88,0.05
TRANSPORT-MICROWAVE_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,20.49,index,valid,synthetic_transport,1000,71.31,8.29,0.05
TRANSPORT-MICROWAVE_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,57.01,index,valid,synthetic_transport,1000,45.54,10.43,0.05
TRANSPORT-MICROWAVE_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,44.11,index,valid,synthetic_transport,1000,35.6,6.24,0.05
TRANSPORT-MICROWAVE_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,20.85,index,valid,synthetic_transport,1000,64.16,12.33,0.05
TRANSPORT-MICROWAVE_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,25.65,index,valid,synthetic_transport,1000,31.41,3.16,0.05
TRANSPORT-MICROWAVE_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,81.88,index,valid,synthetic_transport,1000,72.37,14.5,0.05
TRANSPORT-MICROWAVE_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,31.59,index,valid,synthetic_transport,1000,67.01,8.16,0.05
TRANSPORT-MICROWAVE_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,48.56,index,valid,synthetic_transport,1000,67.1,11.58,0.05
TRANSPORT-MICROWAVE_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,57.98,index,valid,synthetic_transport,1000,37.25,8.76,0.05
TRANSPORT-MICROWAVE_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,50.15,index,valid,synthetic_transport,1000,31.95,9.56,0.05
TRANSPORT-MICROWAVE_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,32.35,index,valid,synthetic_transport,1000,62.59,7.24,0.05
TRANSPORT-MICROWAVE_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,15.39,index,valid,synthetic_transport,1000,27.68,2.54,0.05
TRANSPORT-MICROWAVE_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,79.01,index,valid,synthetic_transport,1000,47.6,3.3,0.05
TRANSPORT-MICROWAVE_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,76.1,index,valid,synthetic_transport,1000,45.59,12.67,0.05
TRANSPORT-MICROWAVE_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,64.44,index,valid,synthetic_transport,1000,25.2,2.6,0.05
TRANSPORT-MICROWAVE_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,71.55,index,valid,synthetic_transport,1000,66.79,8.24,0.05
TRANSPORT-MICROWAVE_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,45.6,index,valid,synthetic_transport,1000,73.57,9.83,0.05
TRANSPORT-MICROWAVE_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,52.47,index,valid,synthetic_transport,1000,64.56,14.57,0.05
TRANSPORT-MICROWAVE_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,58.74,index,valid,synthetic_transport,1000,40.64,6.57,0.05
TRANSPORT-MICROWAVE_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,75.3,index,valid,synthetic_transport,1000,37.61,14.44,0.05
TRANSPORT-MICROWAVE_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,78.53,index,valid,synthetic_transport,1000,43.36,3.7,0.05
TRANSPORT-MICROWAVE_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,76.95,index,valid,synthetic_transport,1000,43.97,7.16,0.05
TRANSPORT-MICROWAVE_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,66.53,index,valid,synthetic_transport,1000,46.49,11.3,0.05
TRANSPORT-MICROWAVE_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,25.83,index,valid,synthetic_transport,1000,37.98,2.14,0.05
