optical_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-OPTICAL_HOURLY-02-03,ST0301,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,82.95,index,valid,synthetic_transport,1000,53.63,11.29,0.05
TRANSPORT-OPTICAL_HOURLY-02-04,ST0301,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,49.77,index,valid,synthetic_transport,1000,59.43,9.7,0.05
TRANSPORT-OPTICAL_HOURLY-02-05,ST0301,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,42.28,index,valid,synthetic_transport,1000,58.62,13.62,0.05
TRANSPORT-OPTICAL_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,46.8,index,valid,synthetic_transport,1000,68.31,6.55,0.05
TRANSPORT-OPTICAL_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,81.54,index,valid,synthetic_transport,1000,49.12,6.26,0.05
TRANSPORT-OPTICAL_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,16.14,index,valid,synthetic_transport,1000,25.81,9.41,0.05
TRANSPORT-OPTICAL_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,24.78,index,valid,synthetic_transport,1000,40.81,14.82,0.05
TRANSPORT-OPTICAL_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,21.63,index,valid,synthetic_transport,1000,55.79,3.8,0.05
TRANSPORT-OPTICAL_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,51.47,index,valid,synthetic_transport,1000,64.18,11.06,0.05
TRANSPORT-OPTICAL_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,83.71,index,valid,synthetic_transport,1000,27.11,13.79,0.05
TRANSPORT-OPTICAL_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,64.74,index,valid,synthetic_transport,1000,66.53,4.8,0.05
TRANSPORT-OPTICAL_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,29.63,index,valid,synthetic_transport,1000,46.42,2.69,0.05
TRANSPORT-OPTICAL_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,22.01,index,valid,synthetic_transport,1000,74.57,3.62,0.05
TRANSPORT-OPTICAL_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,54.25,index,valid,synthetic_transport,1000,63.28,6.73,0.05
TRANSPORT-OPTICAL_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,52.47,index,valid,synthetic_transport,1000,68.79,9.28,0.05
TRANSPORT-OPTICAL_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,31.02,index,valid,synthetic_transport,1000,39.01,11.31,0.05
TRANSPORT-OPTICAL_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,34.98,index,valid,synthetic_transport,1000,71.32,3.27,0.05
TRANSPORT-OPTICAL_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,37.97,index,valid,synthetic_transport,1000,56.19,8.51,0.05
TRANSPORT-OPTICAL_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,81.79,index,valid,synthetic_transport,1000,50.2,7.79,0.05
TRANSPORT-OPTICAL_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,43.69,index,valid,synthetic_transport,1000,32.6,12.68,0.05
TRANSPORT-OPTICAL_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,28.98,index,valid,synthetic_transport,1000,54.4,5.55,0.05
TRANSPORT-OPTICAL_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,55.29,index,valid,synthetic_transport,1000,66.83,11.41,0.05
TRANSPORT-OPTICAL_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,72.38,index,valid,synthetic_transport,1000,66.27,3.2,0.05
TRANSPORT-OPTICAL_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,45.78,index,valid,synthetic_transport,1000,72.17,14.62,0.05
TRANSPORT-OPTICAL_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,31.22,index,valid,synthetic_transport,1000,55.06,4.66,0.05
TRANSPORT-OPTICAL_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,46.7,index,valid,synthetic_transport,1000,62.6,8.11,0.05
TRANSPORT-OPTICAL_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,76.8,index,valid,synthetic_transport,1000,48.91,6.3,0.05
TRANSPORT-OPTICAL_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,74.5,index,valid,synthetic_transport,1000,38.42,6.21,0.05
TRANSPORT-OPTICAL_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,80.88,index,valid,synthetic_transport,1000,31.9,5.35,0.05
TRANSPORT-OPTICAL_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,32.99,index,valid,synthetic_transport,1000,68.57,3.33,0.05
TRANSPORT-OPTICAL_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,65.27,index,valid,synthetic_transport,1000,70.7,11.81,0.05
TRANSPORT-OPTICAL_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,37.22,index,valid,synthetic_transport,1000,70.82,6.72,0.05
TRANSPORT-OPTICAL_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,65.17,index,valid,synthetic_transport,1000,44.59,14.87,0.05
TRANSPORT-OPTICAL_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,57.26,index,valid,synthetic_transport,1000,45.15,5.51,0.05
TRANSPORT-OPTICAL_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,81.5,index,valid,synthetic_transport,1000,51.31,3.64,0.05
TRANSPORT-OPTICAL_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,24.28,index,valid,synthetic_transport,1000,34.99,10.16,0.05
TRANSPORT-OPTICAL_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,43.7,index,valid,synthetic_transport,1000,36.72,7.69,0.05
TRANSPORT-OPTICAL_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,54.75,index,valid,synthetic_transport,1000,58.26,6.63,0.05
TRANSPORT-OPTICAL_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,63.72,index,valid,synthetic_transport,1000,45.92,7.95,0.05
TRANSPORT-OPTICAL_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,84.31,index,valid,synthetic_transport,1000,66.09,8.8,0.05
TRANSPORT-OPTICAL_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,31.56,index,valid,synthetic_transport,1000,73.2,3.9,0.05
TRANSPORT-OPTICAL_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,55.79,index,valid,synthetic_transport,1000,68.3,5.13,0.05
TRANSPORT-OPTICAL_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,84.87,index,valid,synthetic_transport,1000,34.08,7.2,0.05
TRANSPORT-OPTICAL_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,55.01,index,valid,synthetic_transport,1000,70.74,7.06,0.05
TRANSPORT-OPTICAL_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.21,index,valid,synthetic_transport,1000,38.17,11.71,0.05
TRANSPORT-OPTICAL_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,63.22,index,valid,synthetic_transport,1000,72.27,10.32,0.05
TRANSPORT-OPTICAL_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,68.06,index,valid,synthetic_transport,1000,61.22,11.01,0.05
TRANSPORT-OPTICAL_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,18.53,index,valid,synthetic_transport,1000,41.54,5.97,0.05
TRANSPORT-OPTICAL_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,38.04,index,valid,synthetic_transport,1000,52.58,14.11,0.05
TRANSPORT-OPTICAL_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,35.17,index,valid,synthetic_transport,1000,65.65,2.42,0.05
TRANSPORT-OPTICAL_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,65.33,index,valid,synthetic_transport,1000,71.29,4.0,0.05
TRANSPORT-OPTICAL_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,24.79,index,valid,synthetic_transport,1000,61.37,12.67,0.05
TRANSPORT-OPTICAL_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,29.68,index,valid,synthetic_transport,1000,67.25,11.95,0.05
TRANSPORT-OPTICAL_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,64.5,index,valid,synthetic_transport,1000,33.89,7.4,0.05
TRANSPORT-OPTICAL_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,42.82,index,valid,synthetic_transport,1000,34.17,14.68,0.05
TRANSPORT-OPTICAL_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,30.12,index,valid,synthetic_transport,1000,60.53,13.14,0.05
TRANSPORT-OPTICAL_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,62.12,index,valid,synthetic_transport,1000,49.65,7.28,0.05
TRANSPORT-OPTICAL_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,66.24,index,valid,synthetic_transport,1000,48.79,13.29,0.05
TRANSPORT-OPTICAL_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,56.85,index,valid,synthetic_transport,1000,33.27,2.43,0.05
TRANSPORT-OPTICAL_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,24.19,index,valid,synthetic_transport,1000,44.91,9.73,0.05
TRANSPORT-OPTICAL_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,36.81,index,valid,synthetic_transport,1000,29.6,4.82,0.05
TRANSPORT-OPTICAL_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,51.26,index,valid,synthetic_transport,1000,63.81,5.24,0.05
TRANSPORT-OPTICAL_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,15.08,index,valid,synthetic_transport,1000,34.86,4.98,0.05
TRANSPORT-OPTICAL_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,64.79,index,valid,synthetic_transport,1000,25.62,11.7,0.05
TRANSPORT-OPTICAL_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,45.1,index,valid,synthetic_transport,1000,63.71,11.78,0.05
TRANSPORT-OPTICAL_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,70.7,index,valid,synthetic_transport,1000,55.89,11.46,0.05
TRANSPORT-OPTICAL_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,73.34,index,valid,synthetic_transport,1000,42.47,2.21,0.05
TRANSPORT-OPTICAL_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,69.62,index,valid,synthetic_transport,1000,61.61,9.76,0.05
TRANSPORT-OPTICAL_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,32.38,index,valid,synthetic_transport,1000,50.6,10.57,0.05
TRANSPORT-OPTICAL_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,71.9,index,valid,synthetic_transport,1000,59.78,14.9,0.05
TRANSPORT-OPTICAL_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,47.26,index,valid,synthetic_transport,1000,50.04,4.82,0.05
TRANSPORT-OPTICAL_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,28.83,index,valid,synthetic_transport,1000,32.71,3.15,0.05
TRANSPORT-OPTICAL_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,25.46,index,valid,synthetic_transport,1000,46.48,3.94,0.05
TRANSPORT-OPTICAL_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,38.26,index,valid,synthetic_transport,1000,37.91,14.19,0.05
TRANSPORT-OPTICAL_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,76.84,index,valid,synthetic_transport,1000,41.77,12.55,0.05
TRANSPORT-OPTICAL_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,56.61,index,valid,synthetic_transport,1000,44.07,10.49,0.05
TRANSPORT-OPTICAL_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,19.12,index,valid,synthetic_transport,1000,55.95,3.78,0.05
TRANSPORT-OPTICAL_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,72.53,index,valid,synthetic_transport,1000,67.39,12.74,0.05
TRANSPORT-OPTICAL_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,55.62,index,valid,synthetic_transport,1000,52.02,6.66,0.05
TRANSPORT-OPTICAL_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,84.99,index,valid,synthetic_transport,1000,34.06,10.75,0.05
TRANSPORT-OPTICAL_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,83.28,index,valid,synthetic_transport,1000,69.96,6.31,0.05
TRANSPORT-OPTICAL_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,32.78,index,valid,synthetic_transport,1000,61.96,13.61,0.05
TRANSPORT-OPTICAL_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,41.28,index,valid,synthetic_transport,1000,28.23,3.46,0.05
TRANSPORT-OPTICAL_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,79.99,index,valid,synthetic_transport,1000,58.08,8.18,0.05
TRANSPORT-OPTICAL_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,79.07,index,valid,synthetic_transport,1000,55.01,4.98,0.05
TRANSPORT-OPTICAL_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,57.79,index,valid,synthetic_transport,1000,35.84,5.19,0.05
TRANSPORT-OPTICAL_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,75.99,index,valid,synthetic_transport,1000,57.21,12.42,0.05
TRANSPORT-OPTICAL_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,22.14,index,valid,synthetic_transport,1000,69.72,14.88,0.05
TRANSPORT-OPTICAL_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,23.25,index,valid,synthetic_transport,1000,68.13,7.86,0.05
TRANSPORT-OPTICAL_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,15.12,index,valid,synthetic_transport,1000,41.18,9.53,0.05
TRANSPORT-OPTICAL_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,55.66,index,valid,synthetic_transport,1000,38.9,5.55,0.05
TRANSPORT-OPTICAL_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,69.24,index,valid,synthetic_transport,1000,41.38,3.69,0.05
TRANSPORT-OPTICAL_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,54.71,index,valid,synthetic_transport,1000,39.88,2.95,0.05
TRANSPORT-OPTICAL_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,65.96,index,valid,synthetic_transport,1000,53.13,10.52,0.05
TRANSPORT-OPTICAL_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,33.78,index,valid,synthetic_transport,1000,35.92,14.92,0.05
TRANSPORT-OPTICAL_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,49.37,index,valid,synthetic_transport,1000,66.9,8.76,0.05
TRANSPORT-OPTICAL_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,29.02,index,valid,synthetic_transport,1000,61.37,13.82,0.05
TRANSPORT-OPTICAL_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,44.71,index,valid,synthetic_transport,1000,38.97,7.68,0.05
TRANSPORT-OPTICAL_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,73.39,index,valid,synthetic_transport,1000,42.32,10.67,0.05
TRANSPORT-OPTICAL_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,48.86,index,valid,synthetic_transport,1000,42.07,5.08,0.05
TRANSPORT-OPTICAL_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,79.97,index,valid,synthetic_transport,1000,52.02,8.29,0.05
TRANSPORT-OPTICAL_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,21.38,index,valid,synthetic_transport,1000,54.93,4.13,0.05
TRANSPORT-OPTICAL_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,83.64,index,valid,synthetic_transport,1000,42.11,9.83,0.05
TRANSPORT-OPTICAL_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,32.25,index,valid,synthetic_transport,1000,28.4,14.76,0.05
TRANSPORT-OPTICAL_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,19.41,index,valid,synthetic_transport,1000,48.69,10.62,0.05
TRANSPORT-OPTICAL_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,37.44,index,valid,synthetic_transport,1000,31.83,10.88,0.05
TRANSPORT-OPTICAL_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,71.99,index,valid,synthetic_transport,1000,74.11,9.79,0.05
TRANSPORT-OPTICAL_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,63.21,index,valid,synthetic_transport,1000,30.03,6.66,0.05
TRANSPORT-OPTICAL_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,31.94,index,valid,synthetic_transport,1000,52.3,6.28,0.05
TRANSPORT-OPTICAL_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,80.43,index,valid,synthetic_transport,1000,66.67,3.44,0.05
TRANSPORT-OPTICAL_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,68.26,index,valid,synthetic_transport,1000,50.87,9.19,0.05
TRANSPORT-OPTICAL_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,32.33,index,valid,synthetic_transport,1000,31.26,7.06,0.05
TRANSPORT-OPTICAL_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,46.14,index,valid,synthetic_transport,1000,35.95,3.37,0.05
TRANSPORT-OPTICAL_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,26.75,index,valid,synthetic_transport,1000,55.02,8.71,0.05
TRANSPORT-OPTICAL_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,65.98,index,valid,synthetic_transport,1000,53.41,4.53,0.05
TRANSPORT-OPTICAL_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,57.77,index,valid,synthetic_transport,1000,33.83,2.89,0.05
TRANSPORT-OPTICAL_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,40.45,index,valid,synthetic_transport,1000,49.08,9.05,0.05
TRANSPORT-OPTICAL_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,84.98,index,valid,synthetic_transport,1000,74.84,2.56,0.05
TRANSPORT-OPTICAL_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,61.94,index,valid,synthetic_transport,1000,39.95,14.06,0.05
TRANSPORT-OPTICAL_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,78.09,index,valid,synthetic_transport,1000,41.88,13.77,0.05
TRANSPORT-OPTICAL_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,57.87,index,valid,synthetic_transport,1000,39.31,13.84,0.05
TRANSPORT-OPTICAL_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,40.78,index,valid,synthetic_transport,1000,35.22,6.17,0.05
TRANSPORT-OPTICAL_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,23.93,index,valid,synthetic_transport,1000,45.71,3.58,0.05
TRANSPORT-OPTICAL_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,59.87,index,valid,synthetic_transport,1000,69.87,2.09,0.05
TRANSPORT-OPTICAL_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,29.21,index,valid,synthetic_transport,1000,25.26,10.83,0.05
TRANSPORT-OPTICAL_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,23.52,index,valid,synthetic_transport,1000,58.73,4.32,0.05
TRANSPORT-OPTICAL_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,79.53,index,valid,synthetic_transport,1000,48.41,10.12,0.05
TRANSPORT-OPTICAL_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,75.47,index,valid,synthetic_transport,1000,55.05,10.02,0.05
TRANSPORT-OPTICAL_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,27.81,index,valid,synthetic_transport,1000,48.34,5.42,0.05
TRANSPORT-OPTICAL_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,72.94,index,valid,synthetic_transport,1000,34.25,6.46,0.05
TRANSPORT-OPTICAL_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,19.17,index,valid,synthetic_transport,1000,53.61,3.5,0.05
TRANSPORT-OPTICAL_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,63.92,index,valid,synthetic_transport,1000,74.68,14.32,0.05
TRANSPORT-OPTICAL_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,51.66,index,valid,synthetic_transport,1000,38.84,3.03,0.05
TRANSPORT-OPTICAL_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,27.31,index,valid,synthetic_transport,1000,73.97,12.24,0.05
TRANSPORT-OPTICAL_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,23.92,index,valid,synthetic_transport,1000,57.58,2.48,0.05
TRANSPORT-OPTICAL_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,67.12,index,valid,synthetic_transport,1000,59.39,4.43,0.05
TRANSPORT-OPTICAL_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,63.97,index,valid,synthetic_transport,1000,35.92,6.98,0.05
TRANSPORT-OPTICAL_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,70.93,index,valid,synthetic_transport,1000,44.21,3.24,0.05
TRANSPORT-OPTICAL_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,74.39,index,valid,synthetic_transport,1000,69.77,13.89,0.05
TRANSPORT-OPTICAL_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,65.51,index,valid,synthetic_transport,1000,61.9,2.04,0.05
TRANSPORT-OPTICAL_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,43.28,index,valid,synthetic_transport,1000,52.37,7.12,0.05
TRANSPORT-OPTICAL_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,41.71,index,valid,synthetic_transport,1000,40.3,9.58,0.05
TRANSPORT-OPTICAL_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,35.54,index,valid,synthetic_transport,1000,51.82,3.09,0.05
TRANSPORT-OPTICAL_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,17.09,index,valid,synthetic_transport,1000,53.98,3.66,0.05
TRANSPORT-OPTICAL_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,38.8,index,valid,synthetic_transport,1000,54.61,10.91,0.05
TRANSPORT-OPTICAL_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,16.61,index,valid,synthetic_transport,1000,67.76,10.12,0.05
TRANSPORT-OPTICAL_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,38.15,index,valid,synthetic_transport,1000,38.69,9.95,0.05
TRANSPORT-OPTICAL_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,76.62,index,valid,synthetic_transport,1000,73.27,9.49,0.05
