port_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-PORT_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,46.28,index,valid,synthetic_transport,1000,55.1,4.8,0.05
TRANSPORT-PORT_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,48.25,index,valid,synthetic_transport,1000,48.52,12.95,0.05
TRANSPORT-PORT_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,19.91,index,valid,synthetic_transport,1000,60.86,8.14,0.05
TRANSPORT-PORT_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,63.86,index,valid,synthetic_transport,1000,37.35,5.58,0.05
TRANSPORT-PORT_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,59.67,index,valid,synthetic_transport,1000,53.71,8.24,0.05
TRANSPORT-PORT_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,39.66,index,valid,synthetic_transport,1000,32.15,13.97,0.05
TRANSPORT-PORT_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,36.97,index,valid,synthetic_transport,1000,43.1,4.97,0.05
TRANSPORT-PORT_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,32.52,index,valid,synthetic_transport,1000,38.86,7.41,0.05
TRANSPORT-PORT_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,82.47,index,valid,synthetic_transport,1000,48.98,3.68,0.05
TRANSPORT-PORT_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,28.64,index,valid,synthetic_transport,1000,37.46,7.15,0.05
TRANSPORT-PORT_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,68.27,index,valid,synthetic_transport,1000,39.6,3.96,0.05
TRANSPORT-PORT_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,44.84,index,valid,synthetic_transport,1000,33.23,14.12,0.05
TRANSPORT-PORT_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,33.44,index,valid,synthetic_transport,1000,45.88,9.41,0.05
TRANSPORT-PORT_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,77.6,index,valid,synthetic_transport,1000,46.57,8.7,0.05
TRANSPORT-PORT_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,48.02,index,valid,synthetic_transport,1000,54.93,10.8,0.05
TRANSPORT-PORT_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,39.52,index,valid,synthetic_transport,1000,67.97,5.05,0.05
TRANSPORT-PORT_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,28.33,index,valid,synthetic_transport,1000,38.61,12.31,0.05
TRANSPORT-PORT_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,39.06,index,valid,synthetic_transport,1000,55.17,7.75,0.05
TRANSPORT-PORT_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,77.82,index,valid,synthetic_transport,1000,48.08,10.81,0.05
TRANSPORT-PORT_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,35.06,index,valid,synthetic_transport,1000,31.48,5.4,0.05
TRANSPORT-PORT_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,28.93,index,valid,synthetic_transport,1000,46.27,10.99,0.05
TRANSPORT-PORT_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,43.11,index,valid,synthetic_transport,1000,68.86,7.1,0.05
TRANSPORT-PORT_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,61.43,index,valid,synthetic_transport,1000,41.16,3.57,0.05
TRANSPORT-PORT_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,72.75,index,valid,synthetic_transport,1000,48.45,11.08,0.05
TRANSPORT-PORT_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,51.24,index,valid,synthetic_transport,1000,42.23,13.42,0.05
TRANSPORT-PORT_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,65.26,index,valid,synthetic_transport,1000,63.9,10.84,0.05
TRANSPORT-PORT_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,21.2,index,valid,synthetic_transport,1000,29.46,14.01,0.05
TRANSPORT-PORT_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,50.42,index,valid,synthetic_transport,1000,25.04,7.75,0.05
TRANSPORT-PORT_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,15.21,index,valid,synthetic_transport,1000,45.39,8.69,0.05
TRANSPORT-PORT_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,31.78,index,valid,synthetic_transport,1000,57.64,8.47,0.05
TRANSPORT-PORT_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,68.27,index,valid,synthetic_transport,1000,47.85,6.9,0.05
TRANSPORT-PORT_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,77.62,index,valid,synthetic_transport,1000,53.03,3.05,0.05
TRANSPORT-PORT_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,31.88,index,valid,synthetic_transport,1000,47.0,12.55,0.05
TRANSPORT-PORT_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,30.58,index,valid,synthetic_transport,1000,28.59,8.18,0.05
TRANSPORT-PORT_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,59.1,index,valid,synthetic_transport,1000,37.94,11.05,0.05
TRANSPORT-PORT_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,56.91,index,valid,synthetic_transport,1000,70.38,4.06,0.05
TRANSPORT-PORT_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,81.12,index,valid,synthetic_transport,1000,46.84,13.1,0.05
TRANSPORT-PORT_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,73.26,index,valid,synthetic_transport,1000,63.48,8.62,0.05
TRANSPORT-PORT_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,68.15,index,valid,synthetic_transport,1000,29.21,8.67,0.05
TRANSPORT-PORT_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,21.33,index,valid,synthetic_transport,1000,53.85,14.63,0.05
TRANSPORT-PORT_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,17.61,index,valid,synthetic_transport,1000,37.92,3.48,0.05
TRANSPORT-PORT_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,66.14,index,valid,synthetic_transport,1000,47.17,2.12,0.05
TRANSPORT-PORT_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,17.22,index,valid,synthetic_transport,1000,47.84,2.3,0.05
TRANSPORT-PORT_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,76.62,index,valid,synthetic_transport,1000,45.87,10.16,0.05
TRANSPORT-PORT_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,72.99,index,valid,synthetic_transport,1000,32.92,4.12,0.05
TRANSPORT-PORT_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,79.59,index,valid,synthetic_transport,1000,42.35,4.95,0.05
TRANSPORT-PORT_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,48.55,index,valid,synthetic_transport,1000,41.88,9.92,0.05
TRANSPORT-PORT_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,35.32,index,valid,synthetic_transport,1000,34.24,11.71,0.05
TRANSPORT-PORT_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,79.26,index,valid,synthetic_transport,1000,42.04,14.47,0.05
TRANSPORT-PORT_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,50.38,index,valid,synthetic_transport,1000,51.89,5.38,0.05
TRANSPORT-PORT_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,28.07,index,valid,synthetic_transport,1000,72.15,2.98,0.05
TRANSPORT-PORT_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,28.95,index,valid,synthetic_transport,1000,31.53,12.95,0.05
TRANSPORT-PORT_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,46.5,index,valid,synthetic_transport,1000,73.69,12.9,0.05
TRANSPORT-PORT_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,55.0,index,valid,synthetic_transport,1000,74.7,11.95,0.05
TRANSPORT-PORT_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,39.71,index,valid,synthetic_transport,1000,73.23,11.19,0.05
TRANSPORT-PORT_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,80.56,index,valid,synthetic_transport,1000,32.05,4.87,0.05
TRANSPORT-PORT_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,68.33,index,valid,synthetic_transport,1000,29.34,9.43,0.05
TRANSPORT-PORT_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,33.91,index,valid,synthetic_transport,1000,53.57,6.88,0.05
TRANSPORT-PORT_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,36.34,index,valid,synthetic_transport,1000,39.15,10.12,0.05
TRANSPORT-PORT_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,24.62,index,valid,synthetic_transport,1000,44.39,12.16,0.05
TRANSPORT-PORT_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,16.18,index,valid,synthetic_transport,1000,68.54,12.5,0.05
TRANSPORT-PORT_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,65.45,index,valid,synthetic_transport,1000,37.12,4.38,0.05
TRANSPORT-PORT_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,71.76,index,valid,synthetic_transport,1000,69.15,13.09,0.05
TRANSPORT-PORT_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,44.08,index,valid,synthetic_transport,1000,37.81,10.23,0.05
TRANSPORT-PORT_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,50.06,index,valid,synthetic_transport,1000,51.34,9.96,0.05
TRANSPORT-PORT_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,70.97,index,valid,synthetic_transport,1000,53.27,6.3,0.05
TRANSPORT-PORT_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,29.8,index,valid,synthetic_transport,1000,33.16,9.61,0.05
TRANSPORT-PORT_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,45.61,index,valid,synthetic_transport,1000,68.01,3.13,0.05
TRANSPORT-PORT_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,49.25,index,valid,synthetic_transport,1000,26.22,4.32,0.05
TRANSPORT-PORT_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,41.9,index,valid,synthetic_transport,1000,61.14,13.65,0.05
TRANSPORT-PORT_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,19.9,index,valid,synthetic_transport,1000,73.63,10.26,0.05
TRANSPORT-PORT_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,30.63,index,valid,synthetic_transport,1000,34.1,6.34,0.05
TRANSPORT-PORT_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,32.0,index,valid,synthetic_transport,1000,51.74,2.43,0.05
TRANSPORT-PORT_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,38.25,index,valid,synthetic_transport,1000,49.04,5.5,0.05
TRANSPORT-PORT_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,63.9,index,valid,synthetic_transport,1000,52.48,12.49,0.05
TRANSPORT-PORT_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,25.1,index,valid,synthetic_transport,1000,44.53,3.43,0.05
TRANSPORT-PORT_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,26.35,index,valid,synthetic_transport,1000,40.82,11.37,0.05
TRANSPORT-PORT_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,57.16,index,valid,synthetic_transport,1000,61.05,7.93,0.05
TRANSPORT-PORT_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,60.97,index,valid,synthetic_transport,1000,44.16,14.13,0.05
TRANSPORT-PORT_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,76.91,index,valid,synthetic_transport,1000,66.99,7.91,0.05
TRANSPORT-PORT_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,41.01,index,valid,synthetic_transport,1000,51.24,5.86,0.05
TRANSPORT-PORT_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,51.73,index,valid,synthetic_transport,1000,61.24,14.93,0.05
TRANSPORT-PORT_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,42.77,index,valid,synthetic_transport,1000,34.73,3.12,0.05
TRANSPORT-PORT_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,41.02,index,valid,synthetic_transport,1000,31.2,14.03,0.05
TRANSPORT-PORT_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,34.25,index,valid,synthetic_transport,1000,60.93,7.76,0.05
TRANSPORT-PORT_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,55.53,index,valid,synthetic_transport,1000,30.05,11.73,0.05
TRANSPORT-PORT_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,76.56,index,valid,synthetic_transport,1000,53.75,13.35,0.05
TRANSPORT-PORT_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,75.78,index,valid,synthetic_transport,1000,32.77,8.41,0.05
TRANSPORT-PORT_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,21.71,index,valid,synthetic_transport,1000,44.9,10.28,0.05
TRANSPORT-PORT_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,32.52,index,valid,synthetic_transport,1000,51.7,5.1,0.05
TRANSPORT-PORT_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,70.09,index,valid,synthetic_transport,1000,31.19,11.3,0.05
TRANSPORT-PORT_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,34.14,index,valid,synthetic_transport,1000,69.06,10.39,0.05
TRANSPORT-PORT_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,67.1,index,valid,synthetic_transport,1000,58.24,10.18,0.05
TRANSPORT-PORT_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,73.31,index,valid,synthetic_transport,1000,49.61,13.13,0.05
TRANSPORT-PORT_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,75.9,index,valid,synthetic_transport,1000,34.69,7.55,0.05
TRANSPORT-PORT_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,30.0,index,valid,synthetic_transport,1000,52.64,9.5,0.05
TRANSPORT-PORT_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,47.64,index,valid,synthetic_transport,1000,38.33,11.05,0.05
TRANSPORT-PORT_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,76.26,index,valid,synthetic_transport,1000,32.0,6.87,0.05
TRANSPORT-PORT_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,33.08,index,valid,synthetic_transport,1000,73.58,5.82,0.05
TRANSPORT-PORT_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,65.1,index,valid,synthetic_transport,1000,67.78,13.18,0.05
TRANSPORT-PORT_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,16.19,index,valid,synthetic_transport,1000,53.11,6.14,0.05
TRANSPORT-PORT_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,76.67,index,valid,synthetic_transport,1000,28.5,10.24,0.05
TRANSPORT-PORT_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,62.87,index,valid,synthetic_transport,1000,56.01,10.03,0.05
TRANSPORT-PORT_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,41.97,index,valid,synthetic_transport,1000,40.3,5.9,0.05
TRANSPORT-PORT_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,31.81,index,valid,synthetic_transport,1000,44.99,5.37,0.05
TRANSPORT-PORT_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,36.49,index,valid,synthetic_transport,1000,72.39,11.73,0.05
TRANSPORT-PORT_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,46.3,index,valid,synthetic_transport,1000,61.22,6.91,0.05
TRANSPORT-PORT_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,61.15,index,valid,synthetic_transport,1000,34.27,11.81,0.05
TRANSPORT-PORT_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,55.56,index,valid,synthetic_transport,1000,50.57,2.4,0.05
TRANSPORT-PORT_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,65.14,index,valid,synthetic_transport,1000,58.17,10.18,0.05
TRANSPORT-PORT_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,39.5,index,valid,synthetic_transport,1000,64.59,11.84,0.05
TRANSPORT-PORT_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,40.38,index,valid,synthetic_transport,1000,28.11,7.8,0.05
TRANSPORT-PORT_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,72.98,index,valid,synthetic_transport,1000,58.2,5.46,0.05
TRANSPORT-PORT_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,72.41,index,valid,synthetic_transport,1000,53.99,9.2,0.05
TRANSPORT-PORT_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,57.67,index,valid,synthetic_transport,1000,60.26,6.06,0.05
TRANSPORT-PORT_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,83.92,index,valid,synthetic_transport,1000,50.06,14.73,0.05
TRANSPORT-PORT_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,27.02,index,valid,synthetic_transport,1000,31.08,5.37,0.05
TRANSPORT-PORT_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,77.55,index,valid,synthetic_transport,1000,60.84,6.34,0.05
TRANSPORT-PORT_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,43.08,index,valid,synthetic_transport,1000,66.38,3.79,0.05
TRANSPORT-PORT_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,55.65,index,valid,synthetic_transport,1000,53.06,13.24,0.05
TRANSPORT-PORT_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,18.08,index,valid,synthetic_transport,1000,43.97,9.46,0.05
TRANSPORT-PORT_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,82.11,index,valid,synthetic_transport,1000,67.02,6.12,0.05
TRANSPORT-PORT_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,68.09,index,valid,synthetic_transport,1000,46.45,5.63,0.05
TRANSPORT-PORT_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,45.98,index,valid,synthetic_transport,1000,36.45,2.37,0.05
TRANSPORT-PORT_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,43.14,index,valid,synthetic_transport,1000,57.88,3.46,0.05
TRANSPORT-PORT_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,72.73,index,valid,synthetic_transport,1000,27.95,11.22,0.05
TRANSPORT-PORT_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,23.3,index,valid,synthetic_transport,1000,49.05,11.71,0.05
TRANSPORT-PORT_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,51.69,index,valid,synthetic_transport,1000,42.84,2.34,0.05
TRANSPORT-PORT_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,80.71,index,valid,synthetic_transport,1000,61.17,5.2,0.05
TRANSPORT-PORT_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,30.16,index,valid,synthetic_transport,1000,52.7,6.51,0.05
TRANSPORT-PORT_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,60.23,index,valid,synthetic_transport,1000,30.28,11.49,0.05
TRANSPORT-PORT_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,51.07,index,valid,synthetic_transport,1000,43.17,6.15,0.05
TRANSPORT-PORT_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,23.0,index,valid,synthetic_transport,1000,36.34,14.81,0.05
TRANSPORT-PORT_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,27.03,index,valid,synthetic_transport,1000,74.04,7.68,0.05
TRANSPORT-PORT_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,24.74,index,valid,synthetic_transport,1000,67.65,11.65,0.05
TRANSPORT-PORT_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,55.44,index,valid,synthetic_transport,1000,70.23,4.64,0.05
TRANSPORT-PORT_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,27.04,index,valid,synthetic_transport,1000,30.85,13.94,0.05
TRANSPORT-PORT_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,32.76,index,valid,synthetic_transport,1000,68.04,9.53,0.05
TRANSPORT-PORT_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,79.89,index,valid,synthetic_transport,1000,74.1,9.17,0.05
TRANSPORT-PORT_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,78.57,index,valid,synthetic_transport,1000,46.77,7.0,0.05
TRANSPORT-PORT_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,17.74,index,valid,synthetic_transport,1000,31.86,4.32,0.05
TRANSPORT-PORT_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,64.53,index,valid,synthetic_transport,1000,62.12,5.37,0.05
TRANSPORT-PORT_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,24.72,index,valid,synthetic_transport,1000,47.03,10.43,0.05
TRANSPORT-PORT_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,33.76,index,valid,synthetic_transport,1000,42.68,3.3,0.05
TRANSPORT-PORT_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,53.19,index,valid,synthetic_transport,1000,37.14,6.75,0.05
TRANSPORT-PORT_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,52.88,index,valid,synthetic_transport,1000,42.14,7.63,0.05
TRANSPORT-PORT_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,47.61,index,valid,synthetic_transport,1000,49.46,2.15,0.05
TRANSPORT-PORT_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,23.75,index,valid,synthetic_transport,1000,28.32,13.32,0.05
TRANSPORT-PORT_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,80.01,index,valid,synthetic_transport,1000,68.35,11.73,0.05
TRANSPORT-PORT_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,58.64,index,valid,synthetic_transport,1000,66.88,9.57,0.05
TRANSPORT-PORT_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,51.74,index,valid,synthetic_transport,1000,70.2,13.86,0.05
TRANSPORT-PORT_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,43.62,index,valid,synthetic_transport,1000,27.8,7.9,0.05
