bgp_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-BGP_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,28.11,index,valid,synthetic_transport,1000,60.48,10.47,0.05
TRANSPORT-BGP_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,28.43,index,valid,synthetic_transport,1000,67.36,9.12,0.05
TRANSPORT-BGP_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,66.6,index,valid,synthetic_transport,1000,44.9,6.51,0.05
TRANSPORT-BGP_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,36.03,index,valid,synthetic_transport,1000,31.06,12.15,0.05
TRANSPORT-BGP_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,21.42,index,valid,synthetic_transport,1000,31.68,4.01,0.05
TRANSPORT-BGP_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,75.87,index,valid,synthetic_transport,1000,68.4,3.87,0.05
TRANSPORT-BGP_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,63.29,index,valid,synthetic_transport,1000,74.16,10.75,0.05
TRANSPORT-BGP_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,57.82,index,valid,synthetic_transport,1000,61.27,13.03,0.05
TRANSPORT-BGP_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,74.57,index,valid,synthetic_transport,1000,37.84,13.85,0.05
TRANSPORT-BGP_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,44.44,index,valid,synthetic_transport,1000,61.63,7.48,0.05
TRANSPORT-BGP_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,79.45,index,valid,synthetic_transport,1000,47.78,3.66,0.05
TRANSPORT-BGP_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,52.63,index,valid,synthetic_transport,1000,25.5,11.34,0.05
TRANSPORT-BGP_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,55.79,index,valid,synthetic_transport,1000,53.14,9.35,0.05
TRANSPORT-BGP_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.15,index,valid,synthetic_transport,1000,74.58,11.16,0.05
TRANSPORT-BGP_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,50.77,index,valid,synthetic_transport,1000,44.38,5.41,0.05
TRANSPORT-BGP_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,65.79,index,valid,synthetic_transport,1000,44.66,6.36,0.05
TRANSPORT-BGP_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,72.36,index,valid,synthetic_transport,1000,37.12,9.87,0.05
TRANSPORT-BGP_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,18.79,index,valid,synthetic_transport,1000,65.42,6.51,0.05
TRANSPORT-BGP_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,60.08,index,valid,synthetic_transport,1000,34.42,4.66,0.05
TRANSPORT-BGP_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,72.03,index,valid,synthetic_transport,1000,32.9,2.63,0.05
TRANSPORT-BGP_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,25.46,index,valid,synthetic_transport,1000,70.26,6.44,0.05
TRANSPORT-BGP_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,45.44,index,valid,synthetic_transport,1000,52.28,10.64,0.05
TRANSPORT-BGP_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,59.43,index,valid,synthetic_transport,1000,27.38,12.51,0.05
TRANSPORT-BGP_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,65.54,index,valid,synthetic_transport,1000,58.51,6.16,0.05
TRANSPORT-BGP_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,62.61,index,valid,synthetic_transport,1000,46.05,14.47,0.05
TRANSPORT-BGP_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,39.15,index,valid,synthetic_transport,1000,64.61,13.76,0.05
TRANSPORT-BGP_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,42.28,index,valid,synthetic_transport,1000,38.01,11.85,0.05
TRANSPORT-BGP_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,84.09,index,valid,synthetic_transport,1000,47.78,6.4,0.05
TRANSPORT-BGP_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,47.94,index,valid,synthetic_transport,1000,49.5,6.64,0.05
TRANSPORT-BGP_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,83.79,index,valid,synthetic_transport,1000,59.71,9.51,0.05
TRANSPORT-BGP_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,67.91,index,valid,synthetic_transport,1000,47.91,3.32,0.05
TRANSPORT-BGP_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,34.87,index,valid,synthetic_transport,1000,69.98,7.84,0.05
TRANSPORT-BGP_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,32.27,index,valid,synthetic_transport,1000,34.78,3.29,0.05
TRANSPORT-BGP_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,79.21,index,valid,synthetic_transport,1000,34.65,13.4,0.05
TRANSPORT-BGP_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,44.1,index,valid,synthetic_transport,1000,36.46,14.43,0.05
TRANSPORT-BGP_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,73.38,index,valid,synthetic_transport,1000,41.54,9.73,0.05
TRANSPORT-BGP_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,38.7,index,valid,synthetic_transport,1000,52.97,4.69,0.05
TRANSPORT-BGP_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,16.64,index,valid,synthetic_transport,1000,52.28,10.89,0.05
TRANSPORT-BGP_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,15.32,index,valid,synthetic_transport,1000,29.09,6.97,0.05
TRANSPORT-BGP_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,55.9,index,valid,synthetic_transport,1000,63.59,5.21,0.05
TRANSPORT-BGP_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,55.61,index,valid,synthetic_transport,1000,46.82,2.84,0.05
TRANSPORT-BGP_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,71.87,index,valid,synthetic_transport,1000,35.58,8.64,0.05
TRANSPORT-BGP_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,42.89,index,valid,synthetic_transport,1000,65.38,8.18,0.05
TRANSPORT-BGP_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,75.36,index,valid,synthetic_transport,1000,53.08,11.73,0.05
TRANSPORT-BGP_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,69.26,index,valid,synthetic_transport,1000,35.7,11.88,0.05
TRANSPORT-BGP_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,48.67,index,valid,synthetic_transport,1000,63.96,5.93,0.05
TRANSPORT-BGP_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,79.33,index,valid,synthetic_transport,1000,70.48,6.79,0.05
TRANSPORT-BGP_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,38.5,index,valid,synthetic_transport,1000,31.11,6.39,0.05
TRANSPORT-BGP_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,18.69,index,valid,synthetic_transport,1000,69.18,12.92,0.05
TRANSPORT-BGP_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,61.99,index,valid,synthetic_transport,1000,38.67,12.71,0.05
TRANSPORT-BGP_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,37.05,index,valid,synthetic_transport,1000,70.66,8.14,0.05
TRANSPORT-BGP_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,40.85,index,valid,synthetic_transport,1000,48.68,3.03,0.05
TRANSPORT-BGP_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,46.29,index,valid,synthetic_transport,1000,58.31,13.26,0.05
TRANSPORT-BGP_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,73.53,index,valid,synthetic_transport,1000,53.57,5.77,0.05
TRANSPORT-BGP_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,19.38,index,valid,synthetic_transport,1000,49.11,10.82,0.05
TRANSPORT-BGP_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,78.13,index,valid,synthetic_transport,1000,57.65,12.9,0.05
TRANSPORT-BGP_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,48.94,index,valid,synthetic_transport,1000,34.78,3.21,0.05
TRANSPORT-BGP_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,65.98,index,valid,synthetic_transport,1000,65.01,6.63,0.05
TRANSPORT-BGP_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,35.07,index,valid,synthetic_transport,1000,48.9,10.03,0.05
TRANSPORT-BGP_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,71.48,index,valid,synthetic_transport,1000,74.66,4.33,0.05
TRANSPORT-BGP_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,37.59,index,valid,synthetic_transport,1000,36.16,6.53,0.05
TRANSPORT-BGP_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,49.15,index,valid,synthetic_transport,1000,58.55,12.7,0.05
TRANSPORT-BGP_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,74.31,index,valid,synthetic_transport,1000,72.38,10.54,0.05
TRANSPORT-BGP_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,58.1,index,valid,synthetic_transport,1000,28.87,12.15,0.05
TRANSPORT-BGP_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,37.01,index,valid,synthetic_transport,1000,56.05,3.45,0.05
TRANSPORT-BGP_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,82.86,index,valid,synthetic_transport,1000,35.16,13.26,0.05
TRANSPORT-BGP_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,35.47,index,valid,synthetic_transport,1000,50.18,5.58,0.05
TRANSPORT-BGP_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,63.22,index,valid,synthetic_transport,1000,67.33,5.11,0.05
TRANSPORT-BGP_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,73.49,index,valid,synthetic_transport,1000,50.85,2.59,0.05
TRANSPORT-BGP_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,46.85,index,valid,synthetic_transport,1000,52.18,7.84,0.05
TRANSPORT-BGP_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,56.84,index,valid,synthetic_transport,1000,69.52,6.71,0.05
TRANSPORT-BGP_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,61.47,index,valid,synthetic_transport,1000,28.49,5.84,0.05
TRANSPORT-BGP_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,84.51,index,valid,synthetic_transport,1000,39.6,9.22,0.05
TRANSPORT-BGP_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,79.74,index,valid,synthetic_transport,1000,29.04,9.18,0.05
TRANSPORT-BGP_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,17.3,index,valid,synthetic_transport,1000,54.74,2.13,0.05
TRANSPORT-BGP_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,38.54,index,valid,synthetic_transport,1000,62.9,9.47,0.05
TRANSPORT-BGP_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,35.76,index,valid,synthetic_transport,1000,64.97,4.1,0.05
TRANSPORT-BGP_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,78.96,index,valid,synthetic_transport,1000,73.37,7.99,0.05
TRANSPORT-BGP_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,48.68,index,valid,synthetic_transport,1000,38.62,7.01,0.05
TRANSPORT-BGP_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,54.89,index,valid,synthetic_transport,1000,62.48,10.99,0.05
TRANSPORT-BGP_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,18.18,index,valid,synthetic_transport,1000,29.16,6.26,0.05
TRANSPORT-BGP_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,52.03,index,valid,synthetic_transport,1000,40.6,13.15,0.05
TRANSPORT-BGP_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,37.51,index,valid,synthetic_transport,1000,49.48,3.27,0.05
TRANSPORT-BGP_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,65.87,index,valid,synthetic_transport,1000,29.69,12.33,0.05
TRANSPORT-BGP_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,78.39,index,valid,synthetic_transport,1000,44.59,9.88,0.05
TRANSPORT-BGP_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,54.88,index,valid,synthetic_transport,1000,60.91,10.77,0.05
TRANSPORT-BGP_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,40.16,index,valid,synthetic_transport,1000,66.22,9.14,0.05
TRANSPORT-BGP_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,31.24,index,valid,synthetic_transport,1000,55.13,14.23,0.05
TRANSPORT-BGP_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,79.26,index,valid,synthetic_transport,1000,74.76,5.34,0.05
TRANSPORT-BGP_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,30.49,index,valid,synthetic_transport,1000,47.11,13.03,0.05
TRANSPORT-BGP_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,71.35,index,valid,synthetic_transport,1000,66.0,4.31,0.05
TRANSPORT-BGP_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,74.42,index,valid,synthetic_transport,1000,71.39,2.08,0.05
TRANSPORT-BGP_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,36.36,index,valid,synthetic_transport,1000,60.83,13.33,0.05
TRANSPORT-BGP_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,51.0,index,valid,synthetic_transport,1000,52.67,8.07,0.05
TRANSPORT-BGP_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,27.72,index,valid,synthetic_transport,1000,48.92,3.58,0.05
TRANSPORT-BGP_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,67.76,index,valid,synthetic_transport,1000,48.26,10.57,0.05
TRANSPORT-BGP_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,62.66,index,valid,synthetic_transport,1000,60.37,6.28,0.05
TRANSPORT-BGP_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,62.11,index,valid,synthetic_transport,1000,37.83,5.48,0.05
TRANSPORT-BGP_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,58.39,index,valid,synthetic_transport,1000,46.53,3.49,0.05
TRANSPORT-BGP_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,41.76,index,valid,synthetic_transport,1000,47.05,8.09,0.05
TRANSPORT-BGP_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,58.43,index,valid,synthetic_transport,1000,58.88,11.64,0.05
TRANSPORT-BGP_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,21.73,index,valid,synthetic_transport,1000,69.83,10.39,0.05
TRANSPORT-BGP_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,17.49,index,valid,synthetic_transport,1000,30.36,7.62,0.05
TRANSPORT-BGP_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,23.85,index,valid,synthetic_transport,1000,29.98,4.48,0.05
TRANSPORT-BGP_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,60.08,index,valid,synthetic_transport,1000,26.97,11.55,0.05
TRANSPORT-BGP_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,26.27,index,valid,synthetic_transport,1000,66.89,6.34,0.05
TRANSPORT-BGP_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,53.51,index,valid,synthetic_transport,1000,72.0,5.13,0.05
TRANSPORT-BGP_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,57.17,index,valid,synthetic_transport,1000,34.56,11.11,0.05
TRANSPORT-BGP_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,15.94,index,valid,synthetic_transport,1000,53.11,6.5,0.05
TRANSPORT-BGP_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,59.92,index,valid,synthetic_transport,1000,38.77,5.64,0.05
TRANSPORT-BGP_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,27.89,index,valid,synthetic_transport,1000,60.49,7.99,0.05
TRANSPORT-BGP_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,28.88,index,valid,synthetic_transport,1000,55.77,5.55,0.05
TRANSPORT-BGP_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,84.25,index,valid,synthetic_transport,1000,30.13,4.34,0.05
TRANSPORT-BGP_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,38.23,index,valid,synthetic_transport,1000,30.27,12.86,0.05
TRANSPORT-BGP_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,26.01,index,valid,synthetic_transport,1000,57.8,11.31,0.05
TRANSPORT-BGP_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,78.73,index,valid,synthetic_transport,1000,69.38,14.08,0.05
TRANSPORT-BGP_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,17.85,index,valid,synthetic_transport,1000,40.94,4.3,0.05
TRANSPORT-BGP_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,81.88,index,valid,synthetic_transport,1000,49.06,14.04,0.05
TRANSPORT-BGP_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,56.26,index,valid,synthetic_transport,1000,29.91,2.45,0.05
TRANSPORT-BGP_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,29.28,index,valid,synthetic_transport,1000,37.97,11.52,0.05
TRANSPORT-BGP_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,60.57,index,valid,synthetic_transport,1000,61.12,13.88,0.05
TRANSPORT-BGP_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,47.18,index,valid,synthetic_transport,1000,60.73,10.66,0.05
TRANSPORT-BGP_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,84.24,index,valid,synthetic_transport,1000,32.43,7.28,0.05
TRANSPORT-BGP_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,21.69,index,valid,synthetic_transport,1000,62.35,4.62,0.05
TRANSPORT-BGP_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,29.44,index,valid,synthetic_transport,1000,74.74,14.91,0.05
TRANSPORT-BGP_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,73.36,index,valid,synthetic_transport,1000,64.14,13.17,0.05
TRANSPORT-BGP_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,25.5,index,valid,synthetic_transport,1000,33.19,2.53,0.05
TRANSPORT-BGP_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,68.08,index,valid,synthetic_transport,1000,46.91,6.98,0.05
TRANSPORT-BGP_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,53.26,index,valid,synthetic_transport,1000,56.14,10.62,0.05
TRANSPORT-BGP_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,52.62,index,valid,synthetic_transport,1000,44.76,2.84,0.05
TRANSPORT-BGP_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,34.38,index,valid,synthetic_transport,1000,42.17,9.85,0.05
TRANSPORT-BGP_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,41.05,index,valid,synthetic_transport,1000,40.71,5.57,0.05
TRANSPORT-BGP_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,78.89,index,valid,synthetic_transport,1000,38.43,9.03,0.05
TRANSPORT-BGP_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,29.72,index,valid,synthetic_transport,1000,53.31,8.95,0.05
TRANSPORT-BGP_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,70.57,index,valid,synthetic_transport,1000,61.88,3.04,0.05
TRANSPORT-BGP_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,15.71,index,valid,synthetic_transport,1000,66.13,6.39,0.05
TRANSPORT-BGP_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,50.05,index,valid,synthetic_transport,1000,27.01,4.89,0.05
TRANSPORT-BGP_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,18.09,index,valid,synthetic_transport,1000,53.44,14.55,0.05
TRANSPORT-BGP_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,25.95,index,valid,synthetic_transport,1000,25.8,7.82,0.05
TRANSPORT-BGP_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,42.57,index,valid,synthetic_transport,1000,66.17,3.37,0.05
TRANSPORT-BGP_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,47.59,index,valid,synthetic_transport,1000,38.96,3.92,0.05
TRANSPORT-BGP_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,30.19,index,valid,synthetic_transport,1000,74.4,3.47,0.05
TRANSPORT-BGP_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,58.55,index,valid,synthetic_transport,1000,35.53,12.69,0.05
TRANSPORT-BGP_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,42.18,index,valid,synthetic_transport,1000,43.76,9.19,0.05
TRANSPORT-BGP_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,58.49,index,valid,synthetic_transport,1000,59.39,8.21,0.05
TRANSPORT-BGP_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,37.31,index,valid,synthetic_transport,1000,54.38,6.79,0.05
TRANSPORT-BGP_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,84.3,index,valid,synthetic_transport,1000,48.3,8.0,0.05
TRANSPORT-BGP_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,36.55,index,valid,synthetic_transport,1000,74.09,6.24,0.05
TRANSPORT-BGP_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,54.83,index,valid,synthetic_transport,1000,57.91,7.09,0.05
TRANSPORT-BGP_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,76.34,index,valid,synthetic_transport,1000,29.88,13.5,0.05
TRANSPORT-BGP_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,71.74,index,valid,synthetic_transport,1000,62.97,13.97,0.05
TRANSPORT-BGP_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,60.19,index,valid,synthetic_transport,1000,25.44,10.42,0.05
