link_id,from_station_id,to_station_id,province_code,date_hour,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct,availability_pct,link_type,vendor,status
LINK08,ST0402,ST0501,NBH,2026-08-18-20,1000,61.79,7.91,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-18-20,1000,40.91,9.53,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-18-20,1000,39.14,9.53,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-18-20,1000,36.93,3.73,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-18-20,1000,56.07,8.19,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-18-21,1000,39.04,4.79,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-18-21,1000,38.36,5.16,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-18-21,1000,37.27,9.79,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-18-21,1000,56.81,4.45,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-18-21,1000,59.62,8.08,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-18-21,1000,37.37,2.08,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-18-21,1000,25.53,6.22,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-18-21,1000,61.9,2.95,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-18-21,1000,53.39,7.56,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-18-21,1000,51.07,3.09,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-18-21,1000,62.49,8.15,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-18-21,1000,36.21,7.23,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-18-22,1000,38.3,5.48,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-18-22,1000,39.45,4.05,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-18-22,1000,49.5,3.55,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-18-22,1000,37.09,4.08,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-18-22,1000,51.38,9.96,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-18-22,1000,48.17,4.17,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-18-22,1000,59.61,9.67,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-18-22,1000,39.45,8.75,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-18-22,1000,25.95,2.56,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-18-22,1000,41.91,8.66,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-18-22,1000,30.15,6.59,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-18-22,1000,53.29,9.85,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-18-23,1000,35.73,4.59,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-18-23,1000,26.97,2.1,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-18-23,1000,55.89,4.46,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-18-23,1000,53.67,6.56,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-18-23,1000,61.41,8.39,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-18-23,1000,57.4,5.25,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-18-23,1000,63.74,8.71,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-18-23,1000,53.16,6.34,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-18-23,1000,33.64,7.53,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-18-23,1000,61.03,4.93,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-18-23,1000,54.98,5.03,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-18-23,1000,64.53,5.67,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-00,1000,32.23,2.49,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-00,1000,56.61,9.36,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-00,1000,33.52,8.86,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-00,1000,61.98,2.38,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-00,1000,31.36,4.17,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-00,1000,48.39,3.41,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-00,1000,62.61,4.81,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-00,1000,41.92,5.23,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-00,1000,28.11,4.71,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-00,1000,36.34,9.22,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-00,1000,56.45,6.35,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-00,1000,35.38,2.91,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-01,1000,36.47,34.33,2.5,95,fiber,zte,degraded
LINK02,ST0102,ST0201,DBN,2026-08-19-01,1000,34.0,2.47,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-01,1000,44.77,4.9,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-01,1000,54.53,3.68,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-01,1000,48.42,2.15,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-01,1000,63.79,4.8,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-01,1000,31.87,6.42,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-01,1000,49.27,8.02,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-01,1000,57.16,6.33,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-01,1000,25.6,8.59,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-01,1000,53.59,8.66,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-01,1000,53.77,2.42,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-02,1000,49.55,34.45,2.5,95,fiber,zte,degraded
LINK02,ST0102,ST0201,DBN,2026-08-19-02,1000,39.21,3.25,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-02,1000,32.23,2.91,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-02,1000,51.13,2.55,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-02,1000,56.65,5.22,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-02,1000,39.2,8.13,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-02,1000,60.33,2.94,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-02,1000,36.93,5.86,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-02,1000,37.12,9.66,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-02,1000,40.23,7.57,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-02,1000,43.79,6.89,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-02,1000,57.18,2.66,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-03,1000,59.67,39.0,2.5,95,fiber,zte,degraded
LINK02,ST0102,ST0201,DBN,2026-08-19-03,1000,60.14,2.82,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-03,1000,35.47,5.09,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-03,1000,32.61,4.31,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-03,1000,51.93,2.14,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-03,1000,32.21,6.28,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-03,1000,41.62,2.44,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-03,1000,29.79,6.17,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-03,1000,50.78,7.34,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-03,1000,54.77,2.89,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-03,1000,27.84,3.19,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-03,1000,29.64,7.15,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-04,1000,41.14,33.87,2.5,95,fiber,zte,degraded
LINK02,ST0102,ST0201,DBN,2026-08-19-04,1000,55.55,5.87,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-04,1000,40.54,6.01,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-04,1000,42.83,3.67,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-04,1000,32.37,6.84,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-04,1000,39.99,2.32,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-04,1000,33.8,3.87,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-04,1000,36.13,7.77,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-04,1000,55.26,6.92,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-04,1000,48.69,3.37,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-04,1000,35.79,4.99,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-04,1000,36.52,9.85,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-05,1000,61.95,4.5,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-05,1000,42.89,3.13,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-05,1000,28.73,6.66,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-05,1000,42.83,8.69,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-05,1000,35.08,5.85,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-05,1000,35.58,8.12,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-05,1000,30.47,5.85,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-05,1000,31.03,4.23,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-05,1000,28.76,9.77,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-05,1000,37.81,7.27,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-05,1000,31.65,3.74,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-05,1000,34.47,4.98,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-06,1000,58.4,5.37,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-06,1000,60.06,6.32,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-06,1000,29.82,2.16,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-06,1000,48.32,9.05,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-06,1000,36.11,2.25,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-06,1000,49.81,7.0,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-06,1000,41.55,4.4,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-06,1000,63.24,6.34,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-06,1000,60.16,2.68,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-06,1000,30.98,3.03,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-06,1000,52.47,4.04,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-06,1000,43.03,4.01,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-07,1000,37.1,2.98,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-07,1000,31.18,5.58,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-07,1000,55.61,7.92,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-07,1000,31.78,8.33,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-07,1000,55.53,3.53,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-07,1000,28.59,4.69,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-07,1000,61.22,8.24,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-07,1000,29.79,6.21,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-07,1000,60.56,4.93,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-07,1000,52.52,8.79,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-07,1000,30.18,8.96,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-07,1000,43.04,8.97,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-08,1000,62.38,5.65,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-08,1000,26.86,9.74,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-08,1000,57.22,2.31,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-08,1000,41.61,5.06,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-08,1000,58.39,2.69,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-08,1000,46.62,2.5,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-08,1000,64.67,3.78,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-08,1000,46.93,4.45,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-08,1000,29.98,6.6,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-08,1000,36.95,6.93,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-08,1000,50.02,7.29,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-08,1000,30.09,8.02,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-09,1000,33.49,8.73,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-09,1000,56.15,3.8,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-09,1000,55.22,8.6,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-09,1000,40.92,5.88,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-09,1000,41.5,3.56,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-09,1000,38.7,4.83,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-09,1000,30.88,9.87,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-09,1000,27.79,6.52,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-09,1000,28.25,3.54,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-09,1000,42.54,6.47,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-09,1000,26.19,5.3,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-09,1000,59.89,2.74,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-10,1000,30.09,7.25,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-10,1000,31.23,3.77,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-10,1000,27.29,7.4,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-10,1000,54.73,2.29,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-10,1000,28.38,3.52,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-10,1000,63.59,9.92,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-10,1000,52.16,7.65,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-10,1000,47.56,5.73,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-10,1000,50.02,8.77,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-10,1000,42.66,6.51,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-10,1000,46.9,2.8,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-10,1000,26.05,8.02,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-11,1000,59.71,5.47,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-11,1000,35.84,5.65,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-11,1000,43.68,5.06,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-11,1000,49.93,8.71,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-11,1000,64.19,8.63,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-11,1000,62.07,4.63,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-11,1000,35.47,3.54,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-11,1000,32.21,9.69,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-11,1000,36.13,6.31,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-11,1000,35.03,8.0,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-11,1000,53.63,6.34,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-11,1000,36.94,4.85,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-12,1000,36.31,2.6,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-12,1000,59.69,6.19,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-12,1000,64.71,6.31,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-12,1000,61.81,2.19,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-12,1000,53.91,7.43,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-12,1000,50.11,6.35,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-12,1000,49.09,9.64,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-12,1000,58.21,5.45,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-12,1000,51.62,5.59,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-12,1000,37.59,5.28,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-12,1000,26.27,5.6,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-12,1000,32.78,3.1,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-13,1000,36.22,6.52,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-13,1000,26.84,5.91,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-13,1000,50.34,2.89,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-13,1000,49.1,2.81,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-13,1000,64.25,4.49,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-13,1000,52.67,3.94,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-13,1000,39.77,5.93,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-13,1000,39.99,3.58,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-13,1000,30.12,8.57,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-13,1000,51.55,8.8,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-13,1000,55.7,8.82,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-13,1000,38.3,3.94,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-14,1000,61.66,3.67,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-14,1000,53.13,2.46,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-14,1000,40.61,5.61,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-14,1000,44.89,8.87,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-14,1000,35.97,3.45,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-14,1000,55.34,6.59,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-14,1000,34.84,9.07,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-14,1000,53.31,2.65,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-14,1000,36.95,4.77,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-14,1000,60.88,4.27,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-14,1000,55.41,7.65,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-14,1000,40.23,7.41,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-15,1000,31.36,2.12,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-15,1000,37.94,8.07,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-15,1000,59.58,6.22,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-15,1000,49.05,8.34,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-15,1000,58.45,8.47,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-15,1000,26.01,7.86,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-15,1000,59.85,5.89,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-15,1000,50.89,7.67,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-15,1000,46.93,9.36,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-15,1000,47.96,9.05,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-15,1000,64.68,7.36,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-15,1000,61.82,7.04,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-16,1000,27.91,9.26,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-16,1000,52.55,4.12,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-16,1000,29.29,6.78,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-16,1000,40.56,2.05,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-16,1000,55.01,7.96,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-16,1000,41.85,7.61,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-16,1000,47.55,6.58,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-16,1000,40.26,4.27,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-16,1000,61.85,3.51,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-16,1000,43.66,5.75,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-16,1000,41.37,4.7,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-16,1000,53.16,8.14,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-17,1000,47.99,2.61,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-17,1000,48.71,9.3,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-17,1000,35.31,5.79,0.05,99.9,fiber,zte,up
