mpls_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-MPLS_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,47.55,index,valid,synthetic_transport,1000,40.5,2.07,0.05
TRANSPORT-MPLS_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,50.47,index,valid,synthetic_transport,1000,70.7,12.71,0.05
TRANSPORT-MPLS_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,40.74,index,valid,synthetic_transport,1000,27.7,9.31,0.05
TRANSPORT-MPLS_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,51.14,index,valid,synthetic_transport,1000,49.95,13.32,0.05
TRANSPORT-MPLS_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,20.71,index,valid,synthetic_transport,1000,54.21,6.3,0.05
TRANSPORT-MPLS_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,58.2,index,valid,synthetic_transport,1000,26.85,5.54,0.05
TRANSPORT-MPLS_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,84.18,index,valid,synthetic_transport,1000,32.5,4.98,0.05
TRANSPORT-MPLS_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,19.61,index,valid,synthetic_transport,1000,31.13,3.97,0.05
TRANSPORT-MPLS_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,24.76,index,valid,synthetic_transport,1000,63.09,5.24,0.05
TRANSPORT-MPLS_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,29.22,index,valid,synthetic_transport,1000,26.78,11.87,0.05
TRANSPORT-MPLS_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,40.2,index,valid,synthetic_transport,1000,53.31,10.56,0.05
TRANSPORT-MPLS_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,84.94,index,valid,synthetic_transport,1000,35.76,3.71,0.05
TRANSPORT-MPLS_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,42.19,index,valid,synthetic_transport,1000,37.76,8.76,0.05
TRANSPORT-MPLS_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,34.24,index,valid,synthetic_transport,1000,37.06,6.43,0.05
TRANSPORT-MPLS_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,65.76,index,valid,synthetic_transport,1000,53.02,13.33,0.05
TRANSPORT-MPLS_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,29.31,index,valid,synthetic_transport,1000,29.63,2.05,0.05
TRANSPORT-MPLS_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,45.37,index,valid,synthetic_transport,1000,32.71,9.56,0.05
TRANSPORT-MPLS_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,57.73,index,valid,synthetic_transport,1000,57.88,3.43,0.05
TRANSPORT-MPLS_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,44.28,index,valid,synthetic_transport,1000,49.48,11.21,0.05
TRANSPORT-MPLS_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,44.1,index,valid,synthetic_transport,1000,36.22,2.53,0.05
TRANSPORT-MPLS_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,15.93,index,valid,synthetic_transport,1000,55.17,4.32,0.05
TRANSPORT-MPLS_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,18.33,index,valid,synthetic_transport,1000,34.66,7.69,0.05
TRANSPORT-MPLS_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,16.87,index,valid,synthetic_transport,1000,60.71,5.21,0.05
TRANSPORT-MPLS_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,78.7,index,valid,synthetic_transport,1000,55.11,4.25,0.05
TRANSPORT-MPLS_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,20.94,index,valid,synthetic_transport,1000,53.45,11.28,0.05
TRANSPORT-MPLS_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,75.41,index,valid,synthetic_transport,1000,44.97,11.39,0.05
TRANSPORT-MPLS_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,18.83,index,valid,synthetic_transport,1000,27.16,5.23,0.05
TRANSPORT-MPLS_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,76.34,index,valid,synthetic_transport,1000,52.61,13.93,0.05
TRANSPORT-MPLS_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,17.55,index,valid,synthetic_transport,1000,55.93,10.24,0.05
TRANSPORT-MPLS_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,81.44,index,valid,synthetic_transport,1000,44.54,3.26,0.05
TRANSPORT-MPLS_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,53.0,index,valid,synthetic_transport,1000,53.74,5.76,0.05
TRANSPORT-MPLS_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,64.96,index,valid,synthetic_transport,1000,63.49,4.4,0.05
TRANSPORT-MPLS_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,71.64,index,valid,synthetic_transport,1000,44.13,8.4,0.05
TRANSPORT-MPLS_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,34.22,index,valid,synthetic_transport,1000,54.19,5.23,0.05
TRANSPORT-MPLS_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,23.67,index,valid,synthetic_transport,1000,26.48,8.83,0.05
TRANSPORT-MPLS_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,55.51,index,valid,synthetic_transport,1000,27.16,9.91,0.05
TRANSPORT-MPLS_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.04,index,valid,synthetic_transport,1000,63.36,4.39,0.05
TRANSPORT-MPLS_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,29.89,index,valid,synthetic_transport,1000,42.09,8.33,0.05
TRANSPORT-MPLS_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,79.53,index,valid,synthetic_transport,1000,48.93,6.17,0.05
TRANSPORT-MPLS_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,56.3,index,valid,synthetic_transport,1000,49.68,10.47,0.05
TRANSPORT-MPLS_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,68.89,index,valid,synthetic_transport,1000,67.92,5.78,0.05
TRANSPORT-MPLS_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,39.44,index,valid,synthetic_transport,1000,43.2,12.35,0.05
TRANSPORT-MPLS_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,60.36,index,valid,synthetic_transport,1000,61.67,4.41,0.05
TRANSPORT-MPLS_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,76.51,index,valid,synthetic_transport,1000,70.63,5.4,0.05
TRANSPORT-MPLS_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,30.21,index,valid,synthetic_transport,1000,51.51,10.1,0.05
TRANSPORT-MPLS_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,35.43,index,valid,synthetic_transport,1000,70.6,2.72,0.05
TRANSPORT-MPLS_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,52.14,index,valid,synthetic_transport,1000,27.42,3.38,0.05
TRANSPORT-MPLS_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,70.03,index,valid,synthetic_transport,1000,58.2,12.23,0.05
TRANSPORT-MPLS_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,75.54,index,valid,synthetic_transport,1000,25.65,6.82,0.05
TRANSPORT-MPLS_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,49.08,index,valid,synthetic_transport,1000,60.19,11.1,0.05
TRANSPORT-MPLS_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,49.32,index,valid,synthetic_transport,1000,47.07,14.88,0.05
TRANSPORT-MPLS_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,69.41,index,valid,synthetic_transport,1000,33.68,8.86,0.05
TRANSPORT-MPLS_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,43.01,index,valid,synthetic_transport,1000,66.17,6.06,0.05
TRANSPORT-MPLS_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,31.73,index,valid,synthetic_transport,1000,57.72,14.71,0.05
TRANSPORT-MPLS_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,29.28,index,valid,synthetic_transport,1000,62.48,12.84,0.05
TRANSPORT-MPLS_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,51.16,index,valid,synthetic_transport,1000,73.94,8.86,0.05
TRANSPORT-MPLS_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,83.56,index,valid,synthetic_transport,1000,28.88,7.57,0.05
TRANSPORT-MPLS_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,62.95,index,valid,synthetic_transport,1000,61.49,8.57,0.05
TRANSPORT-MPLS_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,78.69,index,valid,synthetic_transport,1000,67.24,5.69,0.05
TRANSPORT-MPLS_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,82.67,index,valid,synthetic_transport,1000,51.76,2.83,0.05
TRANSPORT-MPLS_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,22.72,index,valid,synthetic_transport,1000,57.44,8.73,0.05
TRANSPORT-MPLS_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,50.07,index,valid,synthetic_transport,1000,59.67,4.89,0.05
TRANSPORT-MPLS_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,70.27,index,valid,synthetic_transport,1000,59.14,8.91,0.05
TRANSPORT-MPLS_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,33.71,index,valid,synthetic_transport,1000,51.08,8.8,0.05
TRANSPORT-MPLS_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,63.6,index,valid,synthetic_transport,1000,31.38,13.95,0.05
TRANSPORT-MPLS_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,55.57,index,valid,synthetic_transport,1000,52.31,12.08,0.05
TRANSPORT-MPLS_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,78.51,index,valid,synthetic_transport,1000,71.43,9.2,0.05
TRANSPORT-MPLS_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,34.88,index,valid,synthetic_transport,1000,44.34,2.39,0.05
TRANSPORT-MPLS_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,43.15,index,valid,synthetic_transport,1000,65.77,7.65,0.05
TRANSPORT-MPLS_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,34.26,index,valid,synthetic_transport,1000,33.85,13.86,0.05
TRANSPORT-MPLS_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,26.93,index,valid,synthetic_transport,1000,71.14,3.82,0.05
TRANSPORT-MPLS_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,53.28,index,valid,synthetic_transport,1000,49.57,10.46,0.05
TRANSPORT-MPLS_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,43.88,index,valid,synthetic_transport,1000,71.07,11.03,0.05
TRANSPORT-MPLS_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,65.78,index,valid,synthetic_transport,1000,61.41,5.42,0.05
TRANSPORT-MPLS_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,69.91,index,valid,synthetic_transport,1000,39.35,10.44,0.05
TRANSPORT-MPLS_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,48.1,index,valid,synthetic_transport,1000,64.93,2.05,0.05
TRANSPORT-MPLS_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,58.73,index,valid,synthetic_transport,1000,69.58,12.33,0.05
TRANSPORT-MPLS_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,23.56,index,valid,synthetic_transport,1000,32.8,4.94,0.05
TRANSPORT-MPLS_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,64.34,index,valid,synthetic_transport,1000,36.86,11.03,0.05
TRANSPORT-MPLS_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,79.81,index,valid,synthetic_transport,1000,42.89,11.99,0.05
TRANSPORT-MPLS_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,16.84,index,valid,synthetic_transport,1000,29.95,3.21,0.05
TRANSPORT-MPLS_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,33.98,index,valid,synthetic_transport,1000,56.84,12.87,0.05
TRANSPORT-MPLS_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,27.77,index,valid,synthetic_transport,1000,50.41,11.62,0.05
TRANSPORT-MPLS_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,58.29,index,valid,synthetic_transport,1000,34.26,9.9,0.05
TRANSPORT-MPLS_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,70.55,index,valid,synthetic_transport,1000,67.4,9.26,0.05
TRANSPORT-MPLS_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,29.03,index,valid,synthetic_transport,1000,45.11,11.43,0.05
TRANSPORT-MPLS_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,18.27,index,valid,synthetic_transport,1000,31.63,8.06,0.05
TRANSPORT-MPLS_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,62.66,index,valid,synthetic_transport,1000,70.5,11.81,0.05
TRANSPORT-MPLS_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,58.46,index,valid,synthetic_transport,1000,66.28,12.75,0.05
TRANSPORT-MPLS_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,33.83,index,valid,synthetic_transport,1000,40.74,2.25,0.05
TRANSPORT-MPLS_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,16.18,index,valid,synthetic_transport,1000,39.97,14.51,0.05
TRANSPORT-MPLS_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,84.37,index,valid,synthetic_transport,1000,26.5,2.12,0.05
TRANSPORT-MPLS_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,19.29,index,valid,synthetic_transport,1000,61.81,2.13,0.05
TRANSPORT-MPLS_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,29.16,index,valid,synthetic_transport,1000,72.38,3.63,0.05
TRANSPORT-MPLS_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,53.06,index,valid,synthetic_transport,1000,72.14,10.7,0.05
TRANSPORT-MPLS_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,39.84,index,valid,synthetic_transport,1000,42.52,2.13,0.05
TRANSPORT-MPLS_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,42.91,index,valid,synthetic_transport,1000,34.36,3.33,0.05
TRANSPORT-MPLS_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,84.48,index,valid,synthetic_transport,1000,63.88,6.84,0.05
TRANSPORT-MPLS_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,26.98,index,valid,synthetic_transport,1000,45.6,5.13,0.05
TRANSPORT-MPLS_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,59.18,index,valid,synthetic_transport,1000,34.33,12.35,0.05
TRANSPORT-MPLS_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,67.61,index,valid,synthetic_transport,1000,52.04,7.87,0.05
TRANSPORT-MPLS_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,61.25,index,valid,synthetic_transport,1000,65.32,6.42,0.05
TRANSPORT-MPLS_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,39.65,index,valid,synthetic_transport,1000,27.2,11.13,0.05
TRANSPORT-MPLS_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,35.09,index,valid,synthetic_transport,1000,53.1,14.39,0.05
TRANSPORT-MPLS_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,54.55,index,valid,synthetic_transport,1000,67.84,2.37,0.05
TRANSPORT-MPLS_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,35.58,index,valid,synthetic_transport,1000,56.74,6.32,0.05
TRANSPORT-MPLS_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,33.52,index,valid,synthetic_transport,1000,37.88,2.59,0.05
TRANSPORT-MPLS_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,42.48,index,valid,synthetic_transport,1000,49.29,13.77,0.05
TRANSPORT-MPLS_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,83.83,index,valid,synthetic_transport,1000,33.64,5.4,0.05
TRANSPORT-MPLS_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,71.88,index,valid,synthetic_transport,1000,39.76,13.05,0.05
TRANSPORT-MPLS_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,72.56,index,valid,synthetic_transport,1000,28.09,14.75,0.05
TRANSPORT-MPLS_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,74.71,index,valid,synthetic_transport,1000,66.39,9.94,0.05
TRANSPORT-MPLS_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,17.46,index,valid,synthetic_transport,1000,66.06,8.1,0.05
TRANSPORT-MPLS_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,50.76,index,valid,synthetic_transport,1000,72.57,5.35,0.05
TRANSPORT-MPLS_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,46.15,index,valid,synthetic_transport,1000,45.31,3.22,0.05
TRANSPORT-MPLS_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,44.95,index,valid,synthetic_transport,1000,64.78,14.4,0.05
TRANSPORT-MPLS_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,54.07,index,valid,synthetic_transport,1000,36.6,11.75,0.05
TRANSPORT-MPLS_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,45.2,index,valid,synthetic_transport,1000,46.81,7.13,0.05
TRANSPORT-MPLS_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,72.02,index,valid,synthetic_transport,1000,29.48,3.48,0.05
TRANSPORT-MPLS_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,26.75,index,valid,synthetic_transport,1000,70.22,6.82,0.05
TRANSPORT-MPLS_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,20.97,index,valid,synthetic_transport,1000,47.55,14.91,0.05
TRANSPORT-MPLS_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,34.83,index,valid,synthetic_transport,1000,48.54,10.26,0.05
TRANSPORT-MPLS_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,40.09,index,valid,synthetic_transport,1000,60.46,14.56,0.05
TRANSPORT-MPLS_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,79.86,index,valid,synthetic_transport,1000,45.83,2.53,0.05
TRANSPORT-MPLS_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,60.52,index,valid,synthetic_transport,1000,50.51,8.04,0.05
TRANSPORT-MPLS_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,83.11,index,valid,synthetic_transport,1000,34.69,11.2,0.05
TRANSPORT-MPLS_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,56.59,index,valid,synthetic_transport,1000,50.53,14.13,0.05
TRANSPORT-MPLS_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,60.24,index,valid,synthetic_transport,1000,65.81,10.94,0.05
TRANSPORT-MPLS_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,81.23,index,valid,synthetic_transport,1000,32.63,8.59,0.05
TRANSPORT-MPLS_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,32.85,index,valid,synthetic_transport,1000,69.75,2.56,0.05
TRANSPORT-MPLS_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,54.26,index,valid,synthetic_transport,1000,57.95,5.0,0.05
TRANSPORT-MPLS_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,64.06,index,valid,synthetic_transport,1000,48.24,11.52,0.05
TRANSPORT-MPLS_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,50.7,index,valid,synthetic_transport,1000,27.66,10.25,0.05
TRANSPORT-MPLS_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,74.45,index,valid,synthetic_transport,1000,62.97,11.95,0.05
TRANSPORT-MPLS_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,23.46,index,valid,synthetic_transport,1000,25.26,12.47,0.05
TRANSPORT-MPLS_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,27.42,index,valid,synthetic_transport,1000,28.31,14.72,0.05
TRANSPORT-MPLS_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,53.08,index,valid,synthetic_transport,1000,66.72,5.05,0.05
TRANSPORT-MPLS_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,31.44,index,valid,synthetic_transport,1000,52.03,5.14,0.05
TRANSPORT-MPLS_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,23.93,index,valid,synthetic_transport,1000,49.73,10.44,0.05
TRANSPORT-MPLS_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,66.73,index,valid,synthetic_transport,1000,45.47,12.59,0.05
TRANSPORT-MPLS_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,39.28,index,valid,synthetic_transport,1000,49.33,14.96,0.05
TRANSPORT-MPLS_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,52.59,index,valid,synthetic_transport,1000,58.56,14.46,0.05
TRANSPORT-MPLS_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,20.39,index,valid,synthetic_transport,1000,42.31,2.85,0.05
TRANSPORT-MPLS_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,16.75,index,valid,synthetic_transport,1000,52.74,5.3,0.05
TRANSPORT-MPLS_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,66.71,index,valid,synthetic_transport,1000,31.78,2.24,0.05
TRANSPORT-MPLS_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,21.86,index,valid,synthetic_transport,1000,63.59,5.96,0.05
TRANSPORT-MPLS_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,16.33,index,valid,synthetic_transport,1000,52.34,6.22,0.05
TRANSPORT-MPLS_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,67.08,index,valid,synthetic_transport,1000,26.47,7.9,0.05
TRANSPORT-MPLS_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,69.64,index,valid,synthetic_transport,1000,67.71,7.01,0.05
TRANSPORT-MPLS_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,66.98,index,valid,synthetic_transport,1000,65.42,11.21,0.05
TRANSPORT-MPLS_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,80.42,index,valid,synthetic_transport,1000,52.33,2.46,0.05
