service_usage_hourly_id,subscription_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,active_count,latency_ms
SERVICE-SERVICE_USAGE_HOURLY-02-08,SUB0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,84.87,index,valid,synthetic_service,272,271,83,14.49
SERVICE-SERVICE_USAGE_HOURLY-02-09,SUB0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,38.8,index,valid,synthetic_service,289,286,63,16.48
SERVICE-SERVICE_USAGE_HOURLY-02-10,SUB0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,65.37,index,valid,synthetic_service,266,261,35,7.73
SERVICE-SERVICE_USAGE_HOURLY-02-11,SUB0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,40.06,index,valid,synthetic_service,142,137,95,21.76
SERVICE-SERVICE_USAGE_HOURLY-02-12,SUB0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,61.19,index,valid,synthetic_service,109,104,41,34.09
SERVICE-SERVICE_USAGE_HOURLY-02-13,SUB0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,58.2,index,valid,synthetic_service,258,256,72,18.84
SERVICE-SERVICE_USAGE_HOURLY-02-14,SUB0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,30.35,index,valid,synthetic_service,253,252,91,19.97
SERVICE-SERVICE_USAGE_HOURLY-02-15,SUB0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,29.76,index,valid,synthetic_service,207,202,63,18.46
SERVICE-SERVICE_USAGE_HOURLY-02-16,SUB0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,51.98,index,valid,synthetic_service,162,159,55,17.67
SERVICE-SERVICE_USAGE_HOURLY-02-17,SUB0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,30.67,index,valid,synthetic_service,121,118,25,34.08
SERVICE-SERVICE_USAGE_HOURLY-02-18,SUB0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,18.07,index,valid,synthetic_service,236,232,36,28.14
SERVICE-SERVICE_USAGE_HOURLY-02-19,SUB0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,22.26,index,valid,synthetic_service,146,145,51,12.49
SERVICE-SERVICE_USAGE_HOURLY-02-20,SUB0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,33.97,index,valid,synthetic_service,95,93,87,24.6
SERVICE-SERVICE_USAGE_HOURLY-02-21,SUB0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,17.32,index,valid,synthetic_service,289,288,70,13.59
SERVICE-SERVICE_USAGE_HOURLY-02-22,SUB0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,76.53,index,valid,synthetic_service,234,232,86,17.59
SERVICE-SERVICE_USAGE_HOURLY-02-23,SUB0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,18.52,index,valid,synthetic_service,56,54,94,28.8
SERVICE-SERVICE_USAGE_HOURLY-02-24,SUB0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,79.64,index,valid,synthetic_service,82,80,42,10.77
SERVICE-SERVICE_USAGE_HOURLY-02-25,SUB0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,65.41,index,valid,synthetic_service,253,250,100,14.63
SERVICE-SERVICE_USAGE_HOURLY-02-26,SUB0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,25.15,index,valid,synthetic_service,93,88,28,6.31
SERVICE-SERVICE_USAGE_HOURLY-02-27,SUB0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.09,index,valid,synthetic_service,218,217,76,22.3
SERVICE-SERVICE_USAGE_HOURLY-02-28,SUB0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,44.14,index,valid,synthetic_service,201,200,89,27.47
SERVICE-SERVICE_USAGE_HOURLY-02-29,SUB0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,31.58,index,valid,synthetic_service,194,190,95,5.43
SERVICE-SERVICE_USAGE_HOURLY-02-30,SUB0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,81.02,index,valid,synthetic_service,285,283,28,8.98
SERVICE-SERVICE_USAGE_HOURLY-02-31,SUB0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,20.38,index,valid,synthetic_service,283,280,66,23.6
SERVICE-SERVICE_USAGE_HOURLY-02-32,SUB0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,78.3,index,valid,synthetic_service,184,181,90,15.54
SERVICE-SERVICE_USAGE_HOURLY-02-33,SUB0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,23.71,index,valid,synthetic_service,114,112,56,27.82
SERVICE-SERVICE_USAGE_HOURLY-02-34,SUB0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,21.34,index,valid,synthetic_service,56,54,96,25.62
SERVICE-SERVICE_USAGE_HOURLY-02-35,SUB0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,29.5,index,valid,synthetic_service,280,275,20,9.25
SERVICE-SERVICE_USAGE_HOURLY-02-36,SUB0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,26.24,index,valid,synthetic_service,284,281,52,20.17
SERVICE-SERVICE_USAGE_HOURLY-02-37,SUB0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,82.23,index,valid,synthetic_service,252,248,87,27.32
SERVICE-SERVICE_USAGE_HOURLY-02-38,SUB0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,22.91,index,valid,synthetic_service,270,269,31,18.16
SERVICE-SERVICE_USAGE_HOURLY-02-39,SUB0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,51.95,index,valid,synthetic_service,56,53,63,8.7
SERVICE-SERVICE_USAGE_HOURLY-02-40,SUB0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,37.81,index,valid,synthetic_service,160,157,89,13.95
SERVICE-SERVICE_USAGE_HOURLY-02-41,SUB0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,49.12,index,valid,synthetic_service,103,100,20,14.82
SERVICE-SERVICE_USAGE_HOURLY-02-42,SUB0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,53.52,index,valid,synthetic_service,75,72,81,22.37
SERVICE-SERVICE_USAGE_HOURLY-02-43,SUB0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,47.14,index,valid,synthetic_service,196,194,46,34.74
SERVICE-SERVICE_USAGE_HOURLY-02-44,SUB0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,30.5,index,valid,synthetic_service,140,137,74,21.43
SERVICE-SERVICE_USAGE_HOURLY-02-45,SUB0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,32.92,index,valid,synthetic_service,112,110,59,10.48
SERVICE-SERVICE_USAGE_HOURLY-02-46,SUB0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,47.94,index,valid,synthetic_service,233,232,86,18.69
SERVICE-SERVICE_USAGE_HOURLY-02-47,SUB0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,25.29,index,valid,synthetic_service,276,271,33,24.33
SERVICE-SERVICE_USAGE_HOURLY-02-48,SUB0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,27.6,index,valid,synthetic_service,113,111,96,22.76
SERVICE-SERVICE_USAGE_HOURLY-02-49,SUB0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,32.69,index,valid,synthetic_service,230,228,27,6.67
SERVICE-SERVICE_USAGE_HOURLY-02-50,SUB0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,53.0,index,valid,synthetic_service,288,287,51,33.63
SERVICE-SERVICE_USAGE_HOURLY-02-51,SUB0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,17.33,index,valid,synthetic_service,252,247,38,18.16
SERVICE-SERVICE_USAGE_HOURLY-02-52,SUB0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,25.56,index,valid,synthetic_service,222,221,26,5.57
SERVICE-SERVICE_USAGE_HOURLY-02-53,SUB0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,71.32,index,valid,synthetic_service,150,148,44,32.69
SERVICE-SERVICE_USAGE_HOURLY-02-54,SUB0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,44.0,index,valid,synthetic_service,76,73,24,30.38
SERVICE-SERVICE_USAGE_HOURLY-02-55,SUB0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,51.17,index,valid,synthetic_service,243,238,85,20.73
SERVICE-SERVICE_USAGE_HOURLY-02-56,SUB0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,59.13,index,valid,synthetic_service,279,275,70,14.98
SERVICE-SERVICE_USAGE_HOURLY-02-57,SUB0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,79.85,index,valid,synthetic_service,258,256,41,17.31
SERVICE-SERVICE_USAGE_HOURLY-02-58,SUB0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,30.14,index,valid,synthetic_service,98,97,49,19.3
SERVICE-SERVICE_USAGE_HOURLY-02-59,SUB0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,73.63,index,valid,synthetic_service,134,132,88,7.02
SERVICE-SERVICE_USAGE_HOURLY-02-60,SUB0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,42.33,index,valid,synthetic_service,193,192,51,34.05
SERVICE-SERVICE_USAGE_HOURLY-02-61,SUB0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,19.03,index,valid,synthetic_service,256,251,38,14.7
SERVICE-SERVICE_USAGE_HOURLY-02-62,SUB0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,30.8,index,valid,synthetic_service,273,268,90,14.38
SERVICE-SERVICE_USAGE_HOURLY-02-63,SUB0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.75,index,valid,synthetic_service,280,279,75,23.48
SERVICE-SERVICE_USAGE_HOURLY-02-64,SUB0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,23.53,index,valid,synthetic_service,162,161,86,31.21
SERVICE-SERVICE_USAGE_HOURLY-02-65,SUB0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,38.83,index,valid,synthetic_service,122,120,33,32.67
SERVICE-SERVICE_USAGE_HOURLY-02-66,SUB0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,69.55,index,valid,synthetic_service,250,248,31,8.29
SERVICE-SERVICE_USAGE_HOURLY-02-67,SUB0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,45.02,index,valid,synthetic_service,101,96,70,14.83
SERVICE-SERVICE_USAGE_HOURLY-02-68,SUB0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,35.02,index,valid,synthetic_service,59,54,97,26.14
SERVICE-SERVICE_USAGE_HOURLY-02-69,SUB0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,61.21,index,valid,synthetic_service,279,278,42,27.86
SERVICE-SERVICE_USAGE_HOURLY-02-70,SUB0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,56.29,index,valid,synthetic_service,263,258,53,24.88
SERVICE-SERVICE_USAGE_HOURLY-02-71,SUB0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,33.87,index,valid,synthetic_service,177,175,42,27.52
SERVICE-SERVICE_USAGE_HOURLY-03-00,SUB0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,58.31,index,valid,synthetic_service,246,244,45,7.67
SERVICE-SERVICE_USAGE_HOURLY-03-01,SUB0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,58.79,index,valid,synthetic_service,290,286,38,33.08
SERVICE-SERVICE_USAGE_HOURLY-03-02,SUB0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,76.28,index,valid,synthetic_service,139,136,75,16.21
SERVICE-SERVICE_USAGE_HOURLY-03-03,SUB0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,34.37,index,valid,synthetic_service,164,161,75,8.68
SERVICE-SERVICE_USAGE_HOURLY-03-04,SUB0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,68.31,index,valid,synthetic_service,167,162,29,12.02
SERVICE-SERVICE_USAGE_HOURLY-03-05,SUB0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,23.62,index,valid,synthetic_service,208,206,73,34.78
SERVICE-SERVICE_USAGE_HOURLY-03-06,SUB0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,35.43,index,valid,synthetic_service,249,247,57,34.85
SERVICE-SERVICE_USAGE_HOURLY-03-07,SUB0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,76.47,index,valid,synthetic_service,238,237,57,30.91
SERVICE-SERVICE_USAGE_HOURLY-03-08,SUB0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,30.94,index,valid,synthetic_service,137,135,27,21.1
SERVICE-SERVICE_USAGE_HOURLY-03-09,SUB0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,75.15,index,valid,synthetic_service,52,49,64,24.4
SERVICE-SERVICE_USAGE_HOURLY-03-10,SUB0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,34.45,index,valid,synthetic_service,186,185,57,30.6
SERVICE-SERVICE_USAGE_HOURLY-03-11,SUB0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,40.56,index,valid,synthetic_service,225,223,97,8.0
SERVICE-SERVICE_USAGE_HOURLY-03-12,SUB0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,50.84,index,valid,synthetic_service,96,93,84,18.59
SERVICE-SERVICE_USAGE_HOURLY-03-13,SUB0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,54.05,index,valid,synthetic_service,106,104,82,25.35
SERVICE-SERVICE_USAGE_HOURLY-03-14,SUB0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,34.53,index,valid,synthetic_service,206,205,58,11.08
SERVICE-SERVICE_USAGE_HOURLY-03-15,SUB0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,77.31,index,valid,synthetic_service,212,207,70,29.88
SERVICE-SERVICE_USAGE_HOURLY-03-16,SUB0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,38.4,index,valid,synthetic_service,180,179,60,28.87
SERVICE-SERVICE_USAGE_HOURLY-03-17,SUB0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,58.19,index,valid,synthetic_service,170,167,69,23.24
SERVICE-SERVICE_USAGE_HOURLY-03-18,SUB0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,39.69,index,valid,synthetic_service,136,132,85,10.82
SERVICE-SERVICE_USAGE_HOURLY-03-19,SUB0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,82.76,index,valid,synthetic_service,85,81,80,6.54
SERVICE-SERVICE_USAGE_HOURLY-03-20,SUB0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,47.63,index,valid,synthetic_service,110,109,70,19.31
SERVICE-SERVICE_USAGE_HOURLY-03-21,SUB0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,75.07,index,valid,synthetic_service,245,241,58,11.5
SERVICE-SERVICE_USAGE_HOURLY-03-22,SUB0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,15.08,index,valid,synthetic_service,203,199,28,7.38
SERVICE-SERVICE_USAGE_HOURLY-03-23,SUB0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,43.81,index,valid,synthetic_service,110,106,72,34.77
SERVICE-SERVICE_USAGE_HOURLY-03-24,SUB0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,33.22,index,valid,synthetic_service,272,269,36,26.49
SERVICE-SERVICE_USAGE_HOURLY-03-25,SUB0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,62.21,index,valid,synthetic_service,294,290,51,8.0
SERVICE-SERVICE_USAGE_HOURLY-03-26,SUB0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,21.49,index,valid,synthetic_service,232,228,65,32.91
SERVICE-SERVICE_USAGE_HOURLY-03-27,SUB0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,37.8,index,valid,synthetic_service,59,58,44,14.82
SERVICE-SERVICE_USAGE_HOURLY-03-28,SUB0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,19.23,index,valid,synthetic_service,213,210,46,20.97
SERVICE-SERVICE_USAGE_HOURLY-03-29,SUB0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,30.87,index,valid,synthetic_service,238,236,30,23.38
SERVICE-SERVICE_USAGE_HOURLY-03-30,SUB0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,28.62,index,valid,synthetic_service,93,92,93,29.16
SERVICE-SERVICE_USAGE_HOURLY-03-31,SUB0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,55.84,index,valid,synthetic_service,128,123,74,7.76
SERVICE-SERVICE_USAGE_HOURLY-03-32,SUB0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,52.88,index,valid,synthetic_service,123,122,66,6.63
SERVICE-SERVICE_USAGE_HOURLY-03-33,SUB0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,44.02,index,valid,synthetic_service,167,164,92,33.12
SERVICE-SERVICE_USAGE_HOURLY-03-34,SUB0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,55.25,index,valid,synthetic_service,267,265,86,15.18
SERVICE-SERVICE_USAGE_HOURLY-03-35,SUB0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,63.16,index,valid,synthetic_service,263,260,81,29.06
SERVICE-SERVICE_USAGE_HOURLY-03-36,SUB0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,48.63,index,valid,synthetic_service,239,234,39,33.52
SERVICE-SERVICE_USAGE_HOURLY-03-37,SUB0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,46.16,index,valid,synthetic_service,67,62,58,24.71
SERVICE-SERVICE_USAGE_HOURLY-03-38,SUB0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,66.79,index,valid,synthetic_service,243,238,34,21.24
SERVICE-SERVICE_USAGE_HOURLY-03-39,SUB0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,67.0,index,valid,synthetic_service,185,183,32,20.48
SERVICE-SERVICE_USAGE_HOURLY-03-40,SUB0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,19.56,index,valid,synthetic_service,287,284,83,23.64
SERVICE-SERVICE_USAGE_HOURLY-03-41,SUB0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,51.76,index,valid,synthetic_service,169,168,48,24.64
SERVICE-SERVICE_USAGE_HOURLY-03-42,SUB0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,33.07,index,valid,synthetic_service,217,213,68,17.82
SERVICE-SERVICE_USAGE_HOURLY-03-43,SUB0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,21.85,index,valid,synthetic_service,110,108,71,27.03
SERVICE-SERVICE_USAGE_HOURLY-03-44,SUB0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,18.55,index,valid,synthetic_service,106,101,65,17.54
SERVICE-SERVICE_USAGE_HOURLY-03-45,SUB0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,36.95,index,valid,synthetic_service,141,138,58,33.84
SERVICE-SERVICE_USAGE_HOURLY-03-46,SUB0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,75.0,index,valid,synthetic_service,162,159,44,30.59
SERVICE-SERVICE_USAGE_HOURLY-03-47,SUB0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,27.76,index,valid,synthetic_service,72,69,49,22.52
SERVICE-SERVICE_USAGE_HOURLY-03-48,SUB0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,76.39,index,valid,synthetic_service,213,209,30,32.95
SERVICE-SERVICE_USAGE_HOURLY-03-49,SUB0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,50.24,index,valid,synthetic_service,218,217,82,5.56
SERVICE-SERVICE_USAGE_HOURLY-03-50,SUB0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,23.94,index,valid,synthetic_service,250,246,25,11.8
SERVICE-SERVICE_USAGE_HOURLY-03-51,SUB0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,55.43,index,valid,synthetic_service,160,158,91,34.82
SERVICE-SERVICE_USAGE_HOURLY-03-52,SUB0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,26.49,index,valid,synthetic_service,136,134,68,30.99
SERVICE-SERVICE_USAGE_HOURLY-03-53,SUB0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,74.37,index,valid,synthetic_service,143,139,40,17.65
SERVICE-SERVICE_USAGE_HOURLY-03-54,SUB0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,47.59,index,valid,synthetic_service,163,161,75,24.24
SERVICE-SERVICE_USAGE_HOURLY-03-55,SUB0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,27.76,index,valid,synthetic_service,177,173,42,28.91
SERVICE-SERVICE_USAGE_HOURLY-03-56,SUB0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,64.82,index,valid,synthetic_service,280,277,83,17.03
SERVICE-SERVICE_USAGE_HOURLY-03-57,SUB0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,59.96,index,valid,synthetic_service,188,183,30,8.31
SERVICE-SERVICE_USAGE_HOURLY-03-58,SUB0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,17.78,index,valid,synthetic_service,300,299,86,15.43
SERVICE-SERVICE_USAGE_HOURLY-03-59,SUB0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,17.8,index,valid,synthetic_service,101,96,97,18.28
SERVICE-SERVICE_USAGE_HOURLY-03-60,SUB0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,81.85,index,valid,synthetic_service,76,75,69,13.46
SERVICE-SERVICE_USAGE_HOURLY-03-61,SUB0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,66.97,index,valid,synthetic_service,283,281,29,13.41
SERVICE-SERVICE_USAGE_HOURLY-03-62,SUB0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,58.56,index,valid,synthetic_service,262,259,97,25.69
SERVICE-SERVICE_USAGE_HOURLY-03-63,SUB0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,20.74,index,valid,synthetic_service,290,285,96,8.57
SERVICE-SERVICE_USAGE_HOURLY-03-64,SUB0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,23.61,index,valid,synthetic_service,198,197,59,18.29
SERVICE-SERVICE_USAGE_HOURLY-03-65,SUB0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,55.29,index,valid,synthetic_service,275,271,26,25.73
SERVICE-SERVICE_USAGE_HOURLY-03-66,SUB0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,74.2,index,valid,synthetic_service,213,208,57,14.7
SERVICE-SERVICE_USAGE_HOURLY-03-67,SUB0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,82.36,index,valid,synthetic_service,135,132,97,7.41
SERVICE-SERVICE_USAGE_HOURLY-03-68,SUB0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,83.97,index,valid,synthetic_service,286,284,32,10.02
SERVICE-SERVICE_USAGE_HOURLY-03-69,SUB0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,67.51,index,valid,synthetic_service,229,225,54,6.25
SERVICE-SERVICE_USAGE_HOURLY-03-70,SUB0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,17.53,index,valid,synthetic_service,208,205,59,8.45
SERVICE-SERVICE_USAGE_HOURLY-03-71,SUB0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,41.72,index,valid,synthetic_service,87,84,74,33.61
SERVICE-SERVICE_USAGE_HOURLY-04-00,SUB0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,26.38,index,valid,synthetic_service,208,203,41,19.82
SERVICE-SERVICE_USAGE_HOURLY-04-01,SUB0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,68.41,index,valid,synthetic_service,177,176,69,10.44
SERVICE-SERVICE_USAGE_HOURLY-04-02,SUB0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,64.54,index,valid,synthetic_service,154,150,35,13.08
SERVICE-SERVICE_USAGE_HOURLY-04-03,SUB0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,25.25,index,valid,synthetic_service,152,147,51,6.64
SERVICE-SERVICE_USAGE_HOURLY-04-04,SUB0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,82.01,index,valid,synthetic_service,102,98,95,23.5
SERVICE-SERVICE_USAGE_HOURLY-04-05,SUB0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,26.4,index,valid,synthetic_service,261,256,59,34.97
SERVICE-SERVICE_USAGE_HOURLY-04-06,SUB0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,18.53,index,valid,synthetic_service,216,213,53,29.51
SERVICE-SERVICE_USAGE_HOURLY-04-07,SUB0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,66.15,index,valid,synthetic_service,194,190,74,10.02
SERVICE-SERVICE_USAGE_HOURLY-04-08,SUB0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,40.48,index,valid,synthetic_service,210,206,33,6.45
SERVICE-SERVICE_USAGE_HOURLY-04-09,SUB0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,48.83,index,valid,synthetic_service,251,250,40,31.45
SERVICE-SERVICE_USAGE_HOURLY-04-10,SUB0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,64.89,index,valid,synthetic_service,51,50,46,29.87
SERVICE-SERVICE_USAGE_HOURLY-04-11,SUB0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,53.4,index,valid,synthetic_service,117,112,68,22.82
SERVICE-SERVICE_USAGE_HOURLY-04-12,SUB0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,47.4,index,valid,synthetic_service,75,74,77,25.63
SERVICE-SERVICE_USAGE_HOURLY-04-13,SUB0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,77.94,index,valid,synthetic_service,224,222,91,20.05
SERVICE-SERVICE_USAGE_HOURLY-04-14,SUB0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,38.89,index,valid,synthetic_service,56,52,46,15.49
SERVICE-SERVICE_USAGE_HOURLY-04-15,SUB0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,34.4,index,valid,synthetic_service,57,52,99,8.04
SERVICE-SERVICE_USAGE_HOURLY-04-16,SUB0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,62.18,index,valid,synthetic_service,231,230,35,14.54
