service_health_hourly_id,subscription_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,active_count,latency_ms
SERVICE-SERVICE_HEALTH_HOURLY-02-06,SUB0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,33.58,index,valid,synthetic_service,129,125,32,25.73
SERVICE-SERVICE_HEALTH_HOURLY-02-07,SUB0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,24.87,index,valid,synthetic_service,228,227,73,24.17
SERVICE-SERVICE_HEALTH_HOURLY-02-08,SUB0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,41.36,index,valid,synthetic_service,50,49,26,27.52
SERVICE-SERVICE_HEALTH_HOURLY-02-09,SUB0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,42.35,index,valid,synthetic_service,145,141,82,28.14
SERVICE-SERVICE_HEALTH_HOURLY-02-10,SUB0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,77.67,index,valid,synthetic_service,242,240,93,18.58
SERVICE-SERVICE_HEALTH_HOURLY-02-11,SUB0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,46.06,index,valid,synthetic_service,199,197,88,24.24
SERVICE-SERVICE_HEALTH_HOURLY-02-12,SUB0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,43.79,index,valid,synthetic_service,269,268,85,31.32
SERVICE-SERVICE_HEALTH_HOURLY-02-13,SUB0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,40.62,index,valid,synthetic_service,155,153,25,17.67
SERVICE-SERVICE_HEALTH_HOURLY-02-14,SUB0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,18.55,index,valid,synthetic_service,91,89,59,5.35
SERVICE-SERVICE_HEALTH_HOURLY-02-15,SUB0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,34.37,index,valid,synthetic_service,286,285,55,8.24
SERVICE-SERVICE_HEALTH_HOURLY-02-16,SUB0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,26.42,index,valid,synthetic_service,80,76,36,30.88
SERVICE-SERVICE_HEALTH_HOURLY-02-17,SUB0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,53.35,index,valid,synthetic_service,220,217,69,25.64
SERVICE-SERVICE_HEALTH_HOURLY-02-18,SUB0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,51.44,index,valid,synthetic_service,289,284,55,16.05
SERVICE-SERVICE_HEALTH_HOURLY-02-19,SUB0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,74.38,index,valid,synthetic_service,164,163,74,5.93
SERVICE-SERVICE_HEALTH_HOURLY-02-20,SUB0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,23.61,index,valid,synthetic_service,233,231,97,17.62
SERVICE-SERVICE_HEALTH_HOURLY-02-21,SUB0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,50.39,index,valid,synthetic_service,100,99,78,25.39
SERVICE-SERVICE_HEALTH_HOURLY-02-22,SUB0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,83.05,index,valid,synthetic_service,55,51,96,26.71
SERVICE-SERVICE_HEALTH_HOURLY-02-23,SUB0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,67.16,index,valid,synthetic_service,118,114,46,26.98
SERVICE-SERVICE_HEALTH_HOURLY-02-24,SUB0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,67.5,index,valid,synthetic_service,293,290,20,10.41
SERVICE-SERVICE_HEALTH_HOURLY-02-25,SUB0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,61.75,index,valid,synthetic_service,140,135,48,5.44
SERVICE-SERVICE_HEALTH_HOURLY-02-26,SUB0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,73.23,index,valid,synthetic_service,62,58,31,32.67
SERVICE-SERVICE_HEALTH_HOURLY-02-27,SUB0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,78.28,index,valid,synthetic_service,175,172,24,14.16
SERVICE-SERVICE_HEALTH_HOURLY-02-28,SUB0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,20.65,index,valid,synthetic_service,136,133,20,8.79
SERVICE-SERVICE_HEALTH_HOURLY-02-29,SUB0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,31.23,index,valid,synthetic_service,185,181,23,30.41
SERVICE-SERVICE_HEALTH_HOURLY-02-30,SUB0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,47.16,index,valid,synthetic_service,138,135,48,28.47
SERVICE-SERVICE_HEALTH_HOURLY-02-31,SUB0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,59.5,index,valid,synthetic_service,119,116,61,6.81
SERVICE-SERVICE_HEALTH_HOURLY-02-32,SUB0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,78.03,index,valid,synthetic_service,299,298,62,27.29
SERVICE-SERVICE_HEALTH_HOURLY-02-33,SUB0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,36.6,index,valid,synthetic_service,286,285,38,27.64
SERVICE-SERVICE_HEALTH_HOURLY-02-34,SUB0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,68.58,index,valid,synthetic_service,287,286,86,26.79
SERVICE-SERVICE_HEALTH_HOURLY-02-35,SUB0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,75.76,index,valid,synthetic_service,84,79,25,29.32
SERVICE-SERVICE_HEALTH_HOURLY-02-36,SUB0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,66.59,index,valid,synthetic_service,112,111,51,33.11
SERVICE-SERVICE_HEALTH_HOURLY-02-37,SUB0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,30.26,index,valid,synthetic_service,81,78,73,27.57
SERVICE-SERVICE_HEALTH_HOURLY-02-38,SUB0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,59.51,index,valid,synthetic_service,141,137,97,12.46
SERVICE-SERVICE_HEALTH_HOURLY-02-39,SUB0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,46.13,index,valid,synthetic_service,266,263,96,34.17
SERVICE-SERVICE_HEALTH_HOURLY-02-40,SUB0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,72.21,index,valid,synthetic_service,184,179,23,5.77
SERVICE-SERVICE_HEALTH_HOURLY-02-41,SUB0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,71.6,index,valid,synthetic_service,55,50,72,23.51
SERVICE-SERVICE_HEALTH_HOURLY-02-42,SUB0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,47.46,index,valid,synthetic_service,196,194,81,6.49
SERVICE-SERVICE_HEALTH_HOURLY-02-43,SUB0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.24,index,valid,synthetic_service,101,100,76,24.62
SERVICE-SERVICE_HEALTH_HOURLY-02-44,SUB0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,81.3,index,valid,synthetic_service,150,147,69,20.9
SERVICE-SERVICE_HEALTH_HOURLY-02-45,SUB0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,57.83,index,valid,synthetic_service,213,211,52,22.35
SERVICE-SERVICE_HEALTH_HOURLY-02-46,SUB0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,38.47,index,valid,synthetic_service,215,213,31,23.61
SERVICE-SERVICE_HEALTH_HOURLY-02-47,SUB0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,30.62,index,valid,synthetic_service,178,173,51,32.36
SERVICE-SERVICE_HEALTH_HOURLY-02-48,SUB0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,51.81,index,valid,synthetic_service,115,113,93,5.96
SERVICE-SERVICE_HEALTH_HOURLY-02-49,SUB0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,29.77,index,valid,synthetic_service,300,298,20,12.88
SERVICE-SERVICE_HEALTH_HOURLY-02-50,SUB0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,46.09,index,valid,synthetic_service,223,219,58,32.8
SERVICE-SERVICE_HEALTH_HOURLY-02-51,SUB0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,18.23,index,valid,synthetic_service,180,177,68,5.06
SERVICE-SERVICE_HEALTH_HOURLY-02-52,SUB0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,23.71,index,valid,synthetic_service,70,69,36,26.58
SERVICE-SERVICE_HEALTH_HOURLY-02-53,SUB0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,82.43,index,valid,synthetic_service,215,214,57,11.35
SERVICE-SERVICE_HEALTH_HOURLY-02-54,SUB0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,40.12,index,valid,synthetic_service,281,278,69,28.61
SERVICE-SERVICE_HEALTH_HOURLY-02-55,SUB0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,73.8,index,valid,synthetic_service,267,263,88,19.95
SERVICE-SERVICE_HEALTH_HOURLY-02-56,SUB0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,22.03,index,valid,synthetic_service,205,203,51,31.54
SERVICE-SERVICE_HEALTH_HOURLY-02-57,SUB0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,47.64,index,valid,synthetic_service,113,110,48,5.29
SERVICE-SERVICE_HEALTH_HOURLY-02-58,SUB0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,32.33,index,valid,synthetic_service,110,105,57,26.07
SERVICE-SERVICE_HEALTH_HOURLY-02-59,SUB0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,76.03,index,valid,synthetic_service,195,194,22,25.53
SERVICE-SERVICE_HEALTH_HOURLY-02-60,SUB0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,65.12,index,valid,synthetic_service,271,266,80,25.54
SERVICE-SERVICE_HEALTH_HOURLY-02-61,SUB0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,26.86,index,valid,synthetic_service,165,160,47,15.4
SERVICE-SERVICE_HEALTH_HOURLY-02-62,SUB0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,61.39,index,valid,synthetic_service,61,58,37,29.32
SERVICE-SERVICE_HEALTH_HOURLY-02-63,SUB0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,34.68,index,valid,synthetic_service,163,162,97,7.56
SERVICE-SERVICE_HEALTH_HOURLY-02-64,SUB0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,15.71,index,valid,synthetic_service,206,203,45,34.97
SERVICE-SERVICE_HEALTH_HOURLY-02-65,SUB0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,47.01,index,valid,synthetic_service,180,176,74,21.95
SERVICE-SERVICE_HEALTH_HOURLY-02-66,SUB0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,47.23,index,valid,synthetic_service,160,157,37,32.93
SERVICE-SERVICE_HEALTH_HOURLY-02-67,SUB0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,51.9,index,valid,synthetic_service,59,55,61,12.38
SERVICE-SERVICE_HEALTH_HOURLY-02-68,SUB0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,48.65,index,valid,synthetic_service,287,282,47,15.67
SERVICE-SERVICE_HEALTH_HOURLY-02-69,SUB0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,67.65,index,valid,synthetic_service,293,292,71,20.83
SERVICE-SERVICE_HEALTH_HOURLY-02-70,SUB0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,16.04,index,valid,synthetic_service,238,233,52,11.84
SERVICE-SERVICE_HEALTH_HOURLY-02-71,SUB0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,54.18,index,valid,synthetic_service,143,140,27,28.11
SERVICE-SERVICE_HEALTH_HOURLY-03-00,SUB0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,17.11,index,valid,synthetic_service,88,83,98,27.41
SERVICE-SERVICE_HEALTH_HOURLY-03-01,SUB0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,48.14,index,valid,synthetic_service,290,288,82,32.53
SERVICE-SERVICE_HEALTH_HOURLY-03-02,SUB0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,30.5,index,valid,synthetic_service,221,220,93,14.59
SERVICE-SERVICE_HEALTH_HOURLY-03-03,SUB0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,82.89,index,valid,synthetic_service,131,129,89,31.23
SERVICE-SERVICE_HEALTH_HOURLY-03-04,SUB0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,78.35,index,valid,synthetic_service,155,154,76,29.76
SERVICE-SERVICE_HEALTH_HOURLY-03-05,SUB0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,20.12,index,valid,synthetic_service,243,240,46,19.72
SERVICE-SERVICE_HEALTH_HOURLY-03-06,SUB0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,52.57,index,valid,synthetic_service,116,115,88,31.87
SERVICE-SERVICE_HEALTH_HOURLY-03-07,SUB0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,67.07,index,valid,synthetic_service,226,222,89,11.02
SERVICE-SERVICE_HEALTH_HOURLY-03-08,SUB0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,63.18,index,valid,synthetic_service,157,156,49,22.74
SERVICE-SERVICE_HEALTH_HOURLY-03-09,SUB0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,18.65,index,valid,synthetic_service,159,158,42,11.41
SERVICE-SERVICE_HEALTH_HOURLY-03-10,SUB0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,16.84,index,valid,synthetic_service,163,162,93,6.15
SERVICE-SERVICE_HEALTH_HOURLY-03-11,SUB0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,29.85,index,valid,synthetic_service,93,91,40,18.56
SERVICE-SERVICE_HEALTH_HOURLY-03-12,SUB0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,24.17,index,valid,synthetic_service,73,70,29,33.26
SERVICE-SERVICE_HEALTH_HOURLY-03-13,SUB0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,60.73,index,valid,synthetic_service,166,165,86,5.22
SERVICE-SERVICE_HEALTH_HOURLY-03-14,SUB0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,32.9,index,valid,synthetic_service,77,72,84,17.05
SERVICE-SERVICE_HEALTH_HOURLY-03-15,SUB0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,54.17,index,valid,synthetic_service,220,215,78,8.6
SERVICE-SERVICE_HEALTH_HOURLY-03-16,SUB0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,78.64,index,valid,synthetic_service,129,125,68,11.39
SERVICE-SERVICE_HEALTH_HOURLY-03-17,SUB0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,25.12,index,valid,synthetic_service,168,165,37,7.16
SERVICE-SERVICE_HEALTH_HOURLY-03-18,SUB0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,55.23,index,valid,synthetic_service,134,130,82,19.2
SERVICE-SERVICE_HEALTH_HOURLY-03-19,SUB0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,47.89,index,valid,synthetic_service,192,189,46,30.48
SERVICE-SERVICE_HEALTH_HOURLY-03-20,SUB0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,49.97,index,valid,synthetic_service,101,100,57,13.69
SERVICE-SERVICE_HEALTH_HOURLY-03-21,SUB0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,26.32,index,valid,synthetic_service,264,259,37,10.22
SERVICE-SERVICE_HEALTH_HOURLY-03-22,SUB0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,33.54,index,valid,synthetic_service,161,159,71,12.84
SERVICE-SERVICE_HEALTH_HOURLY-03-23,SUB0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,17.6,index,valid,synthetic_service,293,291,44,32.33
SERVICE-SERVICE_HEALTH_HOURLY-03-24,SUB0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,46.91,index,valid,synthetic_service,94,89,86,30.47
SERVICE-SERVICE_HEALTH_HOURLY-03-25,SUB0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,38.4,index,valid,synthetic_service,86,82,56,34.58
SERVICE-SERVICE_HEALTH_HOURLY-03-26,SUB0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,58.19,index,valid,synthetic_service,239,238,48,29.13
SERVICE-SERVICE_HEALTH_HOURLY-03-27,SUB0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,39.78,index,valid,synthetic_service,287,284,31,16.3
SERVICE-SERVICE_HEALTH_HOURLY-03-28,SUB0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,75.9,index,valid,synthetic_service,274,271,78,14.84
SERVICE-SERVICE_HEALTH_HOURLY-03-29,SUB0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,52.01,index,valid,synthetic_service,82,79,78,15.41
SERVICE-SERVICE_HEALTH_HOURLY-03-30,SUB0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,74.75,index,valid,synthetic_service,90,88,21,32.94
SERVICE-SERVICE_HEALTH_HOURLY-03-31,SUB0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,27.47,index,valid,synthetic_service,282,277,70,25.18
SERVICE-SERVICE_HEALTH_HOURLY-03-32,SUB0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,52.2,index,valid,synthetic_service,222,218,72,21.72
SERVICE-SERVICE_HEALTH_HOURLY-03-33,SUB0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,39.21,index,valid,synthetic_service,274,273,45,17.92
SERVICE-SERVICE_HEALTH_HOURLY-03-34,SUB0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,77.78,index,valid,synthetic_service,222,220,43,5.62
SERVICE-SERVICE_HEALTH_HOURLY-03-35,SUB0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,77.96,index,valid,synthetic_service,102,99,60,12.83
SERVICE-SERVICE_HEALTH_HOURLY-03-36,SUB0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,69.48,index,valid,synthetic_service,282,280,67,9.78
SERVICE-SERVICE_HEALTH_HOURLY-03-37,SUB0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,40.42,index,valid,synthetic_service,204,203,28,10.09
SERVICE-SERVICE_HEALTH_HOURLY-03-38,SUB0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,82.61,index,valid,synthetic_service,250,245,74,13.91
SERVICE-SERVICE_HEALTH_HOURLY-03-39,SUB0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,18.63,index,valid,synthetic_service,202,198,55,29.74
SERVICE-SERVICE_HEALTH_HOURLY-03-40,SUB0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,21.75,index,valid,synthetic_service,281,280,34,7.1
SERVICE-SERVICE_HEALTH_HOURLY-03-41,SUB0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,62.68,index,valid,synthetic_service,189,185,87,34.71
SERVICE-SERVICE_HEALTH_HOURLY-03-42,SUB0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,83.97,index,valid,synthetic_service,295,292,57,6.5
SERVICE-SERVICE_HEALTH_HOURLY-03-43,SUB0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,83.85,index,valid,synthetic_service,176,172,32,31.75
SERVICE-SERVICE_HEALTH_HOURLY-03-44,SUB0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,52.67,index,valid,synthetic_service,299,297,64,21.51
SERVICE-SERVICE_HEALTH_HOURLY-03-45,SUB0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,29.97,index,valid,synthetic_service,101,100,22,18.69
SERVICE-SERVICE_HEALTH_HOURLY-03-46,SUB0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,37.57,index,valid,synthetic_service,93,91,92,19.63
SERVICE-SERVICE_HEALTH_HOURLY-03-47,SUB0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,73.6,index,valid,synthetic_service,240,239,44,7.64
SERVICE-SERVICE_HEALTH_HOURLY-03-48,SUB0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,37.7,index,valid,synthetic_service,261,256,49,14.79
SERVICE-SERVICE_HEALTH_HOURLY-03-49,SUB0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,74.96,index,valid,synthetic_service,254,253,44,15.54
SERVICE-SERVICE_HEALTH_HOURLY-03-50,SUB0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,57.72,index,valid,synthetic_service,246,243,71,22.19
SERVICE-SERVICE_HEALTH_HOURLY-03-51,SUB0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,74.91,index,valid,synthetic_service,244,242,71,12.85
SERVICE-SERVICE_HEALTH_HOURLY-03-52,SUB0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,15.48,index,valid,synthetic_service,176,173,47,22.75
SERVICE-SERVICE_HEALTH_HOURLY-03-53,SUB0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,21.38,index,valid,synthetic_service,155,154,25,23.59
SERVICE-SERVICE_HEALTH_HOURLY-03-54,SUB0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,43.66,index,valid,synthetic_service,273,270,56,14.27
SERVICE-SERVICE_HEALTH_HOURLY-03-55,SUB0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,73.72,index,valid,synthetic_service,243,241,60,13.3
SERVICE-SERVICE_HEALTH_HOURLY-03-56,SUB0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,57.99,index,valid,synthetic_service,56,52,45,6.83
SERVICE-SERVICE_HEALTH_HOURLY-03-57,SUB0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,80.1,index,valid,synthetic_service,265,260,64,32.72
SERVICE-SERVICE_HEALTH_HOURLY-03-58,SUB0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,43.6,index,valid,synthetic_service,215,214,88,28.91
SERVICE-SERVICE_HEALTH_HOURLY-03-59,SUB0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,21.66,index,valid,synthetic_service,295,291,95,21.36
SERVICE-SERVICE_HEALTH_HOURLY-03-60,SUB0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,35.06,index,valid,synthetic_service,113,109,37,22.38
SERVICE-SERVICE_HEALTH_HOURLY-03-61,SUB0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,22.5,index,valid,synthetic_service,278,274,60,20.47
SERVICE-SERVICE_HEALTH_HOURLY-03-62,SUB0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,20.27,index,valid,synthetic_service,185,182,62,17.33
SERVICE-SERVICE_HEALTH_HOURLY-03-63,SUB0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,41.76,index,valid,synthetic_service,283,280,36,34.18
SERVICE-SERVICE_HEALTH_HOURLY-03-64,SUB0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,57.6,index,valid,synthetic_service,253,248,56,23.09
SERVICE-SERVICE_HEALTH_HOURLY-03-65,SUB0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,57.15,index,valid,synthetic_service,267,262,39,9.21
SERVICE-SERVICE_HEALTH_HOURLY-03-66,SUB0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,20.02,index,valid,synthetic_service,282,277,53,27.92
SERVICE-SERVICE_HEALTH_HOURLY-03-67,SUB0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,66.06,index,valid,synthetic_service,260,256,91,26.03
SERVICE-SERVICE_HEALTH_HOURLY-03-68,SUB0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,33.22,index,valid,synthetic_service,66,62,90,21.86
SERVICE-SERVICE_HEALTH_HOURLY-03-69,SUB0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,79.13,index,valid,synthetic_service,247,243,74,8.62
SERVICE-SERVICE_HEALTH_HOURLY-03-70,SUB0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,74.08,index,valid,synthetic_service,206,203,74,30.81
SERVICE-SERVICE_HEALTH_HOURLY-03-71,SUB0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,67.2,index,valid,synthetic_service,73,71,26,10.99
SERVICE-SERVICE_HEALTH_HOURLY-04-00,SUB0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,62.59,index,valid,synthetic_service,62,61,23,18.01
SERVICE-SERVICE_HEALTH_HOURLY-04-01,SUB0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,51.99,index,valid,synthetic_service,282,278,79,6.21
SERVICE-SERVICE_HEALTH_HOURLY-04-02,SUB0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,83.43,index,valid,synthetic_service,224,221,35,26.26
SERVICE-SERVICE_HEALTH_HOURLY-04-03,SUB0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,78.06,index,valid,synthetic_service,155,151,32,24.61
SERVICE-SERVICE_HEALTH_HOURLY-04-04,SUB0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,21.79,index,valid,synthetic_service,151,147,85,16.76
SERVICE-SERVICE_HEALTH_HOURLY-04-05,SUB0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,69.33,index,valid,synthetic_service,268,265,68,11.97
SERVICE-SERVICE_HEALTH_HOURLY-04-06,SUB0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,49.58,index,valid,synthetic_service,156,152,92,16.88
SERVICE-SERVICE_HEALTH_HOURLY-04-07,SUB0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,66.3,index,valid,synthetic_service,167,163,48,10.34
SERVICE-SERVICE_HEALTH_HOURLY-04-08,SUB0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,75.1,index,valid,synthetic_service,235,232,82,8.02
SERVICE-SERVICE_HEALTH_HOURLY-04-09,SUB0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,28.41,index,valid,synthetic_service,253,249,59,33.73
SERVICE-SERVICE_HEALTH_HOURLY-04-10,SUB0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,62.87,index,valid,synthetic_service,167,165,44,8.62
SERVICE-SERVICE_HEALTH_HOURLY-04-11,SUB0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,24.07,index,valid,synthetic_service,143,139,75,30.49
SERVICE-SERVICE_HEALTH_HOURLY-04-12,SUB0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,33.05,index,valid,synthetic_service,161,160,42,30.45
